Cluster_0000	Zm00008a037663,Zm00008a037664
Cluster_0951	Zm00008a008880,Zm00008a008882
Cluster_0952	Zm00008a008896,Zm00008a008884
Cluster_0953	Zm00008a008919,Zm00008a008920
Cluster_0954	Zm00008a008926,Zm00008a008927
Cluster_0955	Zm00008a008934,Zm00008a008933
Cluster_0956	Zm00008a008935,Zm00008a008936,Zm00008a008938
Cluster_0957	Zm00008a008952,Zm00008a008955,Zm00008a008953,Zm00008a008954
Cluster_0958	Zm00008a008961,Zm00008a008962
Cluster_0959	Zm00008a008970,Zm00008a008971,Zm00008a008973
Cluster_0960	Zm00008a008997,Zm00008a008998
Cluster_0961	Zm00008a009002,Zm00008a009001
Cluster_0962	Zm00008a009004,Zm00008a009003
Cluster_0963	Zm00008a009016,Zm00008a009015
Cluster_0964	Zm00008a009023,Zm00008a009024
Cluster_0965	Zm00008a009028,Zm00008a009029
Cluster_0966	Zm00008a006630,Zm00008a006614,Zm00008a006629
Cluster_0967	Zm00008a009043,Zm00008a009042,Zm00008a009038
Cluster_0968	Zm00008a009052,Zm00008a009053
Cluster_0969	Zm00008a009059,Zm00008a009060
Cluster_0970	Zm00008a009063,Zm00008a009062
Cluster_0971	Zm00008a009071,Zm00008a009070
Cluster_0972	Zm00008a009086,Zm00008a009087
Cluster_0973	Zm00008a009092,Zm00008a009091,Zm00008a009093
Cluster_0974	Zm00008a006637,Zm00008a006636
Cluster_0975	Zm00008a009113,Zm00008a009112
Cluster_0976	Zm00008a009136,Zm00008a009135
Cluster_0977	Zm00008a009138,Zm00008a009137
Cluster_0978	Zm00008a009155,Zm00008a009156
Cluster_0979	Zm00008a009163,Zm00008a009164
Cluster_0980	Zm00008a009169,Zm00008a009168
Cluster_0981	Zm00008a009187,Zm00008a009188
Cluster_0982	Zm00008a009193,Zm00008a009192
Cluster_0983	Zm00008a009200,Zm00008a009199
Cluster_0984	Zm00008a009217,Zm00008a009218
Cluster_0985	Zm00008a009228,Zm00008a009227
Cluster_0986	Zm00008a009238,Zm00008a009237,Zm00008a009236
Cluster_0987	Zm00008a009244,Zm00008a009245
Cluster_0988	Zm00008a009248,Zm00008a009254,Zm00008a009253
Cluster_0989	Zm00008a009275,Zm00008a009274
Cluster_0990	Zm00008a009292,Zm00008a009293
Cluster_0991	Zm00008a009296,Zm00008a009299,Zm00008a009300,Zm00008a009298
Cluster_0992	Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317
Cluster_0993	Zm00008a009323,Zm00008a009331,Zm00008a009322,Zm00008a009321,Zm00008a009332
Cluster_0994	Zm00008a009334,Zm00008a009335
Cluster_0995	Zm00008a009337,Zm00008a009338
Cluster_0996	Zm00008a009369,Zm00008a009368,Zm00008a009367
Cluster_0997	Zm00008a009394,Zm00008a009395
Cluster_0998	Zm00008a009397,Zm00008a009396
Cluster_0999	Zm00008a009402,Zm00008a009401
Cluster_1000	Zm00008a009405,Zm00008a009404
Cluster_1001	Zm00008a009420,Zm00008a009419
Cluster_1002	Zm00008a006666,Zm00008a006667
Cluster_1003	Zm00008a009443,Zm00008a009442
Cluster_1004	Zm00008a009445,Zm00008a009444
Cluster_1005	Zm00008a009448,Zm00008a009454,Zm00008a009449,Zm00008a009453,Zm00008a009452
Cluster_1006	Zm00008a009479,Zm00008a009480
Cluster_1007	Zm00008a009482,Zm00008a009481
Cluster_1008	Zm00008a009506,Zm00008a009507
Cluster_1009	Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514
Cluster_1010	Zm00008a009522,Zm00008a009523
Cluster_1011	Zm00008a009526,Zm00008a009527
Cluster_1012	Zm00008a009534,Zm00008a009535,Zm00008a009533
Cluster_1013	Zm00008a009548,Zm00008a009549
Cluster_1014	Zm00008a009557,Zm00008a009561,Zm00008a009558,Zm00008a009562,Zm00008a009553,Zm00008a009554,Zm00008a009552
Cluster_1015	Zm00008a006676,Zm00008a006675
Cluster_1016	Zm00008a009585,Zm00008a009586,Zm00008a009590
Cluster_1017	Zm00008a009605,Zm00008a009607,Zm00008a009606
Cluster_1018	Zm00008a006682,Zm00008a006681
Cluster_1019	Zm00008a009619,Zm00008a009620
Cluster_1020	Zm00008a009641,Zm00008a009640
Cluster_1021	Zm00008a009644,Zm00008a009645
Cluster_1022	Zm00008a009652,Zm00008a009667
Cluster_1023	Zm00008a009661,Zm00008a009660
Cluster_1024	Zm00008a009676,Zm00008a009680,Zm00008a009678,Zm00008a009681,Zm00008a009673,Zm00008a009672,Zm00008a009675,Zm00008a009677,Zm00008a009674
Cluster_1025	Zm00008a009691,Zm00008a009692
Cluster_1026	Zm00008a009694,Zm00008a009693
Cluster_1027	Zm00008a009695,Zm00008a009696
Cluster_1028	Zm00008a009704,Zm00008a009703
Cluster_1029	Zm00008a009714,Zm00008a009713
Cluster_1030	Zm00008a009719,Zm00008a009718
Cluster_1031	Zm00008a006692,Zm00008a006693
Cluster_1032	Zm00008a009728,Zm00008a009726
Cluster_1033	Zm00008a009733,Zm00008a009735,Zm00008a009736,Zm00008a009734
Cluster_1034	Zm00008a009744,Zm00008a009743
Cluster_1035	Zm00008a009752,Zm00008a009751
Cluster_1036	Zm00008a009775,Zm00008a009774,Zm00008a009776
Cluster_1037	Zm00008a006696,Zm00008a006695
Cluster_1038	Zm00008a006701,Zm00008a006699,Zm00008a006698
Cluster_1039	Zm00008a009823,Zm00008a009822,Zm00008a009824
Cluster_1040	Zm00008a009833,Zm00008a009834
Cluster_1041	Zm00008a009860,Zm00008a009861
Cluster_1042	Zm00008a009874,Zm00008a009875
Cluster_1043	Zm00008a009895,Zm00008a009896
Cluster_1044	Zm00008a009915,Zm00008a009914
Cluster_1045	Zm00008a009920,Zm00008a009922
Cluster_1046	Zm00008a009921,Zm00008a009919
Cluster_1047	Zm00008a009925,Zm00008a009926
Cluster_1048	Zm00008a009950,Zm00008a009949,Zm00008a009951
Cluster_1049	Zm00008a009978,Zm00008a009979,Zm00008a009977
Cluster_1050	Zm00008a006714,Zm00008a006715
Cluster_1051	Zm00008a009988,Zm00008a009989
Cluster_1052	Zm00008a009995,Zm00008a009996
Cluster_1053	Zm00008a009998,Zm00008a010000,Zm00008a009999,Zm00008a010001
Cluster_1054	Zm00008a010022,Zm00008a010020
Cluster_1055	Zm00008a010023,Zm00008a010024
Cluster_1056	Zm00008a010029,Zm00008a010018,Zm00008a010030
Cluster_1057	Zm00008a010067,Zm00008a010064
Cluster_1058	Zm00008a010076,Zm00008a010077
Cluster_1059	Zm00008a010086,Zm00008a010085
Cluster_1060	Zm00008a006726,Zm00008a006727,Zm00008a006735
Cluster_1061	Zm00008a010099,Zm00008a010098
Cluster_1062	Zm00008a010103,Zm00008a010102
Cluster_1063	Zm00008a010113,Zm00008a010116
Cluster_1064	Zm00008a010115,Zm00008a010114
Cluster_1065	Zm00008a010117,Zm00008a010118
Cluster_1066	Zm00008a006733,Zm00008a006732,Zm00008a006731,Zm00008a006734
Cluster_1067	Zm00008a010126,Zm00008a010127
Cluster_1068	Zm00008a010143,Zm00008a010142
Cluster_1069	Zm00008a006736,Zm00008a006740
Cluster_1070	Zm00008a010150,Zm00008a010153
Cluster_1071	Zm00008a010154,Zm00008a010156,Zm00008a010155
Cluster_1072	Zm00008a010160,Zm00008a010159
Cluster_1073	Zm00008a010164,Zm00008a010165
Cluster_1074	Zm00008a010168,Zm00008a010169
Cluster_1075	Zm00008a010171,Zm00008a010172
Cluster_1076	Zm00008a010189,Zm00008a010187
Cluster_1077	Zm00008a010191,Zm00008a010190
Cluster_1078	Zm00008a010195,Zm00008a010198
Cluster_1079	Zm00008a010197,Zm00008a010182,Zm00008a010181,Zm00008a010175,Zm00008a010176
Cluster_1080	Zm00008a010206,Zm00008a010202
Cluster_1081	Zm00008a010234,Zm00008a010235
Cluster_1082	Zm00008a010237,Zm00008a010236
Cluster_1083	Zm00008a005981,Zm00008a005982
Cluster_1084	Zm00008a010245,Zm00008a010252,Zm00008a010238,Zm00008a010246,Zm00008a010240,Zm00008a010255,Zm00008a010251
Cluster_1085	Zm00008a010257,Zm00008a010256
Cluster_1086	Zm00008a010263,Zm00008a010264
Cluster_1087	Zm00008a006743,Zm00008a006746,Zm00008a006744,Zm00008a006745
Cluster_1088	Zm00008a010272,Zm00008a010273
Cluster_1089	Zm00008a010276,Zm00008a010277
Cluster_1090	Zm00008a010285,Zm00008a010286
Cluster_1091	Zm00008a010298,Zm00008a010303
Cluster_1092	Zm00008a010315,Zm00008a010326,Zm00008a010336,Zm00008a010320
Cluster_1093	Zm00008a006748,Zm00008a006749
Cluster_1094	Zm00008a010333,Zm00008a010323
Cluster_1095	Zm00008a010334,Zm00008a010329,Zm00008a010337,Zm00008a010319,Zm00008a010328,Zm00008a010331,Zm00008a010332,Zm00008a010330,Zm00008a010327,Zm00008a010335,Zm00008a010324,Zm00008a010325,Zm00008a010321,Zm00008a010322
Cluster_1096	Zm00008a010352,Zm00008a010353
Cluster_1097	Zm00008a010354,Zm00008a010356,Zm00008a010355
Cluster_1098	Zm00008a010365,Zm00008a010366
Cluster_1099	Zm00008a010371,Zm00008a010370,Zm00008a010373,Zm00008a010368
Cluster_1100	Zm00008a010380,Zm00008a010382,Zm00008a010379,Zm00008a010383
Cluster_1101	Zm00008a010391,Zm00008a010387,Zm00008a010396,Zm00008a010394,Zm00008a010389,Zm00008a010399,Zm00008a010392,Zm00008a010400,Zm00008a010398
Cluster_1102	Zm00008a010395,Zm00008a010381,Zm00008a010386
Cluster_1103	Zm00008a010404,Zm00008a010406
Cluster_1104	Zm00008a010410,Zm00008a010412
Cluster_1105	Zm00008a010428,Zm00008a010425
Cluster_1106	Zm00008a010443,Zm00008a010435
Cluster_1107	Zm00008a010446,Zm00008a010445
Cluster_1108	Zm00008a010447,Zm00008a010444
Cluster_1109	Zm00008a010448,Zm00008a010450,Zm00008a010449
Cluster_1110	Zm00008a010473,Zm00008a010471
Cluster_1111	Zm00008a010477,Zm00008a010476
Cluster_1112	Zm00008a010481,Zm00008a010480
Cluster_1113	Zm00008a010482,Zm00008a010479
Cluster_1114	Zm00008a010492,Zm00008a010490
Cluster_1115	Zm00008a010500,Zm00008a010499
Cluster_1116	Zm00008a010524,Zm00008a010522
Cluster_1117	Zm00008a010542,Zm00008a010541
Cluster_1118	Zm00008a010547,Zm00008a010548
Cluster_1119	Zm00008a006764,Zm00008a006762,Zm00008a006763
Cluster_1120	Zm00008a010558,Zm00008a010556,Zm00008a010557
Cluster_1121	Zm00008a010568,Zm00008a010567
Cluster_1122	Zm00008a006765,Zm00008a006766
Cluster_1123	Zm00008a010582,Zm00008a010585
Cluster_1124	Zm00008a006773,Zm00008a006774
Cluster_1125	Zm00008a006780,Zm00008a006787,Zm00008a006788,Zm00008a006783
Cluster_1126	Zm00008a006785,Zm00008a006786,Zm00008a006782,Zm00008a006777
Cluster_1127	Zm00008a006793,Zm00008a006784,Zm00008a006781,Zm00008a006778,Zm00008a006794
Cluster_1128	Zm00008a005990,Zm00008a005991
Cluster_1129	Zm00008a006807,Zm00008a006808,Zm00008a006806
Cluster_1130	Zm00008a006810,Zm00008a006809
Cluster_1131	Zm00008a006813,Zm00008a006814
Cluster_1132	Zm00008a006827,Zm00008a006829,Zm00008a006824,Zm00008a006825,Zm00008a006826
Cluster_1133	Zm00008a006830,Zm00008a006822
Cluster_1134	Zm00008a005994,Zm00008a005995
Cluster_1135	Zm00008a006838,Zm00008a006837
Cluster_1136	Zm00008a006858,Zm00008a006857
Cluster_1137	Zm00008a006866,Zm00008a006868,Zm00008a006867
Cluster_1138	Zm00008a006869,Zm00008a006871
Cluster_1139	Zm00008a006882,Zm00008a006881
Cluster_1140	Zm00008a006891,Zm00008a006894
Cluster_1141	Zm00008a006895,Zm00008a006896,Zm00008a006892
Cluster_1142	Zm00008a006900,Zm00008a006897
Cluster_1143	Zm00008a006904,Zm00008a006905
Cluster_1144	Zm00008a006908,Zm00008a006910
Cluster_1145	Zm00008a006912,Zm00008a006916
Cluster_1146	Zm00008a006927,Zm00008a006933
Cluster_1147	Zm00008a006004,Zm00008a006007,Zm00008a006008,Zm00008a006005,Zm00008a006006
Cluster_1148	Zm00008a006936,Zm00008a006944
Cluster_1149	Zm00008a006015,Zm00008a006016
Cluster_1150	Zm00008a006019,Zm00008a006021
Cluster_1151	Zm00008a006964,Zm00008a006963
Cluster_1152	Zm00008a006978,Zm00008a006977
Cluster_1153	Zm00008a006986,Zm00008a006985
Cluster_1154	Zm00008a006995,Zm00008a006997,Zm00008a006994,Zm00008a006996,Zm00008a006993
Cluster_1155	Zm00008a006028,Zm00008a006027,Zm00008a006026
Cluster_1156	Zm00008a007011,Zm00008a007012
Cluster_1157	Zm00008a007025,Zm00008a007024
Cluster_1158	Zm00008a007033,Zm00008a007031
Cluster_1159	Zm00008a007045,Zm00008a007046
Cluster_1160	Zm00008a006040,Zm00008a006042
Cluster_1161	Zm00008a007058,Zm00008a007059
Cluster_1162	Zm00008a006048,Zm00008a006049
Cluster_1163	Zm00008a007091,Zm00008a007092
Cluster_1164	Zm00008a007121,Zm00008a007122
Cluster_1165	Zm00008a007131,Zm00008a007135,Zm00008a007133,Zm00008a007132,Zm00008a007129,Zm00008a007134
Cluster_1166	Zm00008a007143,Zm00008a007144
Cluster_1167	Zm00008a007157,Zm00008a007158
Cluster_1168	Zm00008a006065,Zm00008a006066
Cluster_1169	Zm00008a007189,Zm00008a007188,Zm00008a007191
Cluster_1170	Zm00008a007204,Zm00008a007211,Zm00008a007205,Zm00008a007214
Cluster_1171	Zm00008a007208,Zm00008a007207
Cluster_1172	Zm00008a007216,Zm00008a007215
Cluster_1173	Zm00008a007217,Zm00008a007218,Zm00008a007212,Zm00008a007213
Cluster_1174	Zm00008a007221,Zm00008a007222
Cluster_1175	Zm00008a007224,Zm00008a007226
Cluster_1176	Zm00008a007233,Zm00008a007235
Cluster_1177	Zm00008a006073,Zm00008a006074
Cluster_1178	Zm00008a007245,Zm00008a007244
Cluster_1179	Zm00008a007248,Zm00008a007250,Zm00008a007249
Cluster_1180	Zm00008a007255,Zm00008a007253
Cluster_1181	Zm00008a007258,Zm00008a007252
Cluster_1182	Zm00008a007260,Zm00008a007261
Cluster_1183	Zm00008a006082,Zm00008a006080,Zm00008a006081,Zm00008a006083
Cluster_1184	Zm00008a007274,Zm00008a007273
Cluster_1185	Zm00008a007281,Zm00008a007282
Cluster_1186	Zm00008a007294,Zm00008a007291
Cluster_1187	Zm00008a007302,Zm00008a007303
Cluster_1188	Zm00008a007314,Zm00008a007315
Cluster_1189	Zm00008a006090,Zm00008a006100,Zm00008a006086,Zm00008a006085,Zm00008a006084
Cluster_1190	Zm00008a007331,Zm00008a007330
Cluster_1191	Zm00008a007345,Zm00008a007344
Cluster_1192	Zm00008a007351,Zm00008a007353
Cluster_1193	Zm00008a006110,Zm00008a006109
Cluster_1194	Zm00008a006112,Zm00008a006113,Zm00008a006111
Cluster_1195	Zm00008a007365,Zm00008a007368
Cluster_1196	Zm00008a007374,Zm00008a007375
Cluster_1197	Zm00008a007381,Zm00008a007383,Zm00008a007380,Zm00008a007382
Cluster_1198	Zm00008a007400,Zm00008a007401
Cluster_1199	Zm00008a007406,Zm00008a007404
Cluster_1200	Zm00008a007408,Zm00008a007402
Cluster_1201	Zm00008a007420,Zm00008a007421
Cluster_1202	Zm00008a007423,Zm00008a007422
Cluster_1203	Zm00008a007429,Zm00008a007428
Cluster_1204	Zm00008a007460,Zm00008a007463
Cluster_1205	Zm00008a007468,Zm00008a007469,Zm00008a007470
Cluster_1206	Zm00008a006134,Zm00008a006135
Cluster_1207	Zm00008a007491,Zm00008a007492
Cluster_1208	Zm00008a007500,Zm00008a007501,Zm00008a007499
Cluster_1209	Zm00008a007515,Zm00008a007516
Cluster_1210	Zm00008a007524,Zm00008a007526
Cluster_1211	Zm00008a007531,Zm00008a007529,Zm00008a007532,Zm00008a007530
Cluster_1212	Zm00008a006150,Zm00008a006151
Cluster_1213	Zm00008a007537,Zm00008a007536
Cluster_1214	Zm00008a007541,Zm00008a007551
Cluster_1215	Zm00008a007545,Zm00008a007535
Cluster_1216	Zm00008a007555,Zm00008a007554
Cluster_1217	Zm00008a006165,Zm00008a006161
Cluster_1218	Zm00008a007564,Zm00008a007565
Cluster_1219	Zm00008a007569,Zm00008a007570
Cluster_1220	Zm00008a006173,Zm00008a006174
Cluster_1221	Zm00008a006177,Zm00008a006178
Cluster_1222	Zm00008a007588,Zm00008a007587
Cluster_1223	Zm00008a007591,Zm00008a007590
Cluster_1224	Zm00008a007593,Zm00008a007595
Cluster_1225	Zm00008a006183,Zm00008a006184
Cluster_1226	Zm00008a006186,Zm00008a006185
Cluster_1227	Zm00008a007598,Zm00008a007597,Zm00008a007596
Cluster_1228	Zm00008a007609,Zm00008a007603,Zm00008a007602
Cluster_1229	Zm00008a007612,Zm00008a007613
Cluster_1230	Zm00008a007616,Zm00008a007617
Cluster_1231	Zm00008a006196,Zm00008a006193,Zm00008a006203,Zm00008a006199,Zm00008a006209,Zm00008a006210,Zm00008a006192
Cluster_1232	Zm00008a006197,Zm00008a006200
Cluster_1233	Zm00008a007623,Zm00008a007624
Cluster_1234	Zm00008a007638,Zm00008a007637
Cluster_1235	Zm00008a007650,Zm00008a007657
Cluster_1236	Zm00008a007654,Zm00008a007655
Cluster_1237	Zm00008a006220,Zm00008a006225,Zm00008a006213,Zm00008a006224,Zm00008a006218
Cluster_1238	Zm00008a006221,Zm00008a006227,Zm00008a006216,Zm00008a006222,Zm00008a006228,Zm00008a006226,Zm00008a006214,Zm00008a006215,Zm00008a006229
Cluster_1239	Zm00008a006231,Zm00008a006230
Cluster_1240	Zm00008a007672,Zm00008a007675
Cluster_1241	Zm00008a007680,Zm00008a007681
Cluster_1242	Zm00008a007682,Zm00008a007684,Zm00008a007688,Zm00008a007689
Cluster_1243	Zm00008a007687,Zm00008a007686
Cluster_1244	Zm00008a007697,Zm00008a007698
Cluster_1245	Zm00008a006238,Zm00008a006240
Cluster_1246	Zm00008a007708,Zm00008a007709,Zm00008a007710
Cluster_1247	Zm00008a007717,Zm00008a007719,Zm00008a007720
Cluster_1248	Zm00008a007722,Zm00008a007723
Cluster_1249	Zm00008a007726,Zm00008a007727
Cluster_1250	Zm00008a007735,Zm00008a007736
Cluster_1251	Zm00008a007742,Zm00008a007745,Zm00008a007749
Cluster_1252	Zm00008a007752,Zm00008a007751
Cluster_1253	Zm00008a007771,Zm00008a007770
Cluster_1254	Zm00008a006282,Zm00008a006280
Cluster_1255	Zm00008a006283,Zm00008a006272,Zm00008a006268,Zm00008a006269
Cluster_1256	Zm00008a007791,Zm00008a007793
Cluster_1257	Zm00008a007796,Zm00008a007797
Cluster_1258	Zm00008a006308,Zm00008a006313,Zm00008a006315
Cluster_1259	Zm00008a006309,Zm00008a006310
Cluster_1260	Zm00008a007819,Zm00008a007820
Cluster_1261	Zm00008a007823,Zm00008a007824
Cluster_1262	Zm00008a012064,Zm00008a012065
Cluster_1263	Zm00008a012071,Zm00008a012069,Zm00008a012072
Cluster_1264	Zm00008a012077,Zm00008a012076,Zm00008a012075
Cluster_1265	Zm00008a012079,Zm00008a012080
Cluster_1266	Zm00008a012093,Zm00008a012094
Cluster_1267	Zm00008a012096,Zm00008a012097
Cluster_1268	Zm00008a010940,Zm00008a010942,Zm00008a010953,Zm00008a010939
Cluster_1269	Zm00008a012106,Zm00008a012107
Cluster_1270	Zm00008a012130,Zm00008a012131
Cluster_1271	Zm00008a012141,Zm00008a012140
Cluster_1272	Zm00008a010960,Zm00008a010958,Zm00008a010959,Zm00008a010961
Cluster_1273	Zm00008a012151,Zm00008a012152
Cluster_1274	Zm00008a012157,Zm00008a012158
Cluster_1275	Zm00008a012177,Zm00008a012172,Zm00008a012182,Zm00008a012174
Cluster_1276	Zm00008a012186,Zm00008a012187
Cluster_1277	Zm00008a012195,Zm00008a012196
Cluster_1278	Zm00008a012210,Zm00008a012211
Cluster_1279	Zm00008a012221,Zm00008a012220,Zm00008a012219
Cluster_1280	Zm00008a012228,Zm00008a012229,Zm00008a012226
Cluster_1281	Zm00008a010970,Zm00008a010969
Cluster_1282	Zm00008a012231,Zm00008a012234
Cluster_1283	Zm00008a012232,Zm00008a012235
Cluster_1284	Zm00008a012233,Zm00008a012236
Cluster_1285	Zm00008a012238,Zm00008a012239
Cluster_1286	Zm00008a012247,Zm00008a012246
Cluster_1287	Zm00008a010983,Zm00008a010982
Cluster_1288	Zm00008a012267,Zm00008a012268
Cluster_1289	Zm00008a012277,Zm00008a012276
Cluster_1290	Zm00008a012281,Zm00008a012280,Zm00008a012282
Cluster_1291	Zm00008a012283,Zm00008a012284
Cluster_1292	Zm00008a010989,Zm00008a010990
Cluster_1293	Zm00008a012301,Zm00008a012302
Cluster_1294	Zm00008a012304,Zm00008a012303
Cluster_1295	Zm00008a012305,Zm00008a012306
Cluster_1296	Zm00008a012311,Zm00008a012312
Cluster_1297	Zm00008a012313,Zm00008a012314
Cluster_1298	Zm00008a012317,Zm00008a012324
Cluster_1299	Zm00008a012338,Zm00008a012339
Cluster_1300	Zm00008a012365,Zm00008a012366
Cluster_1301	Zm00008a012380,Zm00008a012382,Zm00008a012381
Cluster_1302	Zm00008a012400,Zm00008a012401
Cluster_1303	Zm00008a012402,Zm00008a012388
Cluster_1304	Zm00008a012407,Zm00008a012412
Cluster_1305	Zm00008a010999,Zm00008a011000
Cluster_1306	Zm00008a012428,Zm00008a012427
Cluster_1307	Zm00008a012431,Zm00008a012432
Cluster_1308	Zm00008a012441,Zm00008a012442
Cluster_1309	Zm00008a012451,Zm00008a012452
Cluster_1310	Zm00008a012458,Zm00008a012457
Cluster_1311	Zm00008a011007,Zm00008a011008
Cluster_1312	Zm00008a012469,Zm00008a012468
Cluster_1313	Zm00008a012470,Zm00008a012471
Cluster_1314	Zm00008a012491,Zm00008a012492
Cluster_1315	Zm00008a012506,Zm00008a012507
Cluster_1316	Zm00008a012508,Zm00008a012509
Cluster_1317	Zm00008a012515,Zm00008a012514
Cluster_1318	Zm00008a012523,Zm00008a012524
Cluster_1319	Zm00008a012533,Zm00008a012535,Zm00008a012536
Cluster_1320	Zm00008a012538,Zm00008a012546,Zm00008a012548,Zm00008a012549
Cluster_1321	Zm00008a012541,Zm00008a012540
Cluster_1322	Zm00008a012553,Zm00008a012554
Cluster_1323	Zm00008a012557,Zm00008a012556
Cluster_1324	Zm00008a012561,Zm00008a012562
Cluster_1325	Zm00008a012564,Zm00008a012567,Zm00008a012565
Cluster_1326	Zm00008a012569,Zm00008a012568
Cluster_1327	Zm00008a012572,Zm00008a012571
Cluster_1328	Zm00008a012576,Zm00008a012577
Cluster_1329	Zm00008a011027,Zm00008a011026,Zm00008a011029,Zm00008a011030
Cluster_1330	Zm00008a012592,Zm00008a012591
Cluster_1331	Zm00008a012597,Zm00008a012598
Cluster_1332	Zm00008a012603,Zm00008a012600
Cluster_1333	Zm00008a012618,Zm00008a012617
Cluster_1334	Zm00008a012634,Zm00008a012636,Zm00008a012635
Cluster_1335	Zm00008a012638,Zm00008a012639
Cluster_1336	Zm00008a012642,Zm00008a012643
Cluster_1337	Zm00008a012650,Zm00008a012649,Zm00008a012648
Cluster_1338	Zm00008a011033,Zm00008a011034
Cluster_1339	Zm00008a012664,Zm00008a012665
Cluster_1340	Zm00008a012680,Zm00008a012666
Cluster_1341	Zm00008a012688,Zm00008a012687
Cluster_1342	Zm00008a011043,Zm00008a011044
Cluster_1343	Zm00008a012718,Zm00008a012719
Cluster_1344	Zm00008a012722,Zm00008a012723,Zm00008a012721
Cluster_1345	Zm00008a012727,Zm00008a012728
Cluster_1346	Zm00008a012733,Zm00008a012732,Zm00008a012729,Zm00008a012731,Zm00008a012737,Zm00008a012734,Zm00008a012730
Cluster_1347	Zm00008a012736,Zm00008a012735
Cluster_1348	Zm00008a012738,Zm00008a012739
Cluster_1349	Zm00008a012751,Zm00008a012752,Zm00008a012746,Zm00008a012750,Zm00008a012747
Cluster_1350	Zm00008a012754,Zm00008a012757
Cluster_1351	Zm00008a012765,Zm00008a012767
Cluster_1352	Zm00008a012768,Zm00008a012771,Zm00008a012770,Zm00008a012773,Zm00008a012769
Cluster_1353	Zm00008a012778,Zm00008a012779
Cluster_1354	Zm00008a012783,Zm00008a012786
Cluster_1355	Zm00008a012791,Zm00008a012784,Zm00008a012787,Zm00008a012790
Cluster_1356	Zm00008a012799,Zm00008a012798
Cluster_1357	Zm00008a012815,Zm00008a012816,Zm00008a012813,Zm00008a012814
Cluster_1358	Zm00008a012827,Zm00008a012828,Zm00008a012826
Cluster_1359	Zm00008a012832,Zm00008a012833
Cluster_1360	Zm00008a012834,Zm00008a012835
Cluster_1361	Zm00008a012836,Zm00008a012837
Cluster_1362	Zm00008a012860,Zm00008a012859
Cluster_1363	Zm00008a012863,Zm00008a012864
Cluster_1364	Zm00008a012865,Zm00008a012866
Cluster_1365	Zm00008a012869,Zm00008a012867,Zm00008a012870
Cluster_1366	Zm00008a012885,Zm00008a012883
Cluster_1367	Zm00008a012898,Zm00008a012899
Cluster_1368	Zm00008a011069,Zm00008a011061,Zm00008a011066,Zm00008a011064,Zm00008a011063,Zm00008a011080,Zm00008a011068,Zm00008a011079,Zm00008a011065,Zm00008a011059,Zm00008a011067,Zm00008a011078,Zm00008a011062,Zm00008a011060
Cluster_1369	Zm00008a012907,Zm00008a012908
Cluster_1370	Zm00008a012910,Zm00008a012911
Cluster_1371	Zm00008a012916,Zm00008a012917
Cluster_1372	Zm00008a012936,Zm00008a012937
Cluster_1373	Zm00008a011077,Zm00008a011070,Zm00008a011073,Zm00008a011072,Zm00008a011071,Zm00008a011074
Cluster_1374	Zm00008a012956,Zm00008a012964
Cluster_1375	Zm00008a012972,Zm00008a012973
Cluster_1376	Zm00008a012981,Zm00008a012980
Cluster_1377	Zm00008a012984,Zm00008a012983
Cluster_1378	Zm00008a012987,Zm00008a012988
Cluster_1379	Zm00008a011082,Zm00008a011083,Zm00008a011084
Cluster_1380	Zm00008a013021,Zm00008a013020
Cluster_1381	Zm00008a013059,Zm00008a013058,Zm00008a013057
Cluster_1382	Zm00008a013062,Zm00008a013061
Cluster_1383	Zm00008a011091,Zm00008a011092
Cluster_1384	Zm00008a013066,Zm00008a013067
Cluster_1385	Zm00008a013071,Zm00008a013070
Cluster_1386	Zm00008a011093,Zm00008a011087
Cluster_1387	Zm00008a013088,Zm00008a013085,Zm00008a013087,Zm00008a013089,Zm00008a013090,Zm00008a013091
Cluster_1388	Zm00008a011097,Zm00008a011096
Cluster_1389	Zm00008a013118,Zm00008a013119
Cluster_1390	Zm00008a013142,Zm00008a013141
Cluster_1391	Zm00008a013156,Zm00008a013155
Cluster_1392	Zm00008a013166,Zm00008a013165
Cluster_1393	Zm00008a013183,Zm00008a013182
Cluster_1394	Zm00008a013189,Zm00008a013191,Zm00008a013188
Cluster_1395	Zm00008a013197,Zm00008a013198
Cluster_1396	Zm00008a013211,Zm00008a013212
Cluster_1397	Zm00008a013227,Zm00008a013228
Cluster_1398	Zm00008a013235,Zm00008a013234
Cluster_1399	Zm00008a013240,Zm00008a013239
Cluster_1400	Zm00008a013241,Zm00008a013244
Cluster_1401	Zm00008a013242,Zm00008a013243
Cluster_1402	Zm00008a013246,Zm00008a013245
Cluster_1403	Zm00008a013247,Zm00008a013248
Cluster_1404	Zm00008a013259,Zm00008a013260,Zm00008a013257
Cluster_1405	Zm00008a013274,Zm00008a013275
Cluster_1406	Zm00008a013276,Zm00008a013277
Cluster_1407	Zm00008a013278,Zm00008a013279
Cluster_1408	Zm00008a011115,Zm00008a011116
