Cluster_0000	Zm00001d025036,Zm00001d025037
Cluster_0463	Zm00001d027436,Zm00001d027439
Cluster_0464	Zm00001d028987,Zm00001d028988
Cluster_0465	Zm00001d028999,Zm00001d028995
Cluster_0466	Zm00001d029084,Zm00001d029088
Cluster_0467	Zm00001d029085,Zm00001d029089
Cluster_0468	Zm00001d029090,Zm00001d029086
Cluster_0469	Zm00001d029099,Zm00001d029101
Cluster_0470	Zm00001d029108,Zm00001d029111,Zm00001d029117,Zm00001d029115
Cluster_0471	Zm00001d029109,Zm00001d029112
Cluster_0472	Zm00001d027472,Zm00001d027474,Zm00001d027475
Cluster_0473	Zm00001d029159,Zm00001d029157,Zm00001d029168,Zm00001d029146
Cluster_0474	Zm00001d029164,Zm00001d029154
Cluster_0475	Zm00001d029209,Zm00001d029211
Cluster_0476	Zm00001d029241,Zm00001d029243
Cluster_0477	Zm00001d029247,Zm00001d029246
Cluster_0478	Zm00001d029254,Zm00001d029251
Cluster_0479	Zm00001d029280,Zm00001d029279,Zm00001d029274,Zm00001d029275
Cluster_0480	Zm00001d029289,Zm00001d029288,Zm00001d029290
Cluster_0481	Zm00001d029309,Zm00001d029310
Cluster_0482	Zm00001d029318,Zm00001d029314,Zm00001d029321,Zm00001d029320,Zm00001d029319
Cluster_0483	Zm00001d029353,Zm00001d029356,Zm00001d029359
Cluster_0484	Zm00001d029372,Zm00001d029373
Cluster_0485	Zm00001d029376,Zm00001d029377
Cluster_0486	Zm00001d029389,Zm00001d029387,Zm00001d029388
Cluster_0487	Zm00001d027508,Zm00001d027509
Cluster_0488	Zm00001d029454,Zm00001d029451,Zm00001d029449
Cluster_0489	Zm00001d029457,Zm00001d029459
Cluster_0490	Zm00001d029462,Zm00001d029461
Cluster_0491	Zm00001d029476,Zm00001d029478
Cluster_0492	Zm00001d029489,Zm00001d029488
Cluster_0493	Zm00001d027524,Zm00001d027525
Cluster_0494	Zm00001d029520,Zm00001d029526,Zm00001d029519
Cluster_0495	Zm00001d029523,Zm00001d029522
Cluster_0496	Zm00001d029550,Zm00001d029551
Cluster_0497	Zm00001d027535,Zm00001d027534
Cluster_0498	Zm00001d029571,Zm00001d029572
Cluster_0499	Zm00001d029580,Zm00001d029581,Zm00001d029582
Cluster_0500	Zm00001d029587,Zm00001d029586,Zm00001d029589,Zm00001d029584
Cluster_0501	Zm00001d027539,Zm00001d027542,Zm00001d027540,Zm00001d027541
Cluster_0502	Zm00001d029601,Zm00001d029602
Cluster_0503	Zm00001d029619,Zm00001d029620
Cluster_0504	Zm00001d029628,Zm00001d029631,Zm00001d029630
Cluster_0505	Zm00001d029657,Zm00001d029656
Cluster_0506	Zm00001d029667,Zm00001d029668
Cluster_0507	Zm00001d027572,Zm00001d027570,Zm00001d027571
Cluster_0508	Zm00001d029701,Zm00001d029703,Zm00001d029699,Zm00001d029704,Zm00001d029696,Zm00001d029707,Zm00001d029708,Zm00001d029706,Zm00001d029700,Zm00001d029702
Cluster_0509	Zm00001d027578,Zm00001d027580
Cluster_0510	Zm00001d029721,Zm00001d029720
Cluster_0511	Zm00001d029730,Zm00001d029729
Cluster_0512	Zm00001d029798,Zm00001d029800,Zm00001d029792
Cluster_0513	Zm00001d029799,Zm00001d029801,Zm00001d029793
Cluster_0514	Zm00001d027601,Zm00001d027599,Zm00001d027605,Zm00001d027604
Cluster_0515	Zm00001d029837,Zm00001d029838
Cluster_0516	Zm00001d029857,Zm00001d029858,Zm00001d029859
Cluster_0517	Zm00001d027622,Zm00001d027621
Cluster_0518	Zm00001d029899,Zm00001d029906,Zm00001d029903,Zm00001d029913,Zm00001d029907
Cluster_0519	Zm00001d029922,Zm00001d029924
Cluster_0520	Zm00001d029932,Zm00001d029933
Cluster_0521	Zm00001d029972,Zm00001d029973
Cluster_0522	Zm00001d027639,Zm00001d027643,Zm00001d027642,Zm00001d027638
Cluster_0523	Zm00001d004287,Zm00001d004288
Cluster_0524	Zm00001d002313,Zm00001d002309,Zm00001d002312
Cluster_0525	Zm00001d002319,Zm00001d002320
Cluster_0526	Zm00001d004305,Zm00001d004301,Zm00001d004308,Zm00001d004306
Cluster_0527	Zm00001d004326,Zm00001d004322
Cluster_0528	Zm00001d004331,Zm00001d004328
Cluster_0529	Zm00001d004347,Zm00001d004359
Cluster_0530	Zm00001d004371,Zm00001d004355,Zm00001d004364
Cluster_0531	Zm00001d002351,Zm00001d002349,Zm00001d002350
Cluster_0532	Zm00001d004387,Zm00001d004389,Zm00001d004388
Cluster_0533	Zm00001d004414,Zm00001d004417
Cluster_0534	Zm00001d004416,Zm00001d004418,Zm00001d004415
Cluster_0535	Zm00001d004423,Zm00001d004424
Cluster_0536	Zm00001d004429,Zm00001d004431
Cluster_0537	Zm00001d004457,Zm00001d004458
Cluster_0538	Zm00001d004491,Zm00001d004503
Cluster_0539	Zm00001d004502,Zm00001d004501
Cluster_0540	Zm00001d004527,Zm00001d004526
Cluster_0541	Zm00001d002393,Zm00001d002394
Cluster_0542	Zm00001d001802,Zm00001d001800
Cluster_0543	Zm00001d002400,Zm00001d002397,Zm00001d002398,Zm00001d002401
Cluster_0544	Zm00001d002402,Zm00001d002399
Cluster_0545	Zm00001d004586,Zm00001d004589,Zm00001d004591,Zm00001d004572
Cluster_0546	Zm00001d002409,Zm00001d002412,Zm00001d002410
Cluster_0547	Zm00001d004640,Zm00001d004639
Cluster_0548	Zm00001d002431,Zm00001d002430
Cluster_0549	Zm00001d002436,Zm00001d002435,Zm00001d002434
Cluster_0550	Zm00001d002447,Zm00001d002446
Cluster_0551	Zm00001d004680,Zm00001d004679
Cluster_0552	Zm00001d004685,Zm00001d004686,Zm00001d004684
Cluster_0553	Zm00001d004687,Zm00001d004689
Cluster_0554	Zm00001d004718,Zm00001d004719
Cluster_0555	Zm00001d004721,Zm00001d004725,Zm00001d004728,Zm00001d004729,Zm00001d004730
Cluster_0556	Zm00001d002474,Zm00001d002473
Cluster_0557	Zm00001d002476,Zm00001d002482
Cluster_0558	Zm00001d004753,Zm00001d004754,Zm00001d004758
Cluster_0559	Zm00001d004768,Zm00001d004763
Cluster_0560	Zm00001d004771,Zm00001d004772
Cluster_0561	Zm00001d004785,Zm00001d004784
Cluster_0562	Zm00001d004797,Zm00001d004794,Zm00001d004796
Cluster_0563	Zm00001d004826,Zm00001d004835
Cluster_0564	Zm00001d001817,Zm00001d001818
Cluster_0565	Zm00001d002507,Zm00001d002508
Cluster_0566	Zm00001d004841,Zm00001d004839
Cluster_0567	Zm00001d002515,Zm00001d002514
Cluster_0568	Zm00001d004882,Zm00001d004881
Cluster_0569	Zm00001d004884,Zm00001d004888,Zm00001d004887
Cluster_0570	Zm00001d002530,Zm00001d002523,Zm00001d002522,Zm00001d002520,Zm00001d002521
Cluster_0571	Zm00001d004906,Zm00001d004905
Cluster_0572	Zm00001d004918,Zm00001d004919
Cluster_0573	Zm00001d004945,Zm00001d004949,Zm00001d004942
Cluster_0574	Zm00001d002543,Zm00001d002546
Cluster_0575	Zm00001d004977,Zm00001d004978
Cluster_0576	Zm00001d002553,Zm00001d002551
Cluster_0577	Zm00001d004994,Zm00001d004995
Cluster_0578	Zm00001d002557,Zm00001d002556
Cluster_0579	Zm00001d005002,Zm00001d005001
Cluster_0580	Zm00001d005013,Zm00001d005012
Cluster_0581	Zm00001d005036,Zm00001d005043,Zm00001d005044
Cluster_0582	Zm00001d005057,Zm00001d005056
Cluster_0583	Zm00001d002572,Zm00001d002570
Cluster_0584	Zm00001d005062,Zm00001d005060
Cluster_0585	Zm00001d005063,Zm00001d005064
Cluster_0586	Zm00001d005076,Zm00001d005077,Zm00001d005075
Cluster_0587	Zm00001d002576,Zm00001d002568
Cluster_0588	Zm00001d001833,Zm00001d001835
Cluster_0589	Zm00001d005189,Zm00001d005190
Cluster_0590	Zm00001d005257,Zm00001d005256
Cluster_0591	Zm00001d005283,Zm00001d005284
Cluster_0592	Zm00001d005307,Zm00001d005300
Cluster_0593	Zm00001d002618,Zm00001d002620
Cluster_0594	Zm00001d005324,Zm00001d005325
Cluster_0595	Zm00001d005356,Zm00001d005355
Cluster_0596	Zm00001d005389,Zm00001d005374,Zm00001d005379,Zm00001d005380
Cluster_0597	Zm00001d005391,Zm00001d005381,Zm00001d005375
Cluster_0598	Zm00001d005392,Zm00001d005383,Zm00001d005378,Zm00001d005377
Cluster_0599	Zm00001d002629,Zm00001d002626
Cluster_0600	Zm00001d005421,Zm00001d005410
Cluster_0601	Zm00001d005434,Zm00001d005436
Cluster_0602	Zm00001d005465,Zm00001d005464
Cluster_0603	Zm00001d005471,Zm00001d005472
Cluster_0604	Zm00001d002631,Zm00001d002625
Cluster_0605	Zm00001d005616,Zm00001d005615
Cluster_0606	Zm00001d005678,Zm00001d005680
Cluster_0607	Zm00001d005688,Zm00001d005690
Cluster_0608	Zm00001d005717,Zm00001d005719,Zm00001d005722,Zm00001d005716
Cluster_0609	Zm00001d005750,Zm00001d005740
Cluster_0610	Zm00001d005782,Zm00001d005783
Cluster_0611	Zm00001d005786,Zm00001d005787,Zm00001d005788
Cluster_0612	Zm00001d005822,Zm00001d005821,Zm00001d005823
Cluster_0613	Zm00001d005851,Zm00001d005852
Cluster_0614	Zm00001d005859,Zm00001d005860
Cluster_0615	Zm00001d005878,Zm00001d005879
Cluster_0616	Zm00001d005909,Zm00001d005905,Zm00001d005910
Cluster_0617	Zm00001d005934,Zm00001d005933,Zm00001d005935
Cluster_0618	Zm00001d005936,Zm00001d005940
Cluster_0619	Zm00001d005948,Zm00001d005949
Cluster_0620	Zm00001d005974,Zm00001d005973
Cluster_0621	Zm00001d002698,Zm00001d002699
Cluster_0622	Zm00001d006014,Zm00001d006013
Cluster_0623	Zm00001d006034,Zm00001d006035
Cluster_0624	Zm00001d006043,Zm00001d006044
Cluster_0625	Zm00001d006066,Zm00001d006067
Cluster_0626	Zm00001d002708,Zm00001d002705
Cluster_0627	Zm00001d006137,Zm00001d006140,Zm00001d006145
Cluster_0628	Zm00001d006142,Zm00001d006147
Cluster_0629	Zm00001d006143,Zm00001d006148
Cluster_0630	Zm00001d006144,Zm00001d006149
Cluster_0631	Zm00001d006169,Zm00001d006170
Cluster_0632	Zm00001d006193,Zm00001d006199,Zm00001d006203
Cluster_0633	Zm00001d006252,Zm00001d006253
Cluster_0634	Zm00001d006263,Zm00001d006260,Zm00001d006261
Cluster_0635	Zm00001d006276,Zm00001d006282,Zm00001d006274,Zm00001d006285,Zm00001d006279,Zm00001d006283,Zm00001d006278,Zm00001d006281,Zm00001d006275,Zm00001d006277,Zm00001d006280
Cluster_0636	Zm00001d006298,Zm00001d006306
Cluster_0637	Zm00001d006307,Zm00001d006300,Zm00001d006301,Zm00001d006303,Zm00001d006302
Cluster_0638	Zm00001d006313,Zm00001d006312
Cluster_0639	Zm00001d006342,Zm00001d006341,Zm00001d006340
Cluster_0640	Zm00001d002728,Zm00001d002727,Zm00001d002729
Cluster_0641	Zm00001d006371,Zm00001d006370
Cluster_0642	Zm00001d006402,Zm00001d006401
Cluster_0643	Zm00001d002732,Zm00001d002731
Cluster_0644	Zm00001d006434,Zm00001d006433
Cluster_0645	Zm00001d006449,Zm00001d006450,Zm00001d006446
Cluster_0646	Zm00001d006481,Zm00001d006488
Cluster_0647	Zm00001d006484,Zm00001d006485
Cluster_0648	Zm00001d006494,Zm00001d006493
Cluster_0649	Zm00001d006500,Zm00001d006501
Cluster_0650	Zm00001d006505,Zm00001d006506
Cluster_0651	Zm00001d006516,Zm00001d006515
Cluster_0652	Zm00001d006525,Zm00001d006526
Cluster_0653	Zm00001d006531,Zm00001d006535,Zm00001d006536,Zm00001d006527
Cluster_0654	Zm00001d006547,Zm00001d006548
Cluster_0655	Zm00001d006587,Zm00001d006592
Cluster_0656	Zm00001d002747,Zm00001d002744,Zm00001d002748
Cluster_0657	Zm00001d006684,Zm00001d006683
Cluster_0658	Zm00001d006688,Zm00001d006697
Cluster_0659	Zm00001d006735,Zm00001d006736
Cluster_0660	Zm00001d006774,Zm00001d006775
Cluster_0661	Zm00001d006776,Zm00001d006777
Cluster_0662	Zm00001d006779,Zm00001d006778
Cluster_0663	Zm00001d002760,Zm00001d002761,Zm00001d002762
Cluster_0664	Zm00001d006923,Zm00001d006924
Cluster_0665	Zm00001d006936,Zm00001d006937,Zm00001d006933
Cluster_0666	Zm00001d006941,Zm00001d006940
Cluster_0667	Zm00001d006947,Zm00001d006948
Cluster_0668	Zm00001d007010,Zm00001d007011
Cluster_0669	Zm00001d007127,Zm00001d007125,Zm00001d007129
Cluster_0670	Zm00001d007160,Zm00001d007161
Cluster_0671	Zm00001d007167,Zm00001d007166
Cluster_0672	Zm00001d007196,Zm00001d007194
Cluster_0673	Zm00001d007209,Zm00001d007211
Cluster_0674	Zm00001d007221,Zm00001d007222
Cluster_0675	Zm00001d007228,Zm00001d007227
Cluster_0676	Zm00001d007258,Zm00001d007257
Cluster_0677	Zm00001d007259,Zm00001d007261
Cluster_0678	Zm00001d007334,Zm00001d007337
Cluster_0679	Zm00001d007341,Zm00001d007343
Cluster_0680	Zm00001d007349,Zm00001d007347
Cluster_0681	Zm00001d007367,Zm00001d007368
Cluster_0682	Zm00001d007403,Zm00001d007400
Cluster_0683	Zm00001d007426,Zm00001d007430
Cluster_0684	Zm00001d007457,Zm00001d007456
Cluster_0685	Zm00001d007469,Zm00001d007468,Zm00001d007467
Cluster_0686	Zm00001d007474,Zm00001d007477
Cluster_0687	Zm00001d007491,Zm00001d007495
Cluster_0688	Zm00001d007493,Zm00001d007492
Cluster_0689	Zm00001d007529,Zm00001d007528
Cluster_0690	Zm00001d007550,Zm00001d007561
Cluster_0691	Zm00001d002814,Zm00001d002812
Cluster_0692	Zm00001d007559,Zm00001d007531,Zm00001d007548,Zm00001d007555,Zm00001d007534
Cluster_0693	Zm00001d007560,Zm00001d007549
Cluster_0694	Zm00001d007567,Zm00001d007553
Cluster_0695	Zm00001d007587,Zm00001d007589,Zm00001d007586,Zm00001d007590
Cluster_0696	Zm00001d007602,Zm00001d007603
Cluster_0697	Zm00001d007604,Zm00001d007616,Zm00001d007618,Zm00001d007620,Zm00001d007623
Cluster_0698	Zm00001d007632,Zm00001d007635
Cluster_0699	Zm00001d007661,Zm00001d007675,Zm00001d007670,Zm00001d007672,Zm00001d007667,Zm00001d007665,Zm00001d007658
Cluster_0700	Zm00001d007677,Zm00001d007679
Cluster_0701	Zm00001d007705,Zm00001d007700
Cluster_0702	Zm00001d007725,Zm00001d007743
Cluster_0703	Zm00001d007740,Zm00001d007728,Zm00001d007732,Zm00001d007726,Zm00001d007746,Zm00001d007733
Cluster_0704	Zm00001d007757,Zm00001d007755
Cluster_0705	Zm00001d007762,Zm00001d007764
Cluster_0706	Zm00001d007782,Zm00001d007777
Cluster_0707	Zm00001d007790,Zm00001d007793,Zm00001d007780
Cluster_0708	Zm00001d007810,Zm00001d007819,Zm00001d007815
Cluster_0709	Zm00001d007848,Zm00001d007843
Cluster_0710	Zm00001d007851,Zm00001d007853
Cluster_0711	Zm00001d007909,Zm00001d007908
Cluster_0712	Zm00001d007918,Zm00001d007924
Cluster_0713	Zm00001d007954,Zm00001d007956
Cluster_0714	Zm00001d007959,Zm00001d007958,Zm00001d007957
Cluster_0715	Zm00001d002848,Zm00001d002847,Zm00001d002845
Cluster_0716	Zm00001d001887,Zm00001d001885
Cluster_0717	Zm00001d002886,Zm00001d002887,Zm00001d002879
Cluster_0718	Zm00001d002893,Zm00001d002888
Cluster_0719	Zm00001d002902,Zm00001d002897,Zm00001d002898,Zm00001d002901,Zm00001d002899
Cluster_0720	Zm00001d002905,Zm00001d002906
Cluster_0721	Zm00001d001902,Zm00001d001903
Cluster_0722	Zm00001d002912,Zm00001d002916
Cluster_0723	Zm00001d002915,Zm00001d002907
Cluster_0724	Zm00001d001908,Zm00001d001910,Zm00001d001909
Cluster_0725	Zm00001d002959,Zm00001d002958
Cluster_0726	Zm00001d002962,Zm00001d002964
Cluster_0727	Zm00001d002967,Zm00001d002968
Cluster_0728	Zm00001d002974,Zm00001d002972
Cluster_0729	Zm00001d003016,Zm00001d003015
Cluster_0730	Zm00001d003019,Zm00001d003021,Zm00001d003023
Cluster_0731	Zm00001d003020,Zm00001d003022,Zm00001d003024
Cluster_0732	Zm00001d003045,Zm00001d003046,Zm00001d003044
Cluster_0733	Zm00001d001924,Zm00001d001927
Cluster_0734	Zm00001d003047,Zm00001d003050
Cluster_0735	Zm00001d003058,Zm00001d003059,Zm00001d003053
Cluster_0736	Zm00001d001930,Zm00001d001929
Cluster_0737	Zm00001d003066,Zm00001d003067
Cluster_0738	Zm00001d003072,Zm00001d003070,Zm00001d003069
Cluster_0739	Zm00001d001941,Zm00001d001944,Zm00001d001943
Cluster_0740	Zm00001d003140,Zm00001d003142,Zm00001d003144
Cluster_0741	Zm00001d003150,Zm00001d003154
Cluster_0742	Zm00001d003151,Zm00001d003155
Cluster_0743	Zm00001d003173,Zm00001d003174
Cluster_0744	Zm00001d003185,Zm00001d003187,Zm00001d003184,Zm00001d003186,Zm00001d003183
Cluster_0745	Zm00001d003188,Zm00001d003190,Zm00001d003191
Cluster_0746	Zm00001d001961,Zm00001d001963,Zm00001d001964
Cluster_0747	Zm00001d003217,Zm00001d003219
Cluster_0748	Zm00001d003237,Zm00001d003240,Zm00001d003234,Zm00001d003232,Zm00001d003235,Zm00001d003231
Cluster_0749	Zm00001d001974,Zm00001d001973
Cluster_0750	Zm00001d003257,Zm00001d003258
Cluster_0751	Zm00001d003273,Zm00001d003274
Cluster_0752	Zm00001d003278,Zm00001d003277,Zm00001d003280,Zm00001d003279
Cluster_0753	Zm00001d003294,Zm00001d003295
Cluster_0754	Zm00001d001993,Zm00001d001986
Cluster_0755	Zm00001d003364,Zm00001d003363,Zm00001d003356,Zm00001d003365,Zm00001d003358,Zm00001d003355,Zm00001d003357,Zm00001d003353
Cluster_0756	Zm00001d003390,Zm00001d003392
Cluster_0757	Zm00001d003396,Zm00001d003397
Cluster_0758	Zm00001d002018,Zm00001d002014,Zm00001d002016,Zm00001d002015,Zm00001d002017
Cluster_0759	Zm00001d003434,Zm00001d003432,Zm00001d003436
Cluster_0760	Zm00001d002020,Zm00001d002013,Zm00001d002019
Cluster_0761	Zm00001d003476,Zm00001d003473,Zm00001d003471,Zm00001d003469,Zm00001d003468,Zm00001d003472
Cluster_0762	Zm00001d003482,Zm00001d003485
Cluster_0763	Zm00001d003483,Zm00001d003488
Cluster_0764	Zm00001d003495,Zm00001d003494
Cluster_0765	Zm00001d003497,Zm00001d003499
Cluster_0766	Zm00001d003504,Zm00001d003501
Cluster_0767	Zm00001d003512,Zm00001d003513
Cluster_0768	Zm00001d003525,Zm00001d003524
Cluster_0769	Zm00001d003566,Zm00001d003567
Cluster_0770	Zm00001d003606,Zm00001d003607,Zm00001d003605
Cluster_0771	Zm00001d003613,Zm00001d003612
Cluster_0772	Zm00001d002057,Zm00001d002055
Cluster_0773	Zm00001d003625,Zm00001d003639
Cluster_0774	Zm00001d003651,Zm00001d003650
Cluster_0775	Zm00001d002066,Zm00001d002067
Cluster_0776	Zm00001d003661,Zm00001d003662
Cluster_0777	Zm00001d003670,Zm00001d003669
Cluster_0778	Zm00001d003675,Zm00001d003674
Cluster_0779	Zm00001d002072,Zm00001d002074,Zm00001d002069,Zm00001d002071
Cluster_0780	Zm00001d003683,Zm00001d003680
Cluster_0781	Zm00001d002075,Zm00001d002079
Cluster_0782	Zm00001d003696,Zm00001d003701,Zm00001d003695,Zm00001d003699
Cluster_0783	Zm00001d003713,Zm00001d003714
Cluster_0784	Zm00001d003719,Zm00001d003722
Cluster_0785	Zm00001d003723,Zm00001d003727
Cluster_0786	Zm00001d003757,Zm00001d003760
Cluster_0787	Zm00001d003786,Zm00001d003791,Zm00001d003794
Cluster_0788	Zm00001d002100,Zm00001d002101
Cluster_0789	Zm00001d003810,Zm00001d003808
Cluster_0790	Zm00001d003825,Zm00001d003819
Cluster_0791	Zm00001d003852,Zm00001d003850
Cluster_0792	Zm00001d003859,Zm00001d003861
Cluster_0793	Zm00001d003867,Zm00001d003866
Cluster_0794	Zm00001d002137,Zm00001d002138
Cluster_0795	Zm00001d002150,Zm00001d002149
Cluster_0796	Zm00001d002161,Zm00001d002159,Zm00001d002158,Zm00001d002160
Cluster_0797	Zm00001d003939,Zm00001d003941,Zm00001d003938
Cluster_0798	Zm00001d003950,Zm00001d003949,Zm00001d003954
Cluster_0799	Zm00001d002174,Zm00001d002172,Zm00001d002178,Zm00001d002168,Zm00001d002175,Zm00001d002167,Zm00001d002173,Zm00001d002181
Cluster_0800	Zm00001d003961,Zm00001d003962
Cluster_0801	Zm00001d002179,Zm00001d002182
Cluster_0802	Zm00001d002188,Zm00001d002189
Cluster_0803	Zm00001d004025,Zm00001d004033
Cluster_0804	Zm00001d002192,Zm00001d002193
Cluster_0805	Zm00001d002195,Zm00001d002194
Cluster_0806	Zm00001d004072,Zm00001d004074,Zm00001d004078,Zm00001d004079
Cluster_0807	Zm00001d002199,Zm00001d002198
Cluster_0808	Zm00001d002203,Zm00001d002209,Zm00001d002215,Zm00001d002223,Zm00001d002229
Cluster_0809	Zm00001d002207,Zm00001d002220,Zm00001d002227,Zm00001d002213
Cluster_0810	Zm00001d002208,Zm00001d002221,Zm00001d002214,Zm00001d002228,Zm00001d002202
Cluster_0811	Zm00001d002216,Zm00001d002217,Zm00001d002205,Zm00001d002225,Zm00001d002211,Zm00001d002232,Zm00001d002231,Zm00001d002204,Zm00001d002224,Zm00001d002230
Cluster_0812	Zm00001d004120,Zm00001d004121
Cluster_0813	Zm00001d004154,Zm00001d004153
Cluster_0814	Zm00001d004183,Zm00001d004184
Cluster_0815	Zm00001d002254,Zm00001d002255
Cluster_0816	Zm00001d002261,Zm00001d002260
Cluster_0817	Zm00001d004230,Zm00001d004234
Cluster_0818	Zm00001d004231,Zm00001d004232
Cluster_0819	Zm00001d002287,Zm00001d002282,Zm00001d002283
Cluster_0820	Zm00001d004260,Zm00001d004259
Cluster_0821	Zm00001d002302,Zm00001d002304
Cluster_0822	Zm00001d041145,Zm00001d041132
Cluster_0823	Zm00001d039285,Zm00001d039280
Cluster_0824	Zm00001d041173,Zm00001d041168
Cluster_0825	Zm00001d041212,Zm00001d041213
Cluster_0826	Zm00001d041232,Zm00001d041236
Cluster_0827	Zm00001d041293,Zm00001d041291
Cluster_0828	Zm00001d039664,Zm00001d039663
Cluster_0829	Zm00001d041362,Zm00001d041365,Zm00001d041358
Cluster_0830	Zm00001d041376,Zm00001d041377
Cluster_0831	Zm00001d041392,Zm00001d041393
Cluster_0832	Zm00001d039680,Zm00001d039679
Cluster_0833	Zm00001d041416,Zm00001d041418
Cluster_0834	Zm00001d041450,Zm00001d041453
Cluster_0835	Zm00001d041546,Zm00001d041545
Cluster_0836	Zm00001d041556,Zm00001d041553
Cluster_0837	Zm00001d041563,Zm00001d041559
Cluster_0838	Zm00001d041570,Zm00001d041571
Cluster_0839	Zm00001d039711,Zm00001d039712
Cluster_0840	Zm00001d041574,Zm00001d041573
Cluster_0841	Zm00001d041576,Zm00001d041580
Cluster_0842	Zm00001d039731,Zm00001d039729
Cluster_0843	Zm00001d041656,Zm00001d041663
Cluster_0844	Zm00001d041684,Zm00001d041678
Cluster_0845	Zm00001d039749,Zm00001d039754
Cluster_0846	Zm00001d041776,Zm00001d041777
Cluster_0847	Zm00001d041806,Zm00001d041808
Cluster_0848	Zm00001d041809,Zm00001d041810,Zm00001d041811
Cluster_0849	Zm00001d041816,Zm00001d041817
Cluster_0850	Zm00001d041842,Zm00001d041836,Zm00001d041843
Cluster_0851	Zm00001d039758,Zm00001d039762
Cluster_0852	Zm00001d041904,Zm00001d041907
Cluster_0853	Zm00001d041938,Zm00001d041941
Cluster_0854	Zm00001d041987,Zm00001d041985,Zm00001d041984
Cluster_0855	Zm00001d041998,Zm00001d041996,Zm00001d041997
Cluster_0856	Zm00001d042019,Zm00001d042022
Cluster_0857	Zm00001d042072,Zm00001d042071
Cluster_0858	Zm00001d042080,Zm00001d042078
Cluster_0859	Zm00001d039795,Zm00001d039799
Cluster_0860	Zm00001d042088,Zm00001d042090
Cluster_0861	Zm00001d042095,Zm00001d042098,Zm00001d042099,Zm00001d042104,Zm00001d042096,Zm00001d042102,Zm00001d042101,Zm00001d042100
Cluster_0862	Zm00001d042107,Zm00001d042108
Cluster_0863	Zm00001d042114,Zm00001d042115
Cluster_0864	Zm00001d042122,Zm00001d042125,Zm00001d042123
Cluster_0865	Zm00001d042128,Zm00001d042130
Cluster_0866	Zm00001d042134,Zm00001d042136,Zm00001d042135
Cluster_0867	Zm00001d042137,Zm00001d042141,Zm00001d042140,Zm00001d042143,Zm00001d042138
Cluster_0868	Zm00001d042148,Zm00001d042147
Cluster_0869	Zm00001d039807,Zm00001d039805,Zm00001d039817,Zm00001d039802,Zm00001d039803,Zm00001d039818,Zm00001d039796
Cluster_0870	Zm00001d042150,Zm00001d042151
Cluster_0871	Zm00001d042156,Zm00001d042165
Cluster_0872	Zm00001d042169,Zm00001d042173
Cluster_0873	Zm00001d042172,Zm00001d042175,Zm00001d042178
Cluster_0874	Zm00001d042189,Zm00001d042190
Cluster_0875	Zm00001d042196,Zm00001d042197
Cluster_0876	Zm00001d042207,Zm00001d042210,Zm00001d042209,Zm00001d042204
Cluster_0877	Zm00001d039816,Zm00001d039808,Zm00001d039810
Cluster_0878	Zm00001d042229,Zm00001d042226,Zm00001d042231
Cluster_0879	Zm00001d042237,Zm00001d042239
Cluster_0880	Zm00001d042275,Zm00001d042274
Cluster_0881	Zm00001d042281,Zm00001d042279,Zm00001d042276
Cluster_0882	Zm00001d039824,Zm00001d039822
Cluster_0883	Zm00001d042336,Zm00001d042337
Cluster_0884	Zm00001d039833,Zm00001d039837,Zm00001d039840
Cluster_0885	Zm00001d042380,Zm00001d042389
Cluster_0886	Zm00001d042400,Zm00001d042410
Cluster_0887	Zm00001d042402,Zm00001d042403
Cluster_0888	Zm00001d042519,Zm00001d042512,Zm00001d042511
Cluster_0889	Zm00001d042534,Zm00001d042533
Cluster_0890	Zm00001d042541,Zm00001d042540
Cluster_0891	Zm00001d042561,Zm00001d042568,Zm00001d042562,Zm00001d042564,Zm00001d042563
Cluster_0892	Zm00001d042588,Zm00001d042593
Cluster_0893	Zm00001d042624,Zm00001d042625
Cluster_0894	Zm00001d039882,Zm00001d039883
Cluster_0895	Zm00001d042656,Zm00001d042654
Cluster_0896	Zm00001d042683,Zm00001d042684,Zm00001d042680
Cluster_0897	Zm00001d042690,Zm00001d042689
Cluster_0898	Zm00001d042692,Zm00001d042693
Cluster_0899	Zm00001d042729,Zm00001d042730
Cluster_0900	Zm00001d042740,Zm00001d042739
Cluster_0901	Zm00001d042749,Zm00001d042748,Zm00001d042750
Cluster_0902	Zm00001d042753,Zm00001d042752
Cluster_0903	Zm00001d042761,Zm00001d042760
Cluster_0904	Zm00001d042771,Zm00001d042770,Zm00001d042769,Zm00001d042768
Cluster_0905	Zm00001d042789,Zm00001d042791
Cluster_0906	Zm00001d042796,Zm00001d042799
Cluster_0907	Zm00001d042869,Zm00001d042868
Cluster_0908	Zm00001d042904,Zm00001d042903
Cluster_0909	Zm00001d042906,Zm00001d042905,Zm00001d042901
Cluster_0910	Zm00001d042923,Zm00001d042924
Cluster_0911	Zm00001d042934,Zm00001d042933
Cluster_0912	Zm00001d039898,Zm00001d039895
Cluster_0913	Zm00001d042988,Zm00001d042989
Cluster_0914	Zm00001d043000,Zm00001d043003
Cluster_0915	Zm00001d043001,Zm00001d043004
Cluster_0916	Zm00001d039901,Zm00001d039902
Cluster_0917	Zm00001d043063,Zm00001d043066,Zm00001d043062
Cluster_0918	Zm00001d043100,Zm00001d043099
