Duplicate_ID	B_Genes	P_Genes	B_Ages	P_Ages
Nonsyntenic_Dup_0379	Zm00001d012980,Zm00001d012981,Zm00001d012982	Zm00008a019121,Zm00008a019122	11.7463186042,11.7463186042	0.995382678621
Nonsyntenic_Dup_0380	Zm00001d012994	Zm00008a019131,Zm00008a019136	NA	11.8231861791
Nonsyntenic_Dup_0381	Zm00001d013035,Zm00001d013037	Zm00008a019170	11.7218766257	NA
Nonsyntenic_Dup_0382	Zm00001d013035,Zm00001d013037	Zm00008a019171	11.7775535017	NA
Nonsyntenic_Dup_0383	Zm00001d013066,Zm00001d013067	Zm00008a019205,Zm00008a019206	5.97097578127	4.53455540685
Nonsyntenic_Dup_0384	Zm00001d013114,Zm00001d013115	Zm00008a019257	11.8009292528	NA
Nonsyntenic_Dup_0385	Zm00001d013188,Zm00001d013190	Zm00008a019331	3.34215002772	NA
Nonsyntenic_Dup_0386	Zm00001d013226,Zm00001d013229,Zm00001d013230,Zm00001d013231	Zm00008a019359,Zm00008a019360	0.000783248575574,0.00200975591109,11.9065162202	0.00357572137017
Nonsyntenic_Dup_0387	Zm00001d013237	Zm00008a019363,Zm00008a019364	NA	5.95241611277
Nonsyntenic_Dup_0388	Zm00001d013259	Zm00008a019387,Zm00008a019389	NA	11.8044343218
Nonsyntenic_Dup_0389	Zm00001d013418,Zm00001d013423	Zm00008a019521,Zm00008a019527	11.759615919	11.759615919
Nonsyntenic_Dup_0390	Zm00001d013435,Zm00001d013439	Zm00008a019537	1.00823938368	NA
Nonsyntenic_Dup_0391	Zm00001d013512	Zm00008a019605,Zm00008a019607	NA	11.7154970013
Nonsyntenic_Dup_0392	Zm00001d013514,Zm00001d013516	Zm00008a019605,Zm00008a019607	0.488836364416	11.7696255578
Nonsyntenic_Dup_0393	Zm00001d013616,Zm00001d013617,Zm00001d013619	Zm00008a019698,Zm00008a019700	0.00292798618101,11.8230946061	11.8230946061
Nonsyntenic_Dup_0394	Zm00001d013662,Zm00001d013663	Zm00008a019733	11.7181837385	NA
Nonsyntenic_Dup_0395	Zm00001d013719,Zm00001d013720	Zm00008a019776	11.7977124139	NA
Nonsyntenic_Dup_0396	Zm00001d013722,Zm00001d013723	Zm00008a019781	11.7244163977	NA
Nonsyntenic_Dup_0397	Zm00001d013753	Zm00008a019813,Zm00008a019817	NA	11.7335325241
Nonsyntenic_Dup_0398	Zm00001d013787,Zm00001d013788	Zm00008a019837	11.7195385868	NA
Nonsyntenic_Dup_0399	Zm00001d013796,Zm00001d013797	Zm00008a019841,Zm00008a019842	11.7353388057	2.23688647401
Nonsyntenic_Dup_0400	Zm00001d013809,Zm00001d013810,Zm00001d013811	Zm00008a019850,Zm00008a019852	11.8886363212,0.000996584118623	0.0026450146469
Nonsyntenic_Dup_0401	Zm00001d013817	Zm00008a019857,Zm00008a019869	NA	10.9644199149
Nonsyntenic_Dup_0402	Zm00001d013901,Zm00001d013904	Zm00008a019922	11.7291436966	NA
Nonsyntenic_Dup_0403	Zm00001d013900,Zm00001d013903	Zm00008a019921	11.7434357367	NA
Nonsyntenic_Dup_0404	Zm00001d014056	Zm00008a020035,Zm00008a020037,Zm00008a020048	NA	3.99916061192,11.7605317285
Nonsyntenic_Dup_0405	Zm00001d014062	Zm00008a020035,Zm00008a020037,Zm00008a020048	NA	1.28886053025,11.7202115303
Nonsyntenic_Dup_0406	Zm00001d014066,Zm00001d014070,Zm00001d014072	Zm00008a020053	11.7853049706,1.76819139895	NA
Nonsyntenic_Dup_0407	Zm00001d014134,Zm00001d014136	Zm00008a020093,Zm00008a020104,Zm00008a020105	11.9041561358	0.00261495508121,0.000855000806244
Nonsyntenic_Dup_0408	Zm00001d014134,Zm00001d014136	Zm00008a020106	11.7446052939	NA
Nonsyntenic_Dup_0409	Zm00001d014153,Zm00001d014155	Zm00008a020118	6.12078672926	NA
Nonsyntenic_Dup_0410	Zm00001d014159,Zm00001d014160	Zm00008a020122,Zm00008a020123	11.7094103644	0.536873572781
Nonsyntenic_Dup_0412	Zm00001d014302,Zm00001d014303	Zm00008a020225	0.215906956729	NA
Nonsyntenic_Dup_0413	Zm00001d014317	Zm00008a020238,Zm00008a020239	NA	3.57065460615
Nonsyntenic_Dup_0414	Zm00001d014328,Zm00001d014329	Zm00008a020248,Zm00008a020249	11.7467778028	11.7467778028
Nonsyntenic_Dup_0415	Zm00001d014367,Zm00001d014369	Zm00008a020277	11.7308374252	NA
Nonsyntenic_Dup_0416	Zm00001d014367,Zm00001d014369	Zm00008a020279	0.251720966512	NA
Nonsyntenic_Dup_0417	Zm00001d014378,Zm00001d014379	Zm00008a020283	8.87294452092	NA
Nonsyntenic_Dup_0418	Zm00001d014443,Zm00001d014447	Zm00008a020317,Zm00008a020320	11.7706341435	11.7706341435
Nonsyntenic_Dup_0419	Zm00001d014451,Zm00001d014456,Zm00001d014458	Zm00008a020324,Zm00008a020326,Zm00008a020327	11.886625512,0.00357958073251	0.00357958073251,0.00357958073251
Nonsyntenic_Dup_0420	Zm00001d014468,Zm00001d014469,Zm00001d014470	Zm00008a020341	11.7182437587,11.7182437587	NA
Nonsyntenic_Dup_0421	Zm00001d014540,Zm00001d014542	Zm00008a020393	11.7327996168	NA
Nonsyntenic_Dup_0423	Zm00001d014601,Zm00001d014602,Zm00001d014603,Zm00001d014606,Zm00001d014608	Zm00008a020437,Zm00008a020438,Zm00008a020439,Zm00008a020441	0.00097250914608,0.00342989035984,11.8973698578,0.00185125159344	0.00342989035984,0.00342989035984,0.00272225074492
Nonsyntenic_Dup_0424	Zm00001d014613,Zm00001d014614,Zm00001d014615,Zm00001d014617	Zm00008a020445,Zm00008a020446,Zm00008a020448	0.00188653013252,0.648759147021,11.9088324275	0.00188653013252,0.00188653013252
Nonsyntenic_Dup_0425	Zm00001d014623,Zm00001d014625	Zm00008a020450,Zm00008a020451	11.7330620365	11.7330620365
Nonsyntenic_Dup_0426	Zm00001d014628,Zm00001d014629,Zm00001d014630	Zm00008a020454,Zm00008a020455,Zm00008a020456	0.0016819699059,11.9009951539	0.0013411307339,0.00219356343319
Nonsyntenic_Dup_0427	Zm00001d014649,Zm00001d014650,Zm00001d014652,Zm00001d014654	Zm00008a020464,Zm00008a020465	11.9088418637,11.9088418637,11.9088418637	0.00295599440229
Nonsyntenic_Dup_0428	Zm00001d014721,Zm00001d014722	Zm00008a020530,Zm00008a020531	11.8986194373	0.00171505337646
Nonsyntenic_Dup_0429	Zm00001d014731,Zm00001d014732	Zm00008a020539	11.7407109904	NA
Nonsyntenic_Dup_0430	Zm00001d014817,Zm00001d014818,Zm00001d014819,Zm00001d014820	Zm00008a020617,Zm00008a020618,Zm00008a020619	11.7159431597,7.16594523995,11.7159431597	3.39118843321,3.39118843321
Nonsyntenic_Dup_0431	Zm00001d014835,Zm00001d014839	Zm00008a020627	11.7289800963	NA
Nonsyntenic_Dup_0432	Zm00001d014840,Zm00001d014842	Zm00008a020628,Zm00008a020629	11.753605971	11.753605971
Nonsyntenic_Dup_0433	Zm00001d014880,Zm00001d014882	Zm00008a020657	11.7406518227	NA
Nonsyntenic_Dup_0434	Zm00001d014903,Zm00001d014906	Zm00008a020674,Zm00008a020675	11.7283153376	0.0444571218271
Nonsyntenic_Dup_0435	Zm00001d014944,Zm00001d014945	Zm00008a020706,Zm00008a020707	11.5786002913	4.04707117908
Nonsyntenic_Dup_0436	Zm00001d014954,Zm00001d014957	Zm00008a020717,Zm00008a020718	11.7217271039	0.204552174571
Nonsyntenic_Dup_0437	Zm00001d014968,Zm00001d014973	Zm00008a020732,Zm00008a020737	11.7216200571	0.452020639643
Nonsyntenic_Dup_0438	Zm00001d014972	Zm00008a020735,Zm00008a020738	NA	11.7877935329
Nonsyntenic_Dup_0439	Zm00001d014974	Zm00008a020735,Zm00008a020738	NA	11.7256071856
Nonsyntenic_Dup_0440	Zm00001d015005,Zm00001d015006	Zm00008a020760	11.820384802	NA
Nonsyntenic_Dup_0441	Zm00001d015018,Zm00001d015019	Zm00008a020769	11.7069358463	NA
Nonsyntenic_Dup_0442	Zm00001d015044	Zm00008a020785,Zm00008a020789	NA	6.71163001225
Nonsyntenic_Dup_0443	Zm00001d015041,Zm00001d015047,Zm00001d015052,Zm00001d015057	Zm00008a020787	3.88862973922,3.06898718957,3.88862973922	NA
Nonsyntenic_Dup_0444	Zm00001d015050	Zm00008a020790,Zm00008a020802	NA	0.612487087057
Nonsyntenic_Dup_0445	Zm00001d015041,Zm00001d015047,Zm00001d015052,Zm00001d015057	Zm00008a020791	11.7296617345,9.38295544464,11.7296617345	NA
Nonsyntenic_Dup_0446	Zm00001d015053,Zm00001d015054	Zm00008a020792,Zm00008a020793	10.9169429946	0.153477829105
Nonsyntenic_Dup_0447	Zm00001d015041,Zm00001d015047,Zm00001d015052,Zm00001d015057	Zm00008a020799	8.90910709049,4.63230999701,7.97940867123	NA
Nonsyntenic_Dup_0448	Zm00001d015058	Zm00008a020790,Zm00008a020802	NA	11.7611461369
Nonsyntenic_Dup_0449	Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015076,Zm00001d015077,Zm00001d015079	Zm00008a020813,Zm00008a020814	0.153575805923,0.204951287354,0.151045865696,11.7334374915,11.7334374915,11.7334374915	11.7334374915
Nonsyntenic_Dup_0450	Zm00001d015097,Zm00001d015098	Zm00008a020828	11.8142304469	NA
Nonsyntenic_Dup_0451	Zm00001d015216,Zm00001d015217,Zm00001d015220,Zm00001d015224	Zm00008a020906,Zm00008a020910	11.6962357988,11.6962357988,11.6962357988	4.4372711705
Nonsyntenic_Dup_0452	Zm00001d015234,Zm00001d015239	Zm00008a020918	11.7532968717	NA
Nonsyntenic_Dup_0453	Zm00001d015253,Zm00001d015255	Zm00008a020931	8.75713664645	NA
Nonsyntenic_Dup_0454	Zm00001d015367,Zm00001d015372	Zm00008a021016,Zm00008a021018	11.7335057241	11.7335057241
Nonsyntenic_Dup_0455	Zm00001d015444,Zm00001d015445	Zm00008a021074	4.76587480166	NA
Nonsyntenic_Dup_0456	Zm00001d015495,Zm00001d015499	Zm00008a021110,Zm00008a021113	11.7199440942	0.177870337931
Nonsyntenic_Dup_0457	Zm00001d015578,Zm00001d015579,Zm00001d015589,Zm00001d015592	Zm00008a021163,Zm00008a021166,Zm00008a021171,Zm00008a021173	2.27688021381,11.7432362041,11.7432362041	2.27688021381,3.20273795071,1.68235670713
Nonsyntenic_Dup_0458	Zm00001d015820,Zm00001d015821,Zm00001d015825	Zm00008a021321,Zm00008a021323	11.9109548991,0.00221125533018	11.9109548991
Nonsyntenic_Dup_0459	Zm00001d015891	Zm00008a021354,Zm00008a021359	NA	11.8403941102
Nonsyntenic_Dup_0460	Zm00001d015905,Zm00001d015912,Zm00001d015914	Zm00008a021370,Zm00008a021374,Zm00008a021375	2.66818744483,11.7221887799	2.26444761116,2.26444761116
Nonsyntenic_Dup_0461	Zm00001d015963,Zm00001d015964	Zm00008a021403,Zm00008a021404	0.0124424021555	0.000669436636072
Nonsyntenic_Dup_0462	Zm00001d015975,Zm00001d015976	Zm00008a021415	5.85222921498	NA
Nonsyntenic_Dup_0463	Zm00001d016000	Zm00008a021436,Zm00008a021437	NA	0.0260002358625
Nonsyntenic_Dup_0464	Zm00001d016022,Zm00001d016024,Zm00001d016025,Zm00001d016027,Zm00001d016035	Zm00008a021455,Zm00008a021456,Zm00008a021464,Zm00008a021476,Zm00008a021477,Zm00008a021479	0.00324359553068,11.910187938,11.910187938,11.910187938	0.000213904711404,0.00408236523416,0.00408236523416,0.00133695452108,0.00237522443385
Nonsyntenic_Dup_0465	Zm00001d016026	Zm00008a021455,Zm00008a021456,Zm00008a021464,Zm00008a021476,Zm00008a021477,Zm00008a021479	NA	0.208415299782,0.542487534946,0.362648325258,0.0773416397275,0.208674985234
Nonsyntenic_Dup_0466	Zm00001d016054,Zm00001d016056	Zm00008a021455,Zm00008a021456,Zm00008a021464,Zm00008a021476,Zm00008a021477,Zm00008a021479	11.7371147927	0.372439863544,5.17841618212,8.32688698716,3.9740309129,11.7371147927
Nonsyntenic_Dup_0467	Zm00001d016085,Zm00001d016087	Zm00008a021503,Zm00008a021507	11.8336070876	11.8336070876
Nonsyntenic_Dup_0468	Zm00001d016120,Zm00001d016121	Zm00008a021529	11.7502396645	NA
Nonsyntenic_Dup_0469	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	11.0973082532,6.82714040077,8.97047723522,7.59004583742,11.0973082532,11.7212088346	11.0973082532,11.0973082532,6.82714040077,8.97047723522,7.59004583742,11.0973082532,11.7212088346
Nonsyntenic_Dup_0470	Zm00001d016177,Zm00001d016179,Zm00001d016182,Zm00001d016185	Zm00008a021566,Zm00008a021567	1.84292929302,11.8429235576,11.8429235576	1.84292929302
Nonsyntenic_Dup_0472	Zm00001d016177,Zm00001d016179,Zm00001d016182,Zm00001d016185	Zm00008a021574	2.28653372926,11.71713089,11.71713089	NA
Nonsyntenic_Dup_0473	Zm00001d016193	Zm00008a021579,Zm00008a021580	NA	11.7832463903
Nonsyntenic_Dup_0474	Zm00001d016203,Zm00001d016207	Zm00008a021588	11.7711924329	NA
Nonsyntenic_Dup_0475	Zm00001d016203,Zm00001d016207	Zm00008a021589,Zm00008a021590	10.7743878148	0.0292174270921
Nonsyntenic_Dup_0476	Zm00001d016219,Zm00001d016220	Zm00008a021598,Zm00008a021599	1.01315666753	11.7551142239
Nonsyntenic_Dup_0477	Zm00001d016221	Zm00008a021598,Zm00008a021599	NA	6.18101836301
Nonsyntenic_Dup_0478	Zm00001d016260,Zm00001d016262	Zm00008a021631,Zm00008a021635	11.7430337163	11.7430337163
Nonsyntenic_Dup_0479	Zm00001d016306,Zm00001d016307	Zm00008a021665,Zm00008a021666	11.7881897245	11.7881897245
Nonsyntenic_Dup_0480	Zm00001d016387,Zm00001d016389,Zm00001d016391,Zm00001d016393	Zm00008a021702,Zm00008a021704,Zm00008a021706	0.00193275902046,11.9090854512,11.9090854512	0.00193275902046,0.00346645679183
Nonsyntenic_Dup_0481	Zm00001d016395,Zm00001d016396	Zm00008a021710	11.7240413122	NA
Nonsyntenic_Dup_0482	Zm00001d016395,Zm00001d016396	Zm00008a021709,Zm00008a021711	11.7256659939	2.73227283823
Nonsyntenic_Dup_0483	Zm00001d016414,Zm00001d016415,Zm00001d016417,Zm00001d016420,Zm00001d016424,Zm00001d016427,Zm00001d016428,Zm00001d016429,Zm00001d016431,Zm00001d016435	Zm00008a021723,Zm00008a021724,Zm00008a021726,Zm00008a021727,Zm00008a021728,Zm00008a021729,Zm00008a021730,Zm00008a021731,Zm00008a021734,Zm00008a021735,Zm00008a021737,Zm00008a021740,Zm00008a021741,Zm00008a021742,Zm00008a021743,Zm00008a021745,Zm00008a021746	5.59142052328,11.7263738832,11.7263738832,2.2591462039,1.42049944047,5.59142052328,11.7263738832,11.7263738832,11.7263738832	5.59142052328,5.59142052328,2.2591462039,5.59142052328,1.33567287153,5.59142052328,5.59142052328,11.7263738832,11.7263738832,5.59142052328,11.7263738832,11.7263738832,1.35290173072,5.59142052328,11.7263738832,11.7263738832
Nonsyntenic_Dup_0484	Zm00001d016419	Zm00008a021723,Zm00008a021724,Zm00008a021726,Zm00008a021727,Zm00008a021728,Zm00008a021729,Zm00008a021730,Zm00008a021731,Zm00008a021734,Zm00008a021735,Zm00008a021737,Zm00008a021740,Zm00008a021741,Zm00008a021742,Zm00008a021743,Zm00008a021745,Zm00008a021746	NA	5.64760877616,5.64760877616,2.21616552561,5.64760877616,3.83971957731,5.64760877616,5.64760877616,11.712904376,11.712904376,5.64760877616,11.712904376,11.712904376,1.50267063743,5.64760877616,11.712904376,11.712904376
Nonsyntenic_Dup_0485	Zm00001d016432	Zm00008a021723,Zm00008a021724,Zm00008a021726,Zm00008a021727,Zm00008a021728,Zm00008a021729,Zm00008a021730,Zm00008a021731,Zm00008a021734,Zm00008a021735,Zm00008a021737,Zm00008a021740,Zm00008a021741,Zm00008a021742,Zm00008a021743,Zm00008a021745,Zm00008a021746	NA	0.00380712003645,0.00380712003645,0.00269437322567,0.00380712003645,0.00219302760681,0.00380712003645,0.00380712003645,0.00695202241986,0.00695202241986,11.8959756915,11.8959756915,0.00695202241986,0.00269437322567,0.00380712003645,0.00695202241986,0.00695202241986
Nonsyntenic_Dup_0486	Zm00001d016476,Zm00001d016477	Zm00008a021779,Zm00008a021780	0.000799588464923	0.000866616637506
Nonsyntenic_Dup_0487	Zm00001d016565	Zm00008a021840,Zm00008a021841	NA	11.7440992425
Nonsyntenic_Dup_0488	Zm00001d016567,Zm00001d016568	Zm00008a021843,Zm00008a021844	11.7210587185	11.7210587185
Nonsyntenic_Dup_0489	Zm00001d016607,Zm00001d016613	Zm00008a021871	11.7264374587	NA
Nonsyntenic_Dup_0490	Zm00001d016648,Zm00001d016649	Zm00008a021891,Zm00008a021892	11.7089092071	9.1699095245
Nonsyntenic_Dup_0491	Zm00001d016660,Zm00001d016661	Zm00008a021900	0.0346835884839	NA
Nonsyntenic_Dup_0492	Zm00001d016738,Zm00001d016740,Zm00001d016741	Zm00008a021949,Zm00008a021950,Zm00008a021951	11.7358744274,11.7358744274	11.7358744274,11.7358744274
Nonsyntenic_Dup_0493	Zm00001d016773,Zm00001d016777,Zm00001d016782	Zm00008a021991	7.69618320256,11.8411519392	NA
Nonsyntenic_Dup_0494	Zm00001d016841,Zm00001d016842,Zm00001d016844	Zm00008a022042,Zm00008a022043,Zm00008a022044	0.00188695772612,11.9141048758	0.00164637950352,0.00170761150368
Nonsyntenic_Dup_0495	Zm00001d016867,Zm00001d016868,Zm00001d016870,Zm00001d016871	Zm00008a022070,Zm00008a022071,Zm00008a022073	8.22349750287,1.55339935289,11.7216949481	8.04054375208,11.7216949481
Nonsyntenic_Dup_0496	Zm00001d016884,Zm00001d016885	Zm00008a022080	4.56840085815	NA
Nonsyntenic_Dup_0497	Zm00001d016899,Zm00001d016900	Zm00008a022093	11.8126381215	NA
Nonsyntenic_Dup_0498	Zm00001d016910	Zm00008a022089,Zm00008a022102	NA	11.7525867963
Nonsyntenic_Dup_0499	Zm00001d016939,Zm00001d016940	Zm00008a022123	11.7437101499	NA
Nonsyntenic_Dup_0500	Zm00001d016946,Zm00001d016947,Zm00001d016948,Zm00001d016949	Zm00008a022129	0.000452049542227,0.000227226682769,11.9090020733	NA
Nonsyntenic_Dup_0501	Zm00001d017001,Zm00001d017008,Zm00001d017009,Zm00001d017014,Zm00001d017019	Zm00008a022162	7.44502367713,4.75159988119,2.05929640894,11.7439875984	NA
Nonsyntenic_Dup_0502	Zm00001d017001,Zm00001d017008,Zm00001d017009,Zm00001d017014,Zm00001d017019	Zm00008a022163,Zm00008a022164,Zm00008a022165	0.00422281185619,0.00239403051713,0.00159361316234,11.8818097008	0.00159361316234,0.00118397452906
Nonsyntenic_Dup_0503	Zm00001d017021,Zm00001d017022	Zm00008a022168	4.47234979412	NA
Nonsyntenic_Dup_0504	Zm00001d017031,Zm00001d017032,Zm00001d017033	Zm00008a022175	11.7864660136,11.5818865001	NA
Nonsyntenic_Dup_0505	Zm00001d017043,Zm00001d017045	Zm00008a022187,Zm00008a022189	11.9060518537	11.9060518537
Nonsyntenic_Dup_0506	Zm00001d017188,Zm00001d017189,Zm00001d017190,Zm00001d017191,Zm00001d017192	Zm00008a022297	11.7117147191,11.1194329392,0.820852000185,5.04588211247	NA
Nonsyntenic_Dup_0507	Zm00001d017188,Zm00001d017189,Zm00001d017190,Zm00001d017191,Zm00001d017192	Zm00008a022299,Zm00008a022300	1.38275765883,7.51258831774,2.27354334765,11.74029397	11.74029397
Nonsyntenic_Dup_0508	Zm00001d017222,Zm00001d017234,Zm00001d017236,Zm00001d017237,Zm00001d017238	Zm00008a022326,Zm00008a022327,Zm00008a022329,Zm00008a022332,Zm00008a022333,Zm00008a022335,Zm00008a022336,Zm00008a022337	11.719680166,1.99648320306,1.1774218583,11.719680166	1.43999496797,1.67389514029,1.67389514029,3.84555902435,3.84555902435,1.99648320306,1.52760343456
Nonsyntenic_Dup_0509	Zm00001d017274,Zm00001d017275,Zm00001d017276,Zm00001d017279	Zm00008a022367,Zm00008a022369,Zm00008a022370,Zm00008a022372	11.8935836233,0.00428937775192,0.000786403563463	0.00309543700645,0.00428937775192,0.000786403563463
Nonsyntenic_Dup_0510	Zm00001d017326,Zm00001d017329	Zm00008a022404,Zm00008a022406	11.8669412313	0.627112303585
Nonsyntenic_Dup_0511	Zm00001d017334,Zm00001d017335	Zm00008a022412	5.29942192753	NA
Nonsyntenic_Dup_0512	Zm00001d017336,Zm00001d017340	Zm00008a022413,Zm00008a022414,Zm00008a022416	11.9181287305	0.00205218312863,0.00205218312863
Nonsyntenic_Dup_0513	Zm00001d017383,Zm00001d017385	Zm00008a022442,Zm00008a022444	11.8979326839	0.629481719374
Nonsyntenic_Dup_0514	Zm00001d017427,Zm00001d017429	Zm00008a022482,Zm00008a022484	11.7885056704	11.7885056704
Nonsyntenic_Dup_0515	Zm00001d017427,Zm00001d017429	Zm00008a022483	10.1625860783	NA
Nonsyntenic_Dup_0516	Zm00001d017458,Zm00001d017459	Zm00008a022503	9.27615193789	NA
Nonsyntenic_Dup_0517	Zm00001d017477,Zm00001d017478,Zm00001d017480	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	0.00311785547133,0.00241521334602	0.00241521334602,11.8958812569,11.8958812569,0.00311785547133,0.00241521334602
Nonsyntenic_Dup_0518	Zm00001d017493,Zm00001d017494,Zm00001d017495	Zm00008a022533	0.00217286859938,0.00217286859938	NA
Nonsyntenic_Dup_0519	Zm00001d017499,Zm00001d017500	Zm00008a022536,Zm00008a022538	11.7236340009	11.7236340009
Nonsyntenic_Dup_0520	Zm00001d017505	Zm00008a022545,Zm00008a022546	NA	0.12558299381
Nonsyntenic_Dup_0521	Zm00001d017507	Zm00008a022545,Zm00008a022546	NA	11.7957957802
Nonsyntenic_Dup_0522	Zm00001d017508,Zm00001d017510	Zm00008a022547	11.8157346658	NA
Nonsyntenic_Dup_0523	Zm00001d017570,Zm00001d017571	Zm00008a022601,Zm00008a022602	11.7200869991	0.336184734026
Nonsyntenic_Dup_0524	Zm00001d017591,Zm00001d017592	Zm00008a022622	11.747720043	NA
Nonsyntenic_Dup_0525	Zm00001d017646,Zm00001d017647,Zm00001d017648	Zm00008a022665,Zm00008a022666,Zm00008a022667	0.000403154419986,11.9033360868	0.00325418811727,0.00325418811727
Nonsyntenic_Dup_0526	Zm00001d017713,Zm00001d017714	Zm00008a022716	11.3683168	NA
Nonsyntenic_Dup_0527	Zm00001d017731,Zm00001d017732,Zm00001d017733,Zm00001d017734,Zm00001d017735,Zm00001d017736,Zm00001d017737,Zm00001d017740,Zm00001d017741	Zm00008a022740	6.46641517325,0.447792163571,2.06179778998,1.23934931448,6.12653761785,5.06422888752,6.46641517325,11.7159278061	NA
Nonsyntenic_Dup_0528	Zm00001d017731,Zm00001d017732,Zm00001d017733,Zm00001d017734,Zm00001d017735,Zm00001d017736,Zm00001d017737,Zm00001d017740,Zm00001d017741	Zm00008a022738,Zm00008a022739,Zm00008a022741	4.02840471581,0.445113620214,1.89484689453,1.19220840858,6.31756686843,4.67280540658,6.31756686843,11.7353165881	1.47837508203,11.7353165881
Nonsyntenic_Dup_0529	Zm00001d017776,Zm00001d017777	Zm00008a022764	11.7475717191	NA
Nonsyntenic_Dup_0530	Zm00001d017786,Zm00001d017787	Zm00008a022775	11.8178357759	NA
Nonsyntenic_Dup_0531	Zm00001d017840,Zm00001d017841	Zm00008a022820,Zm00008a022821	11.734086398	11.734086398
Nonsyntenic_Dup_0532	Zm00001d017855	Zm00008a022832,Zm00008a022833	NA	11.7364614159
Nonsyntenic_Dup_0533	Zm00001d017864,Zm00001d017866,Zm00001d017867,Zm00001d017869	Zm00008a022838	11.731907205,11.731907205,9.31285963081	NA
Nonsyntenic_Dup_0534	Zm00001d017864,Zm00001d017866,Zm00001d017867,Zm00001d017869	Zm00008a022839,Zm00008a022843	11.8894891658,11.8894891658,0.0023898355039	0.00086441182359
Nonsyntenic_Dup_0535	Zm00001d017865,Zm00001d017868	Zm00008a022840	0.0188938101019	NA
Nonsyntenic_Dup_0536	Zm00001d017918	Zm00008a022898,Zm00008a022899,Zm00008a022900	NA	2.01692934214,0.70232443668
Nonsyntenic_Dup_0537	Zm00001d017952,Zm00001d017953	Zm00008a022912	11.5772868088	NA
Nonsyntenic_Dup_0538	Zm00001d017973,Zm00001d017974,Zm00001d017975	Zm00008a022926,Zm00008a022927	11.7205881664,2.39852711803	2.39852711803
Nonsyntenic_Dup_0539	Zm00001d018009	Zm00008a022956,Zm00008a022958	NA	1.59527313992
Nonsyntenic_Dup_0540	Zm00001d018014	Zm00008a022956,Zm00008a022958	NA	11.7460791756
Nonsyntenic_Dup_0541	Zm00001d018051	Zm00008a022992,Zm00008a022993	NA	11.7763598245
Nonsyntenic_Dup_0542	Zm00001d018065,Zm00001d018066	Zm00008a023006	11.7845476901	NA
Nonsyntenic_Dup_0543	Zm00001d018105,Zm00001d018106,Zm00001d018107	Zm00008a023042,Zm00008a023043	11.8936428624,11.8936428624	0.00265699726331
Nonsyntenic_Dup_0544	Zm00001d018123,Zm00001d018124	Zm00008a023051	7.82684772882	NA
Nonsyntenic_Dup_0545	Zm00001d018155,Zm00001d018156	Zm00008a023081	11.7192688377	NA
Nonsyntenic_Dup_0546	Zm00001d018181,Zm00001d018184	Zm00008a023098,Zm00008a023101	11.7624117238	11.7624117238
Nonsyntenic_Dup_0547	Zm00001d018183,Zm00001d018187	Zm00008a023100,Zm00008a023103	11.7698609369	0.00915172759697
Nonsyntenic_Dup_0548	Zm00001d018182,Zm00001d018185	Zm00008a023099,Zm00008a023102	11.7334274702	11.7334274702
Nonsyntenic_Dup_0549	Zm00001d018251,Zm00001d018253,Zm00001d018254	Zm00008a023155	9.53869833706,9.53869833706	NA
Nonsyntenic_Dup_0550	Zm00001d018270	Zm00008a023166,Zm00008a023168	NA	1.81010595915
Nonsyntenic_Dup_0551	Zm00001d018321,Zm00001d018322,Zm00001d018323,Zm00001d018324	Zm00008a023202,Zm00008a023204	0.00217198144121,0.0028110252616,11.8985392761	11.8985392761
Nonsyntenic_Dup_0552	Zm00001d018321,Zm00001d018322,Zm00001d018323,Zm00001d018324	Zm00008a023203	6.2267988105,11.7955279925,5.63741041906	NA
Nonsyntenic_Dup_0553	Zm00001d018329,Zm00001d018332	Zm00008a023208	10.5510557379	NA
Nonsyntenic_Dup_0554	Zm00001d018329,Zm00001d018332	Zm00008a023209	11.7298074913	NA
Nonsyntenic_Dup_0555	Zm00001d018336,Zm00001d018340	Zm00008a023214	11.7460223311	NA
Nonsyntenic_Dup_0556	Zm00001d018451,Zm00001d018452	Zm00008a023316,Zm00008a023317	11.7395812364	4.39739124664
Nonsyntenic_Dup_0557	Zm00001d018505,Zm00001d018506	Zm00008a023361	3.87294856501	NA
Nonsyntenic_Dup_0558	Zm00001d018614,Zm00001d018615	Zm00008a026638,Zm00008a026639	0.00166154848161	0.00120838664307
Nonsyntenic_Dup_0559	Zm00001d018618,Zm00001d018619,Zm00001d018620	Zm00008a026633	11.7245477718,3.4155701525	NA
Nonsyntenic_Dup_0560	Zm00001d018628,Zm00001d018629,Zm00001d018630,Zm00001d018631	Zm00008a026650,Zm00008a026651,Zm00008a026652,Zm00008a026653	3.51881921418,6.81438271116,11.7269219438	3.51881921418,6.81438271116,11.7269219438
