Cluster_ID	Genes	Gene1	Gene2	Total_Divergence	Ti_Tv	dNdS	dN	dN_SE	dS	dS_Se
Anc_Cluster_0080	Sb06g032230.1,Zm00001d026569,Zm00001d026568	Zm00001d026568	Zm00001d026569	5.2486	1.7251	0.2626	1.0509	0.0804	4.0012	6.2665
Anc_Cluster_0082	Sb06g032490.1,Zm00001d026588,Zm00001d026589	Zm00001d026588	Sb06g032490.1	0.4181	1.5778	0.3309	0.0875	0.0221	0.2644	0.0691
Anc_Cluster_0082	Sb06g032490.1,Zm00001d026588,Zm00001d026589	Zm00001d026589	Sb06g032490.1	0.4542	1.5778	0.3492	0.0978	0.0235	0.2800	0.0692
Anc_Cluster_0082	Sb06g032490.1,Zm00001d026588,Zm00001d026589	Zm00001d026589	Zm00001d026588	0.4625	1.5778	0.4213	0.1082	0.0252	0.2567	0.0632
Anc_Cluster_0084	Sb08g005200.1,Zm00001d023698,Zm00001d023695	Zm00001d023698	Sb08g005200.1	0.1901	2.1511	0.1947	0.0297	0.0063	0.1528	0.0255
Anc_Cluster_0084	Sb08g005200.1,Zm00001d023698,Zm00001d023695	Zm00001d023695	Sb08g005200.1	1.0379	2.1511	0.2156	0.1750	0.0165	0.8116	0.1108
Anc_Cluster_0084	Sb08g005200.1,Zm00001d023698,Zm00001d023695	Zm00001d023695	Zm00001d023698	1.0057	2.1511	0.2171	0.1715	0.0163	0.7901	0.1094
Anc_Cluster_0085	Sb08g001495.2,Zm00001d023264,Zm00001d023266	Zm00001d023264	Sb08g001495.2	0.3335	3.8587	0.0793	0.0240	0.0098	0.3030	0.0682
Anc_Cluster_0085	Sb08g001495.2,Zm00001d023264,Zm00001d023266	Zm00001d023266	Sb08g001495.2	0.4608	3.8587	0.3396	0.0960	0.0204	0.2828	0.0617
Anc_Cluster_0085	Sb08g001495.2,Zm00001d023264,Zm00001d023266	Zm00001d023266	Zm00001d023264	0.2868	3.8587	0.7331	0.0854	0.0194	0.1165	0.0332
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023721	Sb08g015620.1	0.2413	1.5875	0.1138	0.0295	0.0057	0.2590	0.0379
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023722	Sb08g015620.1	0.4229	1.5875	0.2668	0.0878	0.0100	0.3291	0.0455
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023722	Zm00001d023721	0.2656	1.5875	0.4862	0.0715	0.0090	0.1470	0.0254
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023723	Sb08g015620.1	0.3802	1.5875	0.2568	0.0768	0.0094	0.2991	0.0413
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023723	Zm00001d023721	0.2231	1.5875	0.5203	0.0613	0.0083	0.1179	0.0220
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023723	Zm00001d023722	0.1950	1.5875	0.7441	0.0602	0.0083	0.0809	0.0178
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023728	Sb08g015620.1	0.3676	1.5875	0.2801	0.0779	0.0094	0.2779	0.0392
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023728	Zm00001d023721	0.2142	1.5875	0.6140	0.0624	0.0084	0.1016	0.0202
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023728	Zm00001d023722	0.1923	1.5875	0.7243	0.0590	0.0082	0.0814	0.0179
Anc_Cluster_0089	Sb08g015620.1,Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	Zm00001d023728	Zm00001d023723	0.0173	1.5875	0.2255	0.0032	0.0018	0.0142	0.0071
Anc_Cluster_0091	Sb08g001800.1,Zm00001d023282,Zm00001d023287,Zm00001d023284	Zm00001d023282	Sb08g001800.1	0.4994	1.1211	0.1802	0.1064	0.0138	0.5906	0.1253
Anc_Cluster_0091	Sb08g001800.1,Zm00001d023282,Zm00001d023287,Zm00001d023284	Zm00001d023287	Sb08g001800.1	2.3562	1.1211	0.1057	0.3636	0.0297	3.4383	4.3283
Anc_Cluster_0091	Sb08g001800.1,Zm00001d023282,Zm00001d023287,Zm00001d023284	Zm00001d023287	Zm00001d023282	2.3759	1.1211	0.0975	0.3390	0.0285	3.4765	4.4379
Anc_Cluster_0091	Sb08g001800.1,Zm00001d023282,Zm00001d023287,Zm00001d023284	Zm00001d023284	Sb08g001800.1	2.8438	1.1211	0.0727	0.3484	0.0288	4.7948	26.4206
Anc_Cluster_0091	Sb08g001800.1,Zm00001d023282,Zm00001d023287,Zm00001d023284	Zm00001d023284	Zm00001d023282	2.3100	1.1211	0.0936	0.3242	0.0275	3.4641	4.4020
Anc_Cluster_0091	Sb08g001800.1,Zm00001d023282,Zm00001d023287,Zm00001d023284	Zm00001d023284	Zm00001d023287	0.1124	1.1211	0.4871	0.0322	0.0074	0.0661	0.0254
Anc_Cluster_0092	OS12T0242500-01,Zm00001d023799,Zm00001d023800	Zm00001d023799	OS12T0242500-01	1.2114	2.5020	0.1929	0.2193	0.0197	1.1372	0.1925
Anc_Cluster_0092	OS12T0242500-01,Zm00001d023799,Zm00001d023800	Zm00001d023800	OS12T0242500-01	1.2114	2.5020	0.1929	0.2193	0.0197	1.1372	0.1925
Anc_Cluster_0092	OS12T0242500-01,Zm00001d023799,Zm00001d023800	Zm00001d023800	Zm00001d023799	-0.0000	2.5020	99.0000	-0.0000	0.0000	-0.0000	0.0000
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023285	Sb08g001830.1	3.4658	1.3809	0.5040	1.0145	0.1320	2.0131	1.1016
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023288	Sb08g001830.1	3.3449	1.3809	0.5781	1.0130	0.1316	1.7524	0.8014
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023288	Zm00001d023285	0.0460	1.3809	0.5742	0.0137	0.0079	0.0238	0.0241
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023286	Sb08g001830.1	0.3639	1.3809	0.2703	0.0900	0.0208	0.3332	0.1356
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023286	Zm00001d023285	3.4829	1.3809	0.5200	1.0245	0.1368	1.9704	1.0313
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023286	Zm00001d023288	3.3548	1.3809	0.5445	1.0003	0.1330	1.8370	0.8816
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023289	Sb08g001830.1	0.3441	1.3809	0.3194	0.0900	0.0208	0.2819	0.1184
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023289	Zm00001d023285	3.3545	1.3809	0.6120	1.0245	0.1368	1.6739	0.7101
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023289	Zm00001d023288	3.2439	1.3809	0.6358	1.0005	0.1330	1.5736	0.6337
Anc_Cluster_0093	Sb08g001830.1,Zm00001d023285,Zm00001d023288,Zm00001d023286,Zm00001d023289	Zm00001d023289	Zm00001d023286	0.0117	1.3809	0.0000	-0.0000	0.0000	0.0293	0.0297
Anc_Cluster_0095	Sb08g002056.1,Zm00001d023303,Zm00001d023304	Zm00001d023303	Sb08g002056.1	0.6682	3.0281	0.5631	0.1827	0.0102	0.3245	0.0253
Anc_Cluster_0095	Sb08g002056.1,Zm00001d023303,Zm00001d023304	Zm00001d023304	Sb08g002056.1	0.6631	3.0281	0.6273	0.1894	0.0104	0.3019	0.0241
Anc_Cluster_0095	Sb08g002056.1,Zm00001d023303,Zm00001d023304	Zm00001d023304	Zm00001d023303	0.4121	3.0281	0.7027	0.1226	0.0081	0.1745	0.0167
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023872	Sb08g017160.1	1.7671	3.2463	0.1395	0.3270	0.0419	2.3442	1.6272
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023869	Sb08g017160.1	1.5648	3.2463	0.0899	0.2620	0.0355	2.9141	3.9287
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023869	Zm00001d023872	0.5381	3.2463	0.0759	0.0739	0.0172	0.9740	0.6655
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023870	Sb08g017160.1	0.2642	3.2463	0.0831	0.0381	0.0121	0.4578	0.1575
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023870	Zm00001d023872	1.5456	3.2463	0.1699	0.3077	0.0404	1.8115	0.9507
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023870	Zm00001d023869	1.1764	3.2463	0.1825	0.2651	0.0359	1.4530	0.5817
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023873	Sb08g017160.1	0.3629	3.2463	0.0751	0.0497	0.0139	0.6617	0.2878
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023873	Zm00001d023872	2.5605	3.2463	0.0643	0.2863	0.0384	4.4522	25.4575
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023873	Zm00001d023869	1.4385	3.2463	0.0876	0.2283	0.0326	2.6067	2.5332
Anc_Cluster_0096	Sb08g017160.1,Zm00001d023872,Zm00001d023869,Zm00001d023870,Zm00001d023873	Zm00001d023873	Zm00001d023870	0.3150	3.2463	0.1024	0.0502	0.0140	0.4902	0.1713
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023906	Sb08g016810.1	1.6304	3.3814	0.3174	0.3373	0.0311	1.0627	0.2437
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023903	Sb08g016810.1	1.6304	3.3814	0.3174	0.3373	0.0311	1.0627	0.2437
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023903	Zm00001d023906	-0.0000	3.3814	99.0000	-0.0000	0.0000	-0.0000	0.0000
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023905	Sb08g016810.1	1.6304	3.3814	0.3174	0.3373	0.0311	1.0627	0.2437
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023905	Zm00001d023906	-0.0000	3.3814	99.0000	-0.0000	0.0000	-0.0000	0.0000
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023905	Zm00001d023903	-0.0000	3.3814	99.0000	-0.0000	0.0000	-0.0000	0.0000
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023907	Sb08g016810.1	2.4584	3.3814	0.8587	0.7829	0.0654	0.9117	0.1612
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023907	Zm00001d023906	3.4236	3.3814	0.2660	0.6436	0.0531	2.4194	3.0463
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023907	Zm00001d023903	3.4236	3.3814	0.2660	0.6436	0.0531	2.4194	3.0463
Anc_Cluster_0097	Sb08g016810.1,Zm00001d023906,Zm00001d023903,Zm00001d023905,Zm00001d023907	Zm00001d023907	Zm00001d023905	3.4236	3.3814	0.2660	0.6436	0.0531	2.4194	3.0463
Anc_Cluster_0098	Sb08g016760.1,Zm00001d023908,Zm00001d023904	Zm00001d023908	Sb08g016760.1	0.5772	1.4408	0.4578	0.1471	0.0195	0.3213	0.0537
Anc_Cluster_0098	Sb08g016760.1,Zm00001d023908,Zm00001d023904	Zm00001d023904	Sb08g016760.1	0.1860	1.4408	0.3922	0.0438	0.0101	0.1116	0.0278
Anc_Cluster_0098	Sb08g016760.1,Zm00001d023908,Zm00001d023904	Zm00001d023904	Zm00001d023908	0.4566	1.4408	0.6644	0.1345	0.0185	0.2024	0.0396
Anc_Cluster_0099	Sb08g002310.1,Zm00001d023313,Zm00001d023314	Zm00001d023313	Sb08g002310.1	1.1885	2.7005	0.0516	0.0822	0.0080	1.5930	0.2071
Anc_Cluster_0099	Sb08g002310.1,Zm00001d023313,Zm00001d023314	Zm00001d023314	Sb08g002310.1	4.7344	2.7005	0.1682	0.7526	0.0369	4.4755	8.5785
Anc_Cluster_0099	Sb08g002310.1,Zm00001d023313,Zm00001d023314	Zm00001d023314	Zm00001d023313	3.1175	2.7005	0.1375	0.5639	0.0267	4.1000	6.6893
Anc_Cluster_0100	Sb08g016620.1,Zm00001d023932,Zm00001d023931	Zm00001d023932	Sb08g016620.1	0.4433	0.6313	0.2101	0.0994	0.0348	0.4732	0.2811
Anc_Cluster_0100	Sb08g016620.1,Zm00001d023932,Zm00001d023931	Zm00001d023931	Sb08g016620.1	43.2108	0.6313	0.0098	0.9719	0.2147	99.0000	0.2811
Anc_Cluster_0100	Sb08g016620.1,Zm00001d023932,Zm00001d023931	Zm00001d023931	Zm00001d023932	38.8291	0.6313	0.0089	0.8848	0.1735	99.0000	0.2811
Anc_Cluster_0101	Sb08g016520.1,Zm00001d023941,Zm00001d023939	Zm00001d023941	Sb08g016520.1	0.3018	2.3584	0.0615	0.0327	0.0053	0.5318	0.0827
Anc_Cluster_0101	Sb08g016520.1,Zm00001d023941,Zm00001d023939	Zm00001d023939	Sb08g016520.1	2.5729	2.3584	0.0831	0.3307	0.0200	3.9792	6.1764
Anc_Cluster_0101	Sb08g016520.1,Zm00001d023941,Zm00001d023939	Zm00001d023939	Zm00001d023941	2.5995	2.3584	0.0845	0.3365	0.0203	3.9838	6.1952
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023325	Sb08g002350.1	0.6214	3.2853	0.4341	0.1521	0.0134	0.3504	0.0418
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023320	Sb08g002350.1	0.5581	3.2853	0.4080	0.1326	0.0124	0.3251	0.0396
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023320	Zm00001d023325	0.1189	3.2853	0.8060	0.0371	0.0062	0.0461	0.0114
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023321	Sb08g002350.1	1.1857	3.2853	0.7385	0.3603	0.0232	0.4879	0.0529
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023321	Zm00001d023325	0.8894	3.2853	0.9437	0.2917	0.0201	0.3091	0.0352
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023321	Zm00001d023320	0.7610	3.2853	0.9380	0.2491	0.0181	0.2656	0.0313
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023329	Sb08g002350.1	0.5365	3.2853	0.5175	0.1424	0.0130	0.2752	0.0342
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023329	Zm00001d023325	0.4146	3.2853	0.5835	0.1155	0.0115	0.1979	0.0264
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023329	Zm00001d023320	0.3527	3.2853	0.5508	0.0960	0.0104	0.1743	0.0246
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023329	Zm00001d023321	0.9490	3.2853	0.8714	0.3041	0.0206	0.3490	0.0383
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023330	Sb08g002350.1	0.5287	3.2853	0.5087	0.1395	0.0128	0.2742	0.0346
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023330	Zm00001d023325	0.3883	3.2853	0.6133	0.1104	0.0112	0.1800	0.0254
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023330	Zm00001d023320	0.3252	3.2853	0.5088	0.0858	0.0097	0.1686	0.0244
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023330	Zm00001d023321	0.9568	3.2853	0.7352	0.2906	0.0199	0.3953	0.0441
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023330	Zm00001d023329	0.2855	3.2853	0.5570	0.0783	0.0093	0.1406	0.0218
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023318	Sb08g002350.1	0.5491	3.2853	0.4239	0.1334	0.0125	0.3146	0.0386
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023318	Zm00001d023325	0.1303	3.2853	1.1932	0.0455	0.0069	0.0381	0.0103
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023318	Zm00001d023320	0.0709	3.2853	0.9417	0.0232	0.0049	0.0247	0.0082
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023318	Zm00001d023321	0.8048	3.2853	0.9506	0.2645	0.0188	0.2783	0.0325
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023318	Zm00001d023329	0.3487	3.2853	0.5635	0.0960	0.0103	0.1704	0.0242
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023318	Zm00001d023330	0.3288	3.2853	0.5686	0.0910	0.0100	0.1600	0.0236
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023317	Sb08g002350.1	0.5479	3.2853	0.4067	0.1304	0.0123	0.3207	0.0392
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023317	Zm00001d023325	0.1489	3.2853	0.9858	0.0494	0.0072	0.0502	0.0119
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023317	Zm00001d023320	0.0845	3.2853	1.0575	0.0286	0.0054	0.0271	0.0087
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023317	Zm00001d023321	0.7736	3.2853	0.9393	0.2534	0.0182	0.2698	0.0319
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023317	Zm00001d023329	0.3530	3.2853	0.5151	0.0937	0.0102	0.1818	0.0254
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023317	Zm00001d023330	0.3303	3.2853	0.5106	0.0874	0.0098	0.1713	0.0248
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023317	Zm00001d023318	0.0845	3.2853	1.1999	0.0295	0.0055	0.0246	0.0083
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Sb08g002350.1	0.5523	3.2853	0.4013	0.1304	0.0123	0.3249	0.0395
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Zm00001d023325	0.1419	3.2853	1.1715	0.0493	0.0072	0.0421	0.0108
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Zm00001d023320	0.0939	3.2853	0.7154	0.0282	0.0054	0.0394	0.0105
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Zm00001d023321	0.8095	3.2853	0.8839	0.2605	0.0186	0.2947	0.0340
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Zm00001d023329	0.3442	3.2853	0.5553	0.0941	0.0103	0.1694	0.0241
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Zm00001d023330	0.3178	3.2853	0.6034	0.0899	0.0100	0.1489	0.0225
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Zm00001d023318	0.0846	3.2853	0.8599	0.0270	0.0053	0.0314	0.0094
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023323	Zm00001d023317	0.0800	3.2853	1.2149	0.0280	0.0054	0.0231	0.0080
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023322	Sb08g002350.1	0.5986	3.2853	0.4231	0.1450	0.0131	0.3426	0.0414
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023322	Zm00001d023325	0.1771	3.2853	1.0695	0.0601	0.0080	0.0562	0.0126
Anc_Cluster_0102	Sb08g002350.1,Zm00001d023325,Zm00001d023320,Zm00001d023321,Zm00001d023329,Zm00001d023330,Zm00001d023318,Zm00001d023317,Zm00001d023323,Zm00001d023322	Zm00001d023322	Zm00001d023320	0.0958	3.2853	0.9299	0.0313	0.0057	0.0336	0.0096
