Cluster_ID	Genes	Gene1	Gene2	Total_Divergence	Ti_Tv	dNdS	dN	dN_SE	dS	dS_Se
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009313	Zm00008a009314	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009316	Sb02g031700.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009316	Zm00008a009309	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009316	Zm00008a009312	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009316	Zm00008a009310	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009316	Zm00008a009314	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009316	Zm00008a009313	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009315	Sb02g031700.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009315	Zm00008a009309	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009315	Zm00008a009312	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009315	Zm00008a009310	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009315	Zm00008a009314	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009315	Zm00008a009313	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009315	Zm00008a009316	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Sb02g031700.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Zm00008a009309	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Zm00008a009312	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Zm00008a009310	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Zm00008a009314	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Zm00008a009313	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Zm00008a009316	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009311	Zm00008a009315	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Sb02g031700.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009309	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009312	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009310	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009314	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009313	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009316	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009315	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009308	Zm00008a009311	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Sb02g031700.1	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009309	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009312	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009310	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009314	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009313	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009316	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009315	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009311	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0992	Sb02g031700.1,Zm00008a009309,Zm00008a009312,Zm00008a009310,Zm00008a009314,Zm00008a009313,Zm00008a009316,Zm00008a009315,Zm00008a009311,Zm00008a009308,Zm00008a009317	Zm00008a009317	Zm00008a009308	nan	4.6000	nan	0.4774	0.6124	nan	nan
Anc_Cluster_0994	Sb02g032160.1,Zm00008a009334,Zm00008a009335	Zm00008a009334	Sb02g032160.1	4.1698	1.4190	0.3725	0.9837	0.1907	2.6410	2.5887
Anc_Cluster_0994	Sb02g032160.1,Zm00008a009334,Zm00008a009335	Zm00008a009335	Sb02g032160.1	0.2054	1.4190	0.7828	0.0651	0.0250	0.0832	0.0597
Anc_Cluster_0994	Sb02g032160.1,Zm00008a009334,Zm00008a009335	Zm00008a009335	Zm00008a009334	4.1669	1.4190	0.3805	0.9988	0.2014	2.6249	2.5625
Anc_Cluster_0995	Sb02g032180.1,Zm00008a009337,Zm00008a009338	Zm00008a009337	Sb02g032180.1	3.5159	2.4578	0.4165	0.8460	0.1405	2.0309	0.9766
Anc_Cluster_0995	Sb02g032180.1,Zm00008a009337,Zm00008a009338	Zm00008a009338	Sb02g032180.1	0.1409	2.4578	0.1971	0.0229	0.0133	0.1161	0.0530
Anc_Cluster_0995	Sb02g032180.1,Zm00008a009337,Zm00008a009338	Zm00008a009338	Zm00008a009337	3.5140	2.4578	0.4215	0.8499	0.1423	2.0164	0.9581
Anc_Cluster_0996	Sb02g032800.1,Zm00008a009369,Zm00008a009368,Zm00008a009367	Zm00008a009369	Sb02g032800.1	0.2151	2.4267	0.2140	0.0353	0.0074	0.1648	0.0280
Anc_Cluster_0996	Sb02g032800.1,Zm00008a009369,Zm00008a009368,Zm00008a009367	Zm00008a009368	Sb02g032800.1	0.2592	2.4267	0.2670	0.0490	0.0087	0.1835	0.0305
Anc_Cluster_0996	Sb02g032800.1,Zm00008a009369,Zm00008a009368,Zm00008a009367	Zm00008a009368	Zm00008a009369	0.1686	2.4267	0.3106	0.0347	0.0073	0.1116	0.0224
Anc_Cluster_0996	Sb02g032800.1,Zm00008a009369,Zm00008a009368,Zm00008a009367	Zm00008a009367	Sb02g032800.1	0.9424	2.4267	0.4154	0.2258	0.0205	0.5436	0.0668
Anc_Cluster_0996	Sb02g032800.1,Zm00008a009369,Zm00008a009368,Zm00008a009367	Zm00008a009367	Zm00008a009369	0.9432	2.4267	0.4253	0.2283	0.0207	0.5368	0.0652
Anc_Cluster_0996	Sb02g032800.1,Zm00008a009369,Zm00008a009368,Zm00008a009367	Zm00008a009367	Zm00008a009368	0.9728	2.4267	0.4376	0.2392	0.0213	0.5465	0.0669
Anc_Cluster_0997	Sb02g033370.1,Zm00008a009394,Zm00008a009395	Zm00008a009394	Sb02g033370.1	0.4363	2.5992	0.1686	0.0614	0.0100	0.3640	0.0537
Anc_Cluster_0997	Sb02g033370.1,Zm00008a009394,Zm00008a009395	Zm00008a009395	Sb02g033370.1	4.7306	2.5992	1.0516	1.5998	0.1622	1.5213	0.3027
Anc_Cluster_0997	Sb02g033370.1,Zm00008a009394,Zm00008a009395	Zm00008a009395	Zm00008a009394	4.6175	2.5992	0.9446	1.5141	0.1467	1.6028	0.3509
Anc_Cluster_0998	Sb02g033390.1,Zm00008a009397,Zm00008a009396	Zm00008a009397	Sb02g033390.1	0.1110	1.4939	0.1475	0.0160	0.0057	0.1082	0.0287
Anc_Cluster_0998	Sb02g033390.1,Zm00008a009397,Zm00008a009396	Zm00008a009396	Sb02g033390.1	6.0455	1.4939	0.3656	1.4014	0.1738	3.8332	5.6091
Anc_Cluster_0998	Sb02g033390.1,Zm00008a009397,Zm00008a009396	Zm00008a009396	Zm00008a009397	6.0534	1.4939	0.3672	1.4071	0.1591	3.8317	5.6036
Anc_Cluster_0999	Sb02g033440.1,Zm00008a009402,Zm00008a009401	Zm00008a009402	Sb02g033440.1	2.9044	2.5161	0.4008	0.6411	0.1566	1.5994	6.7181
Anc_Cluster_0999	Sb02g033440.1,Zm00008a009402,Zm00008a009401	Zm00008a009401	Sb02g033440.1	3.9185	2.5161	1.3492	1.4476	0.5400	1.0730	0.4655
Anc_Cluster_0999	Sb02g033440.1,Zm00008a009402,Zm00008a009401	Zm00008a009401	Zm00008a009402	4.8759	2.5161	0.4122	1.1316	0.2907	2.7453	6.8695
Anc_Cluster_1000	Sb02g033470.1,Zm00008a009405,Zm00008a009404	Zm00008a009405	Sb02g033470.1	5.2540	1.5667	0.3361	1.2176	0.1308	3.6224	4.8830
Anc_Cluster_1000	Sb02g033470.1,Zm00008a009405,Zm00008a009404	Zm00008a009404	Sb02g033470.1	0.3459	1.5667	0.3356	0.0787	0.0141	0.2346	0.0509
Anc_Cluster_1000	Sb02g033470.1,Zm00008a009405,Zm00008a009404	Zm00008a009404	Zm00008a009405	5.6521	1.5667	0.3833	1.3885	0.1875	3.6220	4.8819
Anc_Cluster_1001	Sb02g033770.1,Zm00008a009420,Zm00008a009419	Zm00008a009420	Sb02g033770.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1001	Sb02g033770.1,Zm00008a009420,Zm00008a009419	Zm00008a009419	Sb02g033770.1	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1001	Sb02g033770.1,Zm00008a009420,Zm00008a009419	Zm00008a009419	Zm00008a009420	nan	4.6000	nan	nan	nan	nan	nan
Anc_Cluster_1002	Sb06g023905.1,Zm00008a006666,Zm00008a006667	Zm00008a006666	Sb06g023905.1	2.5881	1.5760	0.3066	0.5773	0.0523	1.8829	1.1653
Anc_Cluster_1002	Sb06g023905.1,Zm00008a006666,Zm00008a006667	Zm00008a006667	Sb06g023905.1	0.6109	1.5760	0.5478	0.1715	0.0226	0.3131	0.0650
Anc_Cluster_1002	Sb06g023905.1,Zm00008a006666,Zm00008a006667	Zm00008a006667	Zm00008a006666	2.3227	1.5760	0.4370	0.6006	0.0546	1.3744	0.3763
Anc_Cluster_1003	Sb02g033960.1,Zm00008a009443,Zm00008a009442	Zm00008a009443	Sb02g033960.1	31.1365	1.8069	0.0078	0.7753	0.4458	99.0000	0.0000
Anc_Cluster_1003	Sb02g033960.1,Zm00008a009443,Zm00008a009442	Zm00008a009442	Sb02g033960.1	0.2772	1.8069	0.0000	-0.0000	0.0000	0.5196	0.5926
Anc_Cluster_1003	Sb02g033960.1,Zm00008a009443,Zm00008a009442	Zm00008a009442	Zm00008a009443	19.4571	1.8069	0.0071	0.7060	0.3768	99.0000	0.5926
Anc_Cluster_1004	Sb02g034000.1,Zm00008a009445,Zm00008a009444	Zm00008a009445	Sb02g034000.1	3.6789	1.4390	0.3157	0.8340	0.1396	2.6417	2.5898
Anc_Cluster_1004	Sb02g034000.1,Zm00008a009445,Zm00008a009444	Zm00008a009444	Sb02g034000.1	0.2802	1.4390	0.1057	0.0393	0.0177	0.3718	0.1698
Anc_Cluster_1004	Sb02g034000.1,Zm00008a009445,Zm00008a009444	Zm00008a009444	Zm00008a009445	3.6564	1.4390	0.3065	0.8133	0.1360	2.6532	2.6087
Anc_Cluster_1006	Sb02g034675.1,Zm00008a009479,Zm00008a009480	Zm00008a009479	Sb02g034675.1	1.9783	2.1922	0.3926	0.4689	0.0508	1.1943	0.3706
Anc_Cluster_1006	Sb02g034675.1,Zm00008a009479,Zm00008a009480	Zm00008a009480	Sb02g034675.1	1.7483	2.1922	0.6898	0.5211	0.0555	0.7554	0.1440
Anc_Cluster_1006	Sb02g034675.1,Zm00008a009479,Zm00008a009480	Zm00008a009480	Zm00008a009479	2.9425	2.1922	0.5287	0.8017	0.0827	1.5165	0.6816
Anc_Cluster_1007	Sb02g034720.1,Zm00008a009482,Zm00008a009481	Zm00008a009482	Sb02g034720.1	0.1676	2.9438	0.0681	0.0169	0.0040	0.2480	0.0405
Anc_Cluster_1007	Sb02g034720.1,Zm00008a009482,Zm00008a009481	Zm00008a009481	Sb02g034720.1	2.0897	2.9438	0.0436	0.1704	0.0135	3.9068	5.8882
Anc_Cluster_1007	Sb02g034720.1,Zm00008a009482,Zm00008a009481	Zm00008a009481	Zm00008a009482	2.0205	2.9438	0.0432	0.1677	0.0134	3.8818	5.7917
Anc_Cluster_1008	Sb02g035300.1,Zm00008a009506,Zm00008a009507	Zm00008a009506	Sb02g035300.1	2.8727	1.5410	0.1207	0.4644	0.0281	3.8483	5.6654
Anc_Cluster_1008	Sb02g035300.1,Zm00008a009506,Zm00008a009507	Zm00008a009507	Sb02g035300.1	3.0432	1.5410	0.1213	0.4739	0.0288	3.9064	5.8865
Anc_Cluster_1008	Sb02g035300.1,Zm00008a009506,Zm00008a009507	Zm00008a009507	Zm00008a009506	1.0993	1.5410	0.0930	0.1525	0.0134	1.6401	0.7276
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009515	Sb02g035410.1	5.0737	2.9640	0.1846	0.9297	0.2817	5.0371	116.3925
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009509	Sb02g035410.1	3.1780	2.9640	0.5092	0.8878	0.3444	1.7436	1.4957
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009509	Zm00008a009515	4.2047	2.9640	0.8666	1.3677	0.4574	1.5783	1.3580
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009510	Sb02g035410.1	5.3057	2.9640	1.1681	1.8371	0.9813	1.5728	1.3451
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009510	Zm00008a009515	5.5966	2.9640	1.2097	1.9601	1.0356	1.6203	1.0880
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009510	Zm00008a009509	7.6459	2.9640	1.5055	2.7573	2.7871	1.8315	1.5753
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009513	Sb02g035410.1	5.5901	2.9640	0.8395	1.7693	0.8141	2.1075	2.0114
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009513	Zm00008a009515	7.1176	2.9640	0.5377	1.9074	0.9724	3.5477	13.0161
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009513	Zm00008a009509	11.3617	2.9640	0.9141	3.6960	9.8214	4.0433	26.0807
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009513	Zm00008a009510	8.2397	2.9640	0.8952	2.6430	2.5920	2.9523	21.0373
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009508	Sb02g035410.1	3.6587	2.9640	0.6803	1.1068	0.3475	1.6270	1.8346
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009508	Zm00008a009515	4.0711	2.9640	0.6163	1.1989	0.4680	1.9453	1.8756
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009508	Zm00008a009509	4.9127	2.9640	0.8527	1.5749	0.6470	1.8471	1.5899
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009508	Zm00008a009510	5.0278	2.9640	1.7705	1.9038	1.2644	1.0753	0.6261
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009508	Zm00008a009513	5.7804	2.9640	0.4860	1.4713	0.5667	3.0276	9.0270
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009512	Sb02g035410.1	1.5694	2.9640	0.4934	0.4374	0.1440	0.8865	0.5885
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009512	Zm00008a009515	3.3741	2.9640	0.6962	1.0563	0.4235	1.5174	1.3109
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009512	Zm00008a009509	50.8915	2.9640	0.0146	1.4452	0.8137	99.0000	1.3109
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009512	Zm00008a009510	3.9643	2.9640	0.9201	1.2950	0.4691	1.4074	1.1782
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009512	Zm00008a009513	7.5868	2.9640	1.4997	2.7313	4.7922	1.8212	1.5657
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009512	Zm00008a009508	4.7041	2.9640	1.0288	1.5774	1.7370	1.5333	1.5776
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009514	Sb02g035410.1	7.7010	2.9640	0.9617	2.5422	2.1341	2.6435	4.2761
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009514	Zm00008a009515	7.5712	2.9640	1.2534	2.6559	2.4757	2.1190	17.0195
Anc_Cluster_1009	Sb02g035410.1,Zm00008a009515,Zm00008a009509,Zm00008a009510,Zm00008a009513,Zm00008a009508,Zm00008a009512,Zm00008a009514	Zm00008a009514	Zm00008a009509	7.4594	2.9640	1.0856	2.5302	2.3864	2.3306	3.0165
