#compute -i *.fasta 
#Tue Jun 27 14:24:30 2017

locus	nsam	nsites	nsites_ug	S	Singletons	NMut	nhap	hapdiv	WallsB	WallsQ	ThetaW	ThetaPi	TajD	FuLiDStar	FuLiFStar	Rmin	rho87
Zm00001d008797-Zm00001d008799.fasta	2	1437	405	259	259	259	2	1	1	1	0.639506	0.639506	nan	nan	nan	0	10000	
Zm00001d008799-Zm00001d008800.fasta	2	2727	1296	911	911	911	2	1	1	1	0.702932	0.702932	nan	nan	nan	0	10000	
Zm00001d008800-Zm00001d008802.fasta	2	2709	507	331	331	331	2	1	1	1	0.65286	0.65286	nan	nan	nan	0	10000	
Zm00001d008802-Zm00001d008803.fasta	2	1368	369	256	256	256	2	1	1	1	0.693767	0.693767	nan	nan	nan	0	10000	
Zm00001d008803-Zm00001d008805.fasta	2	1359	849	543	543	543	2	1	1	1	0.639576	0.639576	nan	nan	nan	0	10000	
Zm00001d008805-Zm00001d008808.fasta	2	1248	840	540	540	540	2	1	1	1	0.642857	0.642857	nan	nan	nan	0	10000	
Zm00001d008808-Zm00001d008809.fasta	2	1179	579	396	396	396	2	1	1	1	0.683938	0.683938	nan	nan	nan	0	10000	
Zm00001d008809-Zm00001d008810.fasta	2	729	315	218	218	218	2	1	1	1	0.692063	0.692063	nan	nan	nan	0	10000	
Zm00001d008810-Zm00001d008812.fasta	2	1161	306	198	198	198	2	1	1	1	0.647059	0.647059	nan	nan	nan	0	10000	
Zm00001d008812-Zm00001d008814.fasta	2	1275	531	369	369	369	2	1	1	1	0.694915	0.694915	nan	nan	nan	0	10000	
Zm00001d008814-Zm00001d008815.fasta	2	1158	516	333	333	333	2	1	1	1	0.645349	0.645349	nan	nan	nan	0	10000	
Zm00001d008815-Zm00001d008816.fasta	2	1683	918	601	601	601	2	1	1	1	0.654684	0.654684	nan	nan	nan	0	10000	
Zm00001d008816-Zm00001d008817.fasta	2	1776	1146	755	755	755	2	1	1	1	0.658813	0.658813	nan	nan	nan	0	10000	
Zm00001d008817-Zm00001d008819.fasta	2	1833	894	572	572	572	2	1	1	1	0.639821	0.639821	nan	nan	nan	0	10000	
Zm00001d008819-Zm00001d008820.fasta	2	1602	804	544	544	544	2	1	1	1	0.676617	0.676617	nan	nan	nan	0	10000	
Zm00001d008820-Zm00001d008821.fasta	2	1065	369	247	247	247	2	1	1	1	0.669377	0.669377	nan	nan	nan	0	10000	
Zm00001d008821-Zm00001d008823.fasta	2	7170	387	252	252	252	2	1	1	1	0.651163	0.651163	nan	nan	nan	0	10000	
Zm00001d008823-Zm00001d008824.fasta	2	7173	789	507	507	507	2	1	1	1	0.642586	0.642586	nan	nan	nan	0	10000	
Zm00001d008824-Zm00001d008825.fasta	2	849	414	291	291	291	2	1	1	1	0.702899	0.702899	nan	nan	nan	0	10000	
Zm00001d008825-Zm00001d008826.fasta	2	3618	360	247	247	247	2	1	1	1	0.686111	0.686111	nan	nan	nan	0	10000	
Zm00001d008826-Zm00001d008827.fasta	2	3672	1110	739	739	739	2	1	1	1	0.665766	0.665766	nan	nan	nan	0	10000	
Zm00001d008827-Zm00001d008833.fasta	2	1581	951	594	594	594	2	1	1	1	0.624606	0.624606	nan	nan	nan	0	10000	
Zm00001d008833-Zm00001d008836.fasta	2	1302	315	199	199	199	2	1	1	1	0.631746	0.631746	nan	nan	nan	0	10000	
Zm00001d008836-Zm00001d008837.fasta	2	1572	282	139	139	139	2	1	1	1	0.492908	0.492908	nan	nan	nan	0	10000	
Zm00001d008837-Zm00001d008839.fasta	2	1575	291	192	192	192	2	1	1	1	0.659794	0.659794	nan	nan	nan	0	10000	
Zm00001d008839-Zm00001d008840.fasta	2	378	264	166	166	166	2	1	1	1	0.628788	0.628788	nan	nan	nan	0	10000	
Zm00001d008840-Zm00001d008841.fasta	2	564	243	152	152	152	2	1	1	1	0.625514	0.625514	nan	nan	nan	0	10000	
Zm00001d008841-Zm00001d008842.fasta	2	1443	456	292	292	292	2	1	1	1	0.640351	0.640351	nan	nan	nan	0	10000	
Zm00001d008842-Zm00001d008843.fasta	2	1425	342	195	195	195	2	1	1	1	0.570175	0.570175	nan	nan	nan	0	10000	
Zm00001d008843-Zm00001d008844.fasta	2	363	204	137	137	137	2	1	1	1	0.671569	0.671569	nan	nan	nan	0	10000	
Zm00001d008844-Zm00001d008845.fasta	2	1065	204	138	138	138	2	1	1	1	0.676471	0.676471	nan	nan	nan	0	10000	
Zm00001d008845-Zm00001d008846.fasta	2	2580	960	639	639	639	2	1	1	1	0.665625	0.665625	nan	nan	nan	0	10000	
Zm00001d008846-Zm00001d008847.fasta	2	2778	1617	1010	1010	1010	2	1	1	1	0.624613	0.624613	nan	nan	nan	0	10000	
Zm00001d008847-Zm00001d008849.fasta	2	2445	1650	1072	1072	1072	2	1	1	1	0.649697	0.649697	nan	nan	nan	0	10000	
Zm00001d008849-Zm00001d008850.fasta	2	2277	747	444	444	444	2	1	1	1	0.594378	0.594378	nan	nan	nan	0	10000	
Zm00001d008850-Zm00001d008851.fasta	2	1188	579	334	334	334	2	1	1	1	0.576857	0.576857	nan	nan	nan	0	10000	
Zm00001d008851-Zm00001d008852.fasta	2	1038	381	255	255	255	2	1	1	1	0.669291	0.669291	nan	nan	nan	0	10000	
Zm00001d008852-Zm00001d008853.fasta	2	1479	495	344	344	344	2	1	1	1	0.694949	0.694949	nan	nan	nan	0	10000	
Zm00001d008853-Zm00001d008854.fasta	2	1473	99	76	76	76	2	1	1	1	0.767677	0.767677	nan	nan	nan	0	10000	
Zm00001d008854-Zm00001d008855.fasta	2	681	99	63	63	63	2	1	1	1	0.636364	0.636364	nan	nan	nan	0	10000	
Zm00001d008855-Zm00001d008856.fasta	2	963	561	366	366	366	2	1	1	1	0.652406	0.652406	nan	nan	nan	0	10000	
Zm00001d008856-Zm00001d008857.fasta	2	879	423	274	274	274	2	1	1	1	0.647754	0.647754	nan	nan	nan	0	10000	
Zm00001d008857-Zm00001d008858.fasta	2	996	399	261	261	261	2	1	1	1	0.654135	0.654135	nan	nan	nan	0	10000	
Zm00001d008858-Zm00001d008859.fasta	2	1254	537	348	348	348	2	1	1	1	0.648045	0.648045	nan	nan	nan	0	10000	
Zm00001d008859-Zm00001d008862.fasta	2	1866	738	459	459	459	2	1	1	1	0.621951	0.621951	nan	nan	nan	0	10000	
Zm00001d008862-Zm00001d008863.fasta	2	1974	1290	893	893	893	2	1	1	1	0.692248	0.692248	nan	nan	nan	0	10000	
Zm00001d008863-Zm00001d008865.fasta	2	2706	1341	844	844	844	2	1	1	1	0.629381	0.629381	nan	nan	nan	0	10000	
Zm00001d008865-Zm00001d008866.fasta	2	2754	531	304	304	304	2	1	1	1	0.572505	0.572505	nan	nan	nan	0	10000	
Zm00001d008866-Zm00001d008867.fasta	2	765	234	152	152	152	2	1	1	1	0.649573	0.649573	nan	nan	nan	0	10000	
Zm00001d008867-Zm00001d008868.fasta	2	306	153	103	103	103	2	1	1	1	0.673203	0.673203	nan	nan	nan	0	10000	
Zm00001d008868-Zm00001d008869.fasta	2	2601	189	116	116	116	2	1	1	1	0.613757	0.613757	nan	nan	nan	0	10000	
Zm00001d008869-Zm00001d008870.fasta	2	2730	672	435	435	435	2	1	1	1	0.647321	0.647321	nan	nan	nan	0	10000	
Zm00001d008870-Zm00001d008871.fasta	2	1311	483	310	310	310	2	1	1	1	0.641822	0.641822	nan	nan	nan	0	10000	
Zm00001d008871-Zm00001d008872.fasta	2	1191	546	356	356	356	2	1	1	1	0.652015	0.652015	nan	nan	nan	0	10000	
Zm00001d008872-Zm00001d008874.fasta	2	2121	741	508	508	508	2	1	1	1	0.68556	0.68556	nan	nan	nan	0	10000	
Zm00001d008874-Zm00001d008875.fasta	2	2688	1092	698	698	698	2	1	1	1	0.639194	0.639194	nan	nan	nan	0	10000	
Zm00001d008875-Zm00001d008878.fasta	2	1788	537	360	360	360	2	1	1	1	0.670391	0.670391	nan	nan	nan	0	10000	
Zm00001d008878-Zm00001d008880.fasta	2	714	384	247	247	247	2	1	1	1	0.643229	0.643229	nan	nan	nan	0	10000	
Zm00001d008880-Zm00001d008881.fasta	2	567	321	219	219	219	2	1	1	1	0.682243	0.682243	nan	nan	nan	0	10000	
Zm00001d008881-Zm00001d008882.fasta	2	1029	390	246	246	246	2	1	1	1	0.630769	0.630769	nan	nan	nan	0	10000	
Zm00001d008882-Zm00001d008883.fasta	2	1233	750	488	488	488	2	1	1	1	0.650667	0.650667	nan	nan	nan	0	10000	
Zm00001d008883-Zm00001d008884.fasta	2	1038	474	313	313	313	2	1	1	1	0.660338	0.660338	nan	nan	nan	0	10000	
Zm00001d008884-Zm00001d008886.fasta	2	1239	462	299	299	299	2	1	1	1	0.647186	0.647186	nan	nan	nan	0	10000	
Zm00001d008886-Zm00001d008887.fasta	2	1257	726	487	487	487	2	1	1	1	0.670799	0.670799	nan	nan	nan	0	10000	
Zm00001d008887-Zm00001d008889.fasta	2	972	510	331	331	331	2	1	1	1	0.64902	0.64902	nan	nan	nan	0	10000	
Zm00001d008889-Zm00001d008890.fasta	2	1581	651	422	422	422	2	1	1	1	0.648233	0.648233	nan	nan	nan	0	10000	
Zm00001d008890-Zm00001d008891.fasta	2	2910	1299	862	862	862	2	1	1	1	0.663587	0.663587	nan	nan	nan	0	10000	
Zm00001d008891-Zm00001d008892.fasta	2	2697	690	438	438	438	2	1	1	1	0.634783	0.634783	nan	nan	nan	0	10000	
Zm00001d008892-Zm00001d008893.fasta	2	1278	672	419	419	419	2	1	1	1	0.623512	0.623512	nan	nan	nan	0	10000	
Zm00001d008893-Zm00001d008894.fasta	2	1476	387	252	252	252	2	1	1	1	0.651163	0.651163	nan	nan	nan	0	10000	
Zm00001d008894-Zm00001d008898.fasta	2	1182	489	328	328	328	2	1	1	1	0.670757	0.670757	nan	nan	nan	0	10000	
Zm00001d008898-Zm00001d008899.fasta	2	1641	936	546	546	546	2	1	1	1	0.583333	0.583333	nan	nan	nan	0	10000	
Zm00001d008899-Zm00001d008900.fasta	2	1551	204	113	113	113	2	1	1	1	0.553922	0.553922	nan	nan	nan	0	10000	
Zm00001d008900-Zm00001d008901.fasta	2	1362	207	116	116	116	2	1	1	1	0.560386	0.560386	nan	nan	nan	0	10000	
Zm00001d008901-Zm00001d008902.fasta	2	1731	1155	742	742	742	2	1	1	1	0.642424	0.642424	nan	nan	nan	0	10000	
Zm00001d008902-Zm00001d008903.fasta	2	2043	1308	819	819	819	2	1	1	1	0.626147	0.626147	nan	nan	nan	0	10000	
Zm00001d008903-Zm00001d008904.fasta	2	1842	327	209	209	209	2	1	1	1	0.639144	0.639144	nan	nan	nan	0	10000	
Zm00001d008904-Zm00001d008905.fasta	2	1767	339	223	223	223	2	1	1	1	0.657817	0.657817	nan	nan	nan	0	10000	
Zm00001d008905-Zm00001d008906.fasta	2	4437	1515	1077	1077	1077	2	1	1	1	0.710891	0.710891	nan	nan	nan	0	10000	
Zm00001d008906-Zm00001d008907.fasta	2	4251	846	573	573	573	2	1	1	1	0.677305	0.677305	nan	nan	nan	0	10000	
Zm00001d008907-Zm00001d008909.fasta	2	1131	789	509	509	509	2	1	1	1	0.64512	0.64512	nan	nan	nan	0	10000	
Zm00001d008909-Zm00001d008910.fasta	2	1047	345	210	210	210	2	1	1	1	0.608696	0.608696	nan	nan	nan	0	10000	
Zm00001d008910-Zm00001d008911.fasta	2	492	264	156	156	156	2	1	1	1	0.590909	0.590909	nan	nan	nan	0	10000	
Zm00001d008911-Zm00001d008912.fasta	2	795	372	222	222	222	2	1	1	1	0.596774	0.596774	nan	nan	nan	0	10000	
Zm00001d008912-Zm00001d008913.fasta	2	1353	639	431	431	431	2	1	1	1	0.674491	0.674491	nan	nan	nan	0	10000	
Zm00001d008913-Zm00001d008914.fasta	2	1200	558	397	397	397	2	1	1	1	0.71147	0.71147	nan	nan	nan	0	10000	
Zm00001d008914-Zm00001d008915.fasta	2	603	225	146	146	146	2	1	1	1	0.648889	0.648889	nan	nan	nan	0	10000	
Zm00001d008915-Zm00001d008916.fasta	2	411	126	91	91	91	2	1	1	1	0.722222	0.722222	nan	nan	nan	0	10000	
Zm00001d008916-Zm00001d008918.fasta	2	384	261	171	171	171	2	1	1	1	0.655172	0.655172	nan	nan	nan	0	10000	
Zm00001d008918-Zm00001d008919.fasta	2	1287	369	255	255	255	2	1	1	1	0.691057	0.691057	nan	nan	nan	0	10000	
Zm00001d008919-Zm00001d008922.fasta	2	1635	1116	706	706	706	2	1	1	1	0.632616	0.632616	nan	nan	nan	0	10000	
Zm00001d008922-Zm00001d008923.fasta	2	1473	351	223	223	223	2	1	1	1	0.635328	0.635328	nan	nan	nan	0	10000	
Zm00001d008923-Zm00001d008924.fasta	2	519	255	151	151	151	2	1	1	1	0.592157	0.592157	nan	nan	nan	0	10000	
Zm00001d008924-Zm00001d008925.fasta	2	1815	351	215	215	215	2	1	1	1	0.612536	0.612536	nan	nan	nan	0	10000	
Zm00001d008925-Zm00001d008926.fasta	2	1845	450	287	287	287	2	1	1	1	0.637778	0.637778	nan	nan	nan	0	10000	
Zm00001d008926-Zm00001d008927.fasta	2	903	423	273	273	273	2	1	1	1	0.64539	0.64539	nan	nan	nan	0	10000	
Zm00001d008927-Zm00001d008928.fasta	2	900	762	23	23	23	2	1	1	1	0.0301837	0.0301837	nan	nan	nan	0	10000	
Zm00001d008928-Zm00001d008929.fasta	2	1218	855	360	360	360	2	1	1	1	0.421053	0.421053	nan	nan	nan	0	10000	
Zm00001d008929-Zm00001d008930.fasta	2	2136	1077	705	705	705	2	1	1	1	0.654596	0.654596	nan	nan	nan	0	10000	
Zm00001d008930-Zm00001d008931.fasta	2	2097	693	441	441	441	2	1	1	1	0.636364	0.636364	nan	nan	nan	0	10000	
Zm00001d008931-Zm00001d008932.fasta	2	1128	552	360	360	360	2	1	1	1	0.652174	0.652174	nan	nan	nan	0	10000	
Zm00001d008932-Zm00001d008933.fasta	2	1206	684	436	436	436	2	1	1	1	0.637427	0.637427	nan	nan	nan	0	10000	
Zm00001d008933-Zm00001d008934.fasta	2	1227	714	480	480	480	2	1	1	1	0.672269	0.672269	nan	nan	nan	0	10000	
Zm00001d008934-Zm00001d008935.fasta	2	969	297	206	206	206	2	1	1	1	0.693603	0.693603	nan	nan	nan	0	10000	
Zm00001d008935-Zm00001d008938.fasta	2	933	297	176	176	176	2	1	1	1	0.592593	0.592593	nan	nan	nan	0	10000	
Zm00001d008938-Zm00001d008939.fasta	2	1026	429	302	302	302	2	1	1	1	0.703963	0.703963	nan	nan	nan	0	10000	
Zm00001d008939-Zm00001d008940.fasta	2	2307	504	329	329	329	2	1	1	1	0.652778	0.652778	nan	nan	nan	0	10000	
Zm00001d008940-Zm00001d008941.fasta	2	3180	2067	1338	1338	1338	2	1	1	1	0.647315	0.647315	nan	nan	nan	0	10000	
Zm00001d008941-Zm00001d008942.fasta	2	3033	297	192	192	192	2	1	1	1	0.646465	0.646465	nan	nan	nan	0	10000	
Zm00001d008942-Zm00001d008944.fasta	2	510	252	163	163	163	2	1	1	1	0.646825	0.646825	nan	nan	nan	0	10000	
Zm00001d008944-Zm00001d008945.fasta	2	573	267	183	183	183	2	1	1	1	0.685393	0.685393	nan	nan	nan	0	10000	
Zm00001d008945-Zm00001d008946.fasta	2	663	306	194	194	194	2	1	1	1	0.633987	0.633987	nan	nan	nan	0	10000	
Zm00001d008946-Zm00001d008949.fasta	2	777	375	243	243	243	2	1	1	1	0.648	0.648	nan	nan	nan	0	10000	
Zm00001d008949-Zm00001d008950.fasta	2	675	339	195	195	195	2	1	1	1	0.575221	0.575221	nan	nan	nan	0	10000	
Zm00001d008950-Zm00001d008951.fasta	2	777	297	189	189	189	2	1	1	1	0.636364	0.636364	nan	nan	nan	0	10000	
Zm00001d008951-Zm00001d008952.fasta	2	1938	693	440	440	440	2	1	1	1	0.634921	0.634921	nan	nan	nan	0	10000	
Zm00001d008952-Zm00001d008953.fasta	2	1938	213	150	150	150	2	1	1	1	0.704225	0.704225	nan	nan	nan	0	10000	
Zm00001d008953-Zm00001d008954.fasta	2	1188	213	156	156	156	2	1	1	1	0.732394	0.732394	nan	nan	nan	0	10000	
Zm00001d008954-Zm00001d008956.fasta	2	1260	219	128	128	128	2	1	1	1	0.584475	0.584475	nan	nan	nan	0	10000	
Zm00001d008956-Zm00001d008957.fasta	2	1923	288	172	172	172	2	1	1	1	0.597222	0.597222	nan	nan	nan	0	10000	
Zm00001d008957-Zm00001d008958.fasta	2	1989	498	353	353	353	2	1	1	1	0.708835	0.708835	nan	nan	nan	0	10000	
Zm00001d008958-Zm00001d008959.fasta	2	858	546	360	360	360	2	1	1	1	0.659341	0.659341	nan	nan	nan	0	10000	
Zm00001d008959-Zm00001d008960.fasta	2	1821	762	497	497	497	2	1	1	1	0.652231	0.652231	nan	nan	nan	0	10000	
Zm00001d008960-Zm00001d008961.fasta	2	1752	258	154	154	154	2	1	1	1	0.596899	0.596899	nan	nan	nan	0	10000	
Zm00001d008961-Zm00001d008962.fasta	2	825	264	160	160	160	2	1	1	1	0.606061	0.606061	nan	nan	nan	0	10000	
Zm00001d008962-Zm00001d008963.fasta	2	1254	810	535	535	535	2	1	1	1	0.660494	0.660494	nan	nan	nan	0	10000	
Zm00001d008963-Zm00001d008965.fasta	2	2145	1113	686	686	686	2	1	1	1	0.616352	0.616352	nan	nan	nan	0	10000	
Zm00001d008965-Zm00001d008966.fasta	2	2703	1722	963	963	963	2	1	1	1	0.559233	0.559233	nan	nan	nan	0	10000	
Zm00001d008966-Zm00001d008968.fasta	2	2436	948	613	613	613	2	1	1	1	0.646624	0.646624	nan	nan	nan	0	10000	
Zm00001d008968-Zm00001d008970.fasta	2	1047	675	439	439	439	2	1	1	1	0.65037	0.65037	nan	nan	nan	0	10000	
Zm00001d008970-Zm00001d008971.fasta	2	762	339	233	233	233	2	1	1	1	0.687316	0.687316	nan	nan	nan	0	10000	
Zm00001d008971-Zm00001d008974.fasta	2	1026	339	236	236	236	2	1	1	1	0.696165	0.696165	nan	nan	nan	0	10000	
Zm00001d008974-Zm00001d008975.fasta	2	1830	816	512	512	512	2	1	1	1	0.627451	0.627451	nan	nan	nan	0	10000	
Zm00001d008975-Zm00001d008976.fasta	2	1746	957	624	624	624	2	1	1	1	0.652038	0.652038	nan	nan	nan	0	10000	
Zm00001d008976-Zm00001d008977.fasta	2	2619	948	636	636	636	2	1	1	1	0.670886	0.670886	nan	nan	nan	0	10000	
Zm00001d008977-Zm00001d008978.fasta	2	2541	327	219	219	219	2	1	1	1	0.669725	0.669725	nan	nan	nan	0	10000	
Zm00001d008978-Zm00001d008980.fasta	2	1158	255	171	171	171	2	1	1	1	0.670588	0.670588	nan	nan	nan	0	10000	
Zm00001d008980-Zm00001d008981.fasta	2	1236	486	272	272	272	2	1	1	1	0.559671	0.559671	nan	nan	nan	0	10000	
Zm00001d008981-Zm00001d008982.fasta	2	954	561	375	375	375	2	1	1	1	0.668449	0.668449	nan	nan	nan	0	10000	
Zm00001d008982-Zm00001d008983.fasta	2	2574	807	559	559	559	2	1	1	1	0.692689	0.692689	nan	nan	nan	0	10000	
Zm00001d008983-Zm00001d008984.fasta	2	3705	2205	1456	1456	1456	2	1	1	1	0.660317	0.660317	nan	nan	nan	0	10000	
Zm00001d008984-Zm00001d008985.fasta	2	3480	1407	438	438	438	2	1	1	1	0.311301	0.311301	nan	nan	nan	0	10000	
Zm00001d008985-Zm00001d008986.fasta	2	1518	270	193	193	193	2	1	1	1	0.714815	0.714815	nan	nan	nan	0	10000	
Zm00001d008986-Zm00001d008987.fasta	2	1608	267	186	186	186	2	1	1	1	0.696629	0.696629	nan	nan	nan	0	10000	
Zm00001d008987-Zm00001d008989.fasta	2	1620	486	284	284	284	2	1	1	1	0.584362	0.584362	nan	nan	nan	0	10000	
Zm00001d008989-Zm00001d008990.fasta	2	1623	486	284	284	284	2	1	1	1	0.584362	0.584362	nan	nan	nan	0	10000	
Zm00001d008990-Zm00001d008991.fasta	2	1617	528	313	313	313	2	1	1	1	0.592803	0.592803	nan	nan	nan	0	10000	
Zm00001d008991-Zm00001d008992.fasta	2	876	339	209	209	209	2	1	1	1	0.616519	0.616519	nan	nan	nan	0	10000	
Zm00001d008992-Zm00001d008993.fasta	2	2289	576	378	378	378	2	1	1	1	0.65625	0.65625	nan	nan	nan	0	10000	
Zm00001d008993-Zm00001d008994.fasta	2	2196	324	218	218	218	2	1	1	1	0.67284	0.67284	nan	nan	nan	0	10000	
Zm00001d008994-Zm00001d008996.fasta	2	1566	333	236	236	236	2	1	1	1	0.708709	0.708709	nan	nan	nan	0	10000	
Zm00001d008996-Zm00001d008997.fasta	2	2433	1257	829	829	829	2	1	1	1	0.659507	0.659507	nan	nan	nan	0	10000	
Zm00001d008997-Zm00001d008998.fasta	2	2154	582	366	366	366	2	1	1	1	0.628866	0.628866	nan	nan	nan	0	10000	
Zm00001d008998-Zm00001d008999.fasta	2	735	366	236	236	236	2	1	1	1	0.644809	0.644809	nan	nan	nan	0	10000	
Zm00001d008999-Zm00001d009000.fasta	2	594	288	182	182	182	2	1	1	1	0.631944	0.631944	nan	nan	nan	0	10000	
Zm00001d009000-Zm00001d009003.fasta	2	1578	378	248	248	248	2	1	1	1	0.656085	0.656085	nan	nan	nan	0	10000	
Zm00001d009003-Zm00001d009004.fasta	2	3102	1458	1012	1012	1012	2	1	1	1	0.694102	0.694102	nan	nan	nan	0	10000	
Zm00001d009004-Zm00001d009005.fasta	2	3243	1821	1167	1167	1167	2	1	1	1	0.640857	0.640857	nan	nan	nan	0	10000	
Zm00001d009005-Zm00001d009007.fasta	2	2100	705	471	471	471	2	1	1	1	0.668085	0.668085	nan	nan	nan	0	10000	
Zm00001d009007-Zm00001d009008.fasta	2	2709	657	443	443	443	2	1	1	1	0.674277	0.674277	nan	nan	nan	0	10000	
Zm00001d009008-Zm00001d009009.fasta	2	2682	687	474	474	474	2	1	1	1	0.689956	0.689956	nan	nan	nan	0	10000	
Zm00001d009009-Zm00001d009010.fasta	2	825	501	331	331	331	2	1	1	1	0.660679	0.660679	nan	nan	nan	0	10000	
Zm00001d009010-Zm00001d009011.fasta	2	1713	405	248	248	248	2	1	1	1	0.612346	0.612346	nan	nan	nan	0	10000	
Zm00001d009011-Zm00001d009013.fasta	2	2199	1170	741	741	741	2	1	1	1	0.633333	0.633333	nan	nan	nan	0	10000	
Zm00001d009013-Zm00001d009014.fasta	2	2280	1674	1080	1080	1080	2	1	1	1	0.645161	0.645161	nan	nan	nan	0	10000	
Zm00001d009014-Zm00001d009016.fasta	2	2433	1299	872	872	872	2	1	1	1	0.671286	0.671286	nan	nan	nan	0	10000	
Zm00001d009016-Zm00001d009017.fasta	2	2913	1485	946	946	946	2	1	1	1	0.637037	0.637037	nan	nan	nan	0	10000	
Zm00001d009017-Zm00001d009019.fasta	2	2787	576	386	386	386	2	1	1	1	0.670139	0.670139	nan	nan	nan	0	10000	
Zm00001d009019-Zm00001d009020.fasta	2	774	375	249	249	249	2	1	1	1	0.664	0.664	nan	nan	nan	0	10000	
Zm00001d009020-Zm00001d009021.fasta	2	1758	561	367	367	367	2	1	1	1	0.654189	0.654189	nan	nan	nan	0	10000	
Zm00001d009021-Zm00001d009022.fasta	2	1839	909	622	622	622	2	1	1	1	0.684268	0.684268	nan	nan	nan	0	10000	
Zm00001d009022-Zm00001d009023.fasta	2	1062	708	427	427	427	2	1	1	1	0.603107	0.603107	nan	nan	nan	0	10000	
Zm00001d009023-Zm00001d009024.fasta	2	843	285	179	179	179	2	1	1	1	0.62807	0.62807	nan	nan	nan	0	10000	
Zm00001d009024-Zm00001d009025.fasta	2	2130	321	190	190	190	2	1	1	1	0.5919	0.5919	nan	nan	nan	0	10000	
Zm00001d009025-Zm00001d009026.fasta	2	2109	552	312	312	312	2	1	1	1	0.565217	0.565217	nan	nan	nan	0	10000	
Zm00001d009026-Zm00001d009027.fasta	2	1038	540	351	351	351	2	1	1	1	0.65	0.65	nan	nan	nan	0	10000	
Zm00001d009027-Zm00001d009028.fasta	2	1395	834	542	542	542	2	1	1	1	0.64988	0.64988	nan	nan	nan	0	10000	
Zm00001d009028-Zm00001d009029.fasta	2	3147	1095	708	708	708	2	1	1	1	0.646575	0.646575	nan	nan	nan	0	10000	
Zm00001d009029-Zm00001d009030.fasta	2	3420	948	576	576	576	2	1	1	1	0.607595	0.607595	nan	nan	nan	0	10000	
Zm00001d009030-Zm00001d009031.fasta	2	1383	573	367	367	367	2	1	1	1	0.640489	0.640489	nan	nan	nan	0	10000	
Zm00001d009031-Zm00001d009032.fasta	2	747	276	168	168	168	2	1	1	1	0.608696	0.608696	nan	nan	nan	0	10000	
Zm00001d009032-Zm00001d009033.fasta	2	600	318	217	217	217	2	1	1	1	0.68239	0.68239	nan	nan	nan	0	10000	
Zm00001d009033-Zm00001d009034.fasta	2	1230	441	299	299	299	2	1	1	1	0.678005	0.678005	nan	nan	nan	0	10000	
Zm00001d009034-Zm00001d009037.fasta	2	4581	981	623	623	623	2	1	1	1	0.635066	0.635066	nan	nan	nan	0	10000	
Zm00001d009037-Zm00001d009041.fasta	2	4473	447	289	289	289	2	1	1	1	0.646532	0.646532	nan	nan	nan	0	10000	
Zm00001d009041-Zm00001d009046.fasta	2	552	213	133	133	133	2	1	1	1	0.624413	0.624413	nan	nan	nan	0	10000	
Zm00001d009046-Zm00001d009047.fasta	2	585	237	163	163	163	2	1	1	1	0.687764	0.687764	nan	nan	nan	0	10000	
Zm00001d009047-Zm00001d009049.fasta	2	597	225	141	141	141	2	1	1	1	0.626667	0.626667	nan	nan	nan	0	10000	
Zm00001d009049-Zm00001d009051.fasta	2	603	165	111	111	111	2	1	1	1	0.672727	0.672727	nan	nan	nan	0	10000	
Zm00001d009051-Zm00001d009054.fasta	2	687	282	187	187	187	2	1	1	1	0.663121	0.663121	nan	nan	nan	0	10000	
Zm00001d009054-Zm00001d009055.fasta	2	1311	354	243	243	243	2	1	1	1	0.686441	0.686441	nan	nan	nan	0	10000	
Zm00001d009055-Zm00001d009057.fasta	2	1530	963	652	652	652	2	1	1	1	0.677051	0.677051	nan	nan	nan	0	10000	
Zm00001d009057-Zm00001d009059.fasta	2	1272	201	147	147	147	2	1	1	1	0.731343	0.731343	nan	nan	nan	0	10000	
Zm00001d009059-Zm00001d009060.fasta	2	2508	201	134	134	134	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d009060-Zm00001d009063.fasta	2	2643	1059	609	609	609	2	1	1	1	0.575071	0.575071	nan	nan	nan	0	10000	
Zm00001d009063-Zm00001d009066.fasta	2	1575	576	338	338	338	2	1	1	1	0.586806	0.586806	nan	nan	nan	0	10000	
Zm00001d009066-Zm00001d009068.fasta	2	1065	504	331	331	331	2	1	1	1	0.656746	0.656746	nan	nan	nan	0	10000	
Zm00001d009068-Zm00001d009070.fasta	2	687	201	109	109	109	2	1	1	1	0.542289	0.542289	nan	nan	nan	0	10000	
Zm00001d009070-Zm00001d009071.fasta	2	741	255	166	166	166	2	1	1	1	0.65098	0.65098	nan	nan	nan	0	10000	
Zm00001d009071-Zm00001d009074.fasta	2	894	372	254	254	254	2	1	1	1	0.682796	0.682796	nan	nan	nan	0	10000	
Zm00001d009074-Zm00001d009075.fasta	2	2859	537	328	328	328	2	1	1	1	0.610801	0.610801	nan	nan	nan	0	10000	
Zm00001d009075-Zm00001d009077.fasta	2	3069	1749	1116	1116	1116	2	1	1	1	0.638079	0.638079	nan	nan	nan	0	10000	
Zm00001d009077-Zm00001d009078.fasta	2	1986	186	129	129	129	2	1	1	1	0.693548	0.693548	nan	nan	nan	0	10000	
Zm00001d009078-Zm00001d009081.fasta	2	618	138	94	94	94	2	1	1	1	0.681159	0.681159	nan	nan	nan	0	10000	
