Cluster_0001	Zm00001d025085,Zm00001d025086
Cluster_1207	Zm00001d053790,Zm00001d053798
Cluster_1208	Zm00001d053826,Zm00001d053827
Cluster_1209	Zm00001d053830,Zm00001d053829
Cluster_1212	Zm00001d053894,Zm00001d053891
Cluster_1213	Zm00001d053906,Zm00001d053904
Cluster_1214	Zm00001d053913,Zm00001d053912
Cluster_1217	Zm00001d053939,Zm00001d053936
Cluster_1219	Zm00001d053955,Zm00001d053954
Cluster_1220	Zm00001d049286,Zm00001d049293
Cluster_1223	Zm00001d054042,Zm00001d054041
Cluster_1226	Zm00001d048639,Zm00001d048640
Cluster_1227	Zm00001d054081,Zm00001d054085
Cluster_1229	Zm00001d054095,Zm00001d054094
Cluster_1236	Zm00001d049471,Zm00001d049475
Cluster_1237	Zm00001d048682,Zm00001d048681
Cluster_1240	Zm00001d049539,Zm00001d049536
Cluster_1241	Zm00001d049560,Zm00001d049559
Cluster_1243	Zm00001d049599,Zm00001d049588
Cluster_1244	Zm00001d049612,Zm00001d049613
Cluster_1245	Zm00001d049613,Zm00001d049614
Cluster_1247	Zm00001d049645,Zm00001d049646
Cluster_1249	Zm00001d049692,Zm00001d049691
Cluster_1250	Zm00001d049704,Zm00001d049697
Cluster_1253	Zm00001d048723,Zm00001d048726
Cluster_1254	Zm00001d048727,Zm00001d048728
Cluster_1256	Zm00001d049789,Zm00001d049786
Cluster_1258	Zm00001d049816,Zm00001d049817
Cluster_1261	Zm00001d049855,Zm00001d049854
Cluster_1265	Zm00001d049872,Zm00001d049871
Cluster_1267	Zm00001d049945,Zm00001d049944
Cluster_1268	Zm00001d049980,Zm00001d049979
Cluster_1274	Zm00001d050090,Zm00001d050091
Cluster_1277	Zm00001d050134,Zm00001d050133
Cluster_1284	Zm00001d050207,Zm00001d050205
Cluster_1285	Zm00001d050214,Zm00001d050215
Cluster_1286	Zm00001d050259,Zm00001d050260
Cluster_1287	Zm00001d050317,Zm00001d050318
Cluster_1288	Zm00001d050353,Zm00001d050352
Cluster_1290	Zm00001d050443,Zm00001d050452
Cluster_1291	Zm00001d050479,Zm00001d050493
Cluster_1295	Zm00001d050552,Zm00001d050551
Cluster_1297	Zm00001d015605,Zm00001d015603
Cluster_1299	Zm00001d015637,Zm00001d015636
Cluster_1301	Zm00001d015702,Zm00001d015700
Cluster_1302	Zm00001d015703,Zm00001d015704
Cluster_1305	Zm00001d015724,Zm00001d015723
Cluster_1306	Zm00001d015748,Zm00001d015747
Cluster_1307	Zm00001d015810,Zm00001d015811
Cluster_1308	Zm00001d015822,Zm00001d015823
Cluster_1315	Zm00001d015997,Zm00001d015998
Cluster_1318	Zm00001d013559,Zm00001d013560
Cluster_1328	Zm00001d016260,Zm00001d016262
Cluster_1329	Zm00001d013615,Zm00001d013614
Cluster_1331	Zm00001d016306,Zm00001d016307
Cluster_1332	Zm00001d016340,Zm00001d016341
Cluster_1333	Zm00001d016351,Zm00001d016350
Cluster_1334	Zm00001d016381,Zm00001d016380
Cluster_1336	Zm00001d016395,Zm00001d016396
Cluster_1340	Zm00001d016501,Zm00001d016502
Cluster_1341	Zm00001d016516,Zm00001d016521
Cluster_1344	Zm00001d016569,Zm00001d016571
Cluster_1345	Zm00001d016585,Zm00001d016584
Cluster_1346	Zm00001d016613,Zm00001d016607
Cluster_1347	Zm00001d016616,Zm00001d016623
Cluster_1348	Zm00001d016648,Zm00001d016649
Cluster_1350	Zm00001d016730,Zm00001d016719
Cluster_1354	Zm00001d012902,Zm00001d012910
Cluster_1357	Zm00001d016883,Zm00001d016882
Cluster_1359	Zm00001d016900,Zm00001d016899
Cluster_1361	Zm00001d013708,Zm00001d013709
Cluster_1362	Zm00001d016995,Zm00001d016996
Cluster_1364	Zm00001d017021,Zm00001d017022
Cluster_1366	Zm00001d017043,Zm00001d017045
Cluster_1368	Zm00001d017122,Zm00001d017123
Cluster_1369	Zm00001d017165,Zm00001d017164
Cluster_1370	Zm00001d017174,Zm00001d017172
Cluster_1372	Zm00001d012912,Zm00001d012911
Cluster_1376	Zm00001d017292,Zm00001d017293
Cluster_1377	Zm00001d017294,Zm00001d017293
Cluster_1378	Zm00001d017329,Zm00001d017326
Cluster_1384	Zm00001d017458,Zm00001d017459
Cluster_1385	Zm00001d017466,Zm00001d017462
Cluster_1389	Zm00001d017499,Zm00001d017500
Cluster_1390	Zm00001d017510,Zm00001d017508
Cluster_1391	Zm00001d017534,Zm00001d017535
Cluster_1393	Zm00001d017591,Zm00001d017592
Cluster_1394	Zm00001d017612,Zm00001d017615
Cluster_1395	Zm00001d013787,Zm00001d013788
Cluster_1397	Zm00001d017653,Zm00001d017645
Cluster_1398	Zm00001d013797,Zm00001d013796
Cluster_1401	Zm00001d017765,Zm00001d017764
Cluster_1402	Zm00001d017787,Zm00001d017786
Cluster_1403	Zm00001d017817,Zm00001d017814
Cluster_1405	Zm00001d017863,Zm00001d017866
Cluster_1408	Zm00001d017898,Zm00001d017899
Cluster_1409	Zm00001d017908,Zm00001d017907
Cluster_1410	Zm00001d017918,Zm00001d017919
Cluster_1411	Zm00001d017953,Zm00001d017952
Cluster_1412	Zm00001d017962,Zm00001d017964
Cluster_1415	Zm00001d018047,Zm00001d018049
Cluster_1416	Zm00001d018065,Zm00001d018066
Cluster_1418	Zm00001d013819,Zm00001d013820
Cluster_1419	Zm00001d013821,Zm00001d013822
Cluster_1422	Zm00001d013827,Zm00001d013825
Cluster_1423	Zm00001d018155,Zm00001d018156
Cluster_1428	Zm00001d018261,Zm00001d018262
Cluster_1429	Zm00001d018281,Zm00001d018282
Cluster_1431	Zm00001d018332,Zm00001d018329
Cluster_1432	Zm00001d018336,Zm00001d018340
Cluster_1435	Zm00001d018452,Zm00001d018451
Cluster_1438	Zm00001d012943,Zm00001d012947
Cluster_1443	Zm00001d012968,Zm00001d012967
Cluster_1444	Zm00001d013949,Zm00001d013945
Cluster_1445	Zm00001d013955,Zm00001d013950
Cluster_1448	Zm00001d012999,Zm00001d013002
Cluster_1452	Zm00001d014159,Zm00001d014160
Cluster_1453	Zm00001d013035,Zm00001d013037
Cluster_1454	Zm00001d014196,Zm00001d014194
Cluster_1455	Zm00001d014249,Zm00001d014250
Cluster_1461	Zm00001d014378,Zm00001d014379
Cluster_1465	Zm00001d014447,Zm00001d014443
Cluster_1466	Zm00001d013105,Zm00001d013109
Cluster_1468	Zm00001d013114,Zm00001d013115
Cluster_1470	Zm00001d014499,Zm00001d014503
Cluster_1471	Zm00001d014509,Zm00001d014508
Cluster_1478	Zm00001d014623,Zm00001d014625
Cluster_1481	Zm00001d014721,Zm00001d014722
Cluster_1482	Zm00001d013182,Zm00001d013183
Cluster_1483	Zm00001d014732,Zm00001d014731
Cluster_1484	Zm00001d014737,Zm00001d014734
Cluster_1485	Zm00001d013188,Zm00001d013190
Cluster_1495	Zm00001d014948,Zm00001d014951
Cluster_1497	Zm00001d014963,Zm00001d014964
Cluster_1498	Zm00001d013246,Zm00001d013244
Cluster_1500	Zm00001d014974,Zm00001d014972
Cluster_1501	Zm00001d013255,Zm00001d013251
Cluster_1502	Zm00001d015006,Zm00001d015005
Cluster_1503	Zm00001d013259,Zm00001d013258
Cluster_1504	Zm00001d015018,Zm00001d015019
Cluster_1507	Zm00001d015044,Zm00001d015045
Cluster_1508	Zm00001d015050,Zm00001d015058
Cluster_1513	Zm00001d013268,Zm00001d013269
Cluster_1515	Zm00001d015174,Zm00001d015175
Cluster_1516	Zm00001d015196,Zm00001d015197
Cluster_1518	Zm00001d015212,Zm00001d015211
Cluster_1520	Zm00001d015227,Zm00001d015228
Cluster_1521	Zm00001d015229,Zm00001d015228
Cluster_1524	Zm00001d015291,Zm00001d015298
Cluster_1525	Zm00001d015332,Zm00001d015331
Cluster_1528	Zm00001d015426,Zm00001d015427
Cluster_1530	Zm00001d015491,Zm00001d015490
Cluster_1532	Zm00001d012833,Zm00001d012834
Cluster_1536	Zm00001d036763,Zm00001d036762
Cluster_1537	Zm00001d036792,Zm00001d036791
Cluster_1538	Zm00001d036802,Zm00001d036803
Cluster_1541	Zm00001d036836,Zm00001d036838
Cluster_1544	Zm00001d036879,Zm00001d036872
Cluster_1545	Zm00001d036912,Zm00001d036911
Cluster_1548	Zm00001d036947,Zm00001d036930
Cluster_1551	Zm00001d037025,Zm00001d037024
Cluster_1553	Zm00001d037043,Zm00001d037042
Cluster_1554	Zm00001d037066,Zm00001d037080
Cluster_1559	Zm00001d037172,Zm00001d037171
Cluster_1560	Zm00001d037195,Zm00001d037196
Cluster_1561	Zm00001d037205,Zm00001d037204
Cluster_1562	Zm00001d037245,Zm00001d037244
Cluster_1564	Zm00001d037265,Zm00001d037266
Cluster_1573	Zm00001d037495,Zm00001d037496
Cluster_1575	Zm00001d037560,Zm00001d037559
Cluster_1578	Zm00001d037619,Zm00001d037611
Cluster_1580	Zm00001d037650,Zm00001d037648
Cluster_1583	Zm00001d037680,Zm00001d037681
Cluster_1588	Zm00001d037839,Zm00001d037840
Cluster_1591	Zm00001d037909,Zm00001d037914
Cluster_1592	Zm00001d037945,Zm00001d037943
Cluster_1593	Zm00001d037949,Zm00001d037956
Cluster_1594	Zm00001d037950,Zm00001d037951
Cluster_1600	Zm00001d038066,Zm00001d038065
Cluster_1601	Zm00001d038073,Zm00001d038074
Cluster_1602	Zm00001d038163,Zm00001d038161
Cluster_1604	Zm00001d035226,Zm00001d035215
Cluster_1606	Zm00001d038244,Zm00001d038242
Cluster_1612	Zm00001d038383,Zm00001d038384
Cluster_1613	Zm00001d038404,Zm00001d038405
Cluster_1623	Zm00001d038553,Zm00001d038544
Cluster_1624	Zm00001d038574,Zm00001d038575
Cluster_1625	Zm00001d038577,Zm00001d038578
Cluster_1627	Zm00001d038599,Zm00001d038598
Cluster_1628	Zm00001d038604,Zm00001d038605
Cluster_1629	Zm00001d038614,Zm00001d038613
Cluster_1631	Zm00001d038652,Zm00001d038653
Cluster_1636	Zm00001d038830,Zm00001d038831
Cluster_1637	Zm00001d038845,Zm00001d038844
Cluster_1638	Zm00001d038847,Zm00001d038848
Cluster_1639	Zm00001d038875,Zm00001d038874
Cluster_1640	Zm00001d038884,Zm00001d038883
Cluster_1642	Zm00001d038889,Zm00001d038887
Cluster_1643	Zm00001d038911,Zm00001d038913
Cluster_1644	Zm00001d038918,Zm00001d038920
Cluster_1648	Zm00001d035246,Zm00001d035249
Cluster_1654	Zm00001d039119,Zm00001d039118
Cluster_1656	Zm00001d039129,Zm00001d039130
Cluster_1657	Zm00001d039133,Zm00001d039132
Cluster_1660	Zm00001d039176,Zm00001d039180
Cluster_1661	Zm00001d039184,Zm00001d039183
Cluster_1662	Zm00001d039209,Zm00001d039210
Cluster_1663	Zm00001d039214,Zm00001d039213
Cluster_1667	Zm00001d035272,Zm00001d035274
Cluster_1668	Zm00001d035020,Zm00001d035021
Cluster_1670	Zm00001d035342,Zm00001d035343
Cluster_1671	Zm00001d035377,Zm00001d035376
Cluster_1672	Zm00001d035381,Zm00001d035383
Cluster_1673	Zm00001d035389,Zm00001d035392
Cluster_1678	Zm00001d035476,Zm00001d035479
Cluster_1679	Zm00001d035494,Zm00001d035495
Cluster_1681	Zm00001d035551,Zm00001d035552
Cluster_1688	Zm00001d035605,Zm00001d035604
Cluster_1697	Zm00001d035664,Zm00001d035665
Cluster_1698	Zm00001d035670,Zm00001d035671
Cluster_1702	Zm00001d035726,Zm00001d035725
Cluster_1704	Zm00001d035089,Zm00001d035088
Cluster_1705	Zm00001d035817,Zm00001d035818
Cluster_1707	Zm00001d035841,Zm00001d035842
Cluster_1708	Zm00001d035862,Zm00001d035863
Cluster_1710	Zm00001d035876,Zm00001d035875
Cluster_1713	Zm00001d035921,Zm00001d035922
Cluster_1714	Zm00001d035937,Zm00001d035935
Cluster_1718	Zm00001d036085,Zm00001d036084
Cluster_1719	Zm00001d035154,Zm00001d035155
Cluster_1720	Zm00001d036097,Zm00001d036098
Cluster_1724	Zm00001d036196,Zm00001d036197
Cluster_1725	Zm00001d036228,Zm00001d036229
Cluster_1732	Zm00001d036324,Zm00001d036311
Cluster_1739	Zm00001d036541,Zm00001d036542
Cluster_1741	Zm00001d036594,Zm00001d036595
Cluster_1747	Zm00001d036723,Zm00001d036724
Cluster_1748	Zm00001d036755,Zm00001d036752
Cluster_1749	Zm00001d036758,Zm00001d036756
Cluster_1750	Zm00001d020251,Zm00001d020250
Cluster_1752	Zm00001d020265,Zm00001d020266
Cluster_1754	Zm00001d020283,Zm00001d020284
Cluster_1755	Zm00001d020297,Zm00001d020298
Cluster_1758	Zm00001d020351,Zm00001d020350
Cluster_1760	Zm00001d020366,Zm00001d020367
Cluster_1761	Zm00001d020384,Zm00001d020382
Cluster_1765	Zm00001d020460,Zm00001d020459
Cluster_1770	Zm00001d020492,Zm00001d020495
Cluster_1771	Zm00001d020496,Zm00001d020497
Cluster_1772	Zm00001d020502,Zm00001d020501
Cluster_1774	Zm00001d020515,Zm00001d020516
Cluster_1775	Zm00001d020524,Zm00001d020521
Cluster_1776	Zm00001d020530,Zm00001d020528
Cluster_1777	Zm00001d020550,Zm00001d020551
Cluster_1778	Zm00001d020556,Zm00001d020555
Cluster_1779	Zm00001d020568,Zm00001d020563
Cluster_1783	Zm00001d020652,Zm00001d020651
Cluster_1785	Zm00001d020666,Zm00001d020664
Cluster_1789	Zm00001d020760,Zm00001d020761
Cluster_1790	Zm00001d020789,Zm00001d020791
Cluster_1791	Zm00001d020793,Zm00001d020794
Cluster_1792	Zm00001d020834,Zm00001d020825
Cluster_1793	Zm00001d020864,Zm00001d020863
Cluster_1794	Zm00001d020867,Zm00001d020866
Cluster_1795	Zm00001d020887,Zm00001d020886
Cluster_1796	Zm00001d019034,Zm00001d019035
Cluster_1799	Zm00001d020967,Zm00001d020968
Cluster_1804	Zm00001d021085,Zm00001d021084
Cluster_1807	Zm00001d019059,Zm00001d019057
Cluster_1811	Zm00001d021263,Zm00001d021264
Cluster_1812	Zm00001d021285,Zm00001d021290
Cluster_1815	Zm00001d021423,Zm00001d021424
Cluster_1816	Zm00001d021444,Zm00001d021443
Cluster_1818	Zm00001d021462,Zm00001d021463
Cluster_1819	Zm00001d021469,Zm00001d021470
Cluster_1821	Zm00001d021489,Zm00001d021488
Cluster_1822	Zm00001d021492,Zm00001d021491
Cluster_1823	Zm00001d021505,Zm00001d021504
Cluster_1825	Zm00001d021565,Zm00001d021564
Cluster_1828	Zm00001d021605,Zm00001d021602
Cluster_1829	Zm00001d021630,Zm00001d021632
Cluster_1830	Zm00001d021655,Zm00001d021656
Cluster_1837	Zm00001d021740,Zm00001d021744
Cluster_1840	Zm00001d021824,Zm00001d021825
Cluster_1841	Zm00001d021826,Zm00001d021824
Cluster_1845	Zm00001d021887,Zm00001d021886
Cluster_1846	Zm00001d021896,Zm00001d021897
Cluster_1853	Zm00001d022081,Zm00001d022082
Cluster_1854	Zm00001d022089,Zm00001d022090
Cluster_1857	Zm00001d019108,Zm00001d019114
Cluster_1863	Zm00001d022271,Zm00001d022270
Cluster_1866	Zm00001d022318,Zm00001d022319
Cluster_1868	Zm00001d022346,Zm00001d022344
Cluster_1872	Zm00001d022415,Zm00001d022416
Cluster_1874	Zm00001d022450,Zm00001d022451
Cluster_1878	Zm00001d022584,Zm00001d022583
Cluster_1879	Zm00001d022643,Zm00001d022637
Cluster_1881	Zm00001d019214,Zm00001d019213
Cluster_1883	Zm00001d019228,Zm00001d019227
Cluster_1887	Zm00001d019276,Zm00001d019275
Cluster_1889	Zm00001d019279,Zm00001d019280
Cluster_1890	Zm00001d019291,Zm00001d019290
Cluster_1893	Zm00001d019304,Zm00001d019303
Cluster_1894	Zm00001d019311,Zm00001d019306
Cluster_1897	Zm00001d019331,Zm00001d019332
Cluster_1898	Zm00001d019333,Zm00001d019334
Cluster_1906	Zm00001d019414,Zm00001d019415
Cluster_1907	Zm00001d019459,Zm00001d019461
Cluster_1911	Zm00001d018754,Zm00001d018752
Cluster_1913	Zm00001d019568,Zm00001d019567
Cluster_1917	Zm00001d019681,Zm00001d019684
Cluster_1918	Zm00001d018786,Zm00001d018775
Cluster_1920	Zm00001d019734,Zm00001d019744
Cluster_1922	Zm00001d019765,Zm00001d019766
Cluster_1924	Zm00001d019803,Zm00001d019794
Cluster_1926	Zm00001d019808,Zm00001d019809
Cluster_1931	Zm00001d019892,Zm00001d019890
Cluster_1934	Zm00001d018864,Zm00001d018862
Cluster_1937	Zm00001d019968,Zm00001d019967
Cluster_1940	Zm00001d020019,Zm00001d020020
Cluster_1941	Zm00001d020071,Zm00001d020072
Cluster_1942	Zm00001d020082,Zm00001d020081
Cluster_1944	Zm00001d020086,Zm00001d020087
Cluster_1945	Zm00001d020093,Zm00001d020094
Cluster_1948	Zm00001d018918,Zm00001d018924
Cluster_1949	Zm00001d020134,Zm00001d020135
Cluster_1950	Zm00001d020136,Zm00001d020137
Cluster_1955	Zm00001d010210,Zm00001d010209
Cluster_1958	Zm00001d010259,Zm00001d010261
Cluster_1959	Zm00001d010269,Zm00001d010266
Cluster_1963	Zm00001d010397,Zm00001d010398
Cluster_1964	Zm00001d010421,Zm00001d010420
Cluster_1966	Zm00001d010450,Zm00001d010451
Cluster_1967	Zm00001d008525,Zm00001d008524
Cluster_1969	Zm00001d010599,Zm00001d010588
Cluster_1970	Zm00001d010649,Zm00001d010650
Cluster_1971	Zm00001d010675,Zm00001d010673
Cluster_1972	Zm00001d010689,Zm00001d010690
Cluster_1973	Zm00001d010698,Zm00001d010699
Cluster_1974	Zm00001d010700,Zm00001d010687
Cluster_1980	Zm00001d010907,Zm00001d010906
Cluster_1982	Zm00001d010971,Zm00001d010961
Cluster_1984	Zm00001d011001,Zm00001d011002
Cluster_1992	Zm00001d008598,Zm00001d008599
Cluster_1993	Zm00001d011131,Zm00001d011132
Cluster_1994	Zm00001d011150,Zm00001d011149
Cluster_1995	Zm00001d008602,Zm00001d008601
Cluster_2001	Zm00001d011349,Zm00001d011348
Cluster_2003	Zm00001d011382,Zm00001d011383
Cluster_2004	Zm00001d011386,Zm00001d011387
Cluster_2007	Zm00001d011444,Zm00001d011445
Cluster_2009	Zm00001d011513,Zm00001d011507
Cluster_2010	Zm00001d008635,Zm00001d008634
Cluster_2011	Zm00001d011541,Zm00001d011540
Cluster_2013	Zm00001d011559,Zm00001d011558
Cluster_2016	Zm00001d011589,Zm00001d011590
Cluster_2017	Zm00001d008645,Zm00001d008646
Cluster_2020	Zm00001d011645,Zm00001d011646
Cluster_2025	Zm00001d011751,Zm00001d011752
Cluster_2027	Zm00001d008663,Zm00001d008662
Cluster_2028	Zm00001d011921,Zm00001d011922
Cluster_2030	Zm00001d011964,Zm00001d011959
Cluster_2032	Zm00001d012042,Zm00001d012044
Cluster_2036	Zm00001d012147,Zm00001d012152
Cluster_2037	Zm00001d012164,Zm00001d012163
Cluster_2039	Zm00001d012229,Zm00001d012231
Cluster_2040	Zm00001d012233,Zm00001d012232
Cluster_2042	Zm00001d012251,Zm00001d012248
Cluster_2044	Zm00001d012294,Zm00001d012295
Cluster_2046	Zm00001d012314,Zm00001d012315
Cluster_2047	Zm00001d012362,Zm00001d012367
Cluster_2049	Zm00001d012400,Zm00001d012399
Cluster_2050	Zm00001d012430,Zm00001d012427
Cluster_2051	Zm00001d012445,Zm00001d012441
Cluster_2054	Zm00001d012585,Zm00001d012584
Cluster_2055	Zm00001d012597,Zm00001d012596
Cluster_2056	Zm00001d012609,Zm00001d012600
Cluster_2058	Zm00001d012697,Zm00001d012696
Cluster_2062	Zm00001d008766,Zm00001d008773
Cluster_2064	Zm00001d008779,Zm00001d008784
Cluster_2065	Zm00001d008794,Zm00001d008793
Cluster_2066	Zm00001d008837,Zm00001d008836
Cluster_2068	Zm00001d008903,Zm00001d008905
Cluster_2070	Zm00001d008965,Zm00001d008966
Cluster_2072	Zm00001d009023,Zm00001d009024
Cluster_2075	Zm00001d009090,Zm00001d009088
Cluster_2076	Zm00001d009121,Zm00001d009119
Cluster_2078	Zm00001d009140,Zm00001d009138
Cluster_2079	Zm00001d008289,Zm00001d008291
Cluster_2081	Zm00001d009231,Zm00001d009230
Cluster_2082	Zm00001d008299,Zm00001d008300
Cluster_2083	Zm00001d008307,Zm00001d008308
Cluster_2084	Zm00001d008314,Zm00001d008318
Cluster_2085	Zm00001d008322,Zm00001d008323
Cluster_2086	Zm00001d009315,Zm00001d009314
Cluster_2088	Zm00001d009317,Zm00001d009316
Cluster_2089	Zm00001d009362,Zm00001d009361
Cluster_2090	Zm00001d009396,Zm00001d009395
Cluster_2091	Zm00001d009448,Zm00001d009447
Cluster_2093	Zm00001d009541,Zm00001d009542
Cluster_2094	Zm00001d009567,Zm00001d009566
Cluster_2097	Zm00001d009626,Zm00001d009620
Cluster_2102	Zm00001d009733,Zm00001d009731
Cluster_2105	Zm00001d009750,Zm00001d009751
Cluster_2108	Zm00001d008433,Zm00001d008434
Cluster_2109	Zm00001d009873,Zm00001d009874
Cluster_2111	Zm00001d009894,Zm00001d009895
Cluster_2115	Zm00001d009965,Zm00001d009952
Cluster_2116	Zm00001d010032,Zm00001d010031
Cluster_2117	Zm00001d010034,Zm00001d010036
Cluster_2118	Zm00001d010043,Zm00001d010044
Cluster_2123	Zm00001d046651,Zm00001d046649
Cluster_2128	Zm00001d046736,Zm00001d046737
Cluster_2129	Zm00001d046766,Zm00001d046765
Cluster_2130	Zm00001d046797,Zm00001d046795
Cluster_2141	Zm00001d046939,Zm00001d046941
Cluster_2142	Zm00001d046986,Zm00001d046993
Cluster_2145	Zm00001d047032,Zm00001d047033
Cluster_2146	Zm00001d047066,Zm00001d047064
Cluster_2153	Zm00001d047161,Zm00001d047160
Cluster_2154	Zm00001d047170,Zm00001d047169
Cluster_2155	Zm00001d045088,Zm00001d045086
Cluster_2156	Zm00001d047174,Zm00001d047175
Cluster_2157	Zm00001d047190,Zm00001d047189
Cluster_2160	Zm00001d045089,Zm00001d045090
Cluster_2164	Zm00001d047311,Zm00001d047312
Cluster_2165	Zm00001d047327,Zm00001d047326
Cluster_2172	Zm00001d047418,Zm00001d047417
Cluster_2176	Zm00001d047625,Zm00001d047621
Cluster_2180	Zm00001d045141,Zm00001d045145
Cluster_2181	Zm00001d047762,Zm00001d047761
Cluster_2183	Zm00001d047850,Zm00001d047851
Cluster_2186	Zm00001d047933,Zm00001d047934
Cluster_2187	Zm00001d047938,Zm00001d047939
Cluster_2191	Zm00001d048034,Zm00001d048035
Cluster_2195	Zm00001d048139,Zm00001d048140
Cluster_2196	Zm00001d048151,Zm00001d048152
Cluster_2199	Zm00001d048189,Zm00001d048187
Cluster_2200	Zm00001d048191,Zm00001d048192
Cluster_2205	Zm00001d048266,Zm00001d048267
Cluster_2206	Zm00001d048268,Zm00001d048263
Cluster_2210	Zm00001d048329,Zm00001d048327
Cluster_2213	Zm00001d048389,Zm00001d048387
Cluster_2214	Zm00001d048404,Zm00001d048400
Cluster_2215	Zm00001d048416,Zm00001d048417
Cluster_2217	Zm00001d048457,Zm00001d048456
Cluster_2218	Zm00001d048492,Zm00001d048484
Cluster_2219	Zm00001d048494,Zm00001d048495
Cluster_2221	Zm00001d048570,Zm00001d048573
Cluster_2222	Zm00001d048575,Zm00001d048576
Cluster_2224	Zm00001d045231,Zm00001d045227
Cluster_2232	Zm00001d045313,Zm00001d045312
Cluster_2233	Zm00001d045314,Zm00001d045312
Cluster_2237	Zm00001d045374,Zm00001d045375
Cluster_2239	Zm00001d045397,Zm00001d045402
Cluster_2240	Zm00001d045398,Zm00001d045400
Cluster_2243	Zm00001d045454,Zm00001d045456
Cluster_2244	Zm00001d045459,Zm00001d045460
Cluster_2247	Zm00001d045529,Zm00001d045526
Cluster_2248	Zm00001d045564,Zm00001d045565
Cluster_2249	Zm00001d045567,Zm00001d045572
Cluster_2254	Zm00001d045668,Zm00001d045669
Cluster_2258	Zm00001d045728,Zm00001d045729
Cluster_2259	Zm00001d045747,Zm00001d045746
Cluster_2263	Zm00001d045846,Zm00001d045845
Cluster_2264	Zm00001d045875,Zm00001d045877
Cluster_2266	Zm00001d045940,Zm00001d045941
Cluster_2267	Zm00001d045950,Zm00001d045945
Cluster_2268	Zm00001d046005,Zm00001d046004
Cluster_2270	Zm00001d046091,Zm00001d046093
Cluster_2271	Zm00001d044730,Zm00001d044732
Cluster_2274	Zm00001d046153,Zm00001d046166
Cluster_2275	Zm00001d044907,Zm00001d044916
Cluster_2278	Zm00001d044921,Zm00001d044920
Cluster_2279	Zm00001d046225,Zm00001d046226
Cluster_2280	Zm00001d046243,Zm00001d046242
Cluster_2282	Zm00001d046272,Zm00001d046273
Cluster_2285	Zm00001d044957,Zm00001d044958
Cluster_2286	Zm00001d044967,Zm00001d044966
Cluster_2287	Zm00001d046423,Zm00001d046424
Cluster_2289	Zm00001d046488,Zm00001d046485
Cluster_2291	Zm00001d046492,Zm00001d046493
Cluster_2292	Zm00001d046501,Zm00001d046494
Cluster_2298	Zm00001d000448,Zm00001d000449
Cluster_2304	Zm00001d000041,Zm00001d000040
Cluster_2310	Zm00001d000231,Zm00001d000232
