Cluster_ID	Genes	Gene1	Gene2	Total_Divergence	Ti_Tv	dNdS	dN	dN_SE	dS	dS_Se
Cluster_0187	Zm00001d030234,Zm00001d030233,Zm00001d030235	Zm00001d030235	Zm00001d030233	2.5027	2.2369	0.2486	0.4954	0.0274	1.9923	0.5398
Cluster_0188	Zm00001d030248,Zm00001d030253	Zm00001d030253	Zm00001d030248	1.3039	2.7767	0.1581	0.2095	0.0159	1.3247	0.2714
Cluster_0189	Zm00001d030275,Zm00001d030276,Zm00001d030277,Zm00001d030274	Zm00001d030276	Zm00001d030275	-0.0000	2.9281	99.0000	-0.0000	0.0000	-0.0000	0.0000
Cluster_0189	Zm00001d030275,Zm00001d030276,Zm00001d030277,Zm00001d030274	Zm00001d030277	Zm00001d030275	0.4260	2.9281	0.5462	0.1223	0.0292	0.2240	0.0880
Cluster_0189	Zm00001d030275,Zm00001d030276,Zm00001d030277,Zm00001d030274	Zm00001d030277	Zm00001d030276	0.4260	2.9281	0.5462	0.1223	0.0292	0.2240	0.0880
Cluster_0189	Zm00001d030275,Zm00001d030276,Zm00001d030277,Zm00001d030274	Zm00001d030274	Zm00001d030275	0.6350	2.9281	0.3759	0.1624	0.0340	0.4321	0.1533
Cluster_0189	Zm00001d030275,Zm00001d030276,Zm00001d030277,Zm00001d030274	Zm00001d030274	Zm00001d030276	0.6350	2.9281	0.3759	0.1624	0.0340	0.4321	0.1533
Cluster_0189	Zm00001d030275,Zm00001d030276,Zm00001d030277,Zm00001d030274	Zm00001d030274	Zm00001d030277	0.6679	2.9281	0.4292	0.1832	0.0365	0.4268	0.1554
Cluster_0190	Zm00001d030282,Zm00001d030270,Zm00001d030285,Zm00001d030269	Zm00001d030270	Zm00001d030282	1.1797	1.3362	0.2655	0.2556	0.0693	0.9626	0.7354
Cluster_0190	Zm00001d030282,Zm00001d030270,Zm00001d030285,Zm00001d030269	Zm00001d030285	Zm00001d030282	0.4611	1.3362	0.1150	0.0601	0.0304	0.5225	0.2925
Cluster_0190	Zm00001d030282,Zm00001d030270,Zm00001d030285,Zm00001d030269	Zm00001d030285	Zm00001d030270	1.9636	1.3362	0.0722	0.1837	0.0566	2.5443	18.1253
Cluster_0190	Zm00001d030282,Zm00001d030270,Zm00001d030285,Zm00001d030269	Zm00001d030269	Zm00001d030282	2.3241	1.3362	0.2249	0.4708	0.1091	2.0933	1.8429
Cluster_0190	Zm00001d030282,Zm00001d030270,Zm00001d030285,Zm00001d030269	Zm00001d030269	Zm00001d030270	3.2597	1.3362	0.4112	0.8582	0.2041	2.0872	1.8361
Cluster_0190	Zm00001d030282,Zm00001d030270,Zm00001d030285,Zm00001d030269	Zm00001d030269	Zm00001d030285	2.7781	1.3362	0.1957	0.5258	0.1239	2.6866	3.9796
Cluster_0191	Zm00001d027718,Zm00001d027717	Zm00001d027717	Zm00001d027718	1.6970	1.2931	0.1155	0.2957	0.0249	2.5609	1.4354
Cluster_0192	Zm00001d030303,Zm00001d030304	Zm00001d030304	Zm00001d030303	1.6575	0.8394	0.1899	0.3074	0.0241	1.6189	0.3109
Cluster_0193	Zm00001d030316,Zm00001d030314	Zm00001d030314	Zm00001d030316	2.1985	2.3843	0.1004	0.2364	0.0247	2.3546	2.8900
Cluster_0194	Zm00001d027732,Zm00001d027733	Zm00001d027733	Zm00001d027732	3.1867	0.6321	0.2938	0.7591	0.1053	2.5839	2.2718
Cluster_0195	Zm00001d027737,Zm00001d027736	Zm00001d027736	Zm00001d027737	4.7222	1.1130	0.3530	1.0802	0.1629	3.0598	3.3841
Cluster_0196	Zm00001d030347,Zm00001d030348	Zm00001d030348	Zm00001d030347	0.9631	1.7973	0.1951	0.1756	0.0150	0.9002	0.1286
Cluster_0197	Zm00001d030409,Zm00001d030411	Zm00001d030411	Zm00001d030409	4.0638	1.1101	0.5978	1.1457	0.2665	1.9165	0.9940
Cluster_0198	Zm00001d030471,Zm00001d030470	Zm00001d030470	Zm00001d030471	5.5174	1.5154	0.2569	1.0990	0.1517	4.2777	16.0820
Cluster_0199	Zm00001d030484,Zm00001d030487	Zm00001d030487	Zm00001d030484	0.3140	1.1866	0.5767	0.0908	0.0078	0.1575	0.0209
Cluster_0200	Zm00001d030502,Zm00001d030501	Zm00001d030501	Zm00001d030502	4.4702	1.4634	0.3650	1.0792	0.1277	2.9569	2.6059
Cluster_0201	Zm00001d030516,Zm00001d030517	Zm00001d030517	Zm00001d030516	4.4065	1.2652	0.3603	1.0593	0.0924	2.9398	4.1154
Cluster_0202	Zm00001d030534,Zm00001d030536,Zm00001d030535	Zm00001d030536	Zm00001d030534	5.7564	0.5749	0.5218	1.5958	0.3330	3.0580	3.3801
Cluster_0202	Zm00001d030534,Zm00001d030536,Zm00001d030535	Zm00001d030535	Zm00001d030534	4.2090	0.5749	0.3351	1.0020	0.1432	2.9898	3.2348
Cluster_0202	Zm00001d030534,Zm00001d030536,Zm00001d030535	Zm00001d030535	Zm00001d030536	5.0010	0.5749	0.4327	1.3070	0.2811	3.0204	3.2992
Cluster_0203	Zm00001d030542,Zm00001d030540	Zm00001d030540	Zm00001d030542	1.0580	1.1034	0.4098	0.2803	0.0240	0.6838	0.1115
Cluster_0204	Zm00001d030573,Zm00001d030572	Zm00001d030572	Zm00001d030573	4.4116	1.0018	0.3517	1.0643	0.1518	3.0261	3.3112
Cluster_0205	Zm00001d030587,Zm00001d030588	Zm00001d030588	Zm00001d030587	4.3580	0.9720	0.3665	1.0925	0.1491	2.9807	3.2158
Cluster_0206	Zm00001d030675,Zm00001d030676	Zm00001d030676	Zm00001d030675	1.9998	1.1689	0.0944	0.2740	0.0368	2.9025	3.0582
Cluster_0207	Zm00001d030680,Zm00001d030679	Zm00001d030679	Zm00001d030680	0.1168	1.8879	1.2702	0.0407	0.0103	0.0320	0.0181
Cluster_0208	Zm00001d027855,Zm00001d027859	Zm00001d027859	Zm00001d027855	42.5568	1.4116	0.0030	0.2964	0.0432	99.0000	0.0000
Cluster_0209	Zm00001d030720,Zm00001d030707	Zm00001d030707	Zm00001d030720	0.2881	3.0145	0.3661	0.0658	0.0094	0.1796	0.0285
Cluster_0210	Zm00001d030765,Zm00001d030767	Zm00001d030767	Zm00001d030765	2.7139	1.2684	0.1652	0.4938	0.0564	2.9894	3.2340
Cluster_0211	Zm00001d030782,Zm00001d030780,Zm00001d030781	Zm00001d030780	Zm00001d030782	4.8994	1.0297	0.4160	1.2701	0.2046	3.0534	3.3703
Cluster_0211	Zm00001d030782,Zm00001d030780,Zm00001d030781	Zm00001d030781	Zm00001d030782	4.3871	1.0297	0.3548	1.0756	0.1528	3.0316	3.3231
Cluster_0211	Zm00001d030782,Zm00001d030780,Zm00001d030781	Zm00001d030781	Zm00001d030780	5.0956	1.0297	0.3447	1.2252	0.1866	3.5549	6.5326
Cluster_0212	Zm00001d030801,Zm00001d030803	Zm00001d030803	Zm00001d030801	0.2713	1.6377	0.5142	0.0796	0.0100	0.1548	0.0360
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030813	Zm00001d030819	nan	4.6000	nan	nan	nan	0.4408	0.4899
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030818	Zm00001d030819	nan	4.6000	nan	0.4774	0.6124	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030818	Zm00001d030813	54.4752	4.6000	169.4824	99.0000	0.6124	0.5841	0.6816
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030822	Zm00001d030819	24.6208	4.6000	0.0077	0.7649	0.8319	99.0000	0.6816
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030822	Zm00001d030813	24.6208	4.6000	0.0077	0.7649	0.8319	99.0000	0.6816
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030822	Zm00001d030818	nan	4.6000	nan	0.6872	0.7866	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030814	Zm00001d030819	nan	4.6000	nan	18.9896	4246034448350515.0000	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030814	Zm00001d030813	167.3552	4.6000	31.1754	99.0000	4246034448350515.0000	3.1756	26.0484
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030814	Zm00001d030818	nan	4.6000	nan	1.6479	2.4495	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030814	Zm00001d030822	54.4752	4.6000	0.0059	0.5841	0.6816	99.0000	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030824	Zm00001d030819	nan	4.6000	nan	0.6082	0.7395	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030824	Zm00001d030813	nan	4.6000	nan	0.6082	0.7395	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030824	Zm00001d030818	nan	4.6000	nan	nan	nan	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030824	Zm00001d030822	167.3552	4.6000	31.1754	99.0000	nan	3.1756	26.0484
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030824	Zm00001d030814	4.9438	4.6000	1.0000	1.6479	3.4641	1.6479	3.4641
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030821	Zm00001d030819	nan	4.6000	nan	nan	nan	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030821	Zm00001d030813	nan	4.6000	nan	nan	nan	0.4408	0.4899
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030821	Zm00001d030818	nan	4.6000	nan	0.4774	0.6124	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030821	Zm00001d030822	24.6208	4.6000	0.0077	0.7649	0.8319	99.0000	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030821	Zm00001d030814	nan	4.6000	nan	18.9896	4246034448350515.0000	nan	nan
Cluster_0213	Zm00001d030819,Zm00001d030813,Zm00001d030818,Zm00001d030822,Zm00001d030814,Zm00001d030824,Zm00001d030821	Zm00001d030821	Zm00001d030824	nan	4.6000	nan	0.6082	0.7395	nan	nan
Cluster_0214	Zm00001d030841,Zm00001d030842	Zm00001d030842	Zm00001d030841	2.9643	2.0440	0.5370	0.8129	0.0945	1.5138	0.5354
Cluster_0215	Zm00001d030848,Zm00001d030847	Zm00001d030847	Zm00001d030848	3.6882	0.8439	0.4177	0.9678	0.1028	2.3168	2.3799
Cluster_0216	Zm00001d030856,Zm00001d030845,Zm00001d030851	Zm00001d030845	Zm00001d030856	4.0785	1.7576	0.1507	0.6426	0.0339	4.2653	7.4628
Cluster_0216	Zm00001d030856,Zm00001d030845,Zm00001d030851	Zm00001d030851	Zm00001d030856	0.7644	1.7576	0.2005	0.1428	0.0118	0.7123	0.0828
Cluster_0216	Zm00001d030856,Zm00001d030845,Zm00001d030851	Zm00001d030851	Zm00001d030845	4.0538	1.7576	0.1539	0.6542	0.0343	4.2499	7.3870
Cluster_0217	Zm00001d030860,Zm00001d030861	Zm00001d030861	Zm00001d030860	4.3658	1.0519	0.2529	0.8164	0.1060	3.2274	3.7723
Cluster_0218	Zm00001d030908,Zm00001d030907,Zm00001d030909	Zm00001d030907	Zm00001d030908	2.0859	1.7734	0.2474	0.4248	0.0383	1.7174	0.4070
Cluster_0218	Zm00001d030908,Zm00001d030907,Zm00001d030909	Zm00001d030909	Zm00001d030908	4.6025	1.7734	0.2591	0.9501	0.0821	3.6669	5.0280
Cluster_0218	Zm00001d030908,Zm00001d030907,Zm00001d030909	Zm00001d030909	Zm00001d030907	5.6265	1.7734	0.3412	1.2803	0.1281	3.7520	5.3172
Cluster_0219	Zm00001d030934,Zm00001d030920	Zm00001d030920	Zm00001d030934	0.7912	0.7893	0.5975	0.2336	0.0453	0.3910	0.1389
Cluster_0220	Zm00001d030942,Zm00001d030941	Zm00001d030941	Zm00001d030942	1.4119	1.5120	0.1716	0.2652	0.0228	1.5452	0.8080
Cluster_0221	Zm00001d030947,Zm00001d030950	Zm00001d030950	Zm00001d030947	0.0638	0.8727	0.3749	0.0169	0.0036	0.0450	0.0140
Cluster_0222	Zm00001d030971,Zm00001d030972	Zm00001d030972	Zm00001d030971	0.4719	2.4518	0.4757	0.1232	0.0151	0.2591	0.0433
Cluster_0223	Zm00001d027900,Zm00001d027901,Zm00001d027899	Zm00001d027901	Zm00001d027900	2.1762	1.1220	0.2219	0.4483	0.0443	2.0208	0.7472
Cluster_0223	Zm00001d027900,Zm00001d027901,Zm00001d027899	Zm00001d027899	Zm00001d027900	2.9348	1.1220	0.1642	0.5283	0.0502	3.2177	3.6192
Cluster_0223	Zm00001d027900,Zm00001d027901,Zm00001d027899	Zm00001d027899	Zm00001d027901	1.9208	1.1220	0.2860	0.4502	0.0442	1.5739	0.4348
Cluster_0224	Zm00001d027283,Zm00001d027281	Zm00001d027281	Zm00001d027283	1.8108	1.0465	0.0781	0.2627	0.0220	3.3639	4.1231
Cluster_0225	Zm00001d031023,Zm00001d031020,Zm00001d031022	Zm00001d031020	Zm00001d031023	5.0467	2.8538	1.4744	1.9867	1.7281	1.3475	1.6140
Cluster_0225	Zm00001d031023,Zm00001d031020,Zm00001d031022	Zm00001d031022	Zm00001d031023	5.8506	2.8538	1.1450	2.0344	6.2516	1.7768	1.6783
Cluster_0225	Zm00001d031023,Zm00001d031020,Zm00001d031022	Zm00001d031022	Zm00001d031020	3.4098	2.8538	1.1811	1.2113	0.7399	1.0256	0.7724
Cluster_0226	Zm00001d031078,Zm00001d031077	Zm00001d031077	Zm00001d031078	0.6956	2.6644	0.0596	0.0862	0.0072	1.4467	0.2242
Cluster_0227	Zm00001d027925,Zm00001d027924,Zm00001d027929,Zm00001d027928	Zm00001d027924	Zm00001d027925	3.3340	1.0452	0.1842	0.6346	0.0550	3.4444	4.3456
Cluster_0227	Zm00001d027925,Zm00001d027924,Zm00001d027929,Zm00001d027928	Zm00001d027929	Zm00001d027925	2.4687	1.0452	0.1405	0.4567	0.0394	3.2508	3.8302
Cluster_0227	Zm00001d027925,Zm00001d027924,Zm00001d027929,Zm00001d027928	Zm00001d027929	Zm00001d027924	2.9401	1.0452	0.1544	0.5242	0.0449	3.3948	4.2069
Cluster_0227	Zm00001d027925,Zm00001d027924,Zm00001d027929,Zm00001d027928	Zm00001d027928	Zm00001d027925	2.6020	1.0452	0.1381	0.4581	0.0398	3.3169	3.9986
Cluster_0227	Zm00001d027925,Zm00001d027924,Zm00001d027929,Zm00001d027928	Zm00001d027928	Zm00001d027924	3.3455	1.0452	0.1854	0.6387	0.0537	3.4450	4.3472
Cluster_0227	Zm00001d027925,Zm00001d027924,Zm00001d027929,Zm00001d027928	Zm00001d027928	Zm00001d027929	1.4131	1.0452	0.3043	0.3622	0.0330	1.1902	0.2780
Cluster_0228	Zm00001d031123,Zm00001d031122	Zm00001d031122	Zm00001d031123	0.8162	1.0366	1.0510	0.2748	0.0412	0.2614	0.0818
Cluster_0229	Zm00001d031155,Zm00001d031157,Zm00001d031158,Zm00001d031152	Zm00001d031157	Zm00001d031155	-0.0000	2.5751	99.0000	-0.0000	0.0000	-0.0000	0.0000
Cluster_0229	Zm00001d031155,Zm00001d031157,Zm00001d031158,Zm00001d031152	Zm00001d031158	Zm00001d031155	1.2588	2.5751	0.0360	0.1081	0.0164	3.0001	3.2562
Cluster_0229	Zm00001d031155,Zm00001d031157,Zm00001d031158,Zm00001d031152	Zm00001d031158	Zm00001d031157	1.2588	2.5751	0.0360	0.1081	0.0164	3.0001	3.2562
Cluster_0229	Zm00001d031155,Zm00001d031157,Zm00001d031158,Zm00001d031152	Zm00001d031152	Zm00001d031155	1.4520	2.5751	0.0574	0.1729	0.0215	3.0128	3.2831
Cluster_0229	Zm00001d031155,Zm00001d031157,Zm00001d031158,Zm00001d031152	Zm00001d031152	Zm00001d031157	1.4520	2.5751	0.0574	0.1729	0.0215	3.0128	3.2831
Cluster_0229	Zm00001d031155,Zm00001d031157,Zm00001d031158,Zm00001d031152	Zm00001d031152	Zm00001d031158	1.3184	2.5751	0.0517	0.1530	0.0199	2.9598	3.1729
Cluster_0230	Zm00001d027946,Zm00001d027948	Zm00001d027948	Zm00001d027946	0.3707	3.0325	0.1381	0.0663	0.0079	0.4798	0.0719
Cluster_0231	Zm00001d027947,Zm00001d027949	Zm00001d027949	Zm00001d027947	0.0310	24.0806	0.1186	0.0046	0.0019	0.0386	0.0124
Cluster_0232	Zm00001d031204,Zm00001d031203	Zm00001d031203	Zm00001d031204	0.8887	1.7388	0.1618	0.1398	0.0146	0.8637	0.1458
Cluster_0233	Zm00001d031221,Zm00001d031222	Zm00001d031222	Zm00001d031221	1.8601	1.5699	0.0668	0.2537	0.0156	3.7964	5.4749
Cluster_0234	Zm00001d027954,Zm00001d027956	Zm00001d027956	Zm00001d027954	0.1016	1.3266	0.7934	0.0318	0.0034	0.0400	0.0065
Cluster_0235	Zm00001d027957,Zm00001d027955	Zm00001d027955	Zm00001d027957	0.5013	1.4471	0.5828	0.1450	0.0200	0.2489	0.0556
Cluster_0236	Zm00001d031281,Zm00001d031280	Zm00001d031280	Zm00001d031281	0.7541	1.7063	0.1979	0.1187	0.0105	0.5996	0.0561
Cluster_0237	Zm00001d031303,Zm00001d031300	Zm00001d031300	Zm00001d031303	0.0387	4.1706	0.3007	0.0087	0.0023	0.0289	0.0085
Cluster_0238	Zm00001d031305,Zm00001d031306	Zm00001d031306	Zm00001d031305	-0.0000	4.6000	99.0000	-0.0000	0.0000	-0.0000	0.0000
Cluster_0239	Zm00001d031309,Zm00001d031308	Zm00001d031308	Zm00001d031309	5.1649	2.7185	0.7961	1.5950	0.2214	2.0035	0.5033
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031351	Zm00001d031338	4.1490	2.8222	0.0571	0.2351	0.0399	4.1147	11.7413
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031395	Zm00001d031338	2.9627	2.8222	0.0820	0.2284	0.0392	2.7850	2.0282
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031395	Zm00001d031351	0.0338	2.8222	0.1857	0.0051	0.0051	0.0276	0.0196
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031407	Zm00001d031338	3.7105	2.8222	0.0630	0.2284	0.0392	3.6235	6.1104
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031407	Zm00001d031351	0.0454	2.8222	0.1241	0.0051	0.0051	0.0414	0.0241
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031407	Zm00001d031395	0.0112	2.8222	0.0000	-0.0000	0.0000	0.0135	0.0135
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031366	Zm00001d031338	2.9587	2.8222	0.0853	0.2356	0.0400	2.7613	1.9657
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031366	Zm00001d031351	0.0450	2.8222	0.3730	0.0103	0.0073	0.0276	0.0196
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031366	Zm00001d031395	0.0112	2.8222	99.0000	0.0051	0.0051	-0.0000	0.0000
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031366	Zm00001d031407	0.0224	2.8222	0.3828	0.0051	0.0052	0.0134	0.0135
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031372	Zm00001d031338	2.9627	2.8222	0.0820	0.2284	0.0392	2.7850	2.0282
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031372	Zm00001d031351	0.0338	2.8222	0.1857	0.0051	0.0051	0.0276	0.0196
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031372	Zm00001d031395	-0.0000	2.8222	99.0000	-0.0000	0.0000	-0.0000	0.0000
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031372	Zm00001d031407	0.0112	2.8222	0.0000	-0.0000	0.0000	0.0135	0.0135
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031372	Zm00001d031366	0.0112	2.8222	99.0000	0.0051	0.0051	-0.0000	0.0000
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031384	Zm00001d031338	4.9772	2.8222	0.4405	1.2282	0.1993	2.7879	2.1109
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031384	Zm00001d031351	4.4057	2.8222	0.3712	1.0247	0.1521	2.7604	6.9474
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031384	Zm00001d031395	3.9158	2.8222	0.4622	1.0039	0.1448	2.1718	2.0959
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031384	Zm00001d031407	3.8295	2.8222	0.4963	1.0100	0.1464	2.0352	1.6053
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031384	Zm00001d031366	3.9657	2.8222	0.4729	1.0266	0.1508	2.1709	2.0940
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031384	Zm00001d031372	3.9158	2.8222	0.4622	1.0039	0.1448	2.1718	2.0959
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031381	Zm00001d031338	2.9260	2.8222	0.0867	0.2359	0.0401	2.7204	1.8623
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031381	Zm00001d031351	0.0450	2.8222	0.3734	0.0103	0.0073	0.0275	0.0196
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031381	Zm00001d031395	0.0111	2.8222	99.0000	0.0051	0.0051	-0.0000	0.0000
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031381	Zm00001d031407	0.0224	2.8222	0.3833	0.0051	0.0052	0.0134	0.0135
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031381	Zm00001d031366	0.0224	2.8222	99.0000	0.0103	0.0073	-0.0000	0.0000
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031381	Zm00001d031372	0.0111	2.8222	99.0000	0.0051	0.0051	-0.0000	0.0000
Cluster_0240	Zm00001d031338,Zm00001d031351,Zm00001d031395,Zm00001d031407,Zm00001d031366,Zm00001d031372,Zm00001d031384,Zm00001d031381	Zm00001d031381	Zm00001d031384	3.9370	2.8222	0.4745	1.0204	0.1466	2.1505	2.0099
Cluster_0241	Zm00001d031340,Zm00001d031341	Zm00001d031341	Zm00001d031340	3.3980	1.3476	0.2266	0.7737	0.0575	3.4153	4.2636
Cluster_0242	Zm00001d031345,Zm00001d031346	Zm00001d031346	Zm00001d031345	0.3537	4.9853	0.7514	0.1074	0.0168	0.1429	0.0315
Cluster_0243	Zm00001d031359,Zm00001d031377,Zm00001d031398	Zm00001d031377	Zm00001d031359	0.1272	0.7272	0.5507	0.0364	0.0049	0.0660	0.0133
Cluster_0243	Zm00001d031359,Zm00001d031377,Zm00001d031398	Zm00001d031398	Zm00001d031359	0.1206	0.7272	0.6191	0.0357	0.0049	0.0577	0.0124
Cluster_0243	Zm00001d031359,Zm00001d031377,Zm00001d031398	Zm00001d031398	Zm00001d031377	0.0215	0.7272	0.2527	0.0045	0.0017	0.0177	0.0067
