#compute -i *.fasta 
#Sat Jun 24 21:37:00 2017

locus	nsam	nsites	nsites_ug	S	Singletons	NMut	nhap	hapdiv	WallsB	WallsQ	ThetaW	ThetaPi	TajD	FuLiDStar	FuLiFStar	Rmin	rho87
Zm00001d008477-Zm00001d008489.fasta	2	2061	1803	952	952	952	2	1	1	1	0.528009	0.528009	nan	nan	nan	0	10000	
Zm00001d008478-Zm00001d008461.fasta	2	846	309	202	202	202	2	1	1	1	0.653722	0.653722	nan	nan	nan	0	10000	
Zm00001d008478-Zm00001d008479.fasta	2	909	453	301	301	301	2	1	1	1	0.664459	0.664459	nan	nan	nan	0	10000	
Zm00001d008479-Zm00001d008461.fasta	2	597	270	144	144	144	2	1	1	1	0.533333	0.533333	nan	nan	nan	0	10000	
Zm00001d008485-Zm00001d008461.fasta	2	2049	330	35	35	35	2	1	1	1	0.106061	0.106061	nan	nan	nan	0	10000	
Zm00001d008485-Zm00001d008462.fasta	2	2061	2037	160	160	160	2	1	1	1	0.0785469	0.0785469	nan	nan	nan	0	10000	
Zm00001d008485-Zm00001d008466.fasta	2	2049	972	66	66	66	2	1	1	1	0.0679012	0.0679012	nan	nan	nan	0	10000	
Zm00001d008485-Zm00001d008478.fasta	2	2091	783	523	523	523	2	1	1	1	0.667944	0.667944	nan	nan	nan	0	10000	
Zm00001d008485-Zm00001d008479.fasta	2	2055	531	228	228	228	2	1	1	1	0.429379	0.429379	nan	nan	nan	0	10000	
Zm00001d008485-Zm00001d008487.fasta	2	2049	741	74	74	74	2	1	1	1	0.099865	0.099865	nan	nan	nan	0	10000	
Zm00001d008487-Zm00001d008461.fasta	2	741	330	56	56	56	2	1	1	1	0.169697	0.169697	nan	nan	nan	0	10000	
Zm00001d008487-Zm00001d008466.fasta	2	972	741	70	70	70	2	1	1	1	0.0944669	0.0944669	nan	nan	nan	0	10000	
Zm00001d008487-Zm00001d008478.fasta	2	1020	546	350	350	350	2	1	1	1	0.641026	0.641026	nan	nan	nan	0	10000	
Zm00001d008487-Zm00001d008479.fasta	2	978	300	134	134	134	2	1	1	1	0.446667	0.446667	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008457.fasta	2	2136	1773	947	947	947	2	1	1	1	0.534123	0.534123	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008458.fasta	2	2628	1968	253	253	253	2	1	1	1	0.128557	0.128557	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008461.fasta	2	2052	330	24	24	24	2	1	1	1	0.0727273	0.0727273	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008462.fasta	2	2070	2031	91	91	91	2	1	1	1	0.0448055	0.0448055	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008466.fasta	2	2052	972	32	32	32	2	1	1	1	0.0329218	0.0329218	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008478.fasta	2	2112	765	485	485	485	2	1	1	1	0.633987	0.633987	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008479.fasta	2	2058	531	228	228	228	2	1	1	1	0.429379	0.429379	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008485.fasta	2	2070	2031	196	196	196	2	1	1	1	0.0965042	0.0965042	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008487.fasta	2	2052	741	61	61	61	2	1	1	1	0.0823212	0.0823212	nan	nan	nan	0	10000	
Zm00001d008488-Zm00001d008489.fasta	2	2097	1779	927	927	927	2	1	1	1	0.521079	0.521079	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008457.fasta	2	1911	1770	642	642	642	2	1	1	1	0.362712	0.362712	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008461.fasta	2	1884	270	144	144	144	2	1	1	1	0.533333	0.533333	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008462.fasta	2	2115	1758	902	902	902	2	1	1	1	0.513083	0.513083	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008466.fasta	2	1887	909	375	375	375	2	1	1	1	0.412541	0.412541	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008478.fasta	2	1824	825	49	49	49	2	1	1	1	0.0593939	0.0593939	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008479.fasta	2	1824	537	4	4	4	2	1	1	1	0.00744879	0.00744879	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008485.fasta	2	2097	1776	946	946	946	2	1	1	1	0.532658	0.532658	nan	nan	nan	0	10000	
Zm00001d008489-Zm00001d008487.fasta	2	1887	678	292	292	292	2	1	1	1	0.430678	0.430678	nan	nan	nan	0	10000	
Zm00001d008494-Zm00001d008495.fasta	2	1923	1368	582	582	582	2	1	1	1	0.425439	0.425439	nan	nan	nan	0	10000	
Zm00001d008494-Zm00001d008496.fasta	2	1488	1356	609	609	609	2	1	1	1	0.449115	0.449115	nan	nan	nan	0	10000	
Zm00001d008495-Zm00001d008496.fasta	2	1947	1362	595	595	595	2	1	1	1	0.436858	0.436858	nan	nan	nan	0	10000	
Zm00001d008525-Zm00001d008524.fasta	2	837	510	344	344	344	2	1	1	1	0.67451	0.67451	nan	nan	nan	0	10000	
Zm00001d008581-Zm00001d008582.fasta	2	2034	690	364	364	364	2	1	1	1	0.527536	0.527536	nan	nan	nan	0	10000	
Zm00001d008581-Zm00001d008584.fasta	2	2022	651	339	339	339	2	1	1	1	0.520737	0.520737	nan	nan	nan	0	10000	
Zm00001d008581-Zm00001d008585.fasta	2	2055	1866	704	704	704	2	1	1	1	0.377278	0.377278	nan	nan	nan	0	10000	
Zm00001d008582-Zm00001d008584.fasta	2	762	705	51	51	51	2	1	1	1	0.0723404	0.0723404	nan	nan	nan	0	10000	
Zm00001d008585-Zm00001d008582.fasta	2	2034	681	374	374	374	2	1	1	1	0.549192	0.549192	nan	nan	nan	0	10000	
Zm00001d008585-Zm00001d008584.fasta	2	2022	642	337	337	337	2	1	1	1	0.524922	0.524922	nan	nan	nan	0	10000	
Zm00001d008586-Zm00001d008581.fasta	2	3192	1419	827	827	827	2	1	1	1	0.582805	0.582805	nan	nan	nan	0	10000	
Zm00001d008586-Zm00001d008582.fasta	2	2697	708	395	395	395	2	1	1	1	0.55791	0.55791	nan	nan	nan	0	10000	
Zm00001d008586-Zm00001d008584.fasta	2	2685	669	368	368	368	2	1	1	1	0.550075	0.550075	nan	nan	nan	0	10000	
Zm00001d008586-Zm00001d008585.fasta	2	3138	1464	668	668	668	2	1	1	1	0.456284	0.456284	nan	nan	nan	0	10000	
Zm00001d008598-Zm00001d008599.fasta	2	885	402	248	248	248	2	1	1	1	0.616915	0.616915	nan	nan	nan	0	10000	
Zm00001d008602-Zm00001d008601.fasta	2	909	396	98	98	98	2	1	1	1	0.247475	0.247475	nan	nan	nan	0	10000	
Zm00001d008632-Zm00001d008631.fasta	2	3303	1464	951	951	951	2	1	1	1	0.64959	0.64959	nan	nan	nan	0	10000	
Zm00001d008633-Zm00001d008631.fasta	2	3351	1461	947	947	947	2	1	1	1	0.648186	0.648186	nan	nan	nan	0	10000	
Zm00001d008633-Zm00001d008632.fasta	2	3243	3120	1090	1090	1090	2	1	1	1	0.349359	0.349359	nan	nan	nan	0	10000	
Zm00001d008635-Zm00001d008634.fasta	2	1062	957	279	279	279	2	1	1	1	0.291536	0.291536	nan	nan	nan	0	10000	
Zm00001d008645-Zm00001d008646.fasta	2	882	690	301	301	301	2	1	1	1	0.436232	0.436232	nan	nan	nan	0	10000	
Zm00001d008663-Zm00001d008662.fasta	2	1266	381	267	267	267	2	1	1	1	0.700787	0.700787	nan	nan	nan	0	10000	
Zm00001d008671-Zm00001d008672.fasta	2	1647	297	37	37	37	2	1	1	1	0.124579	0.124579	nan	nan	nan	0	10000	
Zm00001d008671-Zm00001d008674.fasta	2	1989	1158	295	295	295	2	1	1	1	0.25475	0.25475	nan	nan	nan	0	10000	
Zm00001d008674-Zm00001d008672.fasta	2	1572	339	95	95	95	2	1	1	1	0.280236	0.280236	nan	nan	nan	0	10000	
Zm00001d008766-Zm00001d008773.fasta	2	2805	1242	532	532	532	2	1	1	1	0.428341	0.428341	nan	nan	nan	0	10000	
Zm00001d008772-Zm00001d008769.fasta	2	1509	1335	16	16	16	2	1	1	1	0.011985	0.011985	nan	nan	nan	0	10000	
Zm00001d008779-Zm00001d008784.fasta	2	2643	204	139	139	139	2	1	1	1	0.681373	0.681373	nan	nan	nan	0	10000	
Zm00001d008794-Zm00001d008793.fasta	2	1641	672	352	352	352	2	1	1	1	0.52381	0.52381	nan	nan	nan	0	10000	
Zm00001d008837-Zm00001d008836.fasta	2	1572	282	139	139	139	2	1	1	1	0.492908	0.492908	nan	nan	nan	0	10000	
Zm00001d008891-Zm00001d008899.fasta	2	3213	993	579	579	579	2	1	1	1	0.583082	0.583082	nan	nan	nan	0	10000	
Zm00001d008891-Zm00001d008901.fasta	2	3063	957	563	563	563	2	1	1	1	0.588297	0.588297	nan	nan	nan	0	10000	
Zm00001d008899-Zm00001d008901.fasta	2	1563	1347	484	484	484	2	1	1	1	0.359317	0.359317	nan	nan	nan	0	10000	
Zm00001d008903-Zm00001d008905.fasta	2	1887	1704	658	658	658	2	1	1	1	0.38615	0.38615	nan	nan	nan	0	10000	
Zm00001d008925-Zm00001d008927.fasta	2	1746	771	88	88	88	2	1	1	1	0.114137	0.114137	nan	nan	nan	0	10000	
Zm00001d008925-Zm00001d008928.fasta	2	1743	888	81	81	81	2	1	1	1	0.0912162	0.0912162	nan	nan	nan	0	10000	
Zm00001d008925-Zm00001d008929.fasta	2	1800	1128	496	496	496	2	1	1	1	0.439716	0.439716	nan	nan	nan	0	10000	
Zm00001d008925-Zm00001d008934.fasta	2	1806	906	466	466	466	2	1	1	1	0.514349	0.514349	nan	nan	nan	0	10000	
Zm00001d008927-Zm00001d008934.fasta	2	1023	720	345	345	345	2	1	1	1	0.479167	0.479167	nan	nan	nan	0	10000	
Zm00001d008928-Zm00001d008927.fasta	2	900	762	23	23	23	2	1	1	1	0.0301837	0.0301837	nan	nan	nan	0	10000	
Zm00001d008928-Zm00001d008934.fasta	2	1032	825	392	392	392	2	1	1	1	0.475152	0.475152	nan	nan	nan	0	10000	
Zm00001d008929-Zm00001d008927.fasta	2	1212	747	320	320	320	2	1	1	1	0.42838	0.42838	nan	nan	nan	0	10000	
Zm00001d008929-Zm00001d008928.fasta	2	1218	855	360	360	360	2	1	1	1	0.421053	0.421053	nan	nan	nan	0	10000	
Zm00001d008929-Zm00001d008934.fasta	2	1233	921	414	414	414	2	1	1	1	0.449511	0.449511	nan	nan	nan	0	10000	
Zm00001d008965-Zm00001d008966.fasta	2	2703	1722	963	963	963	2	1	1	1	0.559233	0.559233	nan	nan	nan	0	10000	
Zm00001d008984-Zm00001d008985.fasta	2	3480	1407	438	438	438	2	1	1	1	0.311301	0.311301	nan	nan	nan	0	10000	
Zm00001d008984-Zm00001d008987.fasta	2	3489	1485	462	462	462	2	1	1	1	0.311111	0.311111	nan	nan	nan	0	10000	
Zm00001d008984-Zm00001d008990.fasta	2	3492	1485	469	469	469	2	1	1	1	0.315825	0.315825	nan	nan	nan	0	10000	
Zm00001d008987-Zm00001d008985.fasta	2	1605	1518	64	64	64	2	1	1	1	0.0421607	0.0421607	nan	nan	nan	0	10000	
Zm00001d008990-Zm00001d008985.fasta	2	1611	1515	69	69	69	2	1	1	1	0.0455446	0.0455446	nan	nan	nan	0	10000	
Zm00001d008990-Zm00001d008987.fasta	2	1617	1596	100	100	100	2	1	1	1	0.0626566	0.0626566	nan	nan	nan	0	10000	
Zm00001d009023-Zm00001d009024.fasta	2	843	285	179	179	179	2	1	1	1	0.62807	0.62807	nan	nan	nan	0	10000	
Zm00001d009082-Zm00001d009083.fasta	2	519	516	5	5	5	2	1	1	1	0.00968992	0.00968992	nan	nan	nan	0	10000	
Zm00001d009090-Zm00001d009088.fasta	2	813	333	203	203	203	2	1	1	1	0.60961	0.60961	nan	nan	nan	0	10000	
Zm00001d009121-Zm00001d009119.fasta	2	534	261	162	162	162	2	1	1	1	0.62069	0.62069	nan	nan	nan	0	10000	
Zm00001d009124-Zm00001d009113.fasta	2	4374	2952	576	576	576	2	1	1	1	0.195122	0.195122	nan	nan	nan	0	10000	
Zm00001d009140-Zm00001d009138.fasta	2	1098	1062	377	377	377	2	1	1	1	0.354991	0.354991	nan	nan	nan	0	10000	
Zm00001d009220-Zm00001d009221.fasta	2	1785	1008	624	624	624	2	1	1	1	0.619048	0.619048	nan	nan	nan	0	10000	
Zm00001d009231-Zm00001d009230.fasta	2	1323	552	353	353	353	2	1	1	1	0.639493	0.639493	nan	nan	nan	0	10000	
Zm00001d009315-Zm00001d009314.fasta	2	846	327	227	227	227	2	1	1	1	0.69419	0.69419	nan	nan	nan	0	10000	
Zm00001d009317-Zm00001d009316.fasta	2	1014	459	304	304	304	2	1	1	1	0.662309	0.662309	nan	nan	nan	0	10000	
Zm00001d009362-Zm00001d009361.fasta	2	975	363	254	254	254	2	1	1	1	0.699725	0.699725	nan	nan	nan	0	10000	
Zm00001d009396-Zm00001d009395.fasta	2	1056	363	249	249	249	2	1	1	1	0.68595	0.68595	nan	nan	nan	0	10000	
Zm00001d009448-Zm00001d009447.fasta	2	3858	3732	1430	1430	1430	2	1	1	1	0.383173	0.383173	nan	nan	nan	0	10000	
Zm00001d009461-Zm00001d009462.fasta	2	630	630	12	12	12	2	1	1	1	0.0190476	0.0190476	nan	nan	nan	0	10000	
Zm00001d009541-Zm00001d009542.fasta	2	1884	1320	835	835	835	2	1	1	1	0.632576	0.632576	nan	nan	nan	0	10000	
Zm00001d009567-Zm00001d009566.fasta	2	858	768	323	323	323	2	1	1	1	0.420573	0.420573	nan	nan	nan	0	10000	
Zm00001d009600-Zm00001d009603.fasta	2	2742	1410	455	455	455	2	1	1	1	0.322695	0.322695	nan	nan	nan	0	10000	
Zm00001d009605-Zm00001d009600.fasta	2	2649	1386	453	453	453	2	1	1	1	0.32684	0.32684	nan	nan	nan	0	10000	
Zm00001d009605-Zm00001d009603.fasta	2	1626	1491	166	166	166	2	1	1	1	0.111335	0.111335	nan	nan	nan	0	10000	
Zm00001d009626-Zm00001d009620.fasta	2	1251	357	192	192	192	2	1	1	1	0.537815	0.537815	nan	nan	nan	0	10000	
Zm00001d009650-Zm00001d009653.fasta	2	579	363	240	240	240	2	1	1	1	0.661157	0.661157	nan	nan	nan	0	10000	
Zm00001d009650-Zm00001d009656.fasta	2	882	387	245	245	245	2	1	1	1	0.633075	0.633075	nan	nan	nan	0	10000	
Zm00001d009653-Zm00001d009656.fasta	2	756	297	185	185	185	2	1	1	1	0.622896	0.622896	nan	nan	nan	0	10000	
Zm00001d009657-Zm00001d009650.fasta	2	858	567	303	303	303	2	1	1	1	0.534392	0.534392	nan	nan	nan	0	10000	
Zm00001d009657-Zm00001d009653.fasta	2	846	363	29	29	29	2	1	1	1	0.0798898	0.0798898	nan	nan	nan	0	10000	
Zm00001d009657-Zm00001d009656.fasta	2	1152	384	244	244	244	2	1	1	1	0.635417	0.635417	nan	nan	nan	0	10000	
Zm00001d009671-Zm00001d009672.fasta	2	609	243	147	147	147	2	1	1	1	0.604938	0.604938	nan	nan	nan	0	10000	
Zm00001d009676-Zm00001d009671.fasta	2	1296	462	300	300	300	2	1	1	1	0.649351	0.649351	nan	nan	nan	0	10000	
Zm00001d009676-Zm00001d009672.fasta	2	1152	240	149	149	149	2	1	1	1	0.620833	0.620833	nan	nan	nan	0	10000	
Zm00001d009705-Zm00001d009706.fasta	2	1740	1536	329	329	329	2	1	1	1	0.214193	0.214193	nan	nan	nan	0	10000	
Zm00001d009732-Zm00001d009734.fasta	2	1422	1221	70	70	70	2	1	1	1	0.0573301	0.0573301	nan	nan	nan	0	10000	
Zm00001d009733-Zm00001d009731.fasta	2	2553	1575	1018	1018	1018	2	1	1	1	0.646349	0.646349	nan	nan	nan	0	10000	
Zm00001d009735-Zm00001d009733.fasta	2	2922	2388	38	38	38	2	1	1	1	0.0159129	0.0159129	nan	nan	nan	0	10000	
Zm00001d009738-Zm00001d009737.fasta	2	690	396	264	264	264	2	1	1	1	0.666667	0.666667	nan	nan	nan	0	10000	
Zm00001d009750-Zm00001d009751.fasta	2	5043	1971	1228	1228	1228	2	1	1	1	0.623034	0.623034	nan	nan	nan	0	10000	
Zm00001d009870-Zm00001d009868.fasta	2	1356	1356	48	48	48	2	1	1	1	0.0353982	0.0353982	nan	nan	nan	0	10000	
Zm00001d009873-Zm00001d009874.fasta	2	3867	108	79	79	79	2	1	1	1	0.731481	0.731481	nan	nan	nan	0	10000	
Zm00001d009886-Zm00001d009887.fasta	2	648	348	228	228	228	2	1	1	1	0.655172	0.655172	nan	nan	nan	0	10000	
Zm00001d009894-Zm00001d009895.fasta	2	618	594	265	265	265	2	1	1	1	0.446128	0.446128	nan	nan	nan	0	10000	
Zm00001d009923-Zm00001d009924.fasta	2	291	276	31	31	31	2	1	1	1	0.112319	0.112319	nan	nan	nan	0	10000	
Zm00001d009950-Zm00001d009948.fasta	2	2580	2502	382	382	382	2	1	1	1	0.152678	0.152678	nan	nan	nan	0	10000	
Zm00001d009965-Zm00001d009952.fasta	2	1839	1083	642	642	642	2	1	1	1	0.592798	0.592798	nan	nan	nan	0	10000	
Zm00001d010032-Zm00001d010031.fasta	2	1947	621	379	379	379	2	1	1	1	0.610306	0.610306	nan	nan	nan	0	10000	
Zm00001d010034-Zm00001d010036.fasta	2	2238	1806	591	591	591	2	1	1	1	0.327243	0.327243	nan	nan	nan	0	10000	
Zm00001d010043-Zm00001d010044.fasta	2	732	435	280	280	280	2	1	1	1	0.643678	0.643678	nan	nan	nan	0	10000	
Zm00001d010093-Zm00001d010102.fasta	2	1182	390	252	252	252	2	1	1	1	0.646154	0.646154	nan	nan	nan	0	10000	
Zm00001d010093-Zm00001d010105.fasta	2	1194	378	241	241	241	2	1	1	1	0.637566	0.637566	nan	nan	nan	0	10000	
Zm00001d010094-Zm00001d010093.fasta	2	1029	594	186	186	186	2	1	1	1	0.313131	0.313131	nan	nan	nan	0	10000	
Zm00001d010094-Zm00001d010102.fasta	2	1395	600	33	33	33	2	1	1	1	0.055	0.055	nan	nan	nan	0	10000	
Zm00001d010094-Zm00001d010105.fasta	2	1395	600	34	34	34	2	1	1	1	0.0566667	0.0566667	nan	nan	nan	0	10000	
Zm00001d010098-Zm00001d010099.fasta	2	957	600	251	251	251	2	1	1	1	0.418333	0.418333	nan	nan	nan	0	10000	
Zm00001d010098-Zm00001d010101.fasta	2	879	267	11	11	11	2	1	1	1	0.0411985	0.0411985	nan	nan	nan	0	10000	
Zm00001d010098-Zm00001d010104.fasta	2	1119	396	75	75	75	2	1	1	1	0.189394	0.189394	nan	nan	nan	0	10000	
Zm00001d010099-Zm00001d010101.fasta	2	735	210	148	148	148	2	1	1	1	0.704762	0.704762	nan	nan	nan	0	10000	
Zm00001d010102-Zm00001d010105.fasta	2	972	972	4	4	4	2	1	1	1	0.00411523	0.00411523	nan	nan	nan	0	10000	
Zm00001d010103-Zm00001d010098.fasta	2	1161	840	80	80	80	2	1	1	1	0.0952381	0.0952381	nan	nan	nan	0	10000	
Zm00001d010103-Zm00001d010099.fasta	2	1122	678	3	3	3	2	1	1	1	0.00442478	0.00442478	nan	nan	nan	0	10000	
Zm00001d010103-Zm00001d010101.fasta	2	1122	267	9	9	9	2	1	1	1	0.0337079	0.0337079	nan	nan	nan	0	10000	
Zm00001d010103-Zm00001d010104.fasta	2	1122	636	3	3	3	2	1	1	1	0.00471698	0.00471698	nan	nan	nan	0	10000	
Zm00001d010104-Zm00001d010099.fasta	2	678	636	2	2	2	2	1	1	1	0.00314465	0.00314465	nan	nan	2	0	10000	
Zm00001d010104-Zm00001d010101.fasta	2	693	210	150	150	150	2	1	1	1	0.714286	0.714286	nan	nan	nan	0	10000	
Zm00001d010118-Zm00001d010117.fasta	2	717	360	244	244	244	2	1	1	1	0.677778	0.677778	nan	nan	nan	0	10000	
Zm00001d010152-Zm00001d010162.fasta	2	1692	1692	1	1	1	2	1	NA	NA	0.000591017	0.000591017	nan	nan	0.707107	4294967295	10000	
Zm00001d010210-Zm00001d010209.fasta	2	2145	375	230	230	230	2	1	1	1	0.613333	0.613333	nan	nan	nan	0	10000	
Zm00001d010232-Zm00001d010233.fasta	2	771	639	11	11	11	2	1	1	1	0.0172144	0.0172144	nan	nan	nan	0	10000	
Zm00001d010255-Zm00001d010251.fasta	2	1434	1338	192	192	192	2	1	1	1	0.143498	0.143498	nan	nan	nan	0	10000	
Zm00001d010259-Zm00001d010261.fasta	2	933	249	156	156	156	2	1	1	1	0.626506	0.626506	nan	nan	nan	0	10000	
Zm00001d010269-Zm00001d010266.fasta	2	3372	1938	984	984	984	2	1	1	1	0.50774	0.50774	nan	nan	nan	0	10000	
Zm00001d010296-Zm00001d010297.fasta	2	1122	1122	1	1	1	2	1	NA	NA	0.000891266	0.000891266	nan	nan	0.707107	4294967295	10000	
Zm00001d010296-Zm00001d010299.fasta	2	1122	1122	2	2	2	2	1	1	1	0.00178253	0.00178253	nan	nan	2	0	10000	
Zm00001d010296-Zm00001d010302.fasta	2	1122	1122	22	22	22	2	1	1	1	0.0196078	0.0196078	nan	nan	nan	0	10000	
Zm00001d010297-Zm00001d010299.fasta	2	1122	1122	1	1	1	2	1	NA	NA	0.000891266	0.000891266	nan	nan	0.707107	4294967295	10000	
Zm00001d010297-Zm00001d010302.fasta	2	1122	1122	21	21	21	2	1	1	1	0.0187166	0.0187166	nan	nan	nan	0	10000	
Zm00001d010299-Zm00001d010302.fasta	2	1122	1122	22	22	22	2	1	1	1	0.0196078	0.0196078	nan	nan	nan	0	10000	
Zm00001d010343-Zm00001d010345.fasta	2	801	360	33	33	33	2	1	1	1	0.0916667	0.0916667	nan	nan	nan	0	10000	
Zm00001d010343-Zm00001d010348.fasta	2	801	321	1	1	1	2	1	NA	NA	0.00311526	0.00311526	nan	nan	0.707107	4294967295	10000	
Zm00001d010343-Zm00001d010353.fasta	0	801	207	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d010344-Zm00001d010347.fasta	2	1428	930	289	289	289	2	1	1	1	0.310753	0.310753	nan	nan	nan	0	10000	
Zm00001d010345-Zm00001d010348.fasta	0	360	321	0	0	0	1	0	NA	NA	0	0	NA	NA	NA	NA	NA	
Zm00001d010345-Zm00001d010353.fasta	2	384	183	115	115	115	2	1	1	1	0.628415	0.628415	nan	nan	nan	0	10000	
Zm00001d010348-Zm00001d010353.fasta	2	345	183	115	115	115	2	1	1	1	0.628415	0.628415	nan	nan	nan	0	10000	
Zm00001d010356-Zm00001d010344.fasta	2	1440	1422	28	28	28	2	1	1	1	0.0196906	0.0196906	nan	nan	nan	0	10000	
Zm00001d010356-Zm00001d010347.fasta	2	1434	930	302	302	302	2	1	1	1	0.324731	0.324731	nan	nan	nan	0	10000	
Zm00001d010397-Zm00001d010398.fasta	2	663	486	195	195	195	2	1	1	1	0.401235	0.401235	nan	nan	nan	0	10000	
Zm00001d010421-Zm00001d010420.fasta	2	2229	450	274	274	274	2	1	1	1	0.608889	0.608889	nan	nan	nan	0	10000	
Zm00001d010442-Zm00001d010448.fasta	2	2988	2289	1378	1378	1378	2	1	1	1	0.60201	0.60201	nan	nan	nan	0	10000	
Zm00001d010450-Zm00001d010451.fasta	2	1164	747	362	362	362	2	1	1	1	0.484605	0.484605	nan	nan	nan	0	10000	
Zm00001d010550-Zm00001d010551.fasta	2	711	363	225	225	225	2	1	1	1	0.619835	0.619835	nan	nan	nan	0	10000	
Zm00001d010599-Zm00001d010588.fasta	2	2553	1647	1082	1082	1082	2	1	1	1	0.656952	0.656952	nan	nan	nan	0	10000	
Zm00001d010649-Zm00001d010650.fasta	2	429	342	136	136	136	2	1	1	1	0.397661	0.397661	nan	nan	nan	0	10000	
Zm00001d010675-Zm00001d010673.fasta	2	1311	1185	356	356	356	2	1	1	1	0.300422	0.300422	nan	nan	nan	0	10000	
Zm00001d010689-Zm00001d010690.fasta	2	1557	1329	572	572	572	2	1	1	1	0.430399	0.430399	nan	nan	nan	0	10000	
Zm00001d010698-Zm00001d010699.fasta	2	615	291	187	187	187	2	1	1	1	0.642612	0.642612	nan	nan	nan	0	10000	
Zm00001d010700-Zm00001d010687.fasta	2	2703	1320	749	749	749	2	1	1	1	0.567424	0.567424	nan	nan	nan	0	10000	
Zm00001d010751-Zm00001d010749.fasta	2	1002	792	141	141	141	2	1	1	1	0.17803	0.17803	nan	nan	nan	0	10000	
Zm00001d010762-Zm00001d010771.fasta	2	393	369	35	35	35	2	1	1	1	0.0948509	0.0948509	nan	nan	nan	0	10000	
Zm00001d010762-Zm00001d010774.fasta	2	393	393	23	23	23	2	1	1	1	0.0585242	0.0585242	nan	nan	nan	0	10000	
Zm00001d010762-Zm00001d010775.fasta	2	483	159	101	101	101	2	1	1	1	0.63522	0.63522	nan	nan	nan	0	10000	
Zm00001d010764-Zm00001d010770.fasta	2	1569	546	5	5	5	2	1	1	1	0.00915751	0.00915751	nan	nan	nan	0	10000	
Zm00001d010764-Zm00001d010779.fasta	2	894	360	90	90	90	2	1	1	1	0.25	0.25	nan	nan	nan	0	10000	
Zm00001d010765-Zm00001d010762.fasta	2	546	297	182	182	182	2	1	1	1	0.612795	0.612795	nan	nan	nan	0	10000	
Zm00001d010765-Zm00001d010771.fasta	2	489	330	235	235	235	2	1	1	1	0.712121	0.712121	nan	nan	nan	0	10000	
Zm00001d010765-Zm00001d010774.fasta	2	561	282	167	167	167	2	1	1	1	0.592199	0.592199	nan	nan	nan	0	10000	
Zm00001d010765-Zm00001d010775.fasta	2	510	189	114	114	114	2	1	1	1	0.603175	0.603175	nan	nan	nan	0	10000	
Zm00001d010765-Zm00001d010776.fasta	2	510	315	202	202	202	2	1	1	1	0.64127	0.64127	nan	nan	nan	0	10000	
Zm00001d010768-Zm00001d010763.fasta	2	639	333	186	186	186	2	1	1	1	0.558559	0.558559	nan	nan	nan	0	10000	
Zm00001d010768-Zm00001d010772.fasta	2	666	510	135	135	135	2	1	1	1	0.264706	0.264706	nan	nan	nan	0	10000	
Zm00001d010770-Zm00001d010779.fasta	2	1398	537	93	93	93	2	1	1	1	0.173184	0.173184	nan	nan	nan	0	10000	
Zm00001d010771-Zm00001d010775.fasta	2	417	201	121	121	121	2	1	1	1	0.60199	0.60199	nan	nan	nan	0	10000	
Zm00001d010772-Zm00001d010763.fasta	2	585	309	171	171	171	2	1	1	1	0.553398	0.553398	nan	nan	nan	0	10000	
Zm00001d010773-Zm00001d010764.fasta	2	1779	717	8	8	8	2	1	1	1	0.0111576	0.0111576	nan	nan	nan	0	10000	
Zm00001d010773-Zm00001d010770.fasta	2	1869	1308	5	5	5	2	1	1	1	0.00382263	0.00382263	nan	nan	nan	0	10000	
Zm00001d010773-Zm00001d010779.fasta	2	1779	537	98	98	98	2	1	1	1	0.182495	0.182495	nan	nan	nan	0	10000	
Zm00001d010774-Zm00001d010771.fasta	2	393	369	38	38	38	2	1	1	1	0.102981	0.102981	nan	nan	nan	0	10000	
Zm00001d010774-Zm00001d010775.fasta	2	483	159	105	105	105	2	1	1	1	0.660377	0.660377	nan	nan	nan	0	10000	
Zm00001d010776-Zm00001d010762.fasta	2	423	345	221	221	221	2	1	1	1	0.64058	0.64058	nan	nan	nan	0	10000	
Zm00001d010776-Zm00001d010771.fasta	2	432	312	196	196	196	2	1	1	1	0.628205	0.628205	nan	nan	nan	0	10000	
Zm00001d010776-Zm00001d010774.fasta	2	447	321	194	194	194	2	1	1	1	0.604361	0.604361	nan	nan	nan	0	10000	
Zm00001d010776-Zm00001d010775.fasta	2	375	249	39	39	39	2	1	1	1	0.156627	0.156627	nan	nan	nan	0	10000	
