Cluster_0000	Zm00008a037663,Zm00008a037664
Cluster_0945	Zm00008a008808,Zm00008a008809
Cluster_0952	Zm00008a008896,Zm00008a008884
Cluster_0953	Zm00008a008919,Zm00008a008920
Cluster_0954	Zm00008a008926,Zm00008a008927
Cluster_0960	Zm00008a008997,Zm00008a008998
Cluster_0961	Zm00008a009002,Zm00008a009001
Cluster_0963	Zm00008a009016,Zm00008a009015
Cluster_0964	Zm00008a009023,Zm00008a009024
Cluster_0965	Zm00008a009028,Zm00008a009029
Cluster_0968	Zm00008a009052,Zm00008a009053
Cluster_0969	Zm00008a009059,Zm00008a009060
Cluster_0972	Zm00008a009086,Zm00008a009087
Cluster_0974	Zm00008a006637,Zm00008a006636
Cluster_0976	Zm00008a009136,Zm00008a009135
Cluster_0977	Zm00008a009138,Zm00008a009137
Cluster_0978	Zm00008a009155,Zm00008a009156
Cluster_0979	Zm00008a009163,Zm00008a009164
Cluster_0980	Zm00008a009169,Zm00008a009168
Cluster_0981	Zm00008a009187,Zm00008a009188
Cluster_0983	Zm00008a009200,Zm00008a009199
Cluster_0984	Zm00008a009217,Zm00008a009218
Cluster_0985	Zm00008a009228,Zm00008a009227
Cluster_0987	Zm00008a009244,Zm00008a009245
Cluster_0989	Zm00008a009275,Zm00008a009274
Cluster_0990	Zm00008a009292,Zm00008a009293
Cluster_0995	Zm00008a009337,Zm00008a009338
Cluster_0997	Zm00008a009394,Zm00008a009395
Cluster_0998	Zm00008a009397,Zm00008a009396
Cluster_0999	Zm00008a009402,Zm00008a009401
Cluster_1000	Zm00008a009405,Zm00008a009404
Cluster_1001	Zm00008a009420,Zm00008a009419
Cluster_1002	Zm00008a006666,Zm00008a006667
Cluster_1003	Zm00008a009443,Zm00008a009442
Cluster_1004	Zm00008a009445,Zm00008a009444
Cluster_1006	Zm00008a009479,Zm00008a009480
Cluster_1011	Zm00008a009526,Zm00008a009527
Cluster_1013	Zm00008a009548,Zm00008a009549
Cluster_1015	Zm00008a006676,Zm00008a006675
Cluster_1018	Zm00008a006682,Zm00008a006681
Cluster_1019	Zm00008a009619,Zm00008a009620
Cluster_1022	Zm00008a009652,Zm00008a009667
Cluster_1023	Zm00008a009661,Zm00008a009660
Cluster_1025	Zm00008a009691,Zm00008a009692
Cluster_1027	Zm00008a009695,Zm00008a009696
Cluster_1029	Zm00008a009714,Zm00008a009713
Cluster_1031	Zm00008a006692,Zm00008a006693
Cluster_1032	Zm00008a009728,Zm00008a009726
Cluster_1034	Zm00008a009744,Zm00008a009743
Cluster_1035	Zm00008a009752,Zm00008a009751
Cluster_1037	Zm00008a006696,Zm00008a006695
Cluster_1041	Zm00008a009860,Zm00008a009861
Cluster_1042	Zm00008a009874,Zm00008a009875
Cluster_1043	Zm00008a009895,Zm00008a009896
Cluster_1044	Zm00008a009915,Zm00008a009914
Cluster_1050	Zm00008a006714,Zm00008a006715
Cluster_1051	Zm00008a009988,Zm00008a009989
Cluster_1052	Zm00008a009995,Zm00008a009996
Cluster_1054	Zm00008a010022,Zm00008a010020
Cluster_1055	Zm00008a010023,Zm00008a010024
Cluster_1058	Zm00008a010076,Zm00008a010077
Cluster_1059	Zm00008a010086,Zm00008a010085
Cluster_1062	Zm00008a010103,Zm00008a010102
Cluster_1064	Zm00008a010115,Zm00008a010114
Cluster_1065	Zm00008a010117,Zm00008a010118
Cluster_1067	Zm00008a010126,Zm00008a010127
Cluster_1069	Zm00008a006736,Zm00008a006740
Cluster_1072	Zm00008a010160,Zm00008a010159
Cluster_1073	Zm00008a010164,Zm00008a010165
Cluster_1075	Zm00008a010171,Zm00008a010172
Cluster_1076	Zm00008a010189,Zm00008a010187
Cluster_1083	Zm00008a005981,Zm00008a005982
Cluster_1085	Zm00008a010257,Zm00008a010256
Cluster_1086	Zm00008a010263,Zm00008a010264
Cluster_1089	Zm00008a010276,Zm00008a010277
Cluster_1090	Zm00008a010285,Zm00008a010286
Cluster_1091	Zm00008a010298,Zm00008a010303
Cluster_1104	Zm00008a010410,Zm00008a010412
Cluster_1108	Zm00008a010447,Zm00008a010444
Cluster_1111	Zm00008a010477,Zm00008a010476
Cluster_1113	Zm00008a010482,Zm00008a010479
Cluster_1114	Zm00008a010492,Zm00008a010490
Cluster_1115	Zm00008a010500,Zm00008a010499
Cluster_1116	Zm00008a010524,Zm00008a010522
Cluster_1117	Zm00008a010542,Zm00008a010541
Cluster_1118	Zm00008a010547,Zm00008a010548
Cluster_1121	Zm00008a010568,Zm00008a010567
Cluster_1122	Zm00008a006765,Zm00008a006766
Cluster_1123	Zm00008a010582,Zm00008a010585
Cluster_1124	Zm00008a006773,Zm00008a006774
Cluster_1130	Zm00008a006810,Zm00008a006809
Cluster_1131	Zm00008a006813,Zm00008a006814
Cluster_1133	Zm00008a006830,Zm00008a006822
Cluster_1134	Zm00008a005994,Zm00008a005995
Cluster_1136	Zm00008a006858,Zm00008a006857
Cluster_1140	Zm00008a006891,Zm00008a006894
Cluster_1142	Zm00008a006900,Zm00008a006897
Cluster_1145	Zm00008a006912,Zm00008a006916
Cluster_1146	Zm00008a006927,Zm00008a006933
Cluster_1148	Zm00008a006936,Zm00008a006944
Cluster_1149	Zm00008a006015,Zm00008a006016
Cluster_1150	Zm00008a006019,Zm00008a006021
Cluster_1151	Zm00008a006964,Zm00008a006963
Cluster_1152	Zm00008a006978,Zm00008a006977
Cluster_1156	Zm00008a007011,Zm00008a007012
Cluster_1157	Zm00008a007025,Zm00008a007024
Cluster_1158	Zm00008a007033,Zm00008a007031
Cluster_1160	Zm00008a006040,Zm00008a006042
Cluster_1161	Zm00008a007058,Zm00008a007059
Cluster_1162	Zm00008a006048,Zm00008a006049
Cluster_1163	Zm00008a007091,Zm00008a007092
Cluster_1166	Zm00008a007143,Zm00008a007144
Cluster_1167	Zm00008a007157,Zm00008a007158
Cluster_1168	Zm00008a006065,Zm00008a006066
Cluster_1171	Zm00008a007208,Zm00008a007207
Cluster_1172	Zm00008a007216,Zm00008a007215
Cluster_1174	Zm00008a007221,Zm00008a007222
Cluster_1176	Zm00008a007233,Zm00008a007235
Cluster_1177	Zm00008a006073,Zm00008a006074
Cluster_1178	Zm00008a007245,Zm00008a007244
Cluster_1180	Zm00008a007255,Zm00008a007253
Cluster_1181	Zm00008a007258,Zm00008a007252
Cluster_1182	Zm00008a007260,Zm00008a007261
Cluster_1184	Zm00008a007274,Zm00008a007273
Cluster_1186	Zm00008a007294,Zm00008a007291
Cluster_1190	Zm00008a007331,Zm00008a007330
Cluster_1192	Zm00008a007351,Zm00008a007353
Cluster_1193	Zm00008a006110,Zm00008a006109
Cluster_1195	Zm00008a007365,Zm00008a007368
Cluster_1201	Zm00008a007420,Zm00008a007421
Cluster_1203	Zm00008a007429,Zm00008a007428
Cluster_1204	Zm00008a007460,Zm00008a007463
Cluster_1206	Zm00008a006134,Zm00008a006135
Cluster_1207	Zm00008a007491,Zm00008a007492
Cluster_1209	Zm00008a007515,Zm00008a007516
Cluster_1210	Zm00008a007524,Zm00008a007526
Cluster_1212	Zm00008a006150,Zm00008a006151
Cluster_1214	Zm00008a007541,Zm00008a007551
Cluster_1215	Zm00008a007545,Zm00008a007535
Cluster_1216	Zm00008a007555,Zm00008a007554
Cluster_1217	Zm00008a006165,Zm00008a006161
Cluster_1218	Zm00008a007564,Zm00008a007565
Cluster_1219	Zm00008a007569,Zm00008a007570
Cluster_1220	Zm00008a006173,Zm00008a006174
Cluster_1221	Zm00008a006177,Zm00008a006178
Cluster_1222	Zm00008a007588,Zm00008a007587
Cluster_1223	Zm00008a007591,Zm00008a007590
Cluster_1224	Zm00008a007593,Zm00008a007595
Cluster_1225	Zm00008a006183,Zm00008a006184
Cluster_1226	Zm00008a006186,Zm00008a006185
Cluster_1229	Zm00008a007612,Zm00008a007613
Cluster_1230	Zm00008a007616,Zm00008a007617
Cluster_1234	Zm00008a007638,Zm00008a007637
Cluster_1236	Zm00008a007654,Zm00008a007655
Cluster_1239	Zm00008a006231,Zm00008a006230
Cluster_1240	Zm00008a007672,Zm00008a007675
Cluster_1241	Zm00008a007680,Zm00008a007681
Cluster_1244	Zm00008a007697,Zm00008a007698
Cluster_1245	Zm00008a006238,Zm00008a006240
Cluster_1248	Zm00008a007722,Zm00008a007723
Cluster_1249	Zm00008a007726,Zm00008a007727
Cluster_1250	Zm00008a007735,Zm00008a007736
Cluster_1252	Zm00008a007752,Zm00008a007751
Cluster_1253	Zm00008a007771,Zm00008a007770
Cluster_1259	Zm00008a006309,Zm00008a006310
Cluster_1260	Zm00008a007819,Zm00008a007820
Cluster_1261	Zm00008a007823,Zm00008a007824
Cluster_1262	Zm00008a012064,Zm00008a012065
Cluster_1265	Zm00008a012079,Zm00008a012080
Cluster_1266	Zm00008a012093,Zm00008a012094
Cluster_1267	Zm00008a012096,Zm00008a012097
Cluster_1269	Zm00008a012106,Zm00008a012107
Cluster_1270	Zm00008a012130,Zm00008a012131
Cluster_1273	Zm00008a012151,Zm00008a012152
Cluster_1274	Zm00008a012157,Zm00008a012158
Cluster_1276	Zm00008a012186,Zm00008a012187
Cluster_1277	Zm00008a012195,Zm00008a012196
Cluster_1278	Zm00008a012210,Zm00008a012211
Cluster_1285	Zm00008a012238,Zm00008a012239
Cluster_1286	Zm00008a012247,Zm00008a012246
Cluster_1288	Zm00008a012267,Zm00008a012268
Cluster_1289	Zm00008a012277,Zm00008a012276
Cluster_1291	Zm00008a012283,Zm00008a012284
Cluster_1292	Zm00008a010989,Zm00008a010990
Cluster_1293	Zm00008a012301,Zm00008a012302
Cluster_1294	Zm00008a012304,Zm00008a012303
Cluster_1295	Zm00008a012305,Zm00008a012306
Cluster_1297	Zm00008a012313,Zm00008a012314
Cluster_1298	Zm00008a012317,Zm00008a012324
Cluster_1300	Zm00008a012365,Zm00008a012366
Cluster_1302	Zm00008a012400,Zm00008a012401
Cluster_1305	Zm00008a010999,Zm00008a011000
Cluster_1306	Zm00008a012428,Zm00008a012427
Cluster_1307	Zm00008a012431,Zm00008a012432
Cluster_1310	Zm00008a012458,Zm00008a012457
Cluster_1311	Zm00008a011007,Zm00008a011008
Cluster_1312	Zm00008a012469,Zm00008a012468
Cluster_1313	Zm00008a012470,Zm00008a012471
Cluster_1315	Zm00008a012506,Zm00008a012507
Cluster_1316	Zm00008a012508,Zm00008a012509
Cluster_1317	Zm00008a012515,Zm00008a012514
Cluster_1318	Zm00008a012523,Zm00008a012524
Cluster_1321	Zm00008a012541,Zm00008a012540
Cluster_1322	Zm00008a012553,Zm00008a012554
Cluster_1324	Zm00008a012561,Zm00008a012562
Cluster_1326	Zm00008a012569,Zm00008a012568
Cluster_1327	Zm00008a012572,Zm00008a012571
Cluster_1328	Zm00008a012576,Zm00008a012577
Cluster_1330	Zm00008a012592,Zm00008a012591
Cluster_1331	Zm00008a012597,Zm00008a012598
Cluster_1332	Zm00008a012603,Zm00008a012600
Cluster_1333	Zm00008a012618,Zm00008a012617
Cluster_1335	Zm00008a012638,Zm00008a012639
Cluster_1336	Zm00008a012642,Zm00008a012643
Cluster_1338	Zm00008a011033,Zm00008a011034
Cluster_1339	Zm00008a012664,Zm00008a012665
Cluster_1340	Zm00008a012680,Zm00008a012666
Cluster_1342	Zm00008a011043,Zm00008a011044
Cluster_1343	Zm00008a012718,Zm00008a012719
Cluster_1345	Zm00008a012727,Zm00008a012728
Cluster_1347	Zm00008a012736,Zm00008a012735
Cluster_1348	Zm00008a012738,Zm00008a012739
Cluster_1350	Zm00008a012754,Zm00008a012757
Cluster_1351	Zm00008a012765,Zm00008a012767
Cluster_1353	Zm00008a012778,Zm00008a012779
Cluster_1356	Zm00008a012799,Zm00008a012798
Cluster_1359	Zm00008a012832,Zm00008a012833
Cluster_1360	Zm00008a012834,Zm00008a012835
Cluster_1361	Zm00008a012836,Zm00008a012837
Cluster_1362	Zm00008a012860,Zm00008a012859
Cluster_1367	Zm00008a012898,Zm00008a012899
Cluster_1369	Zm00008a012907,Zm00008a012908
Cluster_1370	Zm00008a012910,Zm00008a012911
Cluster_1371	Zm00008a012916,Zm00008a012917
Cluster_1372	Zm00008a012936,Zm00008a012937
Cluster_1374	Zm00008a012956,Zm00008a012964
Cluster_1375	Zm00008a012972,Zm00008a012973
Cluster_1376	Zm00008a012981,Zm00008a012980
Cluster_1377	Zm00008a012984,Zm00008a012983
Cluster_1378	Zm00008a012987,Zm00008a012988
Cluster_1380	Zm00008a013021,Zm00008a013020
Cluster_1382	Zm00008a013062,Zm00008a013061
Cluster_1383	Zm00008a011091,Zm00008a011092
Cluster_1384	Zm00008a013066,Zm00008a013067
Cluster_1385	Zm00008a013071,Zm00008a013070
Cluster_1388	Zm00008a011097,Zm00008a011096
Cluster_1389	Zm00008a013118,Zm00008a013119
Cluster_1390	Zm00008a013142,Zm00008a013141
Cluster_1391	Zm00008a013156,Zm00008a013155
Cluster_1392	Zm00008a013166,Zm00008a013165
Cluster_1393	Zm00008a013183,Zm00008a013182
Cluster_1395	Zm00008a013197,Zm00008a013198
Cluster_1396	Zm00008a013211,Zm00008a013212
Cluster_1397	Zm00008a013227,Zm00008a013228
Cluster_1398	Zm00008a013235,Zm00008a013234
Cluster_1399	Zm00008a013240,Zm00008a013239
Cluster_1400	Zm00008a013241,Zm00008a013244
Cluster_1401	Zm00008a013242,Zm00008a013243
Cluster_1402	Zm00008a013246,Zm00008a013245
Cluster_1403	Zm00008a013247,Zm00008a013248
Cluster_1405	Zm00008a013274,Zm00008a013275
Cluster_1406	Zm00008a013276,Zm00008a013277
Cluster_1407	Zm00008a013278,Zm00008a013279
Cluster_1408	Zm00008a011115,Zm00008a011116
Cluster_1410	Zm00008a013296,Zm00008a013295
Cluster_1411	Zm00008a011124,Zm00008a011125
Cluster_1412	Zm00008a013304,Zm00008a013305
Cluster_1413	Zm00008a013309,Zm00008a013308
Cluster_1414	Zm00008a013313,Zm00008a013314
Cluster_1415	Zm00008a013330,Zm00008a013329
Cluster_1417	Zm00008a013362,Zm00008a013363
Cluster_1418	Zm00008a013365,Zm00008a013366
Cluster_1419	Zm00008a013367,Zm00008a013368
Cluster_1420	Zm00008a013373,Zm00008a013374
Cluster_1421	Zm00008a013376,Zm00008a013375
Cluster_1422	Zm00008a013380,Zm00008a013381
Cluster_1424	Zm00008a013418,Zm00008a013414
Cluster_1426	Zm00008a013429,Zm00008a013430
Cluster_1429	Zm00008a013480,Zm00008a013473
Cluster_1431	Zm00008a013487,Zm00008a013488
Cluster_1432	Zm00008a013489,Zm00008a013500
Cluster_1433	Zm00008a011137,Zm00008a011136
Cluster_1434	Zm00008a013502,Zm00008a013503
Cluster_1436	Zm00008a013515,Zm00008a013514
Cluster_1437	Zm00008a013517,Zm00008a013530
Cluster_1438	Zm00008a013525,Zm00008a013523
Cluster_1439	Zm00008a013527,Zm00008a013528
Cluster_1442	Zm00008a011139,Zm00008a011140
Cluster_1443	Zm00008a013568,Zm00008a013567
Cluster_1445	Zm00008a013607,Zm00008a013605
Cluster_1449	Zm00008a010633,Zm00008a010632
Cluster_1452	Zm00008a013669,Zm00008a013670
Cluster_1454	Zm00008a013681,Zm00008a013668
Cluster_1455	Zm00008a011151,Zm00008a011150
Cluster_1458	Zm00008a013751,Zm00008a013750
Cluster_1459	Zm00008a013755,Zm00008a013754
Cluster_1460	Zm00008a013758,Zm00008a013759
Cluster_1461	Zm00008a013787,Zm00008a013786
Cluster_1462	Zm00008a013800,Zm00008a013801
Cluster_1463	Zm00008a013811,Zm00008a013812
Cluster_1464	Zm00008a013816,Zm00008a013817
Cluster_1470	Zm00008a013858,Zm00008a013859
Cluster_1471	Zm00008a013872,Zm00008a013873
Cluster_1472	Zm00008a013875,Zm00008a013888
Cluster_1475	Zm00008a013886,Zm00008a013887
Cluster_1476	Zm00008a013891,Zm00008a013892
Cluster_1477	Zm00008a013895,Zm00008a013896
Cluster_1478	Zm00008a013930,Zm00008a013931
Cluster_1479	Zm00008a013937,Zm00008a013936
Cluster_1480	Zm00008a013941,Zm00008a013942
Cluster_1482	Zm00008a013965,Zm00008a013966
Cluster_1484	Zm00008a013972,Zm00008a013971
Cluster_1485	Zm00008a013973,Zm00008a013974
Cluster_1486	Zm00008a013976,Zm00008a013983
Cluster_1488	Zm00008a013985,Zm00008a013984
Cluster_1491	Zm00008a014000,Zm00008a014001
Cluster_1492	Zm00008a014003,Zm00008a014004
Cluster_1493	Zm00008a011173,Zm00008a011178
Cluster_1494	Zm00008a010647,Zm00008a010641
Cluster_1497	Zm00008a014044,Zm00008a014045
Cluster_1499	Zm00008a014064,Zm00008a014067
Cluster_1500	Zm00008a014072,Zm00008a014070
Cluster_1501	Zm00008a014093,Zm00008a014092
Cluster_1502	Zm00008a014095,Zm00008a014094
Cluster_1504	Zm00008a014109,Zm00008a014110
Cluster_1505	Zm00008a014123,Zm00008a014124
Cluster_1506	Zm00008a014145,Zm00008a014146
Cluster_1507	Zm00008a014158,Zm00008a014157
Cluster_1509	Zm00008a014172,Zm00008a014171
Cluster_1511	Zm00008a014192,Zm00008a014191
Cluster_1512	Zm00008a014194,Zm00008a014203
Cluster_1513	Zm00008a014200,Zm00008a014199
Cluster_1514	Zm00008a014214,Zm00008a014213
Cluster_1516	Zm00008a011192,Zm00008a011191
Cluster_1517	Zm00008a014261,Zm00008a014260
Cluster_1518	Zm00008a014270,Zm00008a014269
Cluster_1523	Zm00008a014295,Zm00008a014296
Cluster_1526	Zm00008a011202,Zm00008a011203
Cluster_1528	Zm00008a014356,Zm00008a014355
Cluster_1530	Zm00008a011205,Zm00008a011206
Cluster_1531	Zm00008a014377,Zm00008a014376
Cluster_1532	Zm00008a014378,Zm00008a014386
Cluster_1533	Zm00008a014381,Zm00008a014380
Cluster_1534	Zm00008a014382,Zm00008a014383
Cluster_1535	Zm00008a014393,Zm00008a014392
Cluster_1536	Zm00008a014398,Zm00008a014397
Cluster_1537	Zm00008a014406,Zm00008a014405
Cluster_1539	Zm00008a011209,Zm00008a011210
Cluster_1540	Zm00008a014438,Zm00008a014439
Cluster_1543	Zm00008a014473,Zm00008a014472
Cluster_1545	Zm00008a014481,Zm00008a014480
Cluster_1546	Zm00008a014487,Zm00008a014488
Cluster_1547	Zm00008a014493,Zm00008a014494
Cluster_1548	Zm00008a014505,Zm00008a014504
Cluster_1552	Zm00008a010655,Zm00008a010656
Cluster_1555	Zm00008a014546,Zm00008a014544
Cluster_1556	Zm00008a014552,Zm00008a014553
Cluster_1557	Zm00008a014561,Zm00008a014558
Cluster_1558	Zm00008a014562,Zm00008a014563
Cluster_1560	Zm00008a011221,Zm00008a011220
Cluster_1561	Zm00008a014592,Zm00008a014591
Cluster_1562	Zm00008a014600,Zm00008a014597
Cluster_1563	Zm00008a014608,Zm00008a014607
Cluster_1566	Zm00008a014641,Zm00008a014640
Cluster_1567	Zm00008a014655,Zm00008a014654
Cluster_1568	Zm00008a014657,Zm00008a014656
Cluster_1570	Zm00008a014678,Zm00008a014677
Cluster_1572	Zm00008a014697,Zm00008a014698
Cluster_1573	Zm00008a014711,Zm00008a014713
Cluster_1574	Zm00008a010657,Zm00008a010658
Cluster_1578	Zm00008a014730,Zm00008a014732
Cluster_1579	Zm00008a014754,Zm00008a014753
Cluster_1581	Zm00008a014803,Zm00008a014804
Cluster_1582	Zm00008a014827,Zm00008a014826
Cluster_1583	Zm00008a014836,Zm00008a014837
Cluster_1586	Zm00008a010668,Zm00008a010667
Cluster_1588	Zm00008a010670,Zm00008a010671
Cluster_1589	Zm00008a011280,Zm00008a011281
Cluster_1590	Zm00008a011286,Zm00008a011287
Cluster_1591	Zm00008a011289,Zm00008a011288
Cluster_1592	Zm00008a011296,Zm00008a011308
Cluster_1593	Zm00008a011320,Zm00008a011319
Cluster_1594	Zm00008a011321,Zm00008a011318
Cluster_1595	Zm00008a011335,Zm00008a011336
Cluster_1597	Zm00008a010684,Zm00008a010685
Cluster_1598	Zm00008a011353,Zm00008a011352
Cluster_1599	Zm00008a010686,Zm00008a010687
Cluster_1604	Zm00008a010700,Zm00008a010699
Cluster_1605	Zm00008a011447,Zm00008a011446
Cluster_1608	Zm00008a011476,Zm00008a011477
Cluster_1609	Zm00008a011484,Zm00008a011483
Cluster_1612	Zm00008a011508,Zm00008a011507
Cluster_1614	Zm00008a011514,Zm00008a011515
Cluster_1615	Zm00008a011518,Zm00008a011520
Cluster_1617	Zm00008a010733,Zm00008a010734
Cluster_1619	Zm00008a011535,Zm00008a011533
Cluster_1621	Zm00008a011549,Zm00008a011550
Cluster_1623	Zm00008a010746,Zm00008a010745
Cluster_1624	Zm00008a010751,Zm00008a010752
Cluster_1625	Zm00008a011593,Zm00008a011592
Cluster_1628	Zm00008a011606,Zm00008a011605
Cluster_1629	Zm00008a010769,Zm00008a010771
Cluster_1630	Zm00008a011614,Zm00008a011613
Cluster_1632	Zm00008a010773,Zm00008a010774
Cluster_1633	Zm00008a011654,Zm00008a011653
Cluster_1635	Zm00008a011660,Zm00008a011659
Cluster_1636	Zm00008a011670,Zm00008a011669
Cluster_1638	Zm00008a011683,Zm00008a011684
Cluster_1640	Zm00008a010592,Zm00008a010593
Cluster_1641	Zm00008a011699,Zm00008a011697
Cluster_1644	Zm00008a011717,Zm00008a011718
Cluster_1645	Zm00008a011721,Zm00008a011722
Cluster_1646	Zm00008a011726,Zm00008a011729
Cluster_1649	Zm00008a011745,Zm00008a011746
Cluster_1650	Zm00008a011749,Zm00008a011750
Cluster_1652	Zm00008a011758,Zm00008a011756
Cluster_1653	Zm00008a011761,Zm00008a011765
Cluster_1655	Zm00008a011783,Zm00008a011784
Cluster_1656	Zm00008a011786,Zm00008a011787
Cluster_1660	Zm00008a011832,Zm00008a011831
Cluster_1661	Zm00008a011843,Zm00008a011844
Cluster_1662	Zm00008a011847,Zm00008a011849
Cluster_1663	Zm00008a011851,Zm00008a011852
Cluster_1666	Zm00008a011872,Zm00008a011873
Cluster_1667	Zm00008a010853,Zm00008a010854
Cluster_1668	Zm00008a011894,Zm00008a011895
Cluster_1669	Zm00008a010857,Zm00008a010856
Cluster_1671	Zm00008a010862,Zm00008a010861
Cluster_1672	Zm00008a010865,Zm00008a010864
Cluster_1674	Zm00008a011914,Zm00008a011915
Cluster_1676	Zm00008a011944,Zm00008a011943
Cluster_1679	Zm00008a010897,Zm00008a010896
Cluster_1682	Zm00008a010900,Zm00008a010899
Cluster_1683	Zm00008a011980,Zm00008a011979
Cluster_1684	Zm00008a011982,Zm00008a011983
Cluster_1686	Zm00008a010905,Zm00008a010906
Cluster_1687	Zm00008a010908,Zm00008a010907
Cluster_1688	Zm00008a011996,Zm00008a011993
Cluster_1694	Zm00008a012044,Zm00008a012043
Cluster_1696	Zm00008a016368,Zm00008a016367
Cluster_1697	Zm00008a015120,Zm00008a015121
Cluster_1700	Zm00008a016383,Zm00008a016384
Cluster_1702	Zm00008a016398,Zm00008a016397
Cluster_1703	Zm00008a016402,Zm00008a016403
Cluster_1706	Zm00008a015142,Zm00008a015143
Cluster_1707	Zm00008a016414,Zm00008a016393
Cluster_1708	Zm00008a015146,Zm00008a015145
Cluster_1709	Zm00008a015148,Zm00008a015147
Cluster_1712	Zm00008a015152,Zm00008a015153
Cluster_1714	Zm00008a016448,Zm00008a016449
Cluster_1715	Zm00008a014863,Zm00008a014864
Cluster_1716	Zm00008a016465,Zm00008a016464
Cluster_1718	Zm00008a016484,Zm00008a016483
Cluster_1719	Zm00008a016486,Zm00008a016487
Cluster_1721	Zm00008a016501,Zm00008a016500
Cluster_1723	Zm00008a016516,Zm00008a016515
Cluster_1727	Zm00008a016544,Zm00008a016543
Cluster_1730	Zm00008a015184,Zm00008a015185
Cluster_1731	Zm00008a015188,Zm00008a015193
Cluster_1732	Zm00008a016617,Zm00008a016618
Cluster_1733	Zm00008a016625,Zm00008a016624
Cluster_1734	Zm00008a016634,Zm00008a016635
Cluster_1735	Zm00008a016647,Zm00008a016659
Cluster_1738	Zm00008a016677,Zm00008a016678
Cluster_1739	Zm00008a016683,Zm00008a016682
Cluster_1742	Zm00008a015201,Zm00008a015200
Cluster_1746	Zm00008a016762,Zm00008a016765
Cluster_1747	Zm00008a016763,Zm00008a016766
Cluster_1750	Zm00008a016791,Zm00008a016789
Cluster_1751	Zm00008a016799,Zm00008a016800
Cluster_1753	Zm00008a016817,Zm00008a016816
Cluster_1754	Zm00008a016826,Zm00008a016825
Cluster_1755	Zm00008a016830,Zm00008a016829
Cluster_1758	Zm00008a016859,Zm00008a016854
Cluster_1759	Zm00008a016893,Zm00008a016894
Cluster_1762	Zm00008a016954,Zm00008a016961
Cluster_1764	Zm00008a016963,Zm00008a016964
Cluster_1765	Zm00008a016970,Zm00008a016971
Cluster_1766	Zm00008a016980,Zm00008a016979
Cluster_1767	Zm00008a016989,Zm00008a016988
Cluster_1768	Zm00008a016990,Zm00008a016991
Cluster_1770	Zm00008a017022,Zm00008a017023
Cluster_1771	Zm00008a017029,Zm00008a017016
Cluster_1772	Zm00008a017037,Zm00008a017038
Cluster_1773	Zm00008a017040,Zm00008a017041
Cluster_1774	Zm00008a017052,Zm00008a017053
Cluster_1775	Zm00008a015243,Zm00008a015244
Cluster_1777	Zm00008a017082,Zm00008a017083
Cluster_1778	Zm00008a017093,Zm00008a017094
Cluster_1779	Zm00008a017095,Zm00008a017096
Cluster_1780	Zm00008a017103,Zm00008a017102
Cluster_1781	Zm00008a017113,Zm00008a017107
Cluster_1783	Zm00008a017139,Zm00008a017140
Cluster_1784	Zm00008a017155,Zm00008a017156
Cluster_1786	Zm00008a017169,Zm00008a017170
Cluster_1788	Zm00008a017197,Zm00008a017198
Cluster_1790	Zm00008a017213,Zm00008a017214
Cluster_1791	Zm00008a017239,Zm00008a017240
Cluster_1792	Zm00008a017262,Zm00008a017263
Cluster_1793	Zm00008a014840,Zm00008a014841
Cluster_1794	Zm00008a017286,Zm00008a017287
Cluster_1796	Zm00008a017303,Zm00008a017304
Cluster_1797	Zm00008a017319,Zm00008a017320
Cluster_1798	Zm00008a017329,Zm00008a017330
Cluster_1799	Zm00008a017333,Zm00008a017340
Cluster_1800	Zm00008a017341,Zm00008a017331
Cluster_1801	Zm00008a017379,Zm00008a017380
Cluster_1803	Zm00008a017395,Zm00008a017394
Cluster_1804	Zm00008a017406,Zm00008a017407
Cluster_1805	Zm00008a017426,Zm00008a017427
Cluster_1806	Zm00008a017436,Zm00008a017437
Cluster_1807	Zm00008a017439,Zm00008a017440
Cluster_1808	Zm00008a015277,Zm00008a015278
Cluster_1809	Zm00008a017458,Zm00008a017459
Cluster_1810	Zm00008a017461,Zm00008a017451
Cluster_1814	Zm00008a017513,Zm00008a017514
Cluster_1815	Zm00008a017518,Zm00008a017517
Cluster_1816	Zm00008a017519,Zm00008a017520
Cluster_1818	Zm00008a017527,Zm00008a017541
Cluster_1820	Zm00008a017545,Zm00008a017546
Cluster_1821	Zm00008a015289,Zm00008a015288
Cluster_1822	Zm00008a017567,Zm00008a017566
Cluster_1823	Zm00008a017573,Zm00008a017574
Cluster_1825	Zm00008a017600,Zm00008a017602
Cluster_1826	Zm00008a017625,Zm00008a017626
Cluster_1827	Zm00008a017638,Zm00008a017639
Cluster_1828	Zm00008a017642,Zm00008a017636
Cluster_1829	Zm00008a017653,Zm00008a017654
Cluster_1831	Zm00008a017673,Zm00008a017658
Cluster_1832	Zm00008a017674,Zm00008a017675
Cluster_1835	Zm00008a017686,Zm00008a017687
Cluster_1837	Zm00008a017713,Zm00008a017714
Cluster_1839	Zm00008a017737,Zm00008a017738
Cluster_1840	Zm00008a017742,Zm00008a017741
Cluster_1841	Zm00008a017749,Zm00008a017748
Cluster_1842	Zm00008a017771,Zm00008a017770
Cluster_1843	Zm00008a017790,Zm00008a017791
Cluster_1847	Zm00008a017814,Zm00008a017813
