GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00001d009138,Zm00001d009140	1920,3772	2,2	NA	NA	2,2	NA	1920,3772	NA
Zm00001d009447,Zm00001d009448	6043,12993	12,12	NA	NA	12,12	NA	6043,12993	NA
Zm00001d009461,Zm00001d009462	1312,1312	3,3	NA	NA	3,3	NA	1312,1312	NA
Zm00001d009489,Zm00001d009490	308,383	1,1	NA	NA	1,1	NA	308,383	NA
Zm00001d009566,Zm00001d009567	776,848	1,1	NA	NA	1,1	NA	776,848	NA
Zm00001d009600,Zm00001d009603,Zm00001d009605	10619,4773,7431	17,17,17	Zm00001d009603,Zm00001d009605	17,17	17	4773,7431	10619	RLC17648B73v400001,DHH00001B73v405463
Zm00001d009650,Zm00001d009652,Zm00001d009653,Zm00001d009657	974,2443,2269,33710	3,5,5,7	NA	NA	3,5,5,7	NA	974,2443,2269,33710	NA
Zm00001d009705,Zm00001d009706	2281,1559	2,1	NA	NA	2,1	NA	2281,1559	NA
Zm00001d009727,Zm00001d009728	3122,1362	8,6	NA	NA	8,6	NA	3122,1362	NA
Zm00001d009732,Zm00001d009734	1571,1558	4,3	NA	NA	4,3	NA	1571,1558	NA
Zm00001d009733,Zm00001d009735	9928,5188	2,7	NA	NA	2,7	NA	9928,5188	NA
Zm00001d009868,Zm00001d009870	3074,3122	2,2	NA	NA	2,2	NA	3074,3122	NA
Zm00001d009894,Zm00001d009895	608,602	1,1	NA	NA	1,1	NA	608,602	NA
Zm00001d009923,Zm00001d009924	284,281	1,1	NA	NA	1,1	NA	284,281	NA
Zm00001d009948,Zm00001d009950	6201,7993	10,11	Zm00001d009948	10	11	6201	7993	DHH00001B73v405509
Zm00001d010034,Zm00001d010036	20332,15731	7,7	NA	NA	7,7	NA	20332,15731	NA
Zm00001d010093,Zm00001d010094,Zm00001d010102,Zm00001d010105	1488,7261,1207,1207	3,4,2,2	Zm00001d010094	4	3,2,2	7261	1488,1207,1207	RLX19184B73v400001
Zm00001d010098,Zm00001d010099,Zm00001d010103,Zm00001d010104	11562,2480,13889,2725	7,6,9,6	Zm00001d010098,Zm00001d010103	7,9	6,6	11562,13889	2480,2725	RLC00392B73v400009,RLC00392B73v400008,RLG21154B73v400001,RLC00392B73v400007,RLG19182B73v400001,RLX19183B73v400001
Zm00001d010152,Zm00001d010162	7297,4374	4,4	NA	NA	4,4	NA	7297,4374	NA
Zm00001d010232,Zm00001d010233	3032,2864	7,6	NA	NA	7,6	NA	3032,2864	NA
Zm00001d010251,Zm00001d010255	8934,8890	13,13	Zm00001d010251,Zm00001d010255	13,13	NA	8934,8890	NA	DHH00892B73v400001,DHH00002B73v404961
Zm00001d010296,Zm00001d010297,Zm00001d010299,Zm00001d010302	1121,1121,1121,1121	1,1,1,1	NA	NA	1,1,1,1	NA	1121,1121,1121,1121	NA
Zm00001d010343,Zm00001d010345,Zm00001d010348	5056,1905,1866	5,2,2	Zm00001d010343	5	2,2	5056	1905,1866	RLX06154B73v400001,RLX17524B73v400001
Zm00001d010344,Zm00001d010347,Zm00001d010356	1427,964,1433	1,2,1	NA	NA	1,2,1	NA	1427,964,1433	NA
Zm00001d010397,Zm00001d010398	1984,1874	4,5	NA	NA	4,5	NA	1984,1874	NA
Zm00001d010442,Zm00001d010448	9659,6564	4,19	Zm00001d010448	19	4	6564	9659	DHH00001B73v405568
Zm00001d010450,Zm00001d010451	3397,2218	3,5	NA	NA	3,5	NA	3397,2218	NA
Zm00001d010592,Zm00001d010593	826,348	2,2	NA	NA	2,2	NA	826,348	NA
Zm00001d010649,Zm00001d010650	428,341	1,1	NA	NA	1,1	NA	428,341	NA
Zm00001d010673,Zm00001d010675	1777,2330	2,2	NA	NA	2,2	NA	1777,2330	NA
Zm00001d010689,Zm00001d010690	1442,1442	1,1	NA	NA	1,1	NA	1442,1442	NA
Zm00001d010732,Zm00001d010733	2203,2818	8,7	NA	NA	8,7	NA	2203,2818	NA
Zm00001d010749,Zm00001d010751	851,941	1,1	NA	NA	1,1	NA	851,941	NA
Zm00001d010762,Zm00001d010771,Zm00001d010774	392,368,392	1,1,1	NA	NA	1,1,1	NA	392,368,392	NA
Zm00001d010764,Zm00001d010770,Zm00001d010773,Zm00001d010779,Zm00001d010782	3804,2542,4235,864,4564	5,7,9,4,10	Zm00001d010773	9	5,7,4,10	4235	3804,2542,864,4564	RLX17492B73v400001
Zm00001d010768,Zm00001d010772,Zm00001d010780	2505,3422,4309	7,8,9	Zm00001d010780	9	7,8	4309	2505,3422	DHH00002B73v406949,RLX06070B73v400001,DHH00002B73v410074,DHH00002B73v410072,DHH00002B73v401578,DHH00002B73v410070,DHH00002B73v410071,RLX17868B73v400001,RLX17492B73v400001,RLX19136B73v400001
Zm00001d010775,Zm00001d010776	248,502	1,2	NA	NA	1,2	NA	248,502	NA
Zm00001d010870,Zm00001d010871	2369,1280	4,3	NA	NA	4,3	NA	2369,1280	NA
Zm00001d010875,Zm00001d010876	882,903	3,3	NA	NA	3,3	NA	882,903	NA
Zm00001d010924,Zm00001d010925,Zm00001d010926	1600,1031,9275	2,2,2	Zm00001d010926	2	2,2	9275	1600,1031	RLG06040B73v400001,DTH00502B73v400001,RLG15212B73v400001
Zm00001d011004,Zm00001d011005	3409,3953	7,7	NA	NA	7,7	NA	3409,3953	NA
Zm00001d011014,Zm00001d011017,Zm00001d011026,Zm00001d011028	4007,1730,2333,827	5,2,3,1	NA	NA	5,2,3,1	NA	4007,1730,2333,827	NA
Zm00001d011034,Zm00001d011035	3133,2337	7,6	NA	NA	7,6	NA	3133,2337	NA
Zm00001d011072,Zm00001d011073	335,959	1,2	NA	NA	1,2	NA	335,959	NA
Zm00001d011079,Zm00001d011080	221,221	1,1	NA	NA	1,1	NA	221,221	NA
Zm00001d011086,Zm00001d011087	2730,3045	5,6	NA	NA	5,6	NA	2730,3045	NA
Zm00001d011260,Zm00001d011262	2456,209	2,1	NA	NA	2,1	NA	2456,209	NA
Zm00001d011291,Zm00001d011292	395,317	1,1	NA	NA	1,1	NA	395,317	NA
Zm00001d011315,Zm00001d011319	7486,7213	22,20	NA	NA	22,20	NA	7486,7213	NA
Zm00001d011326,Zm00001d011327	1296,1262	2,2	NA	NA	2,2	NA	1296,1262	NA
Zm00001d011340,Zm00001d011342,Zm00001d011345	351,348,290	1,1,1	NA	NA	1,1,1	NA	351,348,290	NA
Zm00001d011348,Zm00001d011349	1810,3906	2,2	NA	NA	2,2	NA	1810,3906	NA
Zm00001d011367,Zm00001d011368	1974,1973	4,4	NA	NA	4,4	NA	1974,1973	NA
Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	7311,7097,2330,2141,2340	4,6,5,4,5	Zm00001d011418	6	4,5,4,5	7097	7311,2330,2141,2340	DHH00004B73v401819
Zm00001d011428,Zm00001d011429	3714,3451	6,7	NA	NA	6,7	NA	3714,3451	NA
Zm00001d011550,Zm00001d011551	44455,2432	4,1	Zm00001d011550	4	1	44455	2432	RLX20964B73v400001,RLC00101B73v400022
Zm00001d011582,Zm00001d011583,Zm00001d011584	860,863,947	1,1,1	NA	NA	1,1,1	NA	860,863,947	NA
Zm00001d011589,Zm00001d011590	1070,938	1,1	NA	NA	1,1	NA	1070,938	NA
Zm00001d011625,Zm00001d011626,Zm00001d011627,Zm00001d011628,Zm00001d011629	5189,941,3220,8380,10760	5,1,2,4,3	Zm00001d011629	3	5,1,2,4	10760	5189,941,3220,8380	RLX18135B73v400001
Zm00001d011641,Zm00001d011643	3379,4047	3,2	NA	NA	3,2	NA	3379,4047	NA
Zm00001d011654,Zm00001d011655,Zm00001d011656	1370,1439,1418	1,1,1	NA	NA	1,1,1	NA	1370,1439,1418	NA
Zm00001d011723,Zm00001d011729	2945,20662	9,9	Zm00001d011729	9	9	20662	2945	RLC00032B73v400254
Zm00001d011736,Zm00001d011737	1544,1559	1,1	NA	NA	1,1	NA	1544,1559	NA
Zm00001d011751,Zm00001d011752	425,272	1,1	NA	NA	1,1	NA	425,272	NA
Zm00001d011921,Zm00001d011922	374,374	1,1	NA	NA	1,1	NA	374,374	NA
Zm00001d011924,Zm00001d011925,Zm00001d011926	1065,614,814	2,1,2	NA	NA	2,1,2	NA	1065,614,814	NA
Zm00001d011959,Zm00001d011964	3864,3448	5,3	NA	NA	5,3	NA	3864,3448	NA
Zm00001d012021,Zm00001d012022	1520,1603	3,2	NA	NA	3,2	NA	1520,1603	NA
Zm00001d012080,Zm00001d012081	308,302	1,1	NA	NA	1,1	NA	308,302	NA
Zm00001d012092,Zm00001d012095	3371,1865	8,5	NA	NA	8,5	NA	3371,1865	NA
Zm00001d012122,Zm00001d012124	2962,10011	6,7	Zm00001d012124	7	6	10011	2962	RLX20920B73v400001,RLC00032B73v400256,RLC00032B73v400046
Zm00001d012147,Zm00001d012152	1382,1361	1,1	NA	NA	1,1	NA	1382,1361	NA
Zm00001d012184,Zm00001d012185,Zm00001d012186,Zm00001d012187,Zm00001d012188	632,638,497,623,632	1,1,1,1,1	NA	NA	1,1,1,1,1	NA	632,638,497,623,632	NA
Zm00001d012229,Zm00001d012231	6126,2123	6,6	NA	NA	6,6	NA	6126,2123	NA
Zm00001d012249,Zm00001d012252	1037,1037	1,1	NA	NA	1,1	NA	1037,1037	NA
Zm00001d012301,Zm00001d012306	3188,2289	5,4	NA	NA	5,4	NA	3188,2289	NA
Zm00001d012362,Zm00001d012367	3741,1103	8,2	NA	NA	8,2	NA	3741,1103	NA
Zm00001d012363,Zm00001d012366,Zm00001d012368,Zm00001d012371,Zm00001d012373,Zm00001d012375,Zm00001d012377	2143,1037,1037,1037,9379,1004,1037	2,1,1,1,6,1,1	Zm00001d012373	6	2,1,1,1,1,1	9379	2143,1037,1037,1037,1004,1037	RLX20908B73v400001,RLC03495B73v400001,DHH00002B73v410233
Zm00001d012399,Zm00001d012400	5191,7758	8,10	Zm00001d012399,Zm00001d012400	8,10	NA	5191,7758	NA	RLC02403B73v400001
Zm00001d012427,Zm00001d012430	509,635	1,1	NA	NA	1,1	NA	509,635	NA
Zm00001d012532,Zm00001d012533	3307,2305	3,2	NA	NA	3,2	NA	3307,2305	NA
Zm00001d012573,Zm00001d012574	4533,5278	13,13	Zm00001d012573,Zm00001d012574	13,13	NA	4533,5278	NA	DHH00800B73v400001
Zm00001d012584,Zm00001d012585	497,725	1,1	NA	NA	1,1	NA	497,725	NA
Zm00001d012696,Zm00001d012697	1553,1913	1,2	NA	NA	1,2	NA	1553,1913	NA
Zm00001d012741,Zm00001d012742	758,413	2,1	NA	NA	2,1	NA	758,413	NA
Zm00001d012772,Zm00001d012773	1154,1133	3,3	NA	NA	3,3	NA	1154,1133	NA
Zm00001d012780,Zm00001d012782,Zm00001d012785,Zm00001d012788	1073,1424,1601,1433	1,1,1,1	NA	NA	1,1,1,1	NA	1073,1424,1601,1433	NA
Zm00001d012899,Zm00001d012900,Zm00001d012906	1037,10287,1027	2,2,2	NA	NA	2,2,2	NA	1037,10287,1027	NA
Zm00001d012907,Zm00001d012909	491,3447	1,3	NA	NA	1,3	NA	491,3447	NA
Zm00001d012943,Zm00001d012947	9798,5621	8,7	Zm00001d012943,Zm00001d012947	8,7	NA	9798,5621	NA	RLX09953B73v400001,RLX17256B73v400001,DHH00006B73v400044,RLC00179B73v400020
Zm00001d012946,Zm00001d012949	5204,5211	8,7	Zm00001d012946,Zm00001d012949	8,7	NA	5204,5211	NA	DHH00002B73v403234,DHH00002B73v406346,DHH00002B73v404703,RLX05818B73v400001,DHH00002B73v402202,DHH00002B73v401858,RLG00005B73v404188,RLX01112B73v400004,DHH00002B73v404417,DHH00002B73v404382,RLG00018B73v400585,RLC00179B73v400020,RLC00041B73v400213,DHH00002B73v407245,DHH00002B73v409872,DHH00002B73v409874,RLX17489B73v400001,RLG00021B73v400512,DHH00002B73v403976,DHH00002B73v402032,RLX01550B73v400003,RLX17256B73v400001,RLC00004B73v411998,RLG00001B73v416074,RLX09953B73v400001,RLX11820B73v400001,DHH00002B73v402218,RLG00001B73v415308,RLX12547B73v400001,DHH00002B73v407825,DHH00002B73v403574,DHH00002B73v407124,DHH00056B73v400004,DHH00002B73v408150,DHH00001B73v410485,RLC00002B73v415229,DHH00008B73v401102,RLC04362B73v400001,RLX21819B73v400001,RLG00001B73v415261,RLC16879B73v400001,DHH00002B73v409650,DHH00002B73v406230,DHH00004B73v402581,RLX09762B73v400001,DHH00002B73v407630,RLC00254B73v400012,DHH00002B73v409630,DHH00002B73v405640,DHH00002B73v402699,RLC00485B73v400001,DHH00005B73v400748,RLX17817B73v400001,RLG00438B73v400006,DHH00002B73v410193,RLG00003B73v412906,RLG00043B73v400129,DHH00002B73v405570,RLG00215B73v400013,RLG00001B73v416092,RLC00002B73v414873,DHH00002B73v405732,RLX05543B73v400001,RLX09981B73v400001,RLC00002B73v415244,RLC00002B73v415246,DHH00002B73v402735,RLX17512B73v400001,DHH00002B73v402324,DHH00003B73v404645,DHH00002B73v409833,DHH00002B73v405748,RLX08769B73v400001,DHH00002B73v402176,RLG00003B73v412808,DHH00002B73v400469,DHH00002B73v407272,RLC00256B73v400014,RLX15423B73v400001,DHH00002B73v401883,RLX15623B73v400001,DHH00003B73v400333,DHH00002B73v408034,RLC00002B73v415260,DHH00002B73v400709,RLX00088B73v400032,RLX15191B73v400001,DHH00002B73v404167,RLG00073B73v400031,DHH00002B73v406763,DHH00002B73v407077,DHH00002B73v406605,RLG17520B73v400001,RLG01471B73v400003,RLG00007B73v403255,DHH00002B73v408377,RLX18959B73v400001,DHH00002B73v406208,RLX19644B73v400001,RLG00005B73v404202,RLX20428B73v400001,DHH00002B73v405261,RLC00002B73v415339,DHH00002B73v403204,DHH00002B73v404644,DHH00002B73v407217,DHH00002B73v403522,RLG18925B73v400001,RLC04445B73v400002,RLC00041B73v400208,RLX21848B73v400001,RLC00004B73v412030,DHH00002B73v409571,DHH00347B73v400001,RLC00004B73v411986,RLX16298B73v400001
Zm00001d012967,Zm00001d012968	380,527	1,1	NA	NA	1,1	NA	380,527	NA
Zm00001d012980,Zm00001d012981,Zm00001d012982	9467,11903,2419	5,8,5	Zm00001d012980	5	8,5	9467	11903,2419	DHH00032B73v400037,DHH00002B73v408882,DHH00002B73v408098,RLX18861B73v400001,DHH00002B73v410076,RLC00203B73v400007,DHH00001B73v406596,RLC00046B73v400002,DHH00016B73v400049,DHH01243B73v400001,RLX05846B73v400001,RLC00046B73v400049,RLC00046B73v400048,DHH00005B73v401434,RLC00046B73v400045,RLC00046B73v400044,RLC00046B73v400047,RLC00046B73v400046,RLC00046B73v400041,RLC00046B73v400040,RLC00046B73v400043,RLC00046B73v400042,RLC04523B73v400002,RLC00046B73v400115,RLC00046B73v400119,RLC00046B73v400118,RLC00046B73v400117,RLC00046B73v400116,RLX01600B73v400001,RLC00046B73v400114,RLC00046B73v400113,RLX23827B73v400001,RLC00046B73v400111,RLX18728B73v400001,DHH00004B73v400776,DHH00002B73v402962,DHH00001B73v405828,RLC00002B73v415157,RLC00046B73v400132,RLG00003B73v410395,RLC00046B73v400088,RLX03496B73v400002,RLC00158B73v400022,RLX03496B73v400001,RLC00158B73v400024,RLX17851B73v400001,RLG00956B73v400003,DHH01559B73v400001,RLX23852B73v400001,RLX08857B73v400001,RLC00046B73v400162,RLG00221B73v400014,RLC00046B73v400160,DHH00002B73v408423,RLC00046B73v400164,RLC00046B73v400127,RLC00046B73v400070,RLC00046B73v400071,RLC00046B73v400072,RLC00046B73v400073,RLC00046B73v400074,RLC00046B73v400075,RLC00046B73v400076,RLC00046B73v400077,RLC00046B73v400078,RLC00046B73v400079,RLG00012B73v401002,DHH00008B73v401199,RLC00046B73v400011,RLX25006B73v400001,DHH00002B73v408949,RLC19117B73v400001,RLC00203B73v400004,RLX13336B73v400001,RLC00002B73v403890,DHH00005B73v400217,RLC00046B73v400170,RLC00046B73v400173,RLC00046B73v400067,RLC00046B73v400066,RLC00046B73v400065,RLC00046B73v400064,RLC00046B73v400063,RLC00046B73v400062,RLC00046B73v400061,RLX00852B73v400004,RLX18604B73v400001,RLC00046B73v400069,RLX06171B73v400001,DHH00002B73v405831,RLG00012B73v401028,DHH00008B73v401065,RLC00083B73v400021,RLX11793B73v400001,RLX24352B73v400001,RLC00046B73v400012,RLC00046B73v400013,RLC00046B73v400010,RLC00203B73v400012,RLC00046B73v400016,RLC00046B73v400017,RLC00046B73v400014,RLC00046B73v400015,RLC00046B73v400145,RLC00046B73v400018,RLC00046B73v400019,RLC00046B73v400140,RLC00046B73v400142,RLC00046B73v400143,DHH00008B73v401124,RLC00046B73v400098,RLC00046B73v400099,RLC00046B73v400092,RLC00046B73v400090,RLC00046B73v400091,RLC00046B73v400096,RLC00046B73v400097,RLC00046B73v400094,RLC00046B73v400095,DHH00018B73v400059,DHH00545B73v400001,RLC04494B73v400001,RLC00158B73v400019,RLC06189B73v400001,DHH00005B73v400570,RLX12707B73v400001,DHH00003B73v404259,RLC00046B73v400001,RLC00046B73v400153,RLC00046B73v400003,RLC00067B73v400009,RLC00046B73v400005,RLC00046B73v400004,RLC00046B73v400006,RLC00046B73v400009,RLC00046B73v400008,RLC01718B73v400002,DHH00001B73v408869,RLC00046B73v400147,RLC00046B73v400089,RLX06116B73v400001,RLX04733B73v400001,RLC00046B73v400150,RLC00046B73v400157,RLC00046B73v400081,RLC00203B73v400003,RLC00046B73v400083,RLC00046B73v400158,RLC00203B73v400006,DHH00001B73v407345,RLC00046B73v400087,RLC00203B73v400005,RLC00158B73v400016,RLX04733B73v400002,RLX02079B73v400001,RLX02079B73v400002,RLX02079B73v400003,RLC00046B73v400080,RLG00039B73v400190,RLC00157B73v400009,RLC00046B73v400035,RLC00046B73v400036,RLC00203B73v400001,RLC00046B73v400030,RLC00046B73v400031,RLC00046B73v400032,RLC00046B73v400033,RLC00046B73v400038,RLC00046B73v400039,RLC00046B73v400084,RLC00203B73v400018,RLC00046B73v400124,RLC00046B73v400125,RLC00046B73v400122,RLC00046B73v400123,RLC00046B73v400120,RLC00046B73v400121,RLC00203B73v400010,RLC00203B73v400013,RLC00046B73v400110,RLC00203B73v400014,RLC00203B73v400017,RLX01682B73v400002,RLC00158B73v400018,DHH00003B73v401058,RLC00158B73v400012,RLX17410B73v400001,RLC00158B73v400010,RLC00158B73v400011,RLX05912B73v400001,RLC00158B73v400017,RLC00158B73v400014,RLC00158B73v400015,RLX11663B73v400001,RLC00063B73v400052,RLX03239B73v400001,DHH00257B73v400002,RLX17672B73v400001,DHH00008B73v400120,DHH00005B73v400246,RLC00046B73v400029,RLC00046B73v400028,RLX03409B73v400002,RLX03368B73v400001,RLX03409B73v400001,RLC00046B73v400023,RLC00046B73v400022,RLC00046B73v400027,RLC00046B73v400026,RLC00046B73v400025,RLC00046B73v400024,RLG00010B73v401122,RLC00203B73v400009,RLG00003B73v412945,RLX04228B73v400002,RLC00046B73v400138,RLC00032B73v400327,RLX04228B73v400001,RLC00158B73v400009,RLC00158B73v400008,RLG00003B73v412089,RLC11654B73v400001,RLC00158B73v400001,RLC00158B73v400003,RLC00158B73v400002,RLC00158B73v400005,RLC00158B73v400007,RLC00046B73v400086,RLX18832B73v400001,RLX24731B73v400001,RLC00203B73v400002,DHH00009B73v400557,RLC00158B73v400023,RLC00046B73v400149,RLC00046B73v400058,RLC00046B73v400059,RLC00046B73v400056,RLC00046B73v400057,RLC00046B73v400054,RLC00046B73v400055,RLC00046B73v400052,RLC00046B73v400053,RLC00046B73v400050,RLC00046B73v400051,RLC00046B73v400109,RLC00158B73v400020,RLG00376B73v400006,RLX18031B73v400001,RLC00046B73v400100,RLC00046B73v400101,RLC00046B73v400102,RLC00046B73v400103,DHH01851B73v400001,RLC00046B73v400105,RLG00006B73v403964
Zm00001d013035,Zm00001d013037	4569,3264	12,8	Zm00001d013035	12	8	4569	3264	RLX20160B73v400001
Zm00001d013066,Zm00001d013067	1449,1317	3,2	NA	NA	3,2	NA	1449,1317	NA
Zm00001d013086,Zm00001d013087	1994,587	4,1	NA	NA	4,1	NA	1994,587	NA
Zm00001d013105,Zm00001d013109	3986,3208	8,7	NA	NA	8,7	NA	3986,3208	NA
Zm00001d013114,Zm00001d013115	955,440	2,1	NA	NA	2,1	NA	955,440	NA
Zm00001d013188,Zm00001d013190	3938,2288	8,4	NA	NA	8,4	NA	3938,2288	NA
Zm00001d013225,Zm00001d013228	3154,3117	8,8	NA	NA	8,8	NA	3154,3117	NA
Zm00001d013226,Zm00001d013229,Zm00001d013230,Zm00001d013231	1709,1699,1858,3684	2,2,2,3	NA	NA	2,2,2,3	NA	1709,1699,1858,3684	NA
Zm00001d013268,Zm00001d013269	3837,2249	7,4	NA	NA	7,4	NA	3837,2249	NA
Zm00001d013365,Zm00001d013366	1074,781	5,4	NA	NA	5,4	NA	1074,781	NA
Zm00001d013418,Zm00001d013423	980,1112	1,1	NA	NA	1,1	NA	980,1112	NA
Zm00001d013435,Zm00001d013439	14872,13252	14,14	Zm00001d013435,Zm00001d013439	14,14	NA	14872,13252	NA	RLX20157B73v400001
Zm00001d013514,Zm00001d013516	507,1574	2,4	NA	NA	2,4	NA	507,1574	NA
Zm00001d013575,Zm00001d013578	1073,1073	1,1	NA	NA	1,1	NA	1073,1073	NA
Zm00001d013616,Zm00001d013617,Zm00001d013619	326,326,320	1,1,1	NA	NA	1,1,1	NA	326,326,320	NA
Zm00001d013662,Zm00001d013663	6400,1079	4,2	Zm00001d013662	4	2	6400	1079	RLX18799B73v400001
Zm00001d013719,Zm00001d013720	5066,5698	9,10	Zm00001d013719,Zm00001d013720	9,10	NA	5066,5698	NA	DHH00002B73v408527,RLX20154B73v400001,DHH00002B73v408526
Zm00001d013722,Zm00001d013723	1843,2765	4,6	NA	NA	4,6	NA	1843,2765	NA
Zm00001d013724,Zm00001d013725	1007,1859	1,3	NA	NA	1,3	NA	1007,1859	NA
Zm00001d013787,Zm00001d013788	2554,1726	12,10	NA	NA	12,10	NA	2554,1726	NA
Zm00001d013796,Zm00001d013797	17049,20171	21,9	NA	NA	21,9	NA	17049,20171	NA
