GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00008a013257,Zm00008a013259,Zm00008a013260	905,5927,4477	1,6,8	NA	NA	1,6,8	NA	905,5927,4477	NA
Zm00008a013278,Zm00008a013279	7608,2885	5,3	NA	NA	5,3	NA	7608,2885	NA
Zm00008a013329,Zm00008a013330	2164,4497	6,6	NA	NA	6,6	NA	2164,4497	NA
Zm00008a013345,Zm00008a013348,Zm00008a013349	2781,2480,3378	6,4,6	NA	NA	6,4,6	NA	2781,2480,3378	NA
Zm00008a013375,Zm00008a013376,Zm00008a013377	548,920,1445	1,1,2	NA	NA	1,1,2	NA	548,920,1445	NA
Zm00008a013465,Zm00008a013466	644,2664	1,4	NA	NA	1,4	NA	644,2664	NA
Zm00008a013496,Zm00008a013511,Zm00008a013513	9462,4414,9009	21,14,20	NA	NA	21,14,20	NA	9462,4414,9009	NA
Zm00008a013517,Zm00008a013530	6025,2398	6,2	NA	NA	6,2	NA	6025,2398	NA
Zm00008a013545,Zm00008a013547	3970,5844	2,3	NA	NA	2,3	NA	3970,5844	NA
Zm00008a013605,Zm00008a013607	545,713	1,1	NA	NA	1,1	NA	545,713	NA
Zm00008a013612,Zm00008a013614	1474,3546	4,10	NA	NA	4,10	NA	1474,3546	NA
Zm00008a013617,Zm00008a013618,Zm00008a013619	353,338,389	1,1,1	NA	NA	1,1,1	NA	353,338,389	NA
Zm00008a013648,Zm00008a013649,Zm00008a013650	7941,5053,24586	9,6,14	NA	NA	9,6,14	NA	7941,5053,24586	NA
Zm00008a013742,Zm00008a013756	4363,1379	3,3	NA	NA	3,3	NA	4363,1379	NA
Zm00008a013750,Zm00008a013751	2224,2363	4,4	NA	NA	4,4	NA	2224,2363	NA
Zm00008a013830,Zm00008a013831	11813,4411	2,3	NA	NA	2,3	NA	11813,4411	NA
Zm00008a013840,Zm00008a013841	5305,3478	6,4	NA	NA	6,4	NA	5305,3478	NA
Zm00008a013934,Zm00008a013935	1229,616	3,2	NA	NA	3,2	NA	1229,616	NA
Zm00008a013968,Zm00008a013970	3285,3323	7,6	NA	NA	7,6	NA	3285,3323	NA
Zm00008a013979,Zm00008a013980	2931,2021	5,5	NA	NA	5,5	NA	2931,2021	NA
Zm00008a014028,Zm00008a014029	1251,662	3,1	NA	NA	3,1	NA	1251,662	NA
Zm00008a014031,Zm00008a014033,Zm00008a014035	1234,3553,770	2,2,2	NA	NA	2,2,2	NA	1234,3553,770	NA
Zm00008a014032,Zm00008a014034	284,415	2,2	NA	NA	2,2	NA	284,415	NA
Zm00008a014056,Zm00008a014057	845,1838	1,2	NA	NA	1,2	NA	845,1838	NA
Zm00008a014064,Zm00008a014067	7150,5678	12,10	NA	NA	12,10	NA	7150,5678	NA
Zm00008a014070,Zm00008a014072	818,2793	3,10	NA	NA	3,10	NA	818,2793	NA
Zm00008a014101,Zm00008a014102,Zm00008a014103	1680,1091,12185	2,2,6	NA	NA	2,2,6	NA	1680,1091,12185	NA
Zm00008a014157,Zm00008a014158	2780,3261	1,2	NA	NA	1,2	NA	2780,3261	NA
Zm00008a014169,Zm00008a014170	12848,593	3,1	NA	NA	3,1	NA	12848,593	NA
Zm00008a014230,Zm00008a014231	3995,2555	3,2	NA	NA	3,2	NA	3995,2555	NA
Zm00008a014233,Zm00008a014237	4586,9516	10,9	NA	NA	10,9	NA	4586,9516	NA
Zm00008a014275,Zm00008a014276,Zm00008a014280	1356,1662,3687	2,2,5	NA	NA	2,2,5	NA	1356,1662,3687	NA
Zm00008a014283,Zm00008a014287,Zm00008a014289,Zm00008a014292,Zm00008a014293,Zm00008a014294	3843,5528,3316,3245,1368,1745	3,5,5,6,4,4	NA	NA	3,5,5,6,4,4	NA	3843,5528,3316,3245,1368,1745	NA
Zm00008a014290,Zm00008a014291	227,2373	1,3	NA	NA	1,3	NA	227,2373	NA
Zm00008a014324,Zm00008a014325	14676,7271	14,14	NA	NA	14,14	NA	14676,7271	NA
Zm00008a014340,Zm00008a014341	1953,287	2,1	NA	NA	2,1	NA	1953,287	NA
Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	2204,2266,2261,3100,1969,2439,2168,3276	5,5,4,4,4,5,4,5	NA	NA	5,5,4,4,4,5,4,5	NA	2204,2266,2261,3100,1969,2439,2168,3276	NA
Zm00008a014380,Zm00008a014381	12517,27778	12,4	NA	NA	12,4	NA	12517,27778	NA
Zm00008a014391,Zm00008a014392	1152,1174	2,4	NA	NA	2,4	NA	1152,1174	NA
Zm00008a014468,Zm00008a014469	32960,31761	22,22	NA	NA	22,22	NA	32960,31761	NA
Zm00008a014472,Zm00008a014473	2846,3800	8,8	NA	NA	8,8	NA	2846,3800	NA
Zm00008a014478,Zm00008a014482,Zm00008a014483	503,487,482	1,2,1	NA	NA	1,2,1	NA	503,487,482	NA
Zm00008a014518,Zm00008a014535	1610,2225	1,2	NA	NA	1,2	NA	1610,2225	NA
Zm00008a014525,Zm00008a014526	3777,8749	7,8	NA	NA	7,8	NA	3777,8749	NA
Zm00008a014527,Zm00008a014537,Zm00008a014538	209,200,3950	1,1,2	NA	NA	1,1,2	NA	209,200,3950	NA
Zm00008a014528,Zm00008a014529,Zm00008a014531	1384,8530,1194	3,5,3	NA	NA	3,5,3	NA	1384,8530,1194	NA
Zm00008a014558,Zm00008a014561	1764,2352	3,3	NA	NA	3,3	NA	1764,2352	NA
Zm00008a014562,Zm00008a014563	13896,1639	2,3	NA	NA	2,3	NA	13896,1639	NA
Zm00008a014571,Zm00008a014572	794,794	1,1	NA	NA	1,1	NA	794,794	NA
Zm00008a014597,Zm00008a014600	14139,14242	19,19	NA	NA	19,19	NA	14139,14242	NA
Zm00008a014607,Zm00008a014608	7541,9310	18,21	NA	NA	18,21	NA	7541,9310	NA
Zm00008a014620,Zm00008a014621	2378,2378	3,3	NA	NA	3,3	NA	2378,2378	NA
Zm00008a014715,Zm00008a014717	21375,25902	30,28	NA	NA	30,28	NA	21375,25902	NA
Zm00008a014721,Zm00008a014722	1484,1409	1,1	NA	NA	1,1	NA	1484,1409	NA
Zm00008a014777,Zm00008a014778,Zm00008a014779,Zm00008a014782,Zm00008a014783	7590,2861,3706,12887,2858	3,1,3,5,1	NA	NA	3,1,3,5,1	NA	7590,2861,3706,12887,2858	NA
Zm00008a014826,Zm00008a014827	650,1543	1,2	NA	NA	1,2	NA	650,1543	NA
Zm00008a014828,Zm00008a014829	2092,3050	2,6	NA	NA	2,6	NA	2092,3050	NA
Zm00008a014846,Zm00008a014852	2099,1783	1,2	NA	NA	1,2	NA	2099,1783	NA
Zm00008a014848,Zm00008a014849	1638,2619	3,4	NA	NA	3,4	NA	1638,2619	NA
Zm00008a014856,Zm00008a014862	11429,6600	6,7	NA	NA	6,7	NA	11429,6600	NA
Zm00008a014868,Zm00008a014869,Zm00008a014870	725,500,575	1,1,1	NA	NA	1,1,1	NA	725,500,575	NA
Zm00008a014878,Zm00008a014891	2216,1684	2,2	NA	NA	2,2	NA	2216,1684	NA
Zm00008a014897,Zm00008a014898,Zm00008a014900,Zm00008a014903	722,746,5348,731	2,2,3,2	NA	NA	2,2,3,2	NA	722,746,5348,731	NA
Zm00008a014899,Zm00008a014901	2415,2939	6,4	NA	NA	6,4	NA	2415,2939	NA
Zm00008a014913,Zm00008a014914	2345,4708	2,10	NA	NA	2,10	NA	2345,4708	NA
Zm00008a014937,Zm00008a014938,Zm00008a014940,Zm00008a014943	2142,1977,2269,2182	3,2,3,2	NA	NA	3,2,3,2	NA	2142,1977,2269,2182	NA
Zm00008a014941,Zm00008a014945	1842,1475	3,1	NA	NA	3,1	NA	1842,1475	NA
Zm00008a014953,Zm00008a014955	1024,3117	3,3	NA	NA	3,3	NA	1024,3117	NA
Zm00008a014972,Zm00008a014973	845,881	1,1	NA	NA	1,1	NA	845,881	NA
Zm00008a014976,Zm00008a014977	716,2120	1,4	NA	NA	1,4	NA	716,2120	NA
Zm00008a014985,Zm00008a014987,Zm00008a014988	1691,1784,1684	3,3,4	NA	NA	3,3,4	NA	1691,1784,1684	NA
Zm00008a015011,Zm00008a015012,Zm00008a015013,Zm00008a015014,Zm00008a015015,Zm00008a015016,Zm00008a015017,Zm00008a015020,Zm00008a015021	800,641,365,539,7722,4474,800,800,458	1,1,1,1,3,2,1,1,1	NA	NA	1,1,1,1,3,2,1,1,1	NA	800,641,365,539,7722,4474,800,800,458	NA
Zm00008a015051,Zm00008a015052,Zm00008a015061	1657,1907,1439	4,2,2	NA	NA	4,2,2	NA	1657,1907,1439	NA
Zm00008a015054,Zm00008a015060	4625,4734	10,12	NA	NA	10,12	NA	4625,4734	NA
Zm00008a015056,Zm00008a015058	1367,5639	1,2	NA	NA	1,2	NA	1367,5639	NA
Zm00008a015109,Zm00008a015110,Zm00008a015111	1428,4780,1033	3,4,2	NA	NA	3,4,2	NA	1428,4780,1033	NA
Zm00008a015123,Zm00008a015126	5067,12821	3,10	NA	NA	3,10	NA	5067,12821	NA
Zm00008a015130,Zm00008a015131,Zm00008a015133	2076,7902,5586	2,2,3	NA	NA	2,2,3	NA	2076,7902,5586	NA
Zm00008a015139,Zm00008a015140	562,688	3,3	NA	NA	3,3	NA	562,688	NA
Zm00008a015145,Zm00008a015146	506,34418	1,7	NA	NA	1,7	NA	506,34418	NA
Zm00008a015163,Zm00008a015164	3327,1841	13,1	NA	NA	13,1	NA	3327,1841	NA
Zm00008a015173,Zm00008a015174	626,1465	1,3	NA	NA	1,3	NA	626,1465	NA
Zm00008a015200,Zm00008a015201	2450,23919	3,11	NA	NA	3,11	NA	2450,23919	NA
Zm00008a015229,Zm00008a015230	353,1756	1,2	NA	NA	1,2	NA	353,1756	NA
Zm00008a015243,Zm00008a015244	6472,6079	4,3	NA	NA	4,3	NA	6472,6079	NA
Zm00008a015292,Zm00008a015294	1737,1259	3,2	NA	NA	3,2	NA	1737,1259	NA
Zm00008a015322,Zm00008a015324	1141,1107	2,2	NA	NA	2,2	NA	1141,1107	NA
Zm00008a015360,Zm00008a015361	12201,4486	13,14	NA	NA	13,14	NA	12201,4486	NA
Zm00008a015373,Zm00008a015374	2806,5564	7,3	NA	NA	7,3	NA	2806,5564	NA
Zm00008a015375,Zm00008a015383	1553,1553	2,2	NA	NA	2,2	NA	1553,1553	NA
Zm00008a015377,Zm00008a015384	5657,3561	5,2	NA	NA	5,2	NA	5657,3561	NA
Zm00008a015380,Zm00008a015382	790,499	2,3	NA	NA	2,3	NA	790,499	NA
Zm00008a015389,Zm00008a015391	3786,3415	2,2	NA	NA	2,2	NA	3786,3415	NA
Zm00008a015471,Zm00008a015473,Zm00008a015474,Zm00008a015475,Zm00008a015476,Zm00008a015477,Zm00008a015478,Zm00008a015479	1152,1383,1390,1358,1131,1168,1282,963	2,2,2,2,2,2,2,3	NA	NA	2,2,2,2,2,2,2,3	NA	1152,1383,1390,1358,1131,1168,1282,963	NA
Zm00008a015536,Zm00008a015537	26778,8565	15,12	NA	NA	15,12	NA	26778,8565	NA
Zm00008a015541,Zm00008a015543	18785,3530	6,4	NA	NA	6,4	NA	18785,3530	NA
Zm00008a015545,Zm00008a015546	47108,1650	7,2	NA	NA	7,2	NA	47108,1650	NA
Zm00008a015578,Zm00008a015589	1948,7937	2,3	NA	NA	2,3	NA	1948,7937	NA
Zm00008a015627,Zm00008a015629	3708,4332	7,8	NA	NA	7,8	NA	3708,4332	NA
Zm00008a015658,Zm00008a015660	1459,1043	5,5	NA	NA	5,5	NA	1459,1043	NA
Zm00008a015668,Zm00008a015673	2243,2763	4,3	NA	NA	4,3	NA	2243,2763	NA
Zm00008a015689,Zm00008a015700,Zm00008a015715,Zm00008a015722	4314,2530,2429,2376	5,3,4,3	NA	NA	5,3,4,3	NA	4314,2530,2429,2376	NA
Zm00008a015745,Zm00008a015747,Zm00008a015748	6132,19907,3905	2,7,3	NA	NA	2,7,3	NA	6132,19907,3905	NA
Zm00008a015769,Zm00008a015775	5198,5572	4,5	Zm00008a015769	4	5	5198	5572	DHH00002B73v403234,DHH00002B73v406346,DHH00002B73v404703,RLX05818B73v400001,DHH00002B73v402202,DHH00002B73v401858,RLG00005B73v404188,RLX01112B73v400004,DHH00002B73v404417,DHH00002B73v404382,RLG00018B73v400585,DHH00002B73v409650,RLC00041B73v400213,DHH00002B73v409872,DHH00002B73v409874,RLX11433B73v400001,RLX17489B73v400001,RLG00021B73v400512,DHH00002B73v403976,DHH00002B73v402032,RLX01550B73v400003,RLX24628B73v400001,RLX17256B73v400001,RLC00004B73v411998,RLG00001B73v416074,RLX18959B73v400001,RLX11820B73v400001,DHH00002B73v402218,RLG00001B73v415308,RLX12547B73v400001,DHH00002B73v407825,DHH00002B73v403574,DHH00002B73v407124,DHH00056B73v400004,DHH00002B73v408150,RLC16879B73v400001,RLC00002B73v415229,DHH00002B73v402699,RLC04362B73v400001,RLX21819B73v400001,RLG00001B73v415261,DHH00001B73v410485,RLC00179B73v400020,DHH00002B73v406230,DHH00004B73v402581,RLX08769B73v400001,DHH00002B73v407630,RLC00025B73v400038,RLC00254B73v400012,DHH00002B73v409630,DHH00002B73v405640,RLC00485B73v400001,DHH00005B73v400748,RLX17817B73v400001,RLG00438B73v400006,DHH00002B73v410193,RLG00003B73v412906,RLG00043B73v400129,DHH00002B73v407217,RLG00215B73v400013,RLG00001B73v416092,RLC00002B73v414873,DHH00002B73v405732,RLX05543B73v400001,RLX09981B73v400001,RLC00256B73v400014,DHH00002B73v408034,RLX17512B73v400001,DHH00002B73v402324,DHH00002B73v407245,DHH00002B73v409833,DHH00002B73v405748,RLX09762B73v400001,DHH00002B73v402176,RLG00003B73v412808,DHH00002B73v400469,DHH00002B73v408806,DHH00002B73v407272,RLC00002B73v415246,RLX15423B73v400001,DHH00002B73v401883,RLX15623B73v400001,DHH00003B73v400333,DHH00002B73v402735,RLC00002B73v415260,DHH00002B73v400709,RLX00088B73v400032,RLX15191B73v400001,DHH00002B73v404167,RLG00073B73v400031,DHH00002B73v406763,DHH00002B73v407077,DHH00002B73v406605,RLG17520B73v400001,RLG01471B73v400003,RLG00007B73v403255,DHH00002B73v408377,RLX09953B73v400001,DHH00002B73v406208,RLG00005B73v404202,RLX20428B73v400001,DHH00002B73v405261,RLC00002B73v415339,DHH00002B73v403204,DHH00002B73v404644,DHH00002B73v405570,DHH00002B73v403522,RLG18925B73v400001,RLC04445B73v400002,RLC00041B73v400208,RLX21848B73v400001,RLC00004B73v412030,DHH00002B73v409571,DHH00347B73v400001,RLC00004B73v411986,RLX16298B73v400001
Zm00008a015778,Zm00008a015781	4876,1219	4,2	NA	NA	4,2	NA	4876,1219	NA
Zm00008a015790,Zm00008a015791,Zm00008a015792,Zm00008a015793,Zm00008a015794,Zm00008a015795,Zm00008a015796	362,362,353,362,19305,362,362	1,1,1,1,3,1,1	NA	NA	1,1,1,1,3,1,1	NA	362,362,353,362,19305,362,362	NA
Zm00008a015973,Zm00008a015974	920,2859	1,3	NA	NA	1,3	NA	920,2859	NA
Zm00008a016009,Zm00008a016010	2017,3442	5,7	NA	NA	5,7	NA	2017,3442	NA
Zm00008a016027,Zm00008a016035	2913,56702	2,4	NA	NA	2,4	NA	2913,56702	NA
Zm00008a016062,Zm00008a016063	2084,2386	7,7	NA	NA	7,7	NA	2084,2386	NA
Zm00008a016106,Zm00008a016120	1938,1664	5,5	NA	NA	5,5	NA	1938,1664	NA
Zm00008a016113,Zm00008a016114	11310,5346	16,16	NA	NA	16,16	NA	11310,5346	NA
Zm00008a016157,Zm00008a016158	3175,1766	2,2	NA	NA	2,2	NA	3175,1766	NA
Zm00008a016191,Zm00008a016193	7212,32693	3,2	NA	NA	3,2	NA	7212,32693	NA
Zm00008a016266,Zm00008a016268	22463,2579	8,6	NA	NA	8,6	NA	22463,2579	NA
Zm00008a016272,Zm00008a016284	1091,1500	1,2	NA	NA	1,2	NA	1091,1500	NA
Zm00008a016307,Zm00008a016308	15272,680	3,2	NA	NA	3,2	NA	15272,680	NA
Zm00008a016389,Zm00008a016390	461,28379	1,2	NA	NA	1,2	NA	461,28379	NA
Zm00008a016436,Zm00008a016441	218,792	1,2	NA	NA	1,2	NA	218,792	NA
Zm00008a016591,Zm00008a016592	2675,2389	5,4	NA	NA	5,4	NA	2675,2389	NA
Zm00008a016649,Zm00008a016652	5185,4245	7,8	NA	NA	7,8	NA	5185,4245	NA
Zm00008a016669,Zm00008a016670	2433,789	3,2	NA	NA	3,2	NA	2433,789	NA
Zm00008a016688,Zm00008a016689,Zm00008a016690,Zm00008a016692,Zm00008a016693,Zm00008a016695,Zm00008a016698,Zm00008a016699,Zm00008a016702,Zm00008a016704,Zm00008a016707	455,2760,1230,9187,5837,3279,3712,2126,3645,2232,3012	2,6,4,4,4,3,2,6,5,2,2	NA	NA	2,6,4,4,4,3,2,6,5,2,2	NA	455,2760,1230,9187,5837,3279,3712,2126,3645,2232,3012	NA
Zm00008a016706,Zm00008a016708	499,557	3,3	NA	NA	3,3	NA	499,557	NA
Zm00008a016750,Zm00008a016751,Zm00008a016754	3621,4434,2150	3,3,1	NA	NA	3,3,1	NA	3621,4434,2150	NA
Zm00008a016752,Zm00008a016753	13375,931	3,3	NA	NA	3,3	NA	13375,931	NA
Zm00008a016771,Zm00008a016773,Zm00008a016774,Zm00008a016775,Zm00008a016776	956,998,998,1095,791	1,1,1,2,1	NA	NA	1,1,1,2,1	NA	956,998,998,1095,791	NA
Zm00008a016789,Zm00008a016791	908,1124	2,3	NA	NA	2,3	NA	908,1124	NA
Zm00008a016835,Zm00008a016843	9075,1688	9,1	NA	NA	9,1	NA	9075,1688	NA
Zm00008a016854,Zm00008a016859	1246,2661	2,3	NA	NA	2,3	NA	1246,2661	NA
Zm00008a016912,Zm00008a016913	3449,7970	8,11	NA	NA	8,11	NA	3449,7970	NA
Zm00008a016954,Zm00008a016961	732,479	2,1	NA	NA	2,1	NA	732,479	NA
Zm00008a017008,Zm00008a017021	599,424	1,3	NA	NA	1,3	NA	599,424	NA
Zm00008a017009,Zm00008a017020	28814,3256	3,3	NA	NA	3,3	NA	28814,3256	NA
Zm00008a017155,Zm00008a017156	635,564	1,2	NA	NA	1,2	NA	635,564	NA
Zm00008a017159,Zm00008a017160,Zm00008a017162	24490,1514,2123	4,3,2	NA	NA	4,3,2	NA	24490,1514,2123	NA
Zm00008a017171,Zm00008a017173,Zm00008a017175,Zm00008a017176,Zm00008a017184,Zm00008a017185,Zm00008a017186,Zm00008a017187,Zm00008a017189,Zm00008a017192,Zm00008a017193,Zm00008a017194,Zm00008a017195,Zm00008a017196	13060,338,203,8919,898,674,6904,338,10414,10040,338,338,7573,10878	3,1,1,2,3,2,2,1,2,3,1,1,4,2	NA	NA	3,1,1,2,3,2,2,1,2,3,1,1,4,2	NA	13060,338,203,8919,898,674,6904,338,10414,10040,338,338,7573,10878	NA
Zm00008a017331,Zm00008a017341	1719,3490	3,6	NA	NA	3,6	NA	1719,3490	NA
Zm00008a017477,Zm00008a017478,Zm00008a017479	2176,1356,2751	2,2,2	NA	NA	2,2,2	NA	2176,1356,2751	NA
Zm00008a017484,Zm00008a017485	7550,2912	6,3	NA	NA	6,3	NA	7550,2912	NA
Zm00008a017545,Zm00008a017546	2913,2246	2,2	NA	NA	2,2	NA	2913,2246	NA
Zm00008a017573,Zm00008a017574	1509,1037	2,1	NA	NA	2,1	NA	1509,1037	NA
Zm00008a017577,Zm00008a017578,Zm00008a017580	1580,1663,1604	2,2,2	NA	NA	2,2,2	NA	1580,1663,1604	NA
Zm00008a017671,Zm00008a017672	509,950	1,2	NA	NA	1,2	NA	509,950	NA
Zm00008a017677,Zm00008a017678,Zm00008a017679	2841,799,4534	7,3,6	NA	NA	7,3,6	NA	2841,799,4534	NA
Zm00008a017695,Zm00008a017696,Zm00008a017697	695,1000,1467	1,2,2	NA	NA	1,2,2	NA	695,1000,1467	NA
Zm00008a017731,Zm00008a017744	614,614	1,1	NA	NA	1,1	NA	614,614	NA
Zm00008a017733,Zm00008a017745	1619,1418	2,1	NA	NA	2,1	NA	1619,1418	NA
Zm00008a017748,Zm00008a017749	4402,5181	14,17	NA	NA	14,17	NA	4402,5181	NA
Zm00008a017770,Zm00008a017771	1921,3038	2,4	NA	NA	2,4	NA	1921,3038	NA
Zm00008a017778,Zm00008a017779,Zm00008a017786	2122,1985,1675	2,2,2	NA	NA	2,2,2	NA	2122,1985,1675	NA
Zm00008a017822,Zm00008a017823	861,467	2,2	NA	NA	2,2	NA	861,467	NA
Zm00008a017833,Zm00008a017835,Zm00008a017839	242,1114,1405	1,3,2	NA	NA	1,3,2	NA	242,1114,1405	NA
Zm00008a017853,Zm00008a017854	866,906	2,2	NA	NA	2,2	NA	866,906	NA
Zm00008a017866,Zm00008a017867	1906,2603	3,4	NA	NA	3,4	NA	1906,2603	NA
Zm00008a017926,Zm00008a017932	2281,3429	4,4	NA	NA	4,4	NA	2281,3429	NA
Zm00008a017940,Zm00008a017942	5689,9663	5,5	NA	NA	5,5	NA	5689,9663	NA
Zm00008a018008,Zm00008a018009,Zm00008a018011,Zm00008a018012	1458,2457,1489,1339	2,2,2,2	NA	NA	2,2,2,2	NA	1458,2457,1489,1339	NA
Zm00008a018077,Zm00008a018080,Zm00008a018087	10098,2343,3632	6,2,3	NA	NA	6,2,3	NA	10098,2343,3632	NA
Zm00008a018103,Zm00008a018110	737,1846	1,2	NA	NA	1,2	NA	737,1846	NA
Zm00008a018116,Zm00008a018117,Zm00008a018124	10334,5730,4665	3,2,2	NA	NA	3,2,2	NA	10334,5730,4665	NA
Zm00008a018118,Zm00008a018119	1342,2175	5,5	NA	NA	5,5	NA	1342,2175	NA
Zm00008a018211,Zm00008a018213	3530,7840	7,6	NA	NA	7,6	NA	3530,7840	NA
Zm00008a018232,Zm00008a018233	5404,2011	5,5	NA	NA	5,5	NA	5404,2011	NA
Zm00008a018293,Zm00008a018294	1023,1519	3,7	NA	NA	3,7	NA	1023,1519	NA
Zm00008a018333,Zm00008a018334	2462,8749	4,4	NA	NA	4,4	NA	2462,8749	NA
Zm00008a018376,Zm00008a018377	3009,3335	5,4	NA	NA	5,4	NA	3009,3335	NA
Zm00008a018387,Zm00008a018389	857,921	3,3	NA	NA	3,3	NA	857,921	NA
Zm00008a018419,Zm00008a018422	1739,1733	5,7	NA	NA	5,7	NA	1739,1733	NA
Zm00008a018420,Zm00008a018421	1657,1143	7,7	NA	NA	7,7	NA	1657,1143	NA
Zm00008a018439,Zm00008a018440	4673,2188	2,5	NA	NA	2,5	NA	4673,2188	NA
Zm00008a018445,Zm00008a018446,Zm00008a018447	13088,1834,1840	8,4,2	NA	NA	8,4,2	NA	13088,1834,1840	NA
Zm00008a018465,Zm00008a018466	440,665	1,1	NA	NA	1,1	NA	440,665	NA
Zm00008a018481,Zm00008a018482	56353,1454	2,1	NA	NA	2,1	NA	56353,1454	NA
Zm00008a018490,Zm00008a018491,Zm00008a018492,Zm00008a018493,Zm00008a018494,Zm00008a018495,Zm00008a018497,Zm00008a018498,Zm00008a018502,Zm00008a018503,Zm00008a018504,Zm00008a018505	5460,410,2398,236,425,386,329,1258,1359,410,389,6735	2,1,2,1,1,1,1,2,2,1,1,2	NA	NA	2,1,2,1,1,1,1,2,2,1,1,2	NA	5460,410,2398,236,425,386,329,1258,1359,410,389,6735	NA
Zm00008a018544,Zm00008a018545	3897,3507	8,8	NA	NA	8,8	NA	3897,3507	NA
Zm00008a018581,Zm00008a018582,Zm00008a018583,Zm00008a018584	2454,2744,2353,4005	5,6,5,6	NA	NA	5,6,5,6	NA	2454,2744,2353,4005	NA
Zm00008a018622,Zm00008a018623	11381,6393	16,18	NA	NA	16,18	NA	11381,6393	NA
Zm00008a018740,Zm00008a018741	4244,5480	2,4	NA	NA	2,4	NA	4244,5480	NA
Zm00008a018767,Zm00008a018768	881,850	1,2	NA	NA	1,2	NA	881,850	NA
Zm00008a018822,Zm00008a018823	263,212	1,1	NA	NA	1,1	NA	263,212	NA
Zm00008a018862,Zm00008a018863	2593,2592	4,4	NA	NA	4,4	NA	2593,2592	NA
Zm00008a018880,Zm00008a018898	3258,2938	6,5	NA	NA	6,5	NA	3258,2938	NA
Zm00008a018894,Zm00008a018895	1174,578	2,1	NA	NA	2,1	NA	1174,578	NA
Zm00008a018901,Zm00008a018902	2054,2476	1,4	NA	NA	1,4	NA	2054,2476	NA
Zm00008a018911,Zm00008a018912	1574,1574	1,1	NA	NA	1,1	NA	1574,1574	NA
Zm00008a018919,Zm00008a018920	1520,1947	1,3	NA	NA	1,3	NA	1520,1947	NA
Zm00008a018930,Zm00008a018936	1943,2259	5,7	NA	NA	5,7	NA	1943,2259	NA
Zm00008a019066,Zm00008a019067	652,590	2,2	NA	NA	2,2	NA	652,590	NA
Zm00008a019068,Zm00008a019070	20445,2944	3,3	NA	NA	3,3	NA	20445,2944	NA
Zm00008a019104,Zm00008a019106	2050,676	2,2	NA	NA	2,2	NA	2050,676	NA
Zm00008a019121,Zm00008a019122	4525,2261	11,5	NA	NA	11,5	NA	4525,2261	NA
Zm00008a019131,Zm00008a019136	2743,2752	4,4	NA	NA	4,4	NA	2743,2752	NA
Zm00008a019205,Zm00008a019206	1158,882	2,3	NA	NA	2,3	NA	1158,882	NA
Zm00008a019249,Zm00008a019252	4134,2734	6,6	NA	NA	6,6	NA	4134,2734	NA
Zm00008a019267,Zm00008a019276	773,7241	1,2	NA	NA	1,2	NA	773,7241	NA
Zm00008a019290,Zm00008a019292	671,320	1,1	NA	NA	1,1	NA	671,320	NA
Zm00008a019293,Zm00008a019295,Zm00008a019299	3338,3397,1559	4,3,1	NA	NA	4,3,1	NA	3338,3397,1559	NA
Zm00008a019359,Zm00008a019360	12873,1683	4,2	NA	NA	4,2	NA	12873,1683	NA
Zm00008a019363,Zm00008a019364	3517,2871	5,4	NA	NA	5,4	NA	3517,2871	NA
Zm00008a019387,Zm00008a019389	5385,5847	7,6	NA	NA	7,6	NA	5385,5847	NA
Zm00008a019398,Zm00008a019399	2299,2273	6,4	NA	NA	6,4	NA	2299,2273	NA
Zm00008a019458,Zm00008a019459	1472,1472	2,2	NA	NA	2,2	NA	1472,1472	NA
Zm00008a019521,Zm00008a019527	997,2725	2,2	NA	NA	2,2	NA	997,2725	NA
Zm00008a019536,Zm00008a019551	3478,3834	5,6	NA	NA	5,6	NA	3478,3834	NA
Zm00008a019600,Zm00008a019606	6774,395	2,1	NA	NA	2,1	NA	6774,395	NA
Zm00008a019605,Zm00008a019607	58749,1098	4,3	NA	NA	4,3	NA	58749,1098	NA
Zm00008a019670,Zm00008a019671	4090,4027	5,10	NA	NA	5,10	NA	4090,4027	NA
Zm00008a019698,Zm00008a019700	326,218	1,1	NA	NA	1,1	NA	326,218	NA
Zm00008a019747,Zm00008a019748	1160,21843	2,2	NA	NA	2,2	NA	1160,21843	NA
Zm00008a019813,Zm00008a019817	1762,3918	2,2	NA	NA	2,2	NA	1762,3918	NA
Zm00008a019841,Zm00008a019842	16870,9031	20,8	NA	NA	20,8	NA	16870,9031	NA
Zm00008a019850,Zm00008a019852	6634,17768	7,14	NA	NA	7,14	NA	6634,17768	NA
Zm00008a019857,Zm00008a019869	19742,3459	5,2	NA	NA	5,2	NA	19742,3459	NA
Zm00008a019946,Zm00008a019949	596,629	1,1	NA	NA	1,1	NA	596,629	NA
Zm00008a019950,Zm00008a019954	763,8002	2,5	NA	NA	2,5	NA	763,8002	NA
Zm00008a020035,Zm00008a020037,Zm00008a020048	1469,3746,1493	3,3,1	NA	NA	3,3,1	NA	1469,3746,1493	NA
