GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00001d007762,Zm00001d007764	4395,4358	7,7	NA	NA	7,7	NA	4395,4358	NA
Zm00001d007777,Zm00001d007782	2143,5348	6,6	NA	NA	6,6	NA	2143,5348	NA
Zm00001d007790,Zm00001d007793	1199,1199	1,1	NA	NA	1,1	NA	1199,1199	NA
Zm00001d007810,Zm00001d007815,Zm00001d007819	2122,1656,1821	5,4,4	NA	NA	5,4,4	NA	2122,1656,1821	NA
Zm00001d007831,Zm00001d007832	545,1402	1,3	NA	NA	1,3	NA	545,1402	NA
Zm00001d007843,Zm00001d007848	2105,2538	1,5	NA	NA	1,5	NA	2105,2538	NA
Zm00001d007851,Zm00001d007853	3971,4855	4,3	NA	NA	4,3	NA	3971,4855	NA
Zm00001d007908,Zm00001d007909	1028,1031	1,1	NA	NA	1,1	NA	1028,1031	NA
Zm00001d007918,Zm00001d007924	1664,1550	1,1	NA	NA	1,1	NA	1664,1550	NA
Zm00001d008260,Zm00001d008261	1481,1426	3,2	NA	NA	3,2	NA	1481,1426	NA
Zm00001d008299,Zm00001d008300	2190,1474	5,3	NA	NA	5,3	NA	2190,1474	NA
Zm00001d008314,Zm00001d008318	8444,1216	9,4	NA	NA	9,4	NA	8444,1216	NA
Zm00001d008322,Zm00001d008323	8855,6264	7,7	NA	NA	7,7	NA	8855,6264	NA
Zm00001d008331,Zm00001d008332	18877,4782	5,5	NA	NA	5,5	NA	18877,4782	NA
Zm00001d008399,Zm00001d008403	2629,1570	3,2	NA	NA	3,2	NA	2629,1570	NA
Zm00001d008412,Zm00001d008413	3059,3056	1,1	NA	NA	1,1	NA	3059,3056	NA
Zm00001d008450,Zm00001d008452,Zm00001d008453	492,497,446	2,1,1	NA	NA	2,1,1	NA	492,497,446	NA
Zm00001d008457,Zm00001d008458,Zm00001d008460,Zm00001d008461,Zm00001d008462,Zm00001d008465,Zm00001d008466,Zm00001d008467,Zm00001d008468,Zm00001d008477,Zm00001d008478,Zm00001d008479,Zm00001d008485,Zm00001d008487,Zm00001d008488,Zm00001d008489	2560,5083,14777,329,2615,15948,971,10688,16864,23658,824,536,2697,1012,8790,3928	3,6,5,1,3,3,1,5,3,5,1,1,4,2,5,3	NA	NA	3,6,5,1,3,3,1,5,3,5,1,1,4,2,5,3	NA	2560,5083,14777,329,2615,15948,971,10688,16864,23658,824,536,2697,1012,8790,3928	NA
Zm00001d008494,Zm00001d008495,Zm00001d008496	3524,3732,2057	4,6,3	NA	NA	4,6,3	NA	3524,3732,2057	NA
Zm00001d008529,Zm00001d008530	3982,1554	8,6	NA	NA	8,6	NA	3982,1554	NA
Zm00001d008581,Zm00001d008585	7347,6327	4,4	NA	NA	4,4	NA	7347,6327	NA
Zm00001d008582,Zm00001d008584	1238,707	2,1	NA	NA	2,1	NA	1238,707	NA
Zm00001d008601,Zm00001d008602	813,2630	2,2	NA	NA	2,2	NA	813,2630	NA
Zm00001d008632,Zm00001d008633	3433,3657	2,2	NA	NA	2,2	NA	3433,3657	NA
Zm00001d008634,Zm00001d008635	995,1022	1,1	NA	NA	1,1	NA	995,1022	NA
Zm00001d008645,Zm00001d008646	1628,7445	3,7	NA	NA	3,7	NA	1628,7445	NA
Zm00001d008671,Zm00001d008674	25394,14791	15,12	NA	NA	15,12	NA	25394,14791	NA
Zm00001d008769,Zm00001d008772	3282,5461	11,12	NA	NA	11,12	NA	3282,5461	NA
Zm00001d008899,Zm00001d008901	1547,1361	1,1	NA	NA	1,1	NA	1547,1361	NA
Zm00001d008903,Zm00001d008905	1826,1763	1,1	NA	NA	1,1	NA	1826,1763	NA
Zm00001d008925,Zm00001d008927,Zm00001d008928,Zm00001d008929,Zm00001d008934	13428,1768,2882,3565,1499	8,5,5,5,3	NA	NA	8,5,5,5,3	NA	13428,1768,2882,3565,1499	NA
Zm00001d008985,Zm00001d008987,Zm00001d008990	1679,1931,2000	2,2,2	NA	NA	2,2,2	NA	1679,1931,2000	NA
Zm00001d009082,Zm00001d009083	518,515	1,1	NA	NA	1,1	NA	518,515	NA
Zm00001d009113,Zm00001d009124	5364,5767	8,14	NA	NA	8,14	NA	5364,5767	NA
Zm00001d009138,Zm00001d009140	1920,3772	2,2	NA	NA	2,2	NA	1920,3772	NA
Zm00001d009447,Zm00001d009448	6043,12993	12,12	NA	NA	12,12	NA	6043,12993	NA
Zm00001d009461,Zm00001d009462	1312,1312	3,3	NA	NA	3,3	NA	1312,1312	NA
Zm00001d009489,Zm00001d009490	308,383	1,1	NA	NA	1,1	NA	308,383	NA
Zm00001d009566,Zm00001d009567	776,848	1,1	NA	NA	1,1	NA	776,848	NA
Zm00001d009600,Zm00001d009603,Zm00001d009605	10619,4773,7431	17,17,17	NA	NA	17,17,17	NA	10619,4773,7431	NA
Zm00001d009650,Zm00001d009652,Zm00001d009653,Zm00001d009657	974,2443,2269,33710	3,5,5,7	NA	NA	3,5,5,7	NA	974,2443,2269,33710	NA
Zm00001d009705,Zm00001d009706	2281,1559	2,1	NA	NA	2,1	NA	2281,1559	NA
Zm00001d009727,Zm00001d009728	3122,1362	8,6	NA	NA	8,6	NA	3122,1362	NA
Zm00001d009732,Zm00001d009734	1571,1558	4,3	NA	NA	4,3	NA	1571,1558	NA
Zm00001d009733,Zm00001d009735	9928,5188	2,7	NA	NA	2,7	NA	9928,5188	NA
Zm00001d009868,Zm00001d009870	3074,3122	2,2	NA	NA	2,2	NA	3074,3122	NA
Zm00001d009894,Zm00001d009895	608,602	1,1	NA	NA	1,1	NA	608,602	NA
Zm00001d009923,Zm00001d009924	284,281	1,1	NA	NA	1,1	NA	284,281	NA
Zm00001d009948,Zm00001d009950	6201,7993	10,11	NA	NA	10,11	NA	6201,7993	NA
Zm00001d010034,Zm00001d010036	20332,15731	7,7	NA	NA	7,7	NA	20332,15731	NA
Zm00001d010093,Zm00001d010094,Zm00001d010102,Zm00001d010105	1488,7261,1207,1207	3,4,2,2	NA	NA	3,4,2,2	NA	1488,7261,1207,1207	NA
Zm00001d010098,Zm00001d010099,Zm00001d010103,Zm00001d010104	11562,2480,13889,2725	7,6,9,6	NA	NA	7,6,9,6	NA	11562,2480,13889,2725	NA
Zm00001d010152,Zm00001d010162	7297,4374	4,4	NA	NA	4,4	NA	7297,4374	NA
Zm00001d010232,Zm00001d010233	3032,2864	7,6	NA	NA	7,6	NA	3032,2864	NA
Zm00001d010251,Zm00001d010255	8934,8890	13,13	NA	NA	13,13	NA	8934,8890	NA
Zm00001d010296,Zm00001d010297,Zm00001d010299,Zm00001d010302	1121,1121,1121,1121	1,1,1,1	NA	NA	1,1,1,1	NA	1121,1121,1121,1121	NA
Zm00001d010343,Zm00001d010345,Zm00001d010348	5056,1905,1866	5,2,2	NA	NA	5,2,2	NA	5056,1905,1866	NA
Zm00001d010344,Zm00001d010347,Zm00001d010356	1427,964,1433	1,2,1	NA	NA	1,2,1	NA	1427,964,1433	NA
Zm00001d010397,Zm00001d010398	1984,1874	4,5	NA	NA	4,5	NA	1984,1874	NA
Zm00001d010442,Zm00001d010448	9659,6564	4,19	NA	NA	4,19	NA	9659,6564	NA
Zm00001d010450,Zm00001d010451	3397,2218	3,5	NA	NA	3,5	NA	3397,2218	NA
Zm00001d010592,Zm00001d010593	826,348	2,2	NA	NA	2,2	NA	826,348	NA
Zm00001d010649,Zm00001d010650	428,341	1,1	NA	NA	1,1	NA	428,341	NA
Zm00001d010673,Zm00001d010675	1777,2330	2,2	NA	NA	2,2	NA	1777,2330	NA
Zm00001d010689,Zm00001d010690	1442,1442	1,1	NA	NA	1,1	NA	1442,1442	NA
Zm00001d010732,Zm00001d010733	2203,2818	8,7	NA	NA	8,7	NA	2203,2818	NA
Zm00001d010749,Zm00001d010751	851,941	1,1	NA	NA	1,1	NA	851,941	NA
Zm00001d010762,Zm00001d010771,Zm00001d010774	392,368,392	1,1,1	NA	NA	1,1,1	NA	392,368,392	NA
Zm00001d010764,Zm00001d010770,Zm00001d010773,Zm00001d010779,Zm00001d010782	3804,2542,4235,864,4564	5,7,9,4,10	NA	NA	5,7,9,4,10	NA	3804,2542,4235,864,4564	NA
Zm00001d010768,Zm00001d010772,Zm00001d010780	2505,3422,4309	7,8,9	NA	NA	7,8,9	NA	2505,3422,4309	NA
Zm00001d010775,Zm00001d010776	248,502	1,2	NA	NA	1,2	NA	248,502	NA
Zm00001d010870,Zm00001d010871	2369,1280	4,3	NA	NA	4,3	NA	2369,1280	NA
Zm00001d010875,Zm00001d010876	882,903	3,3	NA	NA	3,3	NA	882,903	NA
Zm00001d010924,Zm00001d010925,Zm00001d010926	1600,1031,9275	2,2,2	NA	NA	2,2,2	NA	1600,1031,9275	NA
Zm00001d011004,Zm00001d011005	3409,3953	7,7	NA	NA	7,7	NA	3409,3953	NA
Zm00001d011014,Zm00001d011017,Zm00001d011026,Zm00001d011028	4007,1730,2333,827	5,2,3,1	NA	NA	5,2,3,1	NA	4007,1730,2333,827	NA
Zm00001d011034,Zm00001d011035	3133,2337	7,6	NA	NA	7,6	NA	3133,2337	NA
Zm00001d011072,Zm00001d011073	335,959	1,2	NA	NA	1,2	NA	335,959	NA
Zm00001d011079,Zm00001d011080	221,221	1,1	NA	NA	1,1	NA	221,221	NA
Zm00001d011086,Zm00001d011087	2730,3045	5,6	NA	NA	5,6	NA	2730,3045	NA
Zm00001d011260,Zm00001d011262	2456,209	2,1	NA	NA	2,1	NA	2456,209	NA
Zm00001d011291,Zm00001d011292	395,317	1,1	NA	NA	1,1	NA	395,317	NA
Zm00001d011315,Zm00001d011319	7486,7213	22,20	NA	NA	22,20	NA	7486,7213	NA
Zm00001d011326,Zm00001d011327	1296,1262	2,2	NA	NA	2,2	NA	1296,1262	NA
Zm00001d011340,Zm00001d011342,Zm00001d011345	351,348,290	1,1,1	NA	NA	1,1,1	NA	351,348,290	NA
Zm00001d011348,Zm00001d011349	1810,3906	2,2	NA	NA	2,2	NA	1810,3906	NA
Zm00001d011367,Zm00001d011368	1974,1973	4,4	NA	NA	4,4	NA	1974,1973	NA
Zm00001d011417,Zm00001d011418,Zm00001d011419,Zm00001d011420,Zm00001d011422	7311,7097,2330,2141,2340	4,6,5,4,5	NA	NA	4,6,5,4,5	NA	7311,7097,2330,2141,2340	NA
Zm00001d011428,Zm00001d011429	3714,3451	6,7	NA	NA	6,7	NA	3714,3451	NA
Zm00001d011550,Zm00001d011551	44455,2432	4,1	NA	NA	4,1	NA	44455,2432	NA
Zm00001d011582,Zm00001d011583,Zm00001d011584	860,863,947	1,1,1	NA	NA	1,1,1	NA	860,863,947	NA
Zm00001d011589,Zm00001d011590	1070,938	1,1	NA	NA	1,1	NA	1070,938	NA
Zm00001d011625,Zm00001d011626,Zm00001d011627,Zm00001d011628,Zm00001d011629	5189,941,3220,8380,10760	5,1,2,4,3	NA	NA	5,1,2,4,3	NA	5189,941,3220,8380,10760	NA
Zm00001d011641,Zm00001d011643	3379,4047	3,2	NA	NA	3,2	NA	3379,4047	NA
Zm00001d011654,Zm00001d011655,Zm00001d011656	1370,1439,1418	1,1,1	NA	NA	1,1,1	NA	1370,1439,1418	NA
Zm00001d011723,Zm00001d011729	2945,20662	9,9	NA	NA	9,9	NA	2945,20662	NA
Zm00001d011736,Zm00001d011737	1544,1559	1,1	NA	NA	1,1	NA	1544,1559	NA
Zm00001d011751,Zm00001d011752	425,272	1,1	NA	NA	1,1	NA	425,272	NA
Zm00001d011921,Zm00001d011922	374,374	1,1	NA	NA	1,1	NA	374,374	NA
Zm00001d011924,Zm00001d011925,Zm00001d011926	1065,614,814	2,1,2	NA	NA	2,1,2	NA	1065,614,814	NA
Zm00001d011959,Zm00001d011964	3864,3448	5,3	NA	NA	5,3	NA	3864,3448	NA
Zm00001d012021,Zm00001d012022	1520,1603	3,2	NA	NA	3,2	NA	1520,1603	NA
Zm00001d012080,Zm00001d012081	308,302	1,1	NA	NA	1,1	NA	308,302	NA
Zm00001d012092,Zm00001d012095	3371,1865	8,5	NA	NA	8,5	NA	3371,1865	NA
Zm00001d012122,Zm00001d012124	2962,10011	6,7	NA	NA	6,7	NA	2962,10011	NA
Zm00001d012147,Zm00001d012152	1382,1361	1,1	NA	NA	1,1	NA	1382,1361	NA
Zm00001d012184,Zm00001d012185,Zm00001d012186,Zm00001d012187,Zm00001d012188	632,638,497,623,632	1,1,1,1,1	NA	NA	1,1,1,1,1	NA	632,638,497,623,632	NA
Zm00001d012229,Zm00001d012231	6126,2123	6,6	NA	NA	6,6	NA	6126,2123	NA
Zm00001d012249,Zm00001d012252	1037,1037	1,1	NA	NA	1,1	NA	1037,1037	NA
Zm00001d012301,Zm00001d012306	3188,2289	5,4	NA	NA	5,4	NA	3188,2289	NA
Zm00001d012362,Zm00001d012367	3741,1103	8,2	NA	NA	8,2	NA	3741,1103	NA
Zm00001d012363,Zm00001d012366,Zm00001d012368,Zm00001d012371,Zm00001d012373,Zm00001d012375,Zm00001d012377	2143,1037,1037,1037,9379,1004,1037	2,1,1,1,6,1,1	NA	NA	2,1,1,1,6,1,1	NA	2143,1037,1037,1037,9379,1004,1037	NA
Zm00001d012399,Zm00001d012400	5191,7758	8,10	NA	NA	8,10	NA	5191,7758	NA
Zm00001d012427,Zm00001d012430	509,635	1,1	NA	NA	1,1	NA	509,635	NA
Zm00001d012532,Zm00001d012533	3307,2305	3,2	NA	NA	3,2	NA	3307,2305	NA
Zm00001d012573,Zm00001d012574	4533,5278	13,13	NA	NA	13,13	NA	4533,5278	NA
Zm00001d012584,Zm00001d012585	497,725	1,1	NA	NA	1,1	NA	497,725	NA
Zm00001d012696,Zm00001d012697	1553,1913	1,2	NA	NA	1,2	NA	1553,1913	NA
Zm00001d012741,Zm00001d012742	758,413	2,1	NA	NA	2,1	NA	758,413	NA
Zm00001d012772,Zm00001d012773	1154,1133	3,3	NA	NA	3,3	NA	1154,1133	NA
Zm00001d012780,Zm00001d012782,Zm00001d012785,Zm00001d012788	1073,1424,1601,1433	1,1,1,1	NA	NA	1,1,1,1	NA	1073,1424,1601,1433	NA
Zm00001d012899,Zm00001d012900,Zm00001d012906	1037,10287,1027	2,2,2	NA	NA	2,2,2	NA	1037,10287,1027	NA
Zm00001d012907,Zm00001d012909	491,3447	1,3	NA	NA	1,3	NA	491,3447	NA
Zm00001d012943,Zm00001d012947	9798,5621	8,7	NA	NA	8,7	NA	9798,5621	NA
Zm00001d012946,Zm00001d012949	5204,5211	8,7	NA	NA	8,7	NA	5204,5211	NA
Zm00001d012967,Zm00001d012968	380,527	1,1	NA	NA	1,1	NA	380,527	NA
Zm00001d012980,Zm00001d012981,Zm00001d012982	9467,11903,2419	5,8,5	NA	NA	5,8,5	NA	9467,11903,2419	NA
Zm00001d013035,Zm00001d013037	4569,3264	12,8	NA	NA	12,8	NA	4569,3264	NA
Zm00001d013066,Zm00001d013067	1449,1317	3,2	NA	NA	3,2	NA	1449,1317	NA
Zm00001d013086,Zm00001d013087	1994,587	4,1	NA	NA	4,1	NA	1994,587	NA
Zm00001d013105,Zm00001d013109	3986,3208	8,7	NA	NA	8,7	NA	3986,3208	NA
Zm00001d013114,Zm00001d013115	955,440	2,1	NA	NA	2,1	NA	955,440	NA
Zm00001d013188,Zm00001d013190	3938,2288	8,4	NA	NA	8,4	NA	3938,2288	NA
Zm00001d013225,Zm00001d013228	3154,3117	8,8	NA	NA	8,8	NA	3154,3117	NA
Zm00001d013226,Zm00001d013229,Zm00001d013230,Zm00001d013231	1709,1699,1858,3684	2,2,2,3	NA	NA	2,2,2,3	NA	1709,1699,1858,3684	NA
Zm00001d013268,Zm00001d013269	3837,2249	7,4	NA	NA	7,4	NA	3837,2249	NA
Zm00001d013365,Zm00001d013366	1074,781	5,4	NA	NA	5,4	NA	1074,781	NA
Zm00001d013418,Zm00001d013423	980,1112	1,1	NA	NA	1,1	NA	980,1112	NA
Zm00001d013435,Zm00001d013439	14872,13252	14,14	NA	NA	14,14	NA	14872,13252	NA
Zm00001d013514,Zm00001d013516	507,1574	2,4	NA	NA	2,4	NA	507,1574	NA
Zm00001d013575,Zm00001d013578	1073,1073	1,1	NA	NA	1,1	NA	1073,1073	NA
Zm00001d013616,Zm00001d013617,Zm00001d013619	326,326,320	1,1,1	NA	NA	1,1,1	NA	326,326,320	NA
Zm00001d013662,Zm00001d013663	6400,1079	4,2	NA	NA	4,2	NA	6400,1079	NA
Zm00001d013719,Zm00001d013720	5066,5698	9,10	NA	NA	9,10	NA	5066,5698	NA
Zm00001d013722,Zm00001d013723	1843,2765	4,6	NA	NA	4,6	NA	1843,2765	NA
Zm00001d013724,Zm00001d013725	1007,1859	1,3	NA	NA	1,3	NA	1007,1859	NA
Zm00001d013787,Zm00001d013788	2554,1726	12,10	NA	NA	12,10	NA	2554,1726	NA
Zm00001d013796,Zm00001d013797	17049,20171	21,9	NA	NA	21,9	NA	17049,20171	NA
Zm00001d013809,Zm00001d013810,Zm00001d013811	6175,3731,11269	7,8,7	NA	NA	7,8,7	NA	6175,3731,11269	NA
Zm00001d013900,Zm00001d013903	2460,2457	5,6	NA	NA	5,6	NA	2460,2457	NA
Zm00001d013901,Zm00001d013904	612,1366	2,2	NA	NA	2,2	NA	612,1366	NA
Zm00001d013945,Zm00001d013949	596,629	1,1	NA	NA	1,1	NA	596,629	NA
Zm00001d013950,Zm00001d013955	865,7433	2,4	NA	NA	2,4	NA	865,7433	NA
Zm00001d014066,Zm00001d014070,Zm00001d014072	377,245,245	1,1,1	NA	NA	1,1,1	NA	377,245,245	NA
Zm00001d014100,Zm00001d014101	779,584	1,1	NA	NA	1,1	NA	779,584	NA
Zm00001d014104,Zm00001d014106	1800,1117	3,6	NA	NA	3,6	NA	1800,1117	NA
Zm00001d014134,Zm00001d014136	1802,1649	2,2	NA	NA	2,2	NA	1802,1649	NA
Zm00001d014153,Zm00001d014155	980,980	2,2	NA	NA	2,2	NA	980,980	NA
Zm00001d014159,Zm00001d014160	9134,5171	6,7	NA	NA	6,7	NA	9134,5171	NA
Zm00001d014217,Zm00001d014219	410,380	1,1	NA	NA	1,1	NA	410,380	NA
Zm00001d014249,Zm00001d014250	1335,1011	3,3	NA	NA	3,3	NA	1335,1011	NA
Zm00001d014302,Zm00001d014303	17044,15995	12,11	NA	NA	12,11	NA	17044,15995	NA
Zm00001d014328,Zm00001d014329	1505,1448	1,1	NA	NA	1,1	NA	1505,1448	NA
Zm00001d014351,Zm00001d014352,Zm00001d014353	1031,1025,1025	1,1,1	NA	NA	1,1,1	NA	1031,1025,1025	NA
Zm00001d014367,Zm00001d014369	24101,22172	13,11	NA	NA	13,11	NA	24101,22172	NA
Zm00001d014378,Zm00001d014379	13285,1779	7,2	NA	NA	7,2	NA	13285,1779	NA
Zm00001d014394,Zm00001d014397	5786,5130	6,7	NA	NA	6,7	NA	5786,5130	NA
Zm00001d014395,Zm00001d014399	3035,1680	8,5	NA	NA	8,5	NA	3035,1680	NA
Zm00001d014443,Zm00001d014447	3825,10225	13,6	NA	NA	13,6	NA	3825,10225	NA
Zm00001d014451,Zm00001d014456,Zm00001d014458	5342,9299,5793	6,6,6	NA	NA	6,6,6	NA	5342,9299,5793	NA
Zm00001d014468,Zm00001d014469,Zm00001d014470	2391,638,1608	3,2,3	NA	NA	3,2,3	NA	2391,638,1608	NA
Zm00001d014510,Zm00001d014511	9114,9133	15,18	NA	NA	15,18	NA	9114,9133	NA
Zm00001d014540,Zm00001d014542	5002,2977	4,9	NA	NA	4,9	NA	5002,2977	NA
Zm00001d014555,Zm00001d014557	3278,3683	2,2	NA	NA	2,2	NA	3278,3683	NA
Zm00001d014601,Zm00001d014602,Zm00001d014603,Zm00001d014606,Zm00001d014608	1703,1694,1617,1605,2882	4,5,4,4,4	NA	NA	4,5,4,4,4	NA	1703,1694,1617,1605,2882	NA
Zm00001d014613,Zm00001d014614,Zm00001d014615,Zm00001d014617	872,1597,1863,1491	1,2,2,2	NA	NA	1,2,2,2	NA	872,1597,1863,1491	NA
Zm00001d014623,Zm00001d014625	1532,1520	1,1	NA	NA	1,1	NA	1532,1520	NA
Zm00001d014628,Zm00001d014629,Zm00001d014630	1304,1234,1352	3,3,3	NA	NA	3,3,3	NA	1304,1234,1352	NA
Zm00001d014649,Zm00001d014650,Zm00001d014652,Zm00001d014654	3368,4325,14416,4436	2,3,4,3	NA	NA	2,3,4,3	NA	3368,4325,14416,4436	NA
Zm00001d014712,Zm00001d014714	859,841	4,5	NA	NA	4,5	NA	859,841	NA
Zm00001d014721,Zm00001d014722	1894,1478	2,1	NA	NA	2,1	NA	1894,1478	NA
Zm00001d014731,Zm00001d014732	2026,2295	4,7	NA	NA	4,7	NA	2026,2295	NA
Zm00001d014734,Zm00001d014737	1082,1446	1,1	NA	NA	1,1	NA	1082,1446	NA
Zm00001d014817,Zm00001d014818,Zm00001d014819,Zm00001d014820	1620,2184,1606,1795	4,4,4,3	NA	NA	4,4,4,3	NA	1620,2184,1606,1795	NA
Zm00001d014835,Zm00001d014839	16214,2387	4,4	NA	NA	4,4	NA	16214,2387	NA
Zm00001d014840,Zm00001d014842	860,1066	1,2	NA	NA	1,2	NA	860,1066	NA
Zm00001d014880,Zm00001d014882	6441,3706	8,8	NA	NA	8,8	NA	6441,3706	NA
Zm00001d014903,Zm00001d014906	3902,3883	9,9	NA	NA	9,9	NA	3902,3883	NA
Zm00001d014944,Zm00001d014945	1804,1144	2,1	NA	NA	2,1	NA	1804,1144	NA
Zm00001d014954,Zm00001d014957	2691,2984	8,7	NA	NA	8,7	NA	2691,2984	NA
Zm00001d014968,Zm00001d014973	4245,7291	10,9	NA	NA	10,9	NA	4245,7291	NA
Zm00001d015005,Zm00001d015006	3850,5531	10,12	NA	NA	10,12	NA	3850,5531	NA
Zm00001d015018,Zm00001d015019	407,299	1,1	NA	NA	1,1	NA	407,299	NA
Zm00001d015040,Zm00001d015043	1152,1151	3,3	NA	NA	3,3	NA	1152,1151	NA
Zm00001d015041,Zm00001d015047,Zm00001d015052,Zm00001d015057	608,845,1868,1395	1,2,1,3	NA	NA	1,2,1,3	NA	608,845,1868,1395	NA
Zm00001d015053,Zm00001d015054	2828,3199	7,7	NA	NA	7,7	NA	2828,3199	NA
Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015076,Zm00001d015077,Zm00001d015079	212,212,212,212,242,212,242	1,1,1,1,1,1,1	NA	NA	1,1,1,1,1,1,1	NA	212,212,212,212,242,212,242	NA
Zm00001d015071,Zm00001d015073	299,299	1,1	NA	NA	1,1	NA	299,299	NA
Zm00001d015097,Zm00001d015098	2325,1680	2,2	NA	NA	2,2	NA	2325,1680	NA
Zm00001d015174,Zm00001d015175	4909,3334	15,8	NA	NA	15,8	NA	4909,3334	NA
Zm00001d015216,Zm00001d015217,Zm00001d015220,Zm00001d015224	1584,2036,13092,1898	3,5,3,4	NA	NA	3,5,3,4	NA	1584,2036,13092,1898	NA
Zm00001d015234,Zm00001d015239	8571,26072	18,18	NA	NA	18,18	NA	8571,26072	NA
Zm00001d015253,Zm00001d015255	743,1367	1,2	NA	NA	1,2	NA	743,1367	NA
Zm00001d015367,Zm00001d015372	2188,12330	4,7	NA	NA	4,7	NA	2188,12330	NA
Zm00001d015444,Zm00001d015445	7558,3201	7,7	NA	NA	7,7	NA	7558,3201	NA
Zm00001d015495,Zm00001d015499	22629,32667	16,19	NA	NA	16,19	NA	22629,32667	NA
Zm00001d015551,Zm00001d015552	533,533	1,1	NA	NA	1,1	NA	533,533	NA
Zm00001d015578,Zm00001d015579,Zm00001d015589,Zm00001d015592	1535,2185,1737,2062	2,2,3,3	NA	NA	2,2,3,3	NA	1535,2185,1737,2062	NA
Zm00001d015636,Zm00001d015637	1307,5979	2,3	NA	NA	2,3	NA	1307,5979	NA
Zm00001d015709,Zm00001d015711	706,706	2,2	NA	NA	2,2	NA	706,706	NA
Zm00001d015820,Zm00001d015821,Zm00001d015825	660,5734,5479	2,3,2	NA	NA	2,3,2	NA	660,5734,5479	NA
Zm00001d015822,Zm00001d015823	8167,4639	10,6	NA	NA	10,6	NA	8167,4639	NA
Zm00001d015905,Zm00001d015912,Zm00001d015914	2892,2834,3339	5,5,5	NA	NA	5,5,5	NA	2892,2834,3339	NA
Zm00001d015963,Zm00001d015964	2460,2401	8,8	NA	NA	8,8	NA	2460,2401	NA
Zm00001d015975,Zm00001d015976	3784,2079	10,9	NA	NA	10,9	NA	3784,2079	NA
Zm00001d016022,Zm00001d016024,Zm00001d016025,Zm00001d016027,Zm00001d016035	1295,1306,1034,1222,899	2,2,2,2,2	NA	NA	2,2,2,2,2	NA	1295,1306,1034,1222,899	NA
Zm00001d016054,Zm00001d016056	1220,1042	3,3	NA	NA	3,3	NA	1220,1042	NA
Zm00001d016085,Zm00001d016087	485,707	1,1	NA	NA	1,1	NA	485,707	NA
Zm00001d016120,Zm00001d016121	389,811	1,2	NA	NA	1,2	NA	389,811	NA
Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	551,419,548,578,605,614,12392	1,1,1,1,1,1,2	NA	NA	1,1,1,1,1,1,2	NA	551,419,548,578,605,614,12392	NA
Zm00001d016158,Zm00001d016159	2134,2133	5,5	NA	NA	5,5	NA	2134,2133	NA
Zm00001d016177,Zm00001d016179,Zm00001d016182,Zm00001d016185	1187,1215,1731,2157	3,3,3,3	NA	NA	3,3,3,3	NA	1187,1215,1731,2157	NA
Zm00001d016180,Zm00001d016181	1547,3023	1,1	NA	NA	1,1	NA	1547,3023	NA
Zm00001d016203,Zm00001d016207	3507,2195	4,4	NA	NA	4,4	NA	3507,2195	NA
Zm00001d016219,Zm00001d016220	4284,1691	2,1	NA	NA	2,1	NA	4284,1691	NA
Zm00001d016260,Zm00001d016262	764,728	1,1	NA	NA	1,1	NA	764,728	NA
Zm00001d016306,Zm00001d016307	1334,1316	1,1	NA	NA	1,1	NA	1334,1316	NA
Zm00001d016387,Zm00001d016389,Zm00001d016391,Zm00001d016393	2474,3598,3148,4196	2,4,2,3	NA	NA	2,4,2,3	NA	2474,3598,3148,4196	NA
Zm00001d016395,Zm00001d016396	19957,15336	14,14	NA	NA	14,14	NA	19957,15336	NA
Zm00001d016414,Zm00001d016415,Zm00001d016417,Zm00001d016420,Zm00001d016424,Zm00001d016427,Zm00001d016428,Zm00001d016429,Zm00001d016431,Zm00001d016435	1508,1424,1993,1402,419,1172,446,668,1510,830	2,3,2,2,1,2,1,1,2,1	NA	NA	2,3,2,2,1,2,1,1,2,1	NA	1508,1424,1993,1402,419,1172,446,668,1510,830	NA
Zm00001d016476,Zm00001d016477	3378,4605	10,11	NA	NA	10,11	NA	3378,4605	NA
Zm00001d016567,Zm00001d016568	209,495	1,1	NA	NA	1,1	NA	209,495	NA
Zm00001d016607,Zm00001d016613	4041,5368	9,10	NA	NA	9,10	NA	4041,5368	NA
Zm00001d016648,Zm00001d016649	1552,1597	3,2	NA	NA	3,2	NA	1552,1597	NA
Zm00001d016660,Zm00001d016661	518,518	1,1	NA	NA	1,1	NA	518,518	NA
Zm00001d016719,Zm00001d016730	1289,1310	1,1	NA	NA	1,1	NA	1289,1310	NA
Zm00001d016738,Zm00001d016740,Zm00001d016741	542,545,539	1,1,1	NA	NA	1,1,1	NA	542,545,539	NA
Zm00001d016773,Zm00001d016777,Zm00001d016782	1662,1662,2108	2,2,2	NA	NA	2,2,2	NA	1662,1662,2108	NA
Zm00001d016841,Zm00001d016842,Zm00001d016844	2384,2184,1875	6,3,5	NA	NA	6,3,5	NA	2384,2184,1875	NA
