GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00008a015109,Zm00008a015110,Zm00008a015111	1428,4780,1033	3,4,2	NA	NA	3,4,2	NA	1428,4780,1033	NA
Zm00008a015123,Zm00008a015126	5067,12821	3,10	Zm00008a015126	10	3	12821	5067	DHH00002B73v402543
Zm00008a015130,Zm00008a015131,Zm00008a015133	2076,7902,5586	2,2,3	NA	NA	2,2,3	NA	2076,7902,5586	NA
Zm00008a015139,Zm00008a015140	562,688	3,3	NA	NA	3,3	NA	562,688	NA
Zm00008a015145,Zm00008a015146	506,34418	1,7	NA	NA	1,7	NA	506,34418	NA
Zm00008a015163,Zm00008a015164	3327,1841	13,1	NA	NA	13,1	NA	3327,1841	NA
Zm00008a015173,Zm00008a015174	626,1465	1,3	NA	NA	1,3	NA	626,1465	NA
Zm00008a015200,Zm00008a015201	2450,23919	3,11	NA	NA	3,11	NA	2450,23919	NA
Zm00008a015229,Zm00008a015230	353,1756	1,2	NA	NA	1,2	NA	353,1756	NA
Zm00008a015243,Zm00008a015244	6472,6079	4,3	NA	NA	4,3	NA	6472,6079	NA
Zm00008a015292,Zm00008a015294	1737,1259	3,2	NA	NA	3,2	NA	1737,1259	NA
Zm00008a015322,Zm00008a015324	1141,1107	2,2	NA	NA	2,2	NA	1141,1107	NA
Zm00008a015360,Zm00008a015361	12201,4486	13,14	NA	NA	13,14	NA	12201,4486	NA
Zm00008a015373,Zm00008a015374	2806,5564	7,3	NA	NA	7,3	NA	2806,5564	NA
Zm00008a015375,Zm00008a015383	1553,1553	2,2	NA	NA	2,2	NA	1553,1553	NA
Zm00008a015377,Zm00008a015384	5657,3561	5,2	NA	NA	5,2	NA	5657,3561	NA
Zm00008a015380,Zm00008a015382	790,499	2,3	NA	NA	2,3	NA	790,499	NA
Zm00008a015389,Zm00008a015391	3786,3415	2,2	NA	NA	2,2	NA	3786,3415	NA
Zm00008a015471,Zm00008a015473,Zm00008a015474,Zm00008a015475,Zm00008a015476,Zm00008a015477,Zm00008a015478,Zm00008a015479	1152,1383,1390,1358,1131,1168,1282,963	2,2,2,2,2,2,2,3	NA	NA	2,2,2,2,2,2,2,3	NA	1152,1383,1390,1358,1131,1168,1282,963	NA
Zm00008a015536,Zm00008a015537	26778,8565	15,12	NA	NA	15,12	NA	26778,8565	NA
Zm00008a015541,Zm00008a015543	18785,3530	6,4	Zm00008a015541	6	4	18785	3530	RLC11127B73v400001,RLG17191B73v400001
Zm00008a015545,Zm00008a015546	47108,1650	7,2	NA	NA	7,2	NA	47108,1650	NA
Zm00008a015578,Zm00008a015589	1948,7937	2,3	NA	NA	2,3	NA	1948,7937	NA
Zm00008a015627,Zm00008a015629	3708,4332	7,8	Zm00008a015629	8	7	4332	3708	DHH01526B73v400001
Zm00008a015658,Zm00008a015660	1459,1043	5,5	NA	NA	5,5	NA	1459,1043	NA
Zm00008a015668,Zm00008a015673	2243,2763	4,3	NA	NA	4,3	NA	2243,2763	NA
Zm00008a015689,Zm00008a015700,Zm00008a015715,Zm00008a015722	4314,2530,2429,2376	5,3,4,3	NA	NA	5,3,4,3	NA	4314,2530,2429,2376	NA
Zm00008a015745,Zm00008a015747,Zm00008a015748	6132,19907,3905	2,7,3	Zm00008a015745	2	7,3	6132	19907,3905	RLX17918B73v400001,DTA00030B73v400001,DTA00030B73v400007,DHH00003B73v401033,DTA00030B73v400010,DTA00030B73v400018,DHH00002B73v403956,DHH00001B73v403209,DTA00030B73v400012,RLC00029B73v400389,DHH01300B73v400001,DTA00030B73v400009,DTA00030B73v400005
Zm00008a015769,Zm00008a015775	5198,5572	4,5	Zm00008a015769,Zm00008a015775	4,5	NA	5198,5572	NA	DHH00002B73v403234,DHH00002B73v406346,DHH00002B73v404703,RLX05818B73v400001,DHH00002B73v402202,DHH00002B73v401858,RLG00005B73v404188,RLX01112B73v400004,DHH00002B73v404417,DHH00002B73v404382,RLG00018B73v400585,DHH00002B73v409650,RLC00041B73v400213,DHH00002B73v409872,DHH00002B73v409874,DHH00002B73v403850,RLX17489B73v400001,RLG00021B73v400512,RLG00106B73v400028,DHH00002B73v403976,DHH00002B73v402032,RLX01550B73v400003,RLX24628B73v400001,RLX17256B73v400001,RLC00004B73v411998,RLG00001B73v416074,RLX18959B73v400001,RLX11820B73v400001,DHH00002B73v402218,RLG00001B73v415308,RLX12547B73v400001,DHH00002B73v407825,DHH00002B73v403574,DHH00002B73v407124,DHH00056B73v400004,DHH00002B73v408150,RLC16879B73v400001,RLC00002B73v415229,DHH00002B73v402699,RLC04362B73v400001,RLX21819B73v400001,RLG00001B73v415261,DHH00001B73v410485,RLC00179B73v400020,DHH00002B73v406230,DHH00004B73v402581,RLX08769B73v400001,DHH00002B73v403790,DHH00002B73v407630,RLC00025B73v400038,RLC00254B73v400012,DHH00002B73v408139,DHH00002B73v408449,DHH00002B73v409630,DHH00002B73v405640,DHH00008B73v401102,RLC00485B73v400001,DHH00005B73v400748,RLX17817B73v400001,RLG00438B73v400006,DHH00002B73v410193,RLG00003B73v412906,RLG00043B73v400129,DHH00002B73v407217,RLG00215B73v400013,DHH00002B73v405181,RLG00001B73v416092,RLC00002B73v414873,DHH00002B73v405732,RLX05543B73v400001,DHH00002B73v406098,RLX09981B73v400001,RLC00002B73v415244,RLC00256B73v400014,DHH00002B73v408034,RLX17512B73v400001,DHH00002B73v402324,DHH00002B73v407245,DHH00002B73v409833,DHH00002B73v405748,RLX09762B73v400001,DHH00002B73v402176,RLG00003B73v412808,DHH00002B73v400469,DHH00002B73v408806,DHH00002B73v407272,RLC00002B73v415246,RLX15423B73v400001,DHH00002B73v401883,DHH00002B73v409768,RLX15623B73v400001,DHH00003B73v400333,DHH00002B73v402735,RLC00002B73v415260,DHH00002B73v400709,RLX00088B73v400032,RLX15191B73v400001,DHH00002B73v404167,RLG00073B73v400031,DHH00002B73v406763,DHH00002B73v407077,DHH00002B73v402982,DHH00002B73v406605,RLG17520B73v400001,RLG01471B73v400003,RLG00007B73v403255,DHH00002B73v408377,RLX09953B73v400001,DHH00002B73v406208,RLG00005B73v404202,RLX20428B73v400001,DHH00002B73v405261,RLC00002B73v415339,DHH00002B73v403204,DHH00002B73v404644,DHH00002B73v405570,DHH00002B73v408089,DHH00002B73v403522,RLG18925B73v400001,RLC04445B73v400002,RLC00041B73v400208,RLX21848B73v400001,RLC00004B73v412030,DHH00002B73v409571,DHH00347B73v400001,RLC00004B73v411986,RLX16298B73v400001
Zm00008a015778,Zm00008a015781	4876,1219	4,2	Zm00008a015778	4	2	4876	1219	DHH00001B73v402716
Zm00008a015790,Zm00008a015791,Zm00008a015792,Zm00008a015793,Zm00008a015794,Zm00008a015795,Zm00008a015796	362,362,353,362,19305,362,362	1,1,1,1,3,1,1	Zm00008a015794	3	1,1,1,1,1,1	19305	362,362,353,362,362,362	RLC00004B73v410184
Zm00008a015973,Zm00008a015974	920,2859	1,3	NA	NA	1,3	NA	920,2859	NA
Zm00008a016009,Zm00008a016010	2017,3442	5,7	NA	NA	5,7	NA	2017,3442	NA
Zm00008a016027,Zm00008a016035	2913,56702	2,4	NA	NA	2,4	NA	2913,56702	NA
Zm00008a016062,Zm00008a016063	2084,2386	7,7	NA	NA	7,7	NA	2084,2386	NA
Zm00008a016106,Zm00008a016120	1938,1664	5,5	NA	NA	5,5	NA	1938,1664	NA
Zm00008a016113,Zm00008a016114	11310,5346	16,16	NA	NA	16,16	NA	11310,5346	NA
Zm00008a016157,Zm00008a016158	3175,1766	2,2	NA	NA	2,2	NA	3175,1766	NA
Zm00008a016191,Zm00008a016193	7212,32693	3,2	Zm00008a016191	3	2	7212	32693	RLG22836B73v400001
Zm00008a016266,Zm00008a016268	22463,2579	8,6	NA	NA	8,6	NA	22463,2579	NA
Zm00008a016272,Zm00008a016284	1091,1500	1,2	NA	NA	1,2	NA	1091,1500	NA
Zm00008a016307,Zm00008a016308	15272,680	3,2	Zm00008a016307	3	2	15272	680	RLG10756B73v400001
Zm00008a016389,Zm00008a016390	461,28379	1,2	NA	NA	1,2	NA	461,28379	NA
Zm00008a016436,Zm00008a016441	218,792	1,2	NA	NA	1,2	NA	218,792	NA
Zm00008a016591,Zm00008a016592	2675,2389	5,4	NA	NA	5,4	NA	2675,2389	NA
Zm00008a016649,Zm00008a016652	5185,4245	7,8	NA	NA	7,8	NA	5185,4245	NA
Zm00008a016669,Zm00008a016670	2433,789	3,2	NA	NA	3,2	NA	2433,789	NA
Zm00008a016688,Zm00008a016689,Zm00008a016690,Zm00008a016692,Zm00008a016693,Zm00008a016695,Zm00008a016698,Zm00008a016699,Zm00008a016702,Zm00008a016704,Zm00008a016707	455,2760,1230,9187,5837,3279,3712,2126,3645,2232,3012	2,6,4,4,4,3,2,6,5,2,2	Zm00008a016693	4	2,6,4,4,3,2,6,5,2,2	5837	455,2760,1230,9187,3279,3712,2126,3645,2232,3012	RLC17864B73v400001,RLG00378B73v400001,RLG00300B73v400002,RLG00006B73v401441,RLG04771B73v400002,RLG00006B73v401524,RLG00089B73v400047,RLG00006B73v402232,RLG19936B73v400001,RLG12082B73v400001,RLC00002B73v412200,RLG00078B73v400028,RLG01122B73v400004,RLG04605B73v400002,RLG00275B73v400005,RLC00958B73v400001,DHH00001B73v400766,RLX00579B73v400003,RLC00002B73v414684,RLG02687B73v400001,RLG00006B73v401733,RLX02253B73v400002,DHH00051B73v400019,RLG02576B73v400002,RLG02576B73v400001,RLX22689B73v400001,RLG00001B73v414773,RLG00006B73v402134,RLC00002B73v415014,RLG17994B73v400001,RLG02024B73v400001,RLG00006B73v404138,RLG00130B73v400012,RLG00006B73v403986,RLG00006B73v404036,RLG14917B73v400001,RLG18628B73v400001,DHH00009B73v400508,RLG03739B73v400001,RLG17865B73v400001,RLG00001B73v415114,RLG05388B73v400001,RLG00006B73v402949,RLG00001B73v415549,RLG03312B73v400001,RLG07223B73v400001,RLG19603B73v400001,RLG00010B73v401251,RLC04716B73v400001,RLG00006B73v404106,RLG09413B73v400001,DHH00001B73v408446,RLG00006B73v403736,RLX04327B73v400001,RLG00114B73v400025,RLC00014B73v401004,RLG00010B73v401167,RLG00006B73v404054,DHH00001B73v407819,RLG00533B73v400003,RLG00006B73v4S0017,RLX20312B73v400001,RLG00006B73v4S0019,RLX23669B73v400001,RLG00110B73v400036,RLG00006B73v4S0114,RLG00006B73v403888,DHH00001B73v406405,RLG00001B73v416092,RLG00006B73v404110,RLG01519B73v400001,RLX19793B73v400001,RLG19710B73v400001,RLG04552B73v400001,RLX02168B73v400002,DHH00001B73v409802,DHH00041B73v400008,RLG20650B73v400001,RLX22685B73v400001,RLG00006B73v400689,RLC19485B73v400001,RLG00006B73v400692,RLG02350B73v400001,RLG00546B73v400003,DHH00001B73v406819,RLG00009B73v401066,RLX17106B73v400001,RLG01556B73v400001,RLG24050B73v400001,RLG00021B73v400483,RLG01700B73v400001,RLX20697B73v400001,RLG00006B73v403491,RLG00437B73v400005,RLG02876B73v400001,RLG19728B73v400001,RLG00009B73v400952,DHH00002B73v404827,RLG01832B73v400001,RLC01699B73v400003,RLC21722B73v400001,RLG17684B73v400001,RLG11033B73v400001,RLG00437B73v400001,RLG00437B73v400003,RLG01572B73v400001,RLX18994B73v400001,RLG00330B73v400008,RLG01740B73v400003,RLG20290B73v400001,RLG00450B73v400002,RLG00450B73v400005,RLG20454B73v400001,RLG00450B73v400008,RLG01949B73v400003,RLX01647B73v400003,RLG00006B73v404073,RLC18143B73v400001,RLG00007B73v402193,RLG00047B73v400015,RLG02345B73v400002,RLG00006B73v403465,RLG00272B73v400011,RLG00001B73v415951,RLG00006B73v402567,RLX19923B73v400001,RLX04482B73v400002,RLG00006B73v402917,RLG01940B73v400001,RLG18381B73v400001,DHH02180B73v400001,RLG00006B73v403062,RLC02792B73v400001,RLG21318B73v400001,RLG00047B73v400135,RLG00085B73v400015,DHH00001B73v402113,DHH00001B73v408305,RLG00006B73v403783,RLG01572B73v400002,RLG01572B73v400003,RLG04446B73v400002,RLX24100B73v400001,RLC24939B73v400001,RLG00006B73v4S0197,DHH00001B73v409304,RLG21729B73v400001,RLX04450B73v400001,RLG03706B73v400002,RLG02350B73v400002,RLX00487B73v400003,RLG13573B73v400001,RLG00047B73v400123,RLG01075B73v400003,RLG17710B73v400001,RLG02893B73v400001,RLG02677B73v400001,RLG00047B73v400084,DHH00014B73v400062,RLG00006B73v4S0060,RLG00181B73v400015,RLG00078B73v400018,RLX04430B73v400001,DHH00002B73v400921,RLG00006B73v403519,RLG00114B73v400011,RLG00006B73v403769,DHH00001B73v405889,DHH01923B73v400001,RLC00002B73v411062,RLG00006B73v403167,RLG00006B73v403288,DHH00009B73v400950,RLG13378B73v400001,DHH00051B73v400009,RLG00740B73v400001
Zm00008a016706,Zm00008a016708	499,557	3,3	NA	NA	3,3	NA	499,557	NA
Zm00008a016750,Zm00008a016751,Zm00008a016754	3621,4434,2150	3,3,1	NA	NA	3,3,1	NA	3621,4434,2150	NA
Zm00008a016752,Zm00008a016753	13375,931	3,3	NA	NA	3,3	NA	13375,931	NA
Zm00008a016771,Zm00008a016773,Zm00008a016774,Zm00008a016775,Zm00008a016776	956,998,998,1095,791	1,1,1,2,1	NA	NA	1,1,1,2,1	NA	956,998,998,1095,791	NA
Zm00008a016789,Zm00008a016791	908,1124	2,3	NA	NA	2,3	NA	908,1124	NA
Zm00008a016835,Zm00008a016843	9075,1688	9,1	Zm00008a016835	9	1	9075	1688	RLX17749B73v400001,DHH00002B73v408499,DHH00002B73v400191,DHH00002B73v405209
Zm00008a016854,Zm00008a016859	1246,2661	2,3	NA	NA	2,3	NA	1246,2661	NA
Zm00008a016912,Zm00008a016913	3449,7970	8,11	NA	NA	8,11	NA	3449,7970	NA
Zm00008a016954,Zm00008a016961	732,479	2,1	NA	NA	2,1	NA	732,479	NA
Zm00008a017008,Zm00008a017021	599,424	1,3	NA	NA	1,3	NA	599,424	NA
Zm00008a017009,Zm00008a017020	28814,3256	3,3	NA	NA	3,3	NA	28814,3256	NA
Zm00008a017155,Zm00008a017156	635,564	1,2	NA	NA	1,2	NA	635,564	NA
Zm00008a017159,Zm00008a017160,Zm00008a017162	24490,1514,2123	4,3,2	NA	NA	4,3,2	NA	24490,1514,2123	NA
Zm00008a017171,Zm00008a017173,Zm00008a017175,Zm00008a017176,Zm00008a017184,Zm00008a017185,Zm00008a017186,Zm00008a017187,Zm00008a017189,Zm00008a017192,Zm00008a017193,Zm00008a017194,Zm00008a017195,Zm00008a017196	13060,338,203,8919,898,674,6904,338,10414,10040,338,338,7573,10878	3,1,1,2,3,2,2,1,2,3,1,1,4,2	Zm00008a017186,Zm00008a017189	2,2	3,1,1,2,3,2,1,3,1,1,4,2	6904,10414	13060,338,203,8919,898,674,338,10040,338,338,7573,10878	RLX22634B73v400001,RLX19838B73v400001,RLX22636B73v400001,RLX10325B73v400001,RLX18683B73v400001,RLX22638B73v400001,RLX19836B73v400001,RLX18226B73v400001,RLX18682B73v400001,DHH00003B73v403789
Zm00008a017331,Zm00008a017341	1719,3490	3,6	NA	NA	3,6	NA	1719,3490	NA
Zm00008a017477,Zm00008a017478,Zm00008a017479	2176,1356,2751	2,2,2	NA	NA	2,2,2	NA	2176,1356,2751	NA
Zm00008a017484,Zm00008a017485	7550,2912	6,3	Zm00008a017484	6	3	7550	2912	RLG00007B73v402976,RLC00002B73v414823,RLG14067B73v400001,RLG01013B73v400003,RLC00004B73v409263,RLC00002B73v413747,RLG02824B73v400002,RLG02824B73v400001,RLX20107B73v400001,RLC00002B73v414845,RLG24134B73v400001,RLG18855B73v400001,RLG03831B73v400002,RLX23253B73v400001,RLG03831B73v400001,RLC01879B73v400003,RLC00002B73v414193,RLG22289B73v400001,RLX17875B73v400001,RLC00116B73v400031,RLG00001B73v415653,RLG13733B73v400001,RLG00018B73v400575,RLG05891B73v400001,RLG00007B73v403066,RLG23884B73v400001,RLG04468B73v400001,RLX10278B73v400001,RLX07216B73v400001,RLG04713B73v400002,RLG07974B73v400001,DHH00001B73v410715,DHH00005B73v402297,RLG21683B73v400001,RLG17984B73v400001,DHH00001B73v401363,RLG00111B73v400023
Zm00008a017545,Zm00008a017546	2913,2246	2,2	NA	NA	2,2	NA	2913,2246	NA
Zm00008a017573,Zm00008a017574	1509,1037	2,1	NA	NA	2,1	NA	1509,1037	NA
Zm00008a017577,Zm00008a017578,Zm00008a017580	1580,1663,1604	2,2,2	NA	NA	2,2,2	NA	1580,1663,1604	NA
Zm00008a017671,Zm00008a017672	509,950	1,2	NA	NA	1,2	NA	509,950	NA
Zm00008a017677,Zm00008a017678,Zm00008a017679	2841,799,4534	7,3,6	NA	NA	7,3,6	NA	2841,799,4534	NA
Zm00008a017695,Zm00008a017696,Zm00008a017697	695,1000,1467	1,2,2	NA	NA	1,2,2	NA	695,1000,1467	NA
Zm00008a017731,Zm00008a017744	614,614	1,1	NA	NA	1,1	NA	614,614	NA
Zm00008a017733,Zm00008a017745	1619,1418	2,1	NA	NA	2,1	NA	1619,1418	NA
Zm00008a017748,Zm00008a017749	4402,5181	14,17	NA	NA	14,17	NA	4402,5181	NA
Zm00008a017770,Zm00008a017771	1921,3038	2,4	NA	NA	2,4	NA	1921,3038	NA
Zm00008a017778,Zm00008a017779,Zm00008a017786	2122,1985,1675	2,2,2	NA	NA	2,2,2	NA	2122,1985,1675	NA
Zm00008a017822,Zm00008a017823	861,467	2,2	NA	NA	2,2	NA	861,467	NA
Zm00008a017833,Zm00008a017835,Zm00008a017839	242,1114,1405	1,3,2	NA	NA	1,3,2	NA	242,1114,1405	NA
Zm00008a017853,Zm00008a017854	866,906	2,2	NA	NA	2,2	NA	866,906	NA
Zm00008a017866,Zm00008a017867	1906,2603	3,4	NA	NA	3,4	NA	1906,2603	NA
Zm00008a017926,Zm00008a017932	2281,3429	4,4	NA	NA	4,4	NA	2281,3429	NA
Zm00008a017940,Zm00008a017942	5689,9663	5,5	Zm00008a017940,Zm00008a017942	5,5	NA	5689,9663	NA	DHH00008B73v401059,RLX10185B73v400001,DHH00007B73v401331,DHH00003B73v400349,DHH00001B73v404721,DHH00024B73v400070
Zm00008a018008,Zm00008a018009,Zm00008a018011,Zm00008a018012	1458,2457,1489,1339	2,2,2,2	NA	NA	2,2,2,2	NA	1458,2457,1489,1339	NA
Zm00008a018077,Zm00008a018080,Zm00008a018087	10098,2343,3632	6,2,3	NA	NA	6,2,3	NA	10098,2343,3632	NA
Zm00008a018103,Zm00008a018110	737,1846	1,2	NA	NA	1,2	NA	737,1846	NA
Zm00008a018116,Zm00008a018117,Zm00008a018124	10334,5730,4665	3,2,2	Zm00008a018116	3	2,2	10334	5730,4665	DHH00003B73v401388
Zm00008a018118,Zm00008a018119	1342,2175	5,5	NA	NA	5,5	NA	1342,2175	NA
Zm00008a018211,Zm00008a018213	3530,7840	7,6	NA	NA	7,6	NA	3530,7840	NA
Zm00008a018232,Zm00008a018233	5404,2011	5,5	Zm00008a018232	5	5	5404	2011	RLX22560B73v400001
Zm00008a018293,Zm00008a018294	1023,1519	3,7	NA	NA	3,7	NA	1023,1519	NA
Zm00008a018333,Zm00008a018334	2462,8749	4,4	NA	NA	4,4	NA	2462,8749	NA
Zm00008a018376,Zm00008a018377	3009,3335	5,4	NA	NA	5,4	NA	3009,3335	NA
Zm00008a018387,Zm00008a018389	857,921	3,3	NA	NA	3,3	NA	857,921	NA
Zm00008a018419,Zm00008a018422	1739,1733	5,7	NA	NA	5,7	NA	1739,1733	NA
Zm00008a018420,Zm00008a018421	1657,1143	7,7	NA	NA	7,7	NA	1657,1143	NA
Zm00008a018439,Zm00008a018440	4673,2188	2,5	NA	NA	2,5	NA	4673,2188	NA
Zm00008a018445,Zm00008a018446,Zm00008a018447	13088,1834,1840	8,4,2	NA	NA	8,4,2	NA	13088,1834,1840	NA
Zm00008a018465,Zm00008a018466	440,665	1,1	NA	NA	1,1	NA	440,665	NA
Zm00008a018481,Zm00008a018482	56353,1454	2,1	NA	NA	2,1	NA	56353,1454	NA
Zm00008a018490,Zm00008a018491,Zm00008a018492,Zm00008a018493,Zm00008a018494,Zm00008a018495,Zm00008a018497,Zm00008a018498,Zm00008a018502,Zm00008a018503,Zm00008a018504,Zm00008a018505	5460,410,2398,236,425,386,329,1258,1359,410,389,6735	2,1,2,1,1,1,1,2,2,1,1,2	Zm00008a018490	2	1,2,1,1,1,1,2,2,1,1,2	5460	410,2398,236,425,386,329,1258,1359,410,389,6735	RLX17433B73v400001
Zm00008a018544,Zm00008a018545	3897,3507	8,8	NA	NA	8,8	NA	3897,3507	NA
Zm00008a018581,Zm00008a018582,Zm00008a018583,Zm00008a018584	2454,2744,2353,4005	5,6,5,6	NA	NA	5,6,5,6	NA	2454,2744,2353,4005	NA
Zm00008a018622,Zm00008a018623	11381,6393	16,18	Zm00008a018622,Zm00008a018623	16,18	NA	11381,6393	NA	RLC22514B73v400001
Zm00008a018740,Zm00008a018741	4244,5480	2,4	NA	NA	2,4	NA	4244,5480	NA
Zm00008a018767,Zm00008a018768	881,850	1,2	NA	NA	1,2	NA	881,850	NA
Zm00008a018822,Zm00008a018823	263,212	1,1	NA	NA	1,1	NA	263,212	NA
Zm00008a018862,Zm00008a018863	2593,2592	4,4	NA	NA	4,4	NA	2593,2592	NA
Zm00008a018880,Zm00008a018898	3258,2938	6,5	NA	NA	6,5	NA	3258,2938	NA
Zm00008a018894,Zm00008a018895	1174,578	2,1	NA	NA	2,1	NA	1174,578	NA
Zm00008a018901,Zm00008a018902	2054,2476	1,4	NA	NA	1,4	NA	2054,2476	NA
Zm00008a018911,Zm00008a018912	1574,1574	1,1	NA	NA	1,1	NA	1574,1574	NA
Zm00008a018919,Zm00008a018920	1520,1947	1,3	NA	NA	1,3	NA	1520,1947	NA
Zm00008a018930,Zm00008a018936	1943,2259	5,7	NA	NA	5,7	NA	1943,2259	NA
Zm00008a019066,Zm00008a019067	652,590	2,2	NA	NA	2,2	NA	652,590	NA
Zm00008a019068,Zm00008a019070	20445,2944	3,3	NA	NA	3,3	NA	20445,2944	NA
Zm00008a019104,Zm00008a019106	2050,676	2,2	NA	NA	2,2	NA	2050,676	NA
Zm00008a019121,Zm00008a019122	4525,2261	11,5	NA	NA	11,5	NA	4525,2261	NA
Zm00008a019131,Zm00008a019136	2743,2752	4,4	NA	NA	4,4	NA	2743,2752	NA
Zm00008a019205,Zm00008a019206	1158,882	2,3	NA	NA	2,3	NA	1158,882	NA
Zm00008a019249,Zm00008a019252	4134,2734	6,6	NA	NA	6,6	NA	4134,2734	NA
Zm00008a019267,Zm00008a019276	773,7241	1,2	NA	NA	1,2	NA	773,7241	NA
Zm00008a019290,Zm00008a019292	671,320	1,1	NA	NA	1,1	NA	671,320	NA
Zm00008a019293,Zm00008a019295,Zm00008a019299	3338,3397,1559	4,3,1	NA	NA	4,3,1	NA	3338,3397,1559	NA
Zm00008a019359,Zm00008a019360	12873,1683	4,2	NA	NA	4,2	NA	12873,1683	NA
Zm00008a019363,Zm00008a019364	3517,2871	5,4	NA	NA	5,4	NA	3517,2871	NA
Zm00008a019387,Zm00008a019389	5385,5847	7,6	NA	NA	7,6	NA	5385,5847	NA
Zm00008a019398,Zm00008a019399	2299,2273	6,4	NA	NA	6,4	NA	2299,2273	NA
Zm00008a019458,Zm00008a019459	1472,1472	2,2	NA	NA	2,2	NA	1472,1472	NA
Zm00008a019521,Zm00008a019527	997,2725	2,2	NA	NA	2,2	NA	997,2725	NA
Zm00008a019536,Zm00008a019551	3478,3834	5,6	NA	NA	5,6	NA	3478,3834	NA
Zm00008a019600,Zm00008a019606	6774,395	2,1	Zm00008a019600	2	1	6774	395	DHH00001B73v404646,DHH00001B73v406527,RLC13543B73v400001
Zm00008a019605,Zm00008a019607	58749,1098	4,3	NA	NA	4,3	NA	58749,1098	NA
Zm00008a019670,Zm00008a019671	4090,4027	5,10	NA	NA	5,10	NA	4090,4027	NA
Zm00008a019698,Zm00008a019700	326,218	1,1	NA	NA	1,1	NA	326,218	NA
Zm00008a019747,Zm00008a019748	1160,21843	2,2	NA	NA	2,2	NA	1160,21843	NA
Zm00008a019813,Zm00008a019817	1762,3918	2,2	NA	NA	2,2	NA	1762,3918	NA
Zm00008a019841,Zm00008a019842	16870,9031	20,8	NA	NA	20,8	NA	16870,9031	NA
Zm00008a019850,Zm00008a019852	6634,17768	7,14	NA	NA	7,14	NA	6634,17768	NA
Zm00008a019857,Zm00008a019869	19742,3459	5,2	NA	NA	5,2	NA	19742,3459	NA
Zm00008a019946,Zm00008a019949	596,629	1,1	NA	NA	1,1	NA	596,629	NA
Zm00008a019950,Zm00008a019954	763,8002	2,5	NA	NA	2,5	NA	763,8002	NA
Zm00008a020035,Zm00008a020037,Zm00008a020048	1469,3746,1493	3,3,1	NA	NA	3,3,1	NA	1469,3746,1493	NA
Zm00008a020093,Zm00008a020104,Zm00008a020105	1668,1762,1661	2,2,2	NA	NA	2,2,2	NA	1668,1762,1661	NA
Zm00008a020122,Zm00008a020123	9032,5241	6,8	NA	NA	6,8	NA	9032,5241	NA
Zm00008a020197,Zm00008a020198	4121,5234	13,15	Zm00008a020198	15	13	5234	4121	DHH00032B73v400037
Zm00008a020238,Zm00008a020239	479,230	2,1	NA	NA	2,1	NA	479,230	NA
Zm00008a020248,Zm00008a020249	1493,8913	1,2	NA	NA	1,2	NA	1493,8913	NA
Zm00008a020317,Zm00008a020320	2946,2979	12,5	NA	NA	12,5	NA	2946,2979	NA
Zm00008a020324,Zm00008a020326,Zm00008a020327	4890,6581,6090	5,6,6	NA	NA	5,6,6	NA	4890,6581,6090	NA
Zm00008a020401,Zm00008a020405	3369,5132	2,2	NA	NA	2,2	NA	3369,5132	NA
Zm00008a020437,Zm00008a020438,Zm00008a020439,Zm00008a020441	19060,1305,1281,2773	4,4,4,5	NA	NA	4,4,4,5	NA	19060,1305,1281,2773	NA
Zm00008a020445,Zm00008a020446,Zm00008a020448	1344,1239,1560	2,2,2	NA	NA	2,2,2	NA	1344,1239,1560	NA
Zm00008a020450,Zm00008a020451	27438,1537	7,2	NA	NA	7,2	NA	27438,1537	NA
Zm00008a020454,Zm00008a020455,Zm00008a020456	7641,932,1046	4,3,3	NA	NA	4,3,3	NA	7641,932,1046	NA
Zm00008a020464,Zm00008a020465	3054,17780	2,10	NA	NA	2,10	NA	3054,17780	NA
Zm00008a020500,Zm00008a020507,Zm00008a020508,Zm00008a020515,Zm00008a020518	632,458,677,677,677	1,1,1,1,1	NA	NA	1,1,1,1,1	NA	632,458,677,677,677	NA
Zm00008a020516,Zm00008a020519	2116,2110	3,5	NA	NA	3,5	NA	2116,2110	NA
Zm00008a020517,Zm00008a020520	37175,1471	13,3	NA	NA	13,3	NA	37175,1471	NA
Zm00008a020530,Zm00008a020531	1709,1970	2,3	NA	NA	2,3	NA	1709,1970	NA
Zm00008a020543,Zm00008a020546	1903,1211	3,1	NA	NA	3,1	NA	1903,1211	NA
Zm00008a020617,Zm00008a020618,Zm00008a020619	10425,1414,1375	9,4,3	NA	NA	9,4,3	NA	10425,1414,1375	NA
Zm00008a020628,Zm00008a020629	860,1496	1,2	NA	NA	1,2	NA	860,1496	NA
Zm00008a020674,Zm00008a020675	3715,3730	8,8	NA	NA	8,8	NA	3715,3730	NA
Zm00008a020699,Zm00008a020700	545,635	1,1	NA	NA	1,1	NA	545,635	NA
Zm00008a020706,Zm00008a020707	1502,1070	2,1	NA	NA	2,1	NA	1502,1070	NA
Zm00008a020717,Zm00008a020718	2573,3637	6,5	NA	NA	6,5	NA	2573,3637	NA
Zm00008a020732,Zm00008a020737	4416,4246	10,10	Zm00008a020737	10	10	4246	4416	DHH00002B73v408640,RLX18282B73v400001
