GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00008a035502	8467	10	Zm00008a035502	10	NA	8467	NA	RLC03256B73v400001
Zm00008a035505	7137	5	NA	NA	5	NA	7137	NA
Zm00008a035015	2387	4	NA	NA	4	NA	2387	NA
Zm00008a027289	1596	4	NA	NA	4	NA	1596	NA
Zm00008a035506	5719	9	Zm00008a035506	9	NA	5719	NA	DHH00673B73v400001
Zm00008a024280	2106	2	NA	NA	2	NA	2106	NA
Zm00008a024281	9182	12	NA	NA	12	NA	9182	NA
Zm00008a024282	16570	6	NA	NA	6	NA	16570	NA
Zm00008a024283	12536	8	NA	NA	8	NA	12536	NA
Zm00008a024284	27473	3	NA	NA	3	NA	27473	NA
Zm00008a024285	6841	9	NA	NA	9	NA	6841	NA
Zm00008a024286	2841	7	NA	NA	7	NA	2841	NA
Zm00008a024287	1302	4	NA	NA	4	NA	1302	NA
Zm00008a038205	1565	1	NA	NA	1	NA	1565	NA
Zm00008a024752	6558	4	Zm00008a024752	4	NA	6558	NA	RLX05792B73v400001
Zm00008a024753	718	2	NA	NA	2	NA	718	NA
Zm00008a024750	1066	2	NA	NA	2	NA	1066	NA
Zm00008a024751	2209	4	NA	NA	4	NA	2209	NA
Zm00008a024756	24083	6	NA	NA	6	NA	24083	NA
Zm00008a024757	8467	3	NA	NA	3	NA	8467	NA
Zm00008a024754	1826	3	NA	NA	3	NA	1826	NA
Zm00008a024755	2703	2	NA	NA	2	NA	2703	NA
Zm00008a024758	6397	7	Zm00008a024758	7	NA	6397	NA	DHH00002B73v406101,DHH00002B73v406016
Zm00008a024759	2162	4	NA	NA	4	NA	2162	NA
Zm00008a004192	1819	2	NA	NA	2	NA	1819	NA
Zm00008a001345	5015	2	NA	NA	2	NA	5015	NA
Zm00008a004190	4257	3	NA	NA	3	NA	4257	NA
Zm00008a001191	1979	2	NA	NA	2	NA	1979	NA
Zm00008a001190	3511	5	NA	NA	5	NA	3511	NA
Zm00008a001193	2601	4	NA	NA	4	NA	2601	NA
Zm00008a004191	64969	2	NA	NA	2	NA	64969	NA
Zm00008a001195	3599	6	NA	NA	6	NA	3599	NA
Zm00008a001194	561	2	NA	NA	2	NA	561	NA
Zm00008a001197	3419	6	NA	NA	6	NA	3419	NA
Zm00008a001196	3129	5	NA	NA	5	NA	3129	NA
Zm00008a001199	11877	14	NA	NA	14	NA	11877	NA
Zm00008a004196	4012	2	NA	NA	2	NA	4012	NA
Zm00008a027288	1052	1	NA	NA	1	NA	1052	NA
Zm00008a034755	7337	12	Zm00008a034755	12	NA	7337	NA	RLC00016B73v400007,DHH00002B73v400075
Zm00008a004197	13240	5	NA	NA	5	NA	13240	NA
Zm00008a000828	3670	2	NA	NA	2	NA	3670	NA
Zm00008a000829	5545	3	Zm00008a000829	3	NA	5545	NA	RLX00685B73v400005,RLC00014B73v400820
Zm00008a004194	647	2	NA	NA	2	NA	647	NA
Zm00008a000822	10371	4	NA	NA	4	NA	10371	NA
Zm00008a000823	1451	1	NA	NA	1	NA	1451	NA
Zm00008a000820	1538	1	NA	NA	1	NA	1538	NA
Zm00008a000821	6395	11	NA	NA	11	NA	6395	NA
Zm00008a000826	5633	7	NA	NA	7	NA	5633	NA
Zm00008a000827	3051	2	NA	NA	2	NA	3051	NA
Zm00008a000824	5649	11	NA	NA	11	NA	5649	NA
Zm00008a000825	8772	8	NA	NA	8	NA	8772	NA
Zm00008a036247	1279	4	NA	NA	4	NA	1279	NA
Zm00008a034751	6555	3	NA	NA	3	NA	6555	NA
Zm00008a034750	2885	5	NA	NA	5	NA	2885	NA
Zm00008a009696	458	2	NA	NA	2	NA	458	NA
Zm00008a009697	13884	20	NA	NA	20	NA	13884	NA
Zm00008a009694	2266	4	NA	NA	4	NA	2266	NA
Zm00008a009695	3530	8	NA	NA	8	NA	3530	NA
Zm00008a009692	554	1	NA	NA	1	NA	554	NA
Zm00008a009693	2075	2	NA	NA	2	NA	2075	NA
Zm00008a009690	1969	2	NA	NA	2	NA	1969	NA
Zm00008a009691	1880	4	NA	NA	4	NA	1880	NA
Zm00008a009698	5188	8	NA	NA	8	NA	5188	NA
Zm00008a009699	3225	6	NA	NA	6	NA	3225	NA
Zm00008a037219	109736	6	NA	NA	6	NA	109736	NA
Zm00008a037218	1319	2	NA	NA	2	NA	1319	NA
Zm00008a037217	778	2	NA	NA	2	NA	778	NA
Zm00008a037216	992	1	NA	NA	1	NA	992	NA
Zm00008a037215	1560	4	NA	NA	4	NA	1560	NA
Zm00008a037214	9950	20	NA	NA	20	NA	9950	NA
Zm00008a037213	5270	3	NA	NA	3	NA	5270	NA
Zm00008a029287	987	2	NA	NA	2	NA	987	NA
Zm00008a037211	3363	3	NA	NA	3	NA	3363	NA
Zm00008a037210	9980	7	NA	NA	7	NA	9980	NA
Zm00008a004349	2002	4	NA	NA	4	NA	2002	NA
Zm00008a004348	3252	6	NA	NA	6	NA	3252	NA
Zm00008a004347	1200	3	NA	NA	3	NA	1200	NA
Zm00008a004346	962	3	NA	NA	3	NA	962	NA
Zm00008a004345	43796	3	NA	NA	3	NA	43796	NA
Zm00008a004344	3192	5	NA	NA	5	NA	3192	NA
Zm00008a004343	3795	5	NA	NA	5	NA	3795	NA
Zm00008a004342	771	2	NA	NA	2	NA	771	NA
Zm00008a004341	7145	4	NA	NA	4	NA	7145	NA
Zm00008a004340	7409	4	Zm00008a004340	4	NA	7409	NA	DHH00003B73v401957,RLX17063B73v400001,RLX19583B73v400001,RLG17828B73v400001,RLC00004B73v406653
Zm00008a007698	5393	8	NA	NA	8	NA	5393	NA
Zm00008a007699	13922	3	Zm00008a007699	3	NA	13922	NA	RLG00001B73v408366,RLG00001B73v400584,RLC00004B73v411916,RLC00022B73v400501,RLG00001B73v403174,RLG00001B73v415011,RLG00001B73v410309,RLG00001B73v404976,RLC18766B73v400001,DHH00002B73v403605,RLG00020B73v400526,RLG00001B73v400501,RLC00004B73v410190,RLC00002B73v411504,RLC19867B73v400001,RLG00039B73v400221,RLG00017B73v400432,RLG00001B73v404639,RLX17802B73v400001,RLG00001B73v408097,DHH00011B73v400186,RLG00001B73v408884,RLG00001B73v407264,RLG00001B73v403100,RLC00054B73v400111,RLG00001B73v405975,RLG00001B73v411252,RLG00001B73v403033,RLG00001B73v401817,RLG00021B73v400356,RLC03357B73v400001,RLG00001B73v408403,RLG00001B73v409573,RLG00010B73v400887,RLG00007B73v403022,RLG00001B73v408560,RLG00001B73v414756,RLG00001B73v410844,RLG00001B73v409794,RLG00001B73v409818,RLC18518B73v400001,RLG00001B73v406108,RLG00001B73v410313,RLG00001B73v414366,RLG03262B73v400002,DHH00866B73v400001,RLG00001B73v400561,RLG00001B73v404529,RLG00010B73v401000,RLG00001B73v413367,RLG00001B73v412142,RLG00001B73v412896,RLG00001B73v412212,RLC00390B73v400004,RLG00109B73v400036,RLG19437B73v400001,RLG00001B73v407284,RLG00001B73v414079,RLX01796B73v400003,RLG00001B73v407694,RLG00001B73v409958,RLG00001B73v412350,RLC00004B73v411075,RLG00001B73v406453,RLG00001B73v401317,RLG00001B73v414505,RLG00001B73v402963,RLG00001B73v408322,RLG00001B73v402334,RLG00001B73v400720,RLC00002B73v415186,RLC00002B73v414605,RLC00002B73v410188,RLG00001B73v415780,RLC00025B73v400095,RLG00001B73v412763,DHH00020B73v400103,RLG00001B73v409883,DHH00003B73v402534,DHH00001B73v406805,RLG00001B73v412015,RLG00001B73v407230,RLG00001B73v409136,DHH00001B73v402944,RLG00001B73v400971,RLG00001B73v411582,RLC00004B73v410633,RLG00001B73v406829,RLX22666B73v400001,DHH00199B73v400002,RLC00025B73v400375,RLG00001B73v414520,RLG00001B73v405722,RLC00002B73v411883,RLG00001B73v411874,RLG00028B73v400363,RLG00001B73v401733,DHH00001B73v405977,RLG00001B73v416023,RLG00001B73v409142,RLG00001B73v407751,RLG00001B73v414537,RLG00001B73v415755,RLG00001B73v403643,RLX18441B73v400001,RLG00001B73v411232,RLC00079B73v400027,RLG00001B73v409969,RLG00005B73v403895,RLG00001B73v410315,RLG00001B73v415699,RLG00001B73v409446,DHH01279B73v400001,RLG00001B73v416059,RLG24510B73v400001
Zm00008a007694	4795	6	NA	NA	6	NA	4795	NA
Zm00008a007695	512	1	NA	NA	1	NA	512	NA
Zm00008a007696	5364	6	Zm00008a007696	6	NA	5364	NA	DHH00009B73v400643
Zm00008a007697	8916	5	Zm00008a007697	5	NA	8916	NA	DHH00007B73v400917
Zm00008a007690	1020	4	NA	NA	4	NA	1020	NA
Zm00008a007691	30622	4	NA	NA	4	NA	30622	NA
Zm00008a007692	1218	3	NA	NA	3	NA	1218	NA
Zm00008a007693	1091	3	NA	NA	3	NA	1091	NA
Zm00008a012920	2968	4	NA	NA	4	NA	2968	NA
Zm00008a012921	2655	3	NA	NA	3	NA	2655	NA
Zm00008a012922	1529	3	NA	NA	3	NA	1529	NA
Zm00008a012923	736	2	NA	NA	2	NA	736	NA
Zm00008a012924	4150	2	Zm00008a012924	2	NA	4150	NA	DHH00001B73v402445
Zm00008a012925	3788	4	NA	NA	4	NA	3788	NA
Zm00008a012926	4319	5	NA	NA	5	NA	4319	NA
Zm00008a012927	4371	14	NA	NA	14	NA	4371	NA
Zm00008a012928	5081	6	NA	NA	6	NA	5081	NA
Zm00008a012929	1657	4	NA	NA	4	NA	1657	NA
Zm00008a001449	978	2	NA	NA	2	NA	978	NA
Zm00008a001448	2370	2	NA	NA	2	NA	2370	NA
Zm00008a001443	23222	18	NA	NA	18	NA	23222	NA
Zm00008a001442	1034	3	NA	NA	3	NA	1034	NA
Zm00008a001441	2310	3	NA	NA	3	NA	2310	NA
Zm00008a001440	512	1	NA	NA	1	NA	512	NA
Zm00008a001447	798	2	NA	NA	2	NA	798	NA
Zm00008a001446	10007	9	NA	NA	9	NA	10007	NA
Zm00008a001445	2846	6	NA	NA	6	NA	2846	NA
Zm00008a001444	6755	14	NA	NA	14	NA	6755	NA
Zm00008a000318	2931	3	NA	NA	3	NA	2931	NA
Zm00008a000319	3961	2	NA	NA	2	NA	3961	NA
Zm00008a000310	2367	3	NA	NA	3	NA	2367	NA
Zm00008a000311	1358	1	NA	NA	1	NA	1358	NA
Zm00008a000312	1439	1	NA	NA	1	NA	1439	NA
Zm00008a000313	4609	8	NA	NA	8	NA	4609	NA
Zm00008a000314	1174	2	NA	NA	2	NA	1174	NA
Zm00008a000315	2455	3	NA	NA	3	NA	2455	NA
Zm00008a000316	2210	2	NA	NA	2	NA	2210	NA
Zm00008a000317	6197	3	NA	NA	3	NA	6197	NA
Zm00008a014449	1999	3	NA	NA	3	NA	1999	NA
Zm00008a014448	20449	14	NA	NA	14	NA	20449	NA
Zm00008a008125	18344	6	NA	NA	6	NA	18344	NA
Zm00008a008124	17404	19	NA	NA	19	NA	17404	NA
Zm00008a008123	2176	2	NA	NA	2	NA	2176	NA
Zm00008a008122	7422	2	NA	NA	2	NA	7422	NA
Zm00008a008121	12370	5	NA	NA	5	NA	12370	NA
Zm00008a008120	1679	3	NA	NA	3	NA	1679	NA
Zm00008a014441	2170	2	NA	NA	2	NA	2170	NA
Zm00008a014440	3259	5	NA	NA	5	NA	3259	NA
Zm00008a014443	362	1	NA	NA	1	NA	362	NA
Zm00008a014442	6695	11	NA	NA	11	NA	6695	NA
Zm00008a014445	769	2	NA	NA	2	NA	769	NA
Zm00008a014444	1944	4	NA	NA	4	NA	1944	NA
Zm00008a014447	4145	4	Zm00008a014447	4	NA	4145	NA	DHH00005B73v403596
Zm00008a014446	1001	2	NA	NA	2	NA	1001	NA
Zm00008a006873	6477	14	NA	NA	14	NA	6477	NA
Zm00008a006872	3720	3	NA	NA	3	NA	3720	NA
Zm00008a006871	13373	4	NA	NA	4	NA	13373	NA
Zm00008a006870	7320	5	NA	NA	5	NA	7320	NA
Zm00008a006877	23206	4	NA	NA	4	NA	23206	NA
Zm00008a006876	2029	2	NA	NA	2	NA	2029	NA
Zm00008a006875	2458	3	NA	NA	3	NA	2458	NA
Zm00008a006874	389	1	NA	NA	1	NA	389	NA
Zm00008a006879	5390	8	NA	NA	8	NA	5390	NA
Zm00008a006878	6792	15	Zm00008a006878	15	NA	6792	NA	RLG00012B73v400721,RLG00003B73v401931
Zm00008a030296	3399	3	NA	NA	3	NA	3399	NA
Zm00008a030297	1832	1	NA	NA	1	NA	1832	NA
Zm00008a030294	712	2	NA	NA	2	NA	712	NA
Zm00008a030295	1379	1	NA	NA	1	NA	1379	NA
Zm00008a030292	6616	2	NA	NA	2	NA	6616	NA
Zm00008a030293	3206	2	NA	NA	2	NA	3206	NA
Zm00008a030290	432	2	NA	NA	2	NA	432	NA
Zm00008a030291	79453	3	NA	NA	3	NA	79453	NA
Zm00008a030298	1922	2	NA	NA	2	NA	1922	NA
Zm00008a030299	6629	8	NA	NA	8	NA	6629	NA
Zm00008a021984	5638	4	Zm00008a021984	4	NA	5638	NA	DHH01691B73v400001
Zm00008a021985	1166	2	NA	NA	2	NA	1166	NA
Zm00008a006257	9335	20	NA	NA	20	NA	9335	NA
Zm00008a006256	9605	3	NA	NA	3	NA	9605	NA
Zm00008a006255	834	3	NA	NA	3	NA	834	NA
Zm00008a006254	3743	8	NA	NA	8	NA	3743	NA
Zm00008a006253	1424	3	NA	NA	3	NA	1424	NA
Zm00008a006252	5228	11	NA	NA	11	NA	5228	NA
Zm00008a006251	497	1	NA	NA	1	NA	497	NA
Zm00008a006250	4268	6	NA	NA	6	NA	4268	NA
Zm00008a006259	665	2	NA	NA	2	NA	665	NA
Zm00008a006258	3508	6	NA	NA	6	NA	3508	NA
Zm00008a015716	8321	2	NA	NA	2	NA	8321	NA
Zm00008a015717	5318	11	Zm00008a015717	11	NA	5318	NA	DHH00363B73v400001
Zm00008a015714	1745	5	NA	NA	5	NA	1745	NA
Zm00008a015715	2429	4	NA	NA	4	NA	2429	NA
Zm00008a015712	2595	4	NA	NA	4	NA	2595	NA
Zm00008a015713	4402	13	Zm00008a015713	13	NA	4402	NA	DHH00005B73v403325,RLG24524B73v400001
Zm00008a015710	3817	6	NA	NA	6	NA	3817	NA
Zm00008a015711	1087	2	NA	NA	2	NA	1087	NA
Zm00008a015718	7078	6	NA	NA	6	NA	7078	NA
Zm00008a015719	3177	7	NA	NA	7	NA	3177	NA
Zm00008a016353	3963	13	NA	NA	13	NA	3963	NA
Zm00008a016352	1626	3	NA	NA	3	NA	1626	NA
Zm00008a016351	1509	5	NA	NA	5	NA	1509	NA
Zm00008a016350	7806	6	NA	NA	6	NA	7806	NA
Zm00008a016357	1715	2	NA	NA	2	NA	1715	NA
Zm00008a016356	2202	4	NA	NA	4	NA	2202	NA
Zm00008a016355	5261	6	Zm00008a016355	6	NA	5261	NA	DHH00002B73v402768,RLC00083B73v400037
Zm00008a016354	373	2	NA	NA	2	NA	373	NA
Zm00008a016359	542	1	NA	NA	1	NA	542	NA
Zm00008a016358	3424	3	NA	NA	3	NA	3424	NA
Zm00008a017400	2928	4	NA	NA	4	NA	2928	NA
Zm00008a017401	1142	1	NA	NA	1	NA	1142	NA
Zm00008a017402	4178	9	NA	NA	9	NA	4178	NA
Zm00008a017403	1033	3	NA	NA	3	NA	1033	NA
Zm00008a017404	2892	5	NA	NA	5	NA	2892	NA
Zm00008a017405	2372	5	NA	NA	5	NA	2372	NA
Zm00008a017406	15659	5	NA	NA	5	NA	15659	NA
Zm00008a017407	15577	20	NA	NA	20	NA	15577	NA
Zm00008a017408	13247	12	NA	NA	12	NA	13247	NA
Zm00008a017409	760	2	NA	NA	2	NA	760	NA
Zm00008a004144	3747	6	NA	NA	6	NA	3747	NA
Zm00008a003759	4025	9	NA	NA	9	NA	4025	NA
Zm00008a003758	4542	11	NA	NA	11	NA	4542	NA
Zm00008a039641	536	1	NA	NA	1	NA	536	NA
Zm00008a003751	1236	3	NA	NA	3	NA	1236	NA
Zm00008a003750	800	3	NA	NA	3	NA	800	NA
Zm00008a003753	1202	3	NA	NA	3	NA	1202	NA
Zm00008a003752	2146	3	NA	NA	3	NA	2146	NA
Zm00008a003755	2291	2	NA	NA	2	NA	2291	NA
Zm00008a003754	982	4	NA	NA	4	NA	982	NA
Zm00008a003757	1353	3	NA	NA	3	NA	1353	NA
Zm00008a003756	2045	4	NA	NA	4	NA	2045	NA
Zm00008a039784	269	1	NA	NA	1	NA	269	NA
Zm00008a021981	2642	4	NA	NA	4	NA	2642	NA
Zm00008a005753	1163	1	NA	NA	1	NA	1163	NA
Zm00008a005752	2232	3	NA	NA	3	NA	2232	NA
Zm00008a005751	3955	3	NA	NA	3	NA	3955	NA
Zm00008a005750	9361	11	Zm00008a005750	11	NA	9361	NA	DHH02314B73v400001
Zm00008a005757	1495	4	NA	NA	4	NA	1495	NA
Zm00008a005756	4513	9	NA	NA	9	NA	4513	NA
Zm00008a005755	3909	5	NA	NA	5	NA	3909	NA
Zm00008a005754	344	1	NA	NA	1	NA	344	NA
Zm00008a005759	2996	5	NA	NA	5	NA	2996	NA
Zm00008a005758	1859	2	NA	NA	2	NA	1859	NA
Zm00008a039783	943	4	NA	NA	4	NA	943	NA
Zm00008a021982	59716	13	NA	NA	13	NA	59716	NA
Zm00008a018603	6460	14	NA	NA	14	NA	6460	NA
Zm00008a018602	5379	4	NA	NA	4	NA	5379	NA
Zm00008a018601	2753	8	NA	NA	8	NA	2753	NA
Zm00008a018600	890	1	NA	NA	1	NA	890	NA
Zm00008a018607	3601	15	NA	NA	15	NA	3601	NA
Zm00008a018606	492	3	NA	NA	3	NA	492	NA
Zm00008a018605	2929	5	NA	NA	5	NA	2929	NA
Zm00008a018604	3078	4	NA	NA	4	NA	3078	NA
Zm00008a018609	35928	18	NA	NA	18	NA	35928	NA
Zm00008a018608	1316	3	NA	NA	3	NA	1316	NA
Zm00008a019550	547	2	NA	NA	2	NA	547	NA
Zm00008a019551	3834	6	NA	NA	6	NA	3834	NA
Zm00008a019552	6357	6	Zm00008a019552	6	NA	6357	NA	DHH00003B73v404557
Zm00008a019553	5183	4	NA	NA	4	NA	5183	NA
Zm00008a019554	4067	4	NA	NA	4	NA	4067	NA
Zm00008a019555	4205	4	NA	NA	4	NA	4205	NA
Zm00008a019556	18264	13	NA	NA	13	NA	18264	NA
Zm00008a019557	3051	2	NA	NA	2	NA	3051	NA
Zm00008a011767	16644	16	NA	NA	16	NA	16644	NA
Zm00008a011766	269	1	NA	NA	1	NA	269	NA
Zm00008a011765	1830	3	NA	NA	3	NA	1830	NA
Zm00008a011764	764	3	NA	NA	3	NA	764	NA
Zm00008a011763	2013	5	NA	NA	5	NA	2013	NA
Zm00008a011762	3587	5	NA	NA	5	NA	3587	NA
Zm00008a011761	8996	4	NA	NA	4	NA	8996	NA
Zm00008a011760	1696	4	NA	NA	4	NA	1696	NA
Zm00008a026885	2001	4	NA	NA	4	NA	2001	NA
Zm00008a026886	723	2	NA	NA	2	NA	723	NA
Zm00008a002406	15249	7	NA	NA	7	NA	15249	NA
Zm00008a002407	19575	4	NA	NA	4	NA	19575	NA
Zm00008a012153	5226	4	NA	NA	4	NA	5226	NA
Zm00008a012152	8924	4	NA	NA	4	NA	8924	NA
Zm00008a002402	950	1	NA	NA	1	NA	950	NA
Zm00008a002403	1832	3	NA	NA	3	NA	1832	NA
Zm00008a012157	5655	9	NA	NA	9	NA	5655	NA
Zm00008a012156	17141	16	Zm00008a012156	16	NA	17141	NA	DHH00029B73v400010
Zm00008a012159	7402	15	NA	NA	15	NA	7402	NA
Zm00008a012158	3323	3	NA	NA	3	NA	3323	NA
Zm00008a027081	17194	4	NA	NA	4	NA	17194	NA
Zm00008a027080	7159	15	NA	NA	15	NA	7159	NA
Zm00008a027087	1155	3	NA	NA	3	NA	1155	NA
Zm00008a027086	4914	9	NA	NA	9	NA	4914	NA
Zm00008a002408	3082	3	NA	NA	3	NA	3082	NA
Zm00008a002409	4077	3	NA	NA	3	NA	4077	NA
Zm00008a011499	4147	6	Zm00008a011499	6	NA	4147	NA	DHH00002B73v405764,DHH00002B73v403583
Zm00008a011498	15103	4	NA	NA	4	NA	15103	NA
Zm00008a038878	383	1	NA	NA	1	NA	383	NA
Zm00008a038879	3635	5	NA	NA	5	NA	3635	NA
Zm00008a011491	3350	10	NA	NA	10	NA	3350	NA
Zm00008a011490	9551	5	NA	NA	5	NA	9551	NA
Zm00008a011493	3788	3	NA	NA	3	NA	3788	NA
Zm00008a011492	51060	5	NA	NA	5	NA	51060	NA
Zm00008a011495	1151	3	NA	NA	3	NA	1151	NA
Zm00008a011494	3376	3	NA	NA	3	NA	3376	NA
Zm00008a011497	4530	7	NA	NA	7	NA	4530	NA
Zm00008a011496	3092	3	NA	NA	3	NA	3092	NA
Zm00008a013404	2019	6	NA	NA	6	NA	2019	NA
Zm00008a013405	3256	5	NA	NA	5	NA	3256	NA
Zm00008a013406	3774	4	NA	NA	4	NA	3774	NA
Zm00008a013407	3942	5	NA	NA	5	NA	3942	NA
Zm00008a013400	1059	3	NA	NA	3	NA	1059	NA
Zm00008a013401	11954	18	NA	NA	18	NA	11954	NA
Zm00008a013402	6075	8	NA	NA	8	NA	6075	NA
Zm00008a013403	1923	4	NA	NA	4	NA	1923	NA
Zm00008a013408	13686	9	NA	NA	9	NA	13686	NA
Zm00008a013409	646	2	NA	NA	2	NA	646	NA
Zm00008a004800	24766	15	NA	NA	15	NA	24766	NA
Zm00008a004801	1943	2	NA	NA	2	NA	1943	NA
Zm00008a004802	446	1	NA	NA	1	NA	446	NA
Zm00008a004803	420	2	NA	NA	2	NA	420	NA
Zm00008a004804	2735	3	NA	NA	3	NA	2735	NA
Zm00008a004805	56805	9	NA	NA	9	NA	56805	NA
Zm00008a004806	4277	3	NA	NA	3	NA	4277	NA
Zm00008a004807	1282	2	NA	NA	2	NA	1282	NA
Zm00008a004808	31219	10	NA	NA	10	NA	31219	NA
Zm00008a004809	2876	6	NA	NA	6	NA	2876	NA
Zm00008a022563	3464	5	NA	NA	5	NA	3464	NA
Zm00008a022562	2351	1	NA	NA	1	NA	2351	NA
Zm00008a022561	3353	3	NA	NA	3	NA	3353	NA
Zm00008a022560	4238	3	NA	NA	3	NA	4238	NA
Zm00008a022567	566	1	NA	NA	1	NA	566	NA
Zm00008a022566	773	1	NA	NA	1	NA	773	NA
Zm00008a022565	1604	1	NA	NA	1	NA	1604	NA
Zm00008a022564	9848	15	NA	NA	15	NA	9848	NA
Zm00008a022569	22826	2	NA	NA	2	NA	22826	NA
Zm00008a022568	1391	1	NA	NA	1	NA	1391	NA
Zm00008a021030	1028	2	NA	NA	2	NA	1028	NA
Zm00008a021031	53338	4	NA	NA	4	NA	53338	NA
Zm00008a021032	743	1	NA	NA	1	NA	743	NA
Zm00008a021033	4123	4	Zm00008a021033	4	NA	4123	NA	DHH00002B73v409229,RLX23045B73v400001,DHH00004B73v401321,RLC00045B73v400104,RLX17563B73v400001
Zm00008a021034	6949	15	NA	NA	15	NA	6949	NA
Zm00008a021035	20317	5	NA	NA	5	NA	20317	NA
Zm00008a021036	4239	4	Zm00008a021036	4	NA	4239	NA	DHH00033B73v400044,DHH01319B73v400001,RLX19035B73v400001,DHH00001B73v403507,DHH00001B73v406095
Zm00008a021037	3180	4	NA	NA	4	NA	3180	NA
Zm00008a021038	3771	7	NA	NA	7	NA	3771	NA
Zm00008a021039	2462	4	NA	NA	4	NA	2462	NA
Zm00008a026028	2949	3	NA	NA	3	NA	2949	NA
Zm00008a026029	425	1	NA	NA	1	NA	425	NA
Zm00008a038200	3267	4	NA	NA	4	NA	3267	NA
Zm00008a003599	1041	2	NA	NA	2	NA	1041	NA
Zm00008a003598	2836	6	NA	NA	6	NA	2836	NA
Zm00008a026883	2467	5	NA	NA	5	NA	2467	NA
Zm00008a003591	4493	9	NA	NA	9	NA	4493	NA
Zm00008a010175	3428	4	NA	NA	4	NA	3428	NA
Zm00008a010174	7328	13	NA	NA	13	NA	7328	NA
Zm00008a010177	1770	7	NA	NA	7	NA	1770	NA
Zm00008a010176	1303	3	NA	NA	3	NA	1303	NA
Zm00008a010171	5238	3	NA	NA	3	NA	5238	NA
Zm00008a010170	13329	5	NA	NA	5	NA	13329	NA
Zm00008a010173	3974	9	NA	NA	9	NA	3974	NA
Zm00008a010172	2988	3	NA	NA	3	NA	2988	NA
Zm00008a010179	3315	4	NA	NA	4	NA	3315	NA
Zm00008a010178	1464	4	NA	NA	4	NA	1464	NA
Zm00008a028518	4448	7	NA	NA	7	NA	4448	NA
Zm00008a028519	257	1	NA	NA	1	NA	257	NA
Zm00008a028514	4178	8	Zm00008a028514	8	NA	4178	NA	DHH01033B73v400001
Zm00008a028515	611	1	NA	NA	1	NA	611	NA
Zm00008a028516	1583	3	NA	NA	3	NA	1583	NA
Zm00008a028517	1340	2	NA	NA	2	NA	1340	NA
Zm00008a028510	4226	4	NA	NA	4	NA	4226	NA
Zm00008a028511	3866	5	NA	NA	5	NA	3866	NA
Zm00008a028512	1262	1	NA	NA	1	NA	1262	NA
Zm00008a028513	5349	7	NA	NA	7	NA	5349	NA
Zm00008a007869	1606	2	NA	NA	2	NA	1606	NA
Zm00008a007868	12314	3	NA	NA	3	NA	12314	NA
Zm00008a007863	6370	7	Zm00008a007863	7	NA	6370	NA	RLX17512B73v400001
Zm00008a007862	3521	4	NA	NA	4	NA	3521	NA
Zm00008a007861	15806	6	NA	NA	6	NA	15806	NA
Zm00008a007860	1128	3	NA	NA	3	NA	1128	NA
Zm00008a007867	9187	11	NA	NA	11	NA	9187	NA
Zm00008a007866	47431	4	NA	NA	4	NA	47431	NA
Zm00008a007865	1132	2	NA	NA	2	NA	1132	NA
Zm00008a007864	3523	2	NA	NA	2	NA	3523	NA
Zm00008a010562	2082	5	NA	NA	5	NA	2082	NA
Zm00008a007428	11127	4	NA	NA	4	NA	11127	NA
Zm00008a010563	7342	10	NA	NA	10	NA	7342	NA
Zm00008a017835	1114	3	NA	NA	3	NA	1114	NA
Zm00008a010560	3880	6	NA	NA	6	NA	3880	NA
Zm00008a017834	1048	2	NA	NA	2	NA	1048	NA
Zm00008a034832	4755	2	NA	NA	2	NA	4755	NA
Zm00008a020079	417	2	NA	NA	2	NA	417	NA
Zm00008a020078	4254	8	NA	NA	8	NA	4254	NA
Zm00008a034833	7270	3	NA	NA	3	NA	7270	NA
Zm00008a020073	6481	6	NA	NA	6	NA	6481	NA
Zm00008a020072	4343	9	NA	NA	9	NA	4343	NA
Zm00008a020071	4104	13	NA	NA	13	NA	4104	NA
Zm00008a020070	3338	4	NA	NA	4	NA	3338	NA
Zm00008a020077	660	2	NA	NA	2	NA	660	NA
Zm00008a020076	1826	3	NA	NA	3	NA	1826	NA
Zm00008a020075	8193	4	NA	NA	4	NA	8193	NA
Zm00008a020074	10590	6	NA	NA	6	NA	10590	NA
Zm00008a000435	4542	2	NA	NA	2	NA	4542	NA
Zm00008a034831	4120	3	Zm00008a034831	3	NA	4120	NA	DHH00423B73v400002
Zm00008a017712	1769	2	NA	NA	2	NA	1769	NA
Zm00008a000434	2417	5	NA	NA	5	NA	2417	NA
Zm00008a034836	2956	3	NA	NA	3	NA	2956	NA
Zm00008a010565	1354	2	NA	NA	2	NA	1354	NA
Zm00008a000437	2167	4	NA	NA	4	NA	2167	NA
Zm00008a034837	3025	3	NA	NA	3	NA	3025	NA
Zm00008a025643	2371	4	NA	NA	4	NA	2371	NA
Zm00008a025642	483	2	NA	NA	2	NA	483	NA
Zm00008a025641	9779	14	NA	NA	14	NA	9779	NA
Zm00008a000436	12059	22	NA	NA	22	NA	12059	NA
Zm00008a025647	3003	5	NA	NA	5	NA	3003	NA
Zm00008a025646	3614	4	NA	NA	4	NA	3614	NA
