OrthogroupID	Null_lnL	Ha1_lnL	Ha2_lnL	Ha3_lnL	Ha1_v_Null	Ha2_v_Null	Ha3_v_Null	Ha3_v_Ha1	Ha3_v_Ha2	Null_Kappa	Null_Omega0	Null_PropOmega0	Null_Omega1	Null_PropOmega1	Null_Omega2	Null_PropOmega2	Ha1_Kappa	Ha1_Omega0_Grass	Ha1_Omega0_Maize	Ha1_PropOmega0	Ha1_Omega1_Grass	Ha1_Omega1_Maize	Ha1_PropOmega1	Ha1_Omega2_Grass	Ha1_Omega2_Maize	Ha1_PropOmega2	Ha2_Kappa	Ha2_Omega0_Grass	Ha2_Omega0_Tandem	Ha2_PropOmega0	Ha2_Omega1_Grass	Ha2_Omega1_Tandem	Ha2_PropOmega1	Ha2_Omega2_Grass	Ha2_Omega2_Tandem	Ha2_PropOmega2	Ha3_Kappa	Ha3_Omega0_Grass	Ha3_Omega0_Tandem	Ha3_Omega0_Maize	Ha3_PropOmega0	Ha3_Omega1_Grass	Ha3_Omega1_Tandem	Ha3_Omega1_Maize	Ha3_PropOmega1	Ha3_Omega2_Grass	Ha3_Omega2_Tandem	Ha3_Omega2_Maize	Ha3_PropOmega2
OG0003242	-8869.344305	-8868.110345	-8864.304723	-8863.894893	0.11619159439	0.00149955354504	0.00429883166077	0.00368896900535	0.365279592587	1.66161	0.02763	0.41821	1.00000	0.13959	0.28275	0.4422	1.66166	0.02688	0.02688	0.41448	1.0	1.0	0.13866	0.27218	0.39859	0.44686	1.66348	0.2794	0.2794	0.44529	1.0	1.0	0.14053	0.02273	0.18516	0.41418	1.6633	0.28041	0.28041	0.28041	0.44471	1.0	1.0	1.0	0.14019	0.02372	0.1851	0.0001	0.41511
OG0003260	-5048.328515	-5041.711054	-5050.414181	-5028.919055	0.000274781309366	1.0	3.72030573015e-09	4.23537250271e-07	5.5013327227e-11	1.70529	0.23176	0.4803	1.00000	0.27673	0.49738	0.24296	1.71982	0.0	0.0	0.00849	1.0	1.0	0.38732	0.24427	0.70132	0.6042	1.7109	0.0	0.0	0.00792	1.0	1.0	0.35651	0.2928	0.41983	0.63556	1.72497	0.29561	0.29561	0.29561	0.37267	1.0	1.0	1.0	0.35689	0.18105	0.0	2.1197	0.27045
OG0003366	-10729.023807	-10725.106954	-10729.023524	-10725.106579	0.00512808507159	0.981019514819	0.0198961705588	0.97815176241	0.00512756309132	1.68946	0.03877	0.40219	1.00000	0.09229	0.27270	0.50552	1.68152	0.04538	0.04538	0.43964	1.0	1.0	0.08136	0.30284	0.11882	0.479	1.68946	0.03877	0.03877	0.40218	1.0	1.0	0.09229	0.27269	120.19242	0.50553	1.68152	0.04538	0.04538	0.04538	0.43964	1.0	1.0	1.0	0.08135	0.30283	218.08172	0.11881	0.47901
OG0003412	-7765.766583	-7763.844146	-7765.766567	-7763.839169	0.0498982706922	0.995486507409	0.145524037475	0.920527136189	0.0496039587066	2.43983	0.27441	0.2975	1.00000	0.0764	0.01705	0.62611	2.44026	0.01823	0.01823	0.63402	1.0	1.0	0.0767	0.2875	0.07166	0.28927	2.43988	0.01701	0.01701	0.62579	1.0	1.0	0.07644	0.27415	0.28597	0.29777	2.44095	0.01739	0.01739	0.01739	0.62742	1.0	1.0	1.0	0.07743	0.28181	0.28919	0.07116	0.29515
OG0003492	-26805.321113	-26803.440822	-26805.321131	-26804.998233	0.0524743107742	1.0	0.724060736441	1.0	0.421619741442	2.63881	0.07748	0.27077	1.00000	0.26694	0.37742	0.4623	2.64291	0.07498	0.07498	0.26313	1.0	1.0	0.27298	0.37017	1.91639	0.46389	2.63881	0.07748	0.07748	0.27077	1.0	1.0	0.26694	0.37742	0.65525	0.4623	2.63848	0.3785	0.3785	0.3785	0.46168	1.0	1.0	1.0	0.26611	0.07763	0.74858	0.28868	0.27222
OG0003608	-6484.668625	-6484.393127	-6484.297869	-6484.130507	0.457911014451	0.389176960711	0.583846017257	0.468614966077	0.562890577211	2.39863	0.00474	0.77168	1.00000	0.01651	0.08645	0.21182	2.40262	0.00481	0.00481	0.77464	1.0	1.0	0.01603	0.08876	0.05772	0.20933	2.3992	0.00473	0.00473	0.7715	1.0	1.0	0.01644	0.08666	0.0	0.21206	2.40238	0.0048	0.0048	0.0048	0.77406	1.0	1.0	1.0	0.01606	0.08852	0.0	0.06274	0.20987
OG0003796	-6971.497555	-6970.217674	-6969.359956	-6955.577564	0.109615084239	0.0386724580306	1.21908996564e-07	6.26317711028e-08	1.51919708369e-07	2.16336	0.00028	0.34875	1.00000	0.151	0.17071	0.50025	2.1595	0.00291	0.00291	0.36253	1.0	1.0	0.15112	0.16415	0.25594	0.48634	2.16157	0.17766	0.17766	0.47882	1.0	1.0	0.14977	0.0	0.19857	0.37141	2.391	0.09544	0.09544	0.09544	0.81426	1.0	1.0	1.0	0.14406	2.30275	0.51783	12.14489	0.04168
OG0003894	-6560.155721	-6557.180681	-6551.752677	-6551.747417	0.0147166182265	4.14002708202e-05	0.000223007757525	0.000979179286677	0.918306594179	1.81853	0.01208	0.54259	1.00000	0.1033	0.18836	0.35411	1.84267	0.01418	0.01418	0.56602	1.0	1.0	0.09641	0.20948	0.05821	0.33757	1.84522	0.01275	0.01275	0.55157	1.0	1.0	0.09807	0.20126	0.0	0.35036	1.84497	0.0127	0.0127	0.0127	0.55106	1.0	1.0	1.0	0.09817	0.20072	0.0	0.21247	0.35077
OG0003945	-4610.699847	-4610.550423	-4609.054685	-4609.036129	0.584605524152	0.0696892692347	0.189433355942	0.0818091823124	0.847237195277	1.92161	0.18566	0.35937	1.00000	0.0	0.62795	0.64063	1.92179	0.1859	0.1859	0.36035	1.0	1.0	0.0	0.62336	0.84099	0.63965	1.92316	0.18641	0.18641	0.36112	1.0	1.0	0.0	0.62258	191.8307	0.63888	1.92313	0.18662	0.18662	0.18662	0.36145	1.0	1.0	1.0	0.0	0.62442	179.95534	0.55148	0.63855
OG0004076	-5354.653743	-5353.901939	-5353.083996	-5349.373422	0.2201170457	0.0764175120342	0.00509079638475	0.00261686129268	0.00644616744658	1.59685	0.00120	0.66681	1.00000	0.04579	0.13362	0.28739	1.59443	0.00143	0.00143	0.671	1.0	1.0	0.04477	0.13857	0.0576	0.28423	1.59748	0.00104	0.00104	0.66379	1.0	1.0	0.04647	0.13018	1.11736	0.28974	1.59417	0.00074	0.00074	0.00074	0.66005	1.0	1.0	1.0	0.04524	0.13425	1.12007	0.0001	0.29471
OG0004246	-6723.798017	-6723.789947	-6713.095863	-6708.784753	0.898906127972	3.71934547638e-06	3.0187162281e-07	4.29737968544e-08	0.00332086867603	1.19885	0.00000	0.33825	1.00000	0.13077	0.15658	0.53098	1.1987	0.1589	0.1589	0.52234	1.0	1.0	0.13028	0.00149	0.0	0.34738	1.2006	0.15931	0.15931	0.47721	1.0	1.0	0.13047	0.00257	0.51475	0.39232	1.20097	0.00623	0.00623	0.00623	0.37918	1.0	1.0	1.0	0.12649	0.16475	0.72636	0.02098	0.49432
OG0004304	-16487.585199	-16475.415615	-16486.60611	-16475.190895	8.07797033264e-07	0.161708312188	4.14211512845e-06	0.502601009443	1.76941844587e-06	2.21435	0.03168	0.48856	1.00000	0.06051	0.21053	0.45092	2.22276	0.20223	0.20223	0.46967	1.0	1.0	0.06246	0.02561	0.08673	0.46787	2.21486	0.03141	0.03141	0.48619	1.0	1.0	0.06164	0.20829	0.38256	0.45217	2.22245	0.20197	0.20197	0.20197	0.47091	1.0	1.0	1.0	0.06252	0.02549	0.05189	0.08948	0.46657
OG0004609	-9886.65672	-9843.019173	-9877.650945	-9832.08627	0.0	2.19568736182e-05	0.0	2.92398102475e-06	0.0	2.5436	0.04581	0.62797	1.00000	0.05634	0.20133	0.3157	2.58687	0.08622	0.08622	0.86584	1.0	1.0	0.07506	0.00351	4.63476	0.0591	2.55688	0.03773	0.03773	0.5306	1.0	1.0	0.05951	0.15874	0.62594	0.40989	2.58536	0.08624	0.08624	0.08624	0.87437	1.0	1.0	1.0	0.07488	0.00497	1.04359	11.98452	0.05074
OG0004618	-3092.575886	-3025.512808	-3075.083713	-3025.435265	0.0	3.32366645317e-09	0.0	0.693721617206	0.0	2.19565	0.00788	0.51477	1.00000	0.10719	0.12935	0.37804	2.52246	0.03521	0.03521	0.77957	1.0	1.0	0.00733	0.17605	999.0	0.2131	2.3639	0.03687	0.03687	0.79944	1.0	1.0	0.04398	0.21929	999.0	0.15658	2.51621	0.0353	0.0353	0.0353	0.77968	1.0	1.0	1.0	0.00732	0.17736	999.0	999.0	0.213
OG0004694	-9576.119394	-9534.834855	-9576.049531	-9533.528629	0.0	0.708553557408	0.0	0.106027708009	0.0	1.39652	0.22312	0.62903	1.00000	0.09519	0.60091	0.27578	1.41308	0.32227	0.32227	0.66288	1.0	1.0	0.18987	0.02846	2.08618	0.14725	1.39595	0.22515	0.22515	0.63917	1.0	1.0	0.08988	0.61479	1.18405	0.27095	1.41289	0.32247	0.32247	0.32247	0.66152	1.0	1.0	1.0	0.18992	0.02942	0.0	2.17378	0.14856
OG0004751	-4040.268723	-4040.211984	-4039.98844	-4039.529898	0.736218702327	0.454032282441	0.477674853858	0.242815744198	0.338241785278	1.97663	0.03117	0.30441	1.00000	0.23937	0.29322	0.45622	1.97904	0.0308	0.0308	0.30268	1.0	1.0	0.2436	0.28884	0.35365	0.45373	1.97259	0.03179	0.03179	0.30751	1.0	1.0	0.23278	0.29985	0.13431	0.45971	1.97765	0.03106	0.03106	0.03106	0.30437	1.0	1.0	1.0	0.24144	0.29062	0.13623	0.57617	0.45419
OG0004806	-8060.851661	-8060.73568	-8060.851652	-8060.73567	0.63007283588	0.996614872765	0.890483237611	0.996431763707	0.630071360647	1.90255	0.05674	0.35776	1.00000	0.0373	0.24097	0.60494	1.90423	0.05711	0.05711	0.36082	1.0	1.0	0.03738	0.23979	0.28171	0.6018	1.90255	0.05673	0.05673	0.35775	1.0	1.0	0.0373	0.24097	0.65047	0.60495	1.90423	0.05711	0.05711	0.05711	0.36083	1.0	1.0	1.0	0.03738	0.23979	0.64462	0.2817	0.60179
OG0005306	-16220.626031	-16220.6028	-16218.221256	-16217.641307	0.829338176583	0.0283024350363	0.0505534543772	0.0149446102797	0.281486695336	1.78088	0.05422	0.41643	1.00000	0.1962	0.25995	0.38737	1.78059	0.05423	0.05423	0.41639	1.0	1.0	0.19648	0.26084	0.25057	0.38714	1.77961	0.05449	0.05449	0.41687	1.0	1.0	0.19665	0.2647	0.12328	0.38647	1.78076	0.05413	0.05413	0.05413	0.41477	1.0	1.0	1.0	0.19588	0.25966	0.1244	0.32621	0.38935
OG0005322	-11077.73401	-11075.761366	-11077.733934	-11074.448322	0.0470028074931	0.990163267662	0.03741483483	0.105120427625	0.0103640649394	1.98619	0.02796	0.37998	1.00000	0.15459	0.22939	0.46543	1.99185	0.01976	0.01976	0.33109	1.0	1.0	0.1625	0.20454	0.34997	0.50641	1.98619	0.02796	0.02796	0.37998	1.0	1.0	0.15459	0.22939	0.0	0.46543	1.98876	0.20783	0.20783	0.20783	0.52198	1.0	1.0	1.0	0.16143	0.01183	0.0	0.11381	0.31659
OG0005337	-22856.340032	-22855.560876	-22856.339878	-22855.560927	0.211912547164	0.985997901511	0.458816468337	1.0	0.21197267238	2.91913	0.12370	0.29691	1.00000	0.20716	0.51742	0.49593	2.91699	0.12733	0.12733	0.30662	1.0	1.0	0.19919	0.53285	0.33445	0.49419	2.91912	0.1237	0.1237	0.29691	1.0	1.0	0.20716	0.51742	0.0	0.49593	2.91698	0.12733	0.12733	0.12733	0.30662	1.0	1.0	1.0	0.19919	0.53284	0.57979	0.33445	0.49419
OG0005353	-619.598754	-619.089693	-619.598753	-619.090106	0.312964890564	0.99887162121	0.601307997906	1.0	0.313161740982	2.66108	0.33108	0.56221	1.00000	0.18882	0.11619	0.24897	2.65228	0.4607	0.4607	0.22572	1.0	1.0	0.20516	0.20208	0.0	0.56912	2.66108	0.33108	0.33108	0.56221	1.0	1.0	0.18882	0.11619	0.0	0.24897	2.6523	0.46067	0.46067	0.46067	0.22572	1.0	1.0	1.0	0.20516	0.20209	0.0	0.0001	0.56913
OG0005584	-2323.848657	-2317.043533	-2316.886624	-2314.889289	0.000224954170686	0.000190345668294	0.000128527457424	0.037922653176	0.0456443897698	2.62375	0.02131	0.42762	1.00000	0.07177	0.18380	0.50061	2.62958	0.16159	0.16159	0.55206	1.0	1.0	0.07956	0.0	0.18783	0.36838	2.67266	0.0	0.0	0.25931	1.0	1.0	0.08141	0.12641	1.00975	0.65928	2.65219	0.0	0.0	0.0	0.26171	1.0	1.0	1.0	0.07997	0.13773	1.06195	0.04838	0.65831
OG0005868	-4558.948771	-4565.058102	-4555.666922	-4518.920886	1.0	0.0104079856992	0.0	0.0	0.0	2.00508	0.37995	0.33119	1.00000	0.61564	2.82475	0.05317	1.94444	0.0	0.0	0.01182	1.0	1.0	0.60932	0.42677	0.1266	0.37886	2.01287	0.37877	0.37877	0.32676	1.0	1.0	0.61799	3.08817	0.0	0.05524	1.99219	0.37668	0.37668	0.37668	0.38886	1.0	1.0	1.0	0.39085	0.99543	999.0	0.1458	0.22028
OG0005890	-4198.612405	-4135.309368	-4081.887348	-4081.693774	0.0	0.0	0.0	0.0	0.533802356486	1.39536	0.08364	0.38287	1.00000	0.14545	0.42885	0.47168	1.48065	0.14426	0.14426	0.55508	1.0	1.0	0.17181	0.29884	13.66407	0.27311	1.53445	0.15771	0.15771	0.5679	1.0	1.0	0.21039	0.32062	795.32682	0.2217	1.53396	0.15805	0.15805	0.15805	0.5681	1.0	1.0	1.0	0.21053	0.32593	795.31348	0.20931	0.22137
OG0006161	-7495.707748	-7424.123304	-7426.329019	-7399.459903	0.0	0.0	0.0	2.16682227716e-12	2.2903900998e-13	1.55446	0.02393	0.57716	1.00000	0.04562	0.42123	0.37722	1.66551	0.08303	0.08303	0.77165	1.0	1.0	0.13992	0.26894	21.37852	0.08843	1.68956	0.08438	0.08438	0.76981	1.0	1.0	0.1406	0.48177	999.0	0.08959	1.68341	0.08416	0.08416	0.08416	0.77341	1.0	1.0	1.0	0.13684	0.30632	846.46331	4.6992	0.08974
OG0006219	-15825.80737	-15825.80737	-15779.860937	-15778.803412	1.0	0.0	0.0	0.0	0.145857290061	2.19111	0.00000	0.07437	1.00000	0.42272	0.30434	0.50291	2.19111	0.30434	0.30434	0.50291	1.0	1.0	0.42272	0.0	0.0	0.07437	2.22177	0.23525	0.23525	0.50901	1.0	1.0	0.43233	0.46883	999.0	0.05866	2.22228	0.2353	0.2353	0.2353	0.50807	1.0	1.0	1.0	0.43373	0.43748	999.0	1.2529	0.0582
OG0006284	-18760.048654	-18710.706769	-18630.482782	-18629.860344	0.0	0.0	0.0	0.0	0.264533394869	2.09759	0.22886	0.59743	1.00000	0.36639	1.87953	0.03618	2.07984	0.18808	0.18808	0.5168	1.0	1.0	0.3106	0.4126	5.2703	0.17259	2.11287	0.16824	0.16824	0.42428	1.0	1.0	0.33393	0.37669	919.51711	0.24179	2.11398	0.16887	0.16887	0.16887	0.42278	1.0	1.0	1.0	0.33714	0.38258	914.01236	0.22393	0.24008
OG0006305	-4532.20984	-4531.641109	-4532.209849	-4531.641106	0.286189259118	1.0	0.566241847296	0.998045591872	0.286184175754	1.64285	0.00000	0.13179	1.00000	0.28413	0.26044	0.58408	1.64244	0.0	0.0	0.13362	1.0	1.0	0.28351	0.26663	0.08559	0.58287	1.64285	0.0	0.0	0.13179	1.0	1.0	0.28413	0.26044	0.67591	0.58408	1.64244	0.0	0.0	0.0	0.13362	1.0	1.0	1.0	0.28351	0.26663	0.0	0.08559	0.58287
OG0006314	-3129.517549	-3098.463115	-3128.007131	-3108.843727	3.21964677141e-15	0.0822010816148	1.05068653777e-09	1.0	5.9834981414e-10	1.90226	0.01407	0.48951	1.00000	0.04456	0.22154	0.46593	1.93634	0.18074	0.18074	0.40558	1.0	1.0	0.0408	0.00291	0.45038	0.55362	1.90282	0.01426	0.01426	0.49133	1.0	1.0	0.04452	0.21937	999.0	0.46415	1.91161	0.0031	0.0031	0.0031	0.42541	1.0	1.0	1.0	0.03385	0.12037	999.0	1.08305	0.54075
OG0006894	-1981.337406	-1930.229573	-1980.20816	-1927.983708	0.0	0.13288340333	0.0	0.0340591940826	0.0	2.42575	0.00000	0.2626	1.00000	0.0821	0.18104	0.6553	2.82188	0.07366	0.07366	0.64562	1.0	1.0	0.02642	0.14114	92.28958	0.32796	2.42475	0.18636	0.18636	0.63489	1.0	1.0	0.08075	0.0	0.39652	0.28436	2.80193	0.07318	0.07318	0.07318	0.64957	1.0	1.0	1.0	0.02634	0.14749	3.57579	93.76415	0.32409
OG0006958	-2190.639457	-2185.871622	-2190.638208	-2185.816033	0.00201516595736	0.960138329271	0.00803921369261	0.738806964789	0.00189934896796	1.23439	0.02844	0.68339	1.00000	0.0	0.45779	0.31661	1.25952	0.02478	0.02478	0.66365	1.0	1.0	0.0	0.49569	0.09682	0.33635	1.23425	0.45821	0.45821	0.31616	1.0	1.0	0.0	0.0286	0.02701	0.68384	1.25923	0.02478	0.02478	0.02478	0.66367	1.0	1.0	1.0	0.0	0.49577	0.08167	0.11831	0.33633
OG0007130	-5137.112735	-5117.372494	-5137.112719	-5117.372441	3.31354832461e-10	0.995486507409	2.67238631224e-09	0.99178542081	3.31342286941e-10	1.88699	0.00000	0.23192	1.00000	0.15982	0.21642	0.60826	1.95475	0.11427	0.11427	0.66172	1.0	1.0	0.20865	0.10778	4.31298	0.12963	1.88699	0.0	0.0	0.23192	1.0	1.0	0.15982	0.21642	0.0	0.60826	1.95475	0.11427	0.11427	0.11427	0.66172	1.0	1.0	1.0	0.20865	0.10778	0.08906	4.31299	0.12963
OG0007167	-4578.633449	-4578.620738	-4573.745306	-4571.48989	0.87332003665	0.00176777033821	0.000789935706494	0.000159069215207	0.0336808536792	2.15038	0.00000	0.3473	1.00000	0.16051	0.22570	0.49219	2.15076	0.0	0.0	0.34687	1.0	1.0	0.16084	0.22432	0.24852	0.49228	2.15952	0.0	0.0	0.34217	1.0	1.0	0.16673	0.2112	2.6876	0.4911	2.1401	0.01686	0.01686	0.01686	0.43412	1.0	1.0	1.0	0.1486	0.26707	2.93267	0.0001	0.41727
OG0007382	-6162.084911	-5982.161812	-5879.23304	-5878.473969	0.0	0.0	0.0	0.0	0.217900880694	2.22308	0.00000	0.15762	1.00000	0.0	0.22467	0.84238	2.53105	0.14852	0.14852	0.62692	1.0	1.0	0.04701	0.01988	18.59359	0.32607	2.6313	0.16388	0.16388	0.61076	1.0	1.0	0.04676	0.0271	999.0	0.34248	2.63248	0.16403	0.16403	0.16403	0.61098	1.0	1.0	1.0	0.04668	0.02491	999.0	0.07369	0.34234
OG0007474	-3558.202732	-3558.106923	-3558.202654	-3554.289919	0.661573368227	0.990034684127	0.0199842063478	0.00572778789913	0.00515150491123	2.87931	0.05548	0.61054	1.00000	0.02222	0.38482	0.36724	2.87751	0.05425	0.05425	0.60255	1.0	1.0	0.02609	0.36878	0.45287	0.37136	2.8793	0.05548	0.05548	0.61054	1.0	1.0	0.02222	0.38482	0.0	0.36724	2.87561	0.38559	0.38559	0.38559	0.35544	1.0	1.0	1.0	0.02386	0.04934	0.0	0.20514	0.6207
OG0007493	-8730.096367	-8729.416157	-8728.539237	-8726.940389	0.243464705196	0.0776097245018	0.0425967210213	0.0260674988351	0.0737420886243	2.47606	0.00496	0.57296	1.00000	0.00489	0.12703	0.42215	2.47479	0.00467	0.00467	0.56874	1.0	1.0	0.00499	0.12355	0.17551	0.42628	2.47953	0.00489	0.00489	0.57195	1.0	1.0	0.0048	0.12839	0.0	0.42325	2.47981	0.00443	0.00443	0.00443	0.56519	1.0	1.0	1.0	0.00494	0.12341	0.0	0.22167	0.42987
OG0007518	-3809.093455	-3770.149731	-3741.62263	-3740.121871	0.0	0.0	0.0	9.21485110439e-15	0.0831865408774	1.34	0.01388	0.72666	1.00000	0.0	0.49767	0.27334	1.36541	0.01593	0.01593	0.73072	1.0	1.0	0.04055	0.20542	2.91159	0.22873	1.43631	0.02537	0.02537	0.76125	1.0	1.0	0.10161	0.21933	999.0	0.13714	1.43633	0.02501	0.02501	0.02501	0.75879	1.0	1.0	1.0	0.10681	0.24167	999.0	0.03312	0.1344
OG0007735	-4120.295145	-4120.226779	-4118.345436	-4114.669603	0.711551706509	0.0483028380604	0.00360460890844	0.000856622483423	0.00670006400473	2.22331	0.04596	0.5684	1.00000	0.0829	0.22625	0.3487	2.22337	0.22916	0.22916	0.34107	1.0	1.0	0.08248	0.04619	0.06107	0.57645	2.22463	0.04687	0.04687	0.5771	1.0	1.0	0.08421	0.22454	1.47735	0.3387	2.24445	0.04558	0.04558	0.04558	0.57351	1.0	1.0	1.0	0.08451	0.20364	1.45518	0.66458	0.34198
OG0007740	-10798.620569	-10774.468167	-10797.511283	-10749.834502	3.64852592583e-12	0.136359131982	0.0	2.23354668094e-12	0.0	2.02115	0.02119	0.55414	1.00000	0.05402	0.31740	0.39184	2.04433	0.03632	0.03632	0.63787	1.0	1.0	0.04962	0.2995	1.32405	0.3125	2.01842	0.02244	0.02244	0.56261	1.0	1.0	0.04904	0.31885	0.55644	0.38835	2.13475	0.08108	0.08108	0.08108	0.79901	1.0	1.0	1.0	0.13438	0.20091	0.39875	18.84329	0.06661
OG0007945	-8604.64291	-8543.47371	-8461.003332	-8460.987402	0.0	0.0	0.0	0.0	0.858335270494	2.408	0.08717	0.32794	1.00000	0.11922	0.47256	0.55284	2.57329	0.20651	0.20651	0.52459	1.0	1.0	0.29031	0.15608	14.27667	0.18509	2.65239	0.1884	0.1884	0.43994	1.0	1.0	0.31925	0.19831	999.0	0.24081	2.65242	0.18857	0.18857	0.18857	0.44007	1.0	1.0	1.0	0.3191	0.19733	999.0	0.22657	0.24084
OG0008090	-3609.856507	-3573.926003	-3609.856506	-3573.988455	0.0	0.998871621275	2.22044604925e-16	1.0	0.0	1.44348	0.02886	0.51787	1.00000	0.0	0.58299	0.48213	1.62599	0.06077	0.06077	0.57697	1.0	1.0	0.0087	0.45917	124.98953	0.41433	1.44349	0.02886	0.02886	0.51787	1.0	1.0	0.0	0.58299	0.73136	0.48213	1.61754	0.06402	0.06402	0.06402	0.58513	1.0	1.0	1.0	0.0	0.46606	0.68091	118.84812	0.41487
OG0008284	-2711.193471	-2704.910726	-2701.780664	-2691.653128	0.000392935703202	1.43230636837e-05	3.26390015015e-09	2.61473190766e-07	6.77735474763e-06	1.30693	0.00000	0.40846	1.00000	0.0262	0.27301	0.56533	1.36667	0.10042	0.10042	0.79011	1.0	1.0	0.07465	0.13344	7.09425	0.13524	1.38708	0.12025	0.12025	0.82901	1.0	1.0	0.08786	0.1047	999.0	0.08313	1.39145	0.10049	0.10049	0.10049	0.77645	1.0	1.0	1.0	0.07757	0.13096	999.0	3.05855	0.14599
OG0008301	-11429.335828	-11427.331636	-11429.073292	-11426.884599	0.0452745256329	0.468686093817	0.0861875968257	0.344375675228	0.0364188087557	1.573	0.02442	0.58367	1.00000	0.04644	0.23881	0.36988	1.57123	0.02394	0.02394	0.57832	1.0	1.0	0.04871	0.2426	0.13206	0.37296	1.57256	0.0246	0.0246	0.58454	1.0	1.0	0.04716	0.24077	0.17801	0.3683	1.57125	0.02306	0.02306	0.02306	0.57176	1.0	1.0	1.0	0.04877	0.23955	0.17844	0.09475	0.37947
OG0008320	-4341.62097	-4334.065712	-4340.077422	-4334.060785	0.00010139687721	0.0789155294614	0.000520778890878	0.920926028368	0.000522592029928	1.87924	0.04358	0.51104	1.00000	0.11073	0.34058	0.37823	1.89071	0.05769	0.05769	0.59047	1.0	1.0	0.09918	0.36212	2.97599	0.31035	1.88845	0.04756	0.04756	0.53967	1.0	1.0	0.09978	0.37301	0.0142	0.36055	1.89094	0.05798	0.05798	0.05798	0.59124	1.0	1.0	1.0	0.09966	0.3621	3.25101	2.93714	0.3091
OG0008365	-3398.925195	-3397.409224	-3398.925189	-3397.409209	0.081640247468	0.997236052388	0.219591560791	0.995629828117	0.0816393418569	1.95973	0.01794	0.61675	1.00000	0.0	0.26246	0.38325	1.9585	0.0186	0.0186	0.62021	1.0	1.0	0.0	0.27142	0.07726	0.37979	1.95973	0.01794	0.01794	0.61674	1.0	1.0	0.0	0.26246	4.96359	0.38326	1.95849	0.0186	0.0186	0.0186	0.62021	1.0	1.0	1.0	0.0	0.27142	11.63653	0.07726	0.37979
OG0008561	-2584.147644	-2581.758831	-2584.147658	-2581.758818	0.0288318421142	1.0	0.0917373202966	0.995931588636	0.0288309379603	1.6828	0.00177	0.42235	1.00000	0.1172	0.14746	0.46045	1.68428	0.0	0.0	0.40321	1.0	1.0	0.1215	0.13261	0.40043	0.47529	1.68273	0.14747	0.14747	0.46044	1.0	1.0	0.1172	0.00177	0.63306	0.42237	1.68424	0.0	0.0	0.0	0.4032	1.0	1.0	1.0	0.1215	0.13261	0.74092	0.40045	0.4753
OG0008568	-5534.41492	-5456.857363	-5501.293363	-5501.275747	0.0	4.4408920985e-16	4.10782519111e-15	1.0	0.851110347576	1.90206	0.00000	0.28048	1.00000	0.09543	0.25395	0.62409	2.13036	0.18194	0.18194	0.89146	1.0	1.0	0.05634	0.92098	240.35141	0.0522	1.96128	0.13974	0.13974	0.77969	1.0	1.0	0.14296	0.09605	253.5695	0.07735	1.96139	0.13972	0.13972	0.13972	0.77969	1.0	1.0	1.0	0.14277	0.09425	251.36384	0.11648	0.07754
OG0008625	-8588.148847	-8493.989488	-8583.067701	-8446.54705	0.0	0.00143342305918	0.0	0.0	0.0	1.95655	0.01002	0.4531	1.00000	0.06515	0.23542	0.48175	2.08093	0.06574	0.06574	0.73814	1.0	1.0	0.13208	0.03645	5.80137	0.12978	1.9515	0.02112	0.02112	0.52752	1.0	1.0	0.05407	0.26289	1.42803	0.4184	2.16772	0.06609	0.06609	0.06609	0.74597	1.0	1.0	1.0	0.12786	0.04603	0.13146	999.0	0.12616
OG0008907	-15890.859261	-15792.946347	-15837.382753	-15792.683337	0.0	0.0	0.0	0.468284957267	0.0	1.78805	0.00000	0.22089	1.00000	0.12708	0.23692	0.65203	1.81865	0.22434	0.22434	0.57425	1.0	1.0	0.13345	0.01596	5.94548	0.2923	1.81453	0.24637	0.24637	0.57561	1.0	1.0	0.12698	0.02073	7.65223	0.29741	1.81966	0.22347	0.22347	0.22347	0.57489	1.0	1.0	1.0	0.13378	0.0165	7.26391	5.01448	0.29132
OG0008956	-8918.087109	-8895.155504	-8917.737374	-8888.235754	1.26805232981e-11	0.402961839241	1.08579811808e-13	0.000199106187932	1.57651669497e-14	1.89946	0.01793	0.57084	1.00000	0.09021	0.28843	0.33895	1.91818	0.01725	0.01725	0.561	1.0	1.0	0.10934	0.23499	2.46711	0.32966	1.89918	0.01746	0.01746	0.56752	1.0	1.0	0.09093	0.28727	0.10896	0.34155	1.91617	0.01841	0.01841	0.01841	0.56759	1.0	1.0	1.0	0.11383	0.23497	0.0966	4.26013	0.31858
OG0009016	-4498.607239	-4498.594977	-4497.774457	-4497.707482	0.875558995298	0.196853755118	0.406668468173	0.182765730954	0.714371191994	2.59831	0.01415	0.68134	1.00000	0.01112	0.24198	0.30754	2.59855	0.01403	0.01403	0.68015	1.0	1.0	0.01141	0.24003	0.25542	0.30844	2.59725	0.01401	0.01401	0.68114	1.0	1.0	0.01013	0.23963	0.98357	0.30873	2.59742	0.01421	0.01421	0.01421	0.68337	1.0	1.0	1.0	0.00939	0.2437	1.02391	0.20873	0.30725
