ClusterID	Genes	Width	
Cluster_0433	Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015076,Zm00001d015077,Zm00001d015079	11
Cluster_0434	Zm00001d015071,Zm00001d015073	3
Cluster_0435	Zm00001d015097,Zm00001d015098	2
Cluster_0436	Zm00001d015174,Zm00001d015175	2
Cluster_0437	Zm00001d015216,Zm00001d015217,Zm00001d015220,Zm00001d015224	7
Cluster_0438	Zm00001d015234,Zm00001d015239	3
Cluster_0439	Zm00001d015253,Zm00001d015255	3
Cluster_0440	Zm00001d015367,Zm00001d015372	3
Cluster_0441	Zm00001d015444,Zm00001d015445	2
Cluster_0442	Zm00001d015495,Zm00001d015499	5
Cluster_0443	Zm00001d015551,Zm00001d015552	2
Cluster_0444	Zm00001d015578,Zm00001d015579,Zm00001d015589,Zm00001d015592	12
Cluster_0445	Zm00001d015636,Zm00001d015637	2
Cluster_0446	Zm00001d015709,Zm00001d015711	2
Cluster_0447	Zm00001d015820,Zm00001d015821,Zm00001d015825	6
Cluster_0448	Zm00001d015822,Zm00001d015823	2
Cluster_0449	Zm00001d015905,Zm00001d015912,Zm00001d015914	6
Cluster_0450	Zm00001d015963,Zm00001d015964	2
Cluster_0451	Zm00001d015975,Zm00001d015976	2
Cluster_0452	Zm00001d016022,Zm00001d016024,Zm00001d016025,Zm00001d016027,Zm00001d016035	9
Cluster_0453	Zm00001d016054,Zm00001d016056	3
Cluster_0454	Zm00001d016085,Zm00001d016087	2
Cluster_0455	Zm00001d016120,Zm00001d016121	2
Cluster_0456	Zm00001d016136,Zm00001d016137,Zm00001d016139,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	8
Cluster_0457	Zm00001d016158,Zm00001d016159	2
Cluster_0458	Zm00001d016177,Zm00001d016179,Zm00001d016182,Zm00001d016185	8
Cluster_0459	Zm00001d016180,Zm00001d016181	2
Cluster_0460	Zm00001d016203,Zm00001d016207	4
Cluster_0461	Zm00001d016219,Zm00001d016220	2
Cluster_0462	Zm00001d016260,Zm00001d016262	2
Cluster_0463	Zm00001d016306,Zm00001d016307	2
Cluster_0464	Zm00001d016387,Zm00001d016389,Zm00001d016391,Zm00001d016393	5
Cluster_0465	Zm00001d016395,Zm00001d016396	2
Cluster_0466	Zm00001d016414,Zm00001d016415,Zm00001d016417,Zm00001d016420,Zm00001d016424,Zm00001d016427,Zm00001d016428,Zm00001d016429,Zm00001d016431,Zm00001d016435	13
Cluster_0467	Zm00001d016476,Zm00001d016477	2
Cluster_0468	Zm00001d016567,Zm00001d016568	2
Cluster_0469	Zm00001d016607,Zm00001d016613	4
Cluster_0470	Zm00001d016648,Zm00001d016649	2
Cluster_0471	Zm00001d016660,Zm00001d016661	2
Cluster_0472	Zm00001d016719,Zm00001d016730	11
Cluster_0473	Zm00001d016738,Zm00001d016740,Zm00001d016741	3
Cluster_0474	Zm00001d016773,Zm00001d016777,Zm00001d016782	3
Cluster_0475	Zm00001d016841,Zm00001d016842,Zm00001d016844	3
Cluster_0476	Zm00001d016867,Zm00001d016868,Zm00001d016870,Zm00001d016871	4
Cluster_0477	Zm00001d016882,Zm00001d016883	2
Cluster_0478	Zm00001d016884,Zm00001d016885	2
Cluster_0479	Zm00001d016899,Zm00001d016900	2
Cluster_0480	Zm00001d016939,Zm00001d016940	2
Cluster_0481	Zm00001d016946,Zm00001d016947,Zm00001d016948,Zm00001d016949	4
Cluster_0482	Zm00001d017001,Zm00001d017008,Zm00001d017009,Zm00001d017014,Zm00001d017019	13
Cluster_0483	Zm00001d017021,Zm00001d017022	2
Cluster_0484	Zm00001d017031,Zm00001d017032,Zm00001d017033	3
Cluster_0485	Zm00001d017043,Zm00001d017045	2
Cluster_0486	Zm00001d017161,Zm00001d017163	2
Cluster_0487	Zm00001d017164,Zm00001d017165	2
Cluster_0488	Zm00001d017188,Zm00001d017189,Zm00001d017190,Zm00001d017191,Zm00001d017192	5
Cluster_0489	Zm00001d017222,Zm00001d017234,Zm00001d017236,Zm00001d017237,Zm00001d017238	10
Cluster_0490	Zm00001d017228,Zm00001d017229	2
Cluster_0491	Zm00001d017274,Zm00001d017275,Zm00001d017276,Zm00001d017279	4
Cluster_0492	Zm00001d017285,Zm00001d017286	2
Cluster_0493	Zm00001d017326,Zm00001d017329	3
Cluster_0494	Zm00001d017334,Zm00001d017335	2
Cluster_0495	Zm00001d017336,Zm00001d017340	5
Cluster_0496	Zm00001d017383,Zm00001d017385	3
Cluster_0497	Zm00001d017427,Zm00001d017429	3
Cluster_0498	Zm00001d017458,Zm00001d017459	2
Cluster_0499	Zm00001d017462,Zm00001d017466	3
Cluster_0500	Zm00001d017477,Zm00001d017478,Zm00001d017480	4
Cluster_0501	Zm00001d017493,Zm00001d017494,Zm00001d017495	3
Cluster_0502	Zm00001d017499,Zm00001d017500	2
Cluster_0503	Zm00001d017508,Zm00001d017510	3
Cluster_0504	Zm00001d017534,Zm00001d017535	2
Cluster_0505	Zm00001d017570,Zm00001d017571	2
Cluster_0506	Zm00001d017591,Zm00001d017592	2
Cluster_0507	Zm00001d017612,Zm00001d017615	4
Cluster_0508	Zm00001d017646,Zm00001d017647,Zm00001d017648	3
Cluster_0509	Zm00001d017713,Zm00001d017714	2
Cluster_0510	Zm00001d017731,Zm00001d017732,Zm00001d017733,Zm00001d017734,Zm00001d017735,Zm00001d017736,Zm00001d017737,Zm00001d017740,Zm00001d017741	9
Cluster_0511	Zm00001d017776,Zm00001d017777	2
Cluster_0512	Zm00001d017786,Zm00001d017787	2
Cluster_0513	Zm00001d017814,Zm00001d017817	2
Cluster_0514	Zm00001d017840,Zm00001d017841	2
Cluster_0515	Zm00001d017864,Zm00001d017866,Zm00001d017867,Zm00001d017869	6
Cluster_0516	Zm00001d017865,Zm00001d017868	4
Cluster_0517	Zm00001d017952,Zm00001d017953	2
Cluster_0518	Zm00001d017973,Zm00001d017974,Zm00001d017975	3
Cluster_0519	Zm00001d018002,Zm00001d018003	2
Cluster_0520	Zm00001d018065,Zm00001d018066	2
Cluster_0521	Zm00001d018105,Zm00001d018106,Zm00001d018107	3
Cluster_0522	Zm00001d018123,Zm00001d018124	2
Cluster_0523	Zm00001d018155,Zm00001d018156	2
Cluster_0524	Zm00001d018181,Zm00001d018184	4
Cluster_0525	Zm00001d018182,Zm00001d018185	4
Cluster_0526	Zm00001d018183,Zm00001d018187	4
Cluster_0527	Zm00001d018251,Zm00001d018253,Zm00001d018254	4
Cluster_0528	Zm00001d018281,Zm00001d018282	2
Cluster_0529	Zm00001d018321,Zm00001d018322,Zm00001d018323,Zm00001d018324	4
Cluster_0530	Zm00001d018329,Zm00001d018332	4
Cluster_0531	Zm00001d018336,Zm00001d018340	5
Cluster_0532	Zm00001d018451,Zm00001d018452	2
Cluster_0533	Zm00001d018505,Zm00001d018506	2
Cluster_0534	Zm00001d018614,Zm00001d018615	2
Cluster_0535	Zm00001d018618,Zm00001d018619,Zm00001d018620	3
Cluster_0536	Zm00001d018628,Zm00001d018629,Zm00001d018630,Zm00001d018631	4
Cluster_0537	Zm00001d018632,Zm00001d018633	2
Cluster_0538	Zm00001d018648,Zm00001d018649,Zm00001d018650,Zm00001d018652	5
Cluster_0539	Zm00001d018670,Zm00001d018673	3
Cluster_0540	Zm00001d018680,Zm00001d018681,Zm00001d018685,Zm00001d018686,Zm00001d018687,Zm00001d018690,Zm00001d018691,Zm00001d018692	10
Cluster_0541	Zm00001d018682,Zm00001d018683	2
Cluster_0542	Zm00001d018700,Zm00001d018701	2
Cluster_0543	Zm00001d018703,Zm00001d018705	3
Cluster_0544	Zm00001d018708,Zm00001d018709	2
Cluster_0545	Zm00001d018710,Zm00001d018711	2
Cluster_0546	Zm00001d018734,Zm00001d018737,Zm00001d018738	4
Cluster_0547	Zm00001d018759,Zm00001d018760,Zm00001d018762,Zm00001d018764,Zm00001d018766	8
Cluster_0548	Zm00001d018761,Zm00001d018763,Zm00001d018765	5
Cluster_0549	Zm00001d018830,Zm00001d018837	5
Cluster_0550	Zm00001d018844,Zm00001d018845	2
Cluster_0551	Zm00001d018846,Zm00001d018847	2
Cluster_0552	Zm00001d018848,Zm00001d018853,Zm00001d018854,Zm00001d018855,Zm00001d018857	10
Cluster_0553	Zm00001d018874,Zm00001d018876,Zm00001d018877,Zm00001d018879,Zm00001d018880	5
Cluster_0554	Zm00001d018918,Zm00001d018924	3
Cluster_0555	Zm00001d018965,Zm00001d018966	2
Cluster_0556	Zm00001d018976,Zm00001d018977	2
Cluster_0557	Zm00001d018989,Zm00001d018990,Zm00001d018994,Zm00001d018995,Zm00001d018998,Zm00001d019000,Zm00001d019001	7
Cluster_0558	Zm00001d019032,Zm00001d019033	2
Cluster_0559	Zm00001d019034,Zm00001d019035	2
Cluster_0560	Zm00001d019043,Zm00001d019044	2
Cluster_0561	Zm00001d019057,Zm00001d019059	2
Cluster_0562	Zm00001d019064,Zm00001d019065,Zm00001d019066	3
Cluster_0563	Zm00001d019079,Zm00001d019084,Zm00001d019086	6
Cluster_0564	Zm00001d019096,Zm00001d019098	2
Cluster_0565	Zm00001d019120,Zm00001d019122	2
Cluster_0566	Zm00001d019155,Zm00001d019160,Zm00001d019162	5
Cluster_0567	Zm00001d019213,Zm00001d019214	2
Cluster_0568	Zm00001d019246,Zm00001d019247	2
Cluster_0569	Zm00001d019250,Zm00001d019251	2
Cluster_0570	Zm00001d019254,Zm00001d019256,Zm00001d019258,Zm00001d019259,Zm00001d019265	9
Cluster_0571	Zm00001d019270,Zm00001d019271,Zm00001d019274	4
Cluster_0572	Zm00001d019279,Zm00001d019280	2
Cluster_0573	Zm00001d019290,Zm00001d019291	2
Cluster_0574	Zm00001d019300,Zm00001d019302	2
Cluster_0575	Zm00001d019303,Zm00001d019304	2
Cluster_0576	Zm00001d019306,Zm00001d019311	6
Cluster_0577	Zm00001d019333,Zm00001d019334	2
Cluster_0578	Zm00001d019373,Zm00001d019374	2
Cluster_0579	Zm00001d019380,Zm00001d019385,Zm00001d019394	11
Cluster_0580	Zm00001d019399,Zm00001d019400	2
Cluster_0581	Zm00001d019405,Zm00001d019406,Zm00001d019407	3
Cluster_0582	Zm00001d019411,Zm00001d019413	3
Cluster_0583	Zm00001d019549,Zm00001d019550	2
Cluster_0584	Zm00001d019557,Zm00001d019560	2
Cluster_0585	Zm00001d019563,Zm00001d019565	3
Cluster_0586	Zm00001d019678,Zm00001d019680	3
Cluster_0587	Zm00001d019704,Zm00001d019705	2
Cluster_0588	Zm00001d019725,Zm00001d019726	2
Cluster_0589	Zm00001d019734,Zm00001d019744	4
Cluster_0590	Zm00001d019756,Zm00001d019757	2
Cluster_0591	Zm00001d019761,Zm00001d019762	2
Cluster_0592	Zm00001d019854,Zm00001d019863	8
Cluster_0593	Zm00001d019951,Zm00001d019961	8
Cluster_0594	Zm00001d020019,Zm00001d020020	2
Cluster_0595	Zm00001d020112,Zm00001d020117	4
Cluster_0596	Zm00001d020136,Zm00001d020137	2
Cluster_0597	Zm00001d020183,Zm00001d020185	3
Cluster_0598	Zm00001d020250,Zm00001d020251	2
Cluster_0599	Zm00001d020260,Zm00001d020261	2
Cluster_0600	Zm00001d020265,Zm00001d020266	2
Cluster_0601	Zm00001d020277,Zm00001d020279,Zm00001d020280,Zm00001d020281,Zm00001d020282	5
Cluster_0602	Zm00001d020306,Zm00001d020307	2
Cluster_0603	Zm00001d020350,Zm00001d020351	2
Cluster_0604	Zm00001d020400,Zm00001d020401	2
Cluster_0605	Zm00001d020405,Zm00001d020408	3
Cluster_0606	Zm00001d020468,Zm00001d020475,Zm00001d020483	11
Cluster_0607	Zm00001d020472,Zm00001d020476	4
Cluster_0608	Zm00001d020480,Zm00001d020484	3
Cluster_0609	Zm00001d020492,Zm00001d020495	4
Cluster_0610	Zm00001d020496,Zm00001d020497	2
Cluster_0611	Zm00001d020501,Zm00001d020502	2
Cluster_0612	Zm00001d020503,Zm00001d020504	2
Cluster_0613	Zm00001d020521,Zm00001d020524	3
Cluster_0614	Zm00001d020528,Zm00001d020530	3
Cluster_0615	Zm00001d020550,Zm00001d020551	2
Cluster_0616	Zm00001d020555,Zm00001d020556	2
Cluster_0617	Zm00001d020563,Zm00001d020568	2
Cluster_0618	Zm00001d020573,Zm00001d020574,Zm00001d020575,Zm00001d020577	4
Cluster_0619	Zm00001d020584,Zm00001d020585	2
Cluster_0620	Zm00001d020591,Zm00001d020592	2
Cluster_0621	Zm00001d020605,Zm00001d020606	2
Cluster_0622	Zm00001d020651,Zm00001d020652	2
Cluster_0623	Zm00001d020727,Zm00001d020728	2
Cluster_0624	Zm00001d020732,Zm00001d020735,Zm00001d020736,Zm00001d020737,Zm00001d020738,Zm00001d020740,Zm00001d020741,Zm00001d020742,Zm00001d020744	11
Cluster_0625	Zm00001d020746,Zm00001d020747	2
Cluster_0626	Zm00001d020750,Zm00001d020751,Zm00001d020752,Zm00001d020754	4
Cluster_0627	Zm00001d020789,Zm00001d020791	3
Cluster_0628	Zm00001d020793,Zm00001d020794	2
Cluster_0629	Zm00001d020804,Zm00001d020805	2
Cluster_0630	Zm00001d020839,Zm00001d020840	2
Cluster_0631	Zm00001d020863,Zm00001d020864	2
Cluster_0632	Zm00001d020886,Zm00001d020887	2
Cluster_0633	Zm00001d020957,Zm00001d020958,Zm00001d020961	4
Cluster_0634	Zm00001d020967,Zm00001d020968	2
Cluster_0635	Zm00001d021016,Zm00001d021017	2
Cluster_0636	Zm00001d021018,Zm00001d021020	3
Cluster_0637	Zm00001d021047,Zm00001d021048	2
Cluster_0638	Zm00001d021093,Zm00001d021094,Zm00001d021095	3
Cluster_0639	Zm00001d021097,Zm00001d021099,Zm00001d021103,Zm00001d021107,Zm00001d021115,Zm00001d021117	9
Cluster_0640	Zm00001d021167,Zm00001d021168	2
Cluster_0641	Zm00001d021189,Zm00001d021191	2
Cluster_0642	Zm00001d021205,Zm00001d021207,Zm00001d021208,Zm00001d021214	4
Cluster_0643	Zm00001d021250,Zm00001d021251	2
Cluster_0644	Zm00001d021285,Zm00001d021290	6
Cluster_0645	Zm00001d021321,Zm00001d021324,Zm00001d021329	6
Cluster_0646	Zm00001d021423,Zm00001d021424	2
Cluster_0647	Zm00001d021454,Zm00001d021455,Zm00001d021456,Zm00001d021457,Zm00001d021459	6
Cluster_0648	Zm00001d021484,Zm00001d021485	2
Cluster_0649	Zm00001d021491,Zm00001d021492	2
Cluster_0650	Zm00001d021508,Zm00001d021511	4
Cluster_0651	Zm00001d021571,Zm00001d021572,Zm00001d021576,Zm00001d021577	6
Cluster_0652	Zm00001d021602,Zm00001d021605	2
Cluster_0653	Zm00001d021630,Zm00001d021632	2
Cluster_0654	Zm00001d021655,Zm00001d021656	2
Cluster_0655	Zm00001d021682,Zm00001d021683,Zm00001d021684,Zm00001d021686,Zm00001d021688,Zm00001d021689,Zm00001d021692,Zm00001d021693,Zm00001d021696,Zm00001d021698,Zm00001d021699	18
Cluster_0656	Zm00001d021690,Zm00001d021695,Zm00001d021697	8
Cluster_0657	Zm00001d021706,Zm00001d021707	2
Cluster_0658	Zm00001d021726,Zm00001d021727,Zm00001d021729,Zm00001d021737	11
Cluster_0659	Zm00001d021731,Zm00001d021732,Zm00001d021736	5
Cluster_0660	Zm00001d021733,Zm00001d021734	2
Cluster_0661	Zm00001d021740,Zm00001d021744	4
Cluster_0662	Zm00001d021747,Zm00001d021752,Zm00001d021753	5
Cluster_0663	Zm00001d021755,Zm00001d021757	3
Cluster_0664	Zm00001d021772,Zm00001d021773	2
Cluster_0665	Zm00001d021864,Zm00001d021867	3
Cluster_0666	Zm00001d021866,Zm00001d021868	3
Cluster_0667	Zm00001d021896,Zm00001d021897	2
Cluster_0668	Zm00001d021935,Zm00001d021936,Zm00001d021938,Zm00001d021942,Zm00001d021943	6
Cluster_0669	Zm00001d021951,Zm00001d021952	2
Cluster_0670	Zm00001d021990,Zm00001d021992	3
Cluster_0671	Zm00001d021991,Zm00001d021993	3
Cluster_0672	Zm00001d022035,Zm00001d022036	2
Cluster_0673	Zm00001d022053,Zm00001d022055,Zm00001d022057	4
Cluster_0674	Zm00001d022081,Zm00001d022082	2
Cluster_0675	Zm00001d022089,Zm00001d022090	2
Cluster_0676	Zm00001d022117,Zm00001d022120	3
Cluster_0677	Zm00001d022119,Zm00001d022122	3
Cluster_0678	Zm00001d022192,Zm00001d022193	2
Cluster_0679	Zm00001d022216,Zm00001d022221	4
Cluster_0680	Zm00001d022217,Zm00001d022222	4
Cluster_0681	Zm00001d022218,Zm00001d022223	4
Cluster_0682	Zm00001d022268,Zm00001d022269	2
Cluster_0683	Zm00001d022270,Zm00001d022271	2
Cluster_0684	Zm00001d022279,Zm00001d022280,Zm00001d022281,Zm00001d022282,Zm00001d022283,Zm00001d022284,Zm00001d022289,Zm00001d022290	9
Cluster_0685	Zm00001d022317,Zm00001d022320,Zm00001d022323,Zm00001d022326,Zm00001d022327	10
Cluster_0686	Zm00001d022343,Zm00001d022344,Zm00001d022346	3
Cluster_0687	Zm00001d022356,Zm00001d022360	3
Cluster_0688	Zm00001d022357,Zm00001d022361	3
Cluster_0689	Zm00001d022420,Zm00001d022421	2
Cluster_0690	Zm00001d022450,Zm00001d022451	2
Cluster_0691	Zm00001d022453,Zm00001d022456,Zm00001d022457,Zm00001d022458	6
Cluster_0692	Zm00001d022471,Zm00001d022472	2
Cluster_0693	Zm00001d022555,Zm00001d022556	2
Cluster_0694	Zm00001d022617,Zm00001d022618	2
Cluster_0695	Zm00001d022637,Zm00001d022643	5
Cluster_0696	Zm00001d023210,Zm00001d023213	4
Cluster_0697	Zm00001d023215,Zm00001d023216	2
Cluster_0698	Zm00001d023217,Zm00001d023225	6
Cluster_0699	Zm00001d023227,Zm00001d023228	2
Cluster_0700	Zm00001d023247,Zm00001d023248	2
Cluster_0701	Zm00001d023254,Zm00001d023257	3
Cluster_0702	Zm00001d023265,Zm00001d023267	3
Cluster_0703	Zm00001d023282,Zm00001d023284,Zm00001d023287	6
Cluster_0704	Zm00001d023285,Zm00001d023286,Zm00001d023288,Zm00001d023289	5
Cluster_0705	Zm00001d023303,Zm00001d023304	2
Cluster_0706	Zm00001d023313,Zm00001d023314	2
Cluster_0707	Zm00001d023317,Zm00001d023318,Zm00001d023320,Zm00001d023321,Zm00001d023322,Zm00001d023323,Zm00001d023325,Zm00001d023326,Zm00001d023327,Zm00001d023329,Zm00001d023330	12
Cluster_0708	Zm00001d023337,Zm00001d023339	2
Cluster_0709	Zm00001d023343,Zm00001d023345	3
Cluster_0710	Zm00001d023347,Zm00001d023349	3
Cluster_0711	Zm00001d023353,Zm00001d023360,Zm00001d023365	8
Cluster_0712	Zm00001d023384,Zm00001d023385	2
Cluster_0713	Zm00001d023398,Zm00001d023399,Zm00001d023417,Zm00001d023418	16
Cluster_0714	Zm00001d023400,Zm00001d023413	11
Cluster_0715	Zm00001d023401,Zm00001d023406,Zm00001d023412	9
Cluster_0716	Zm00001d023402,Zm00001d023411	7
Cluster_0717	Zm00001d023404,Zm00001d023410	5
Cluster_0718	Zm00001d023405,Zm00001d023409	3
Cluster_0719	Zm00001d023455,Zm00001d023456	2
Cluster_0720	Zm00001d023469,Zm00001d023472	4
Cluster_0721	Zm00001d023474,Zm00001d023475	2
Cluster_0722	Zm00001d023481,Zm00001d023483,Zm00001d023484,Zm00001d023485,Zm00001d023486,Zm00001d023487,Zm00001d023489,Zm00001d023490,Zm00001d023491,Zm00001d023493	12
Cluster_0723	Zm00001d023492,Zm00001d023494	3
Cluster_0724	Zm00001d023498,Zm00001d023499	2
Cluster_0725	Zm00001d023504,Zm00001d023506	2
Cluster_0726	Zm00001d023539,Zm00001d023541	3
Cluster_0727	Zm00001d023548,Zm00001d023554	5
Cluster_0728	Zm00001d023569,Zm00001d023570,Zm00001d023575	6
Cluster_0729	Zm00001d023592,Zm00001d023593,Zm00001d023596,Zm00001d023603	9
Cluster_0730	Zm00001d023615,Zm00001d023616	2
Cluster_0731	Zm00001d023673,Zm00001d023677	4
Cluster_0732	Zm00001d023695,Zm00001d023698	3
Cluster_0733	Zm00001d023721,Zm00001d023722,Zm00001d023723,Zm00001d023728	6
Cluster_0734	Zm00001d023768,Zm00001d023769	2
Cluster_0735	Zm00001d023799,Zm00001d023800	2
Cluster_0736	Zm00001d023869,Zm00001d023870,Zm00001d023872,Zm00001d023873	5
Cluster_0737	Zm00001d023889,Zm00001d023890	2
Cluster_0738	Zm00001d023903,Zm00001d023905,Zm00001d023906	4
Cluster_0739	Zm00001d023904,Zm00001d023908	5
Cluster_0740	Zm00001d023939,Zm00001d023941	3
Cluster_0741	Zm00001d024017,Zm00001d024018	2
Cluster_0742	Zm00001d024207,Zm00001d024208,Zm00001d024210,Zm00001d024211	5
Cluster_0743	Zm00001d024252,Zm00001d024265	7
Cluster_0744	Zm00001d024302,Zm00001d024303	2
Cluster_0745	Zm00001d024349,Zm00001d024351	3
Cluster_0746	Zm00001d024378,Zm00001d024379,Zm00001d024382,Zm00001d024386,Zm00001d024392	9
Cluster_0747	Zm00001d024447,Zm00001d024454,Zm00001d024458	7
Cluster_0748	Zm00001d024477,Zm00001d024478,Zm00001d024479,Zm00001d024481,Zm00001d024486	8
Cluster_0749	Zm00001d024548,Zm00001d024549	2
Cluster_0750	Zm00001d024554,Zm00001d024558,Zm00001d024559,Zm00001d024562,Zm00001d024565	7
Cluster_0751	Zm00001d024594,Zm00001d024595	2
Cluster_0752	Zm00001d024607,Zm00001d024610,Zm00001d024611	4
Cluster_0753	Zm00001d024615,Zm00001d024617,Zm00001d024619,Zm00001d024620	4
Cluster_0754	Zm00001d024627,Zm00001d024628	2
Cluster_0755	Zm00001d024651,Zm00001d024653,Zm00001d024657	7
Cluster_0756	Zm00001d024664,Zm00001d024665	2
Cluster_0757	Zm00001d024667,Zm00001d024669	2
Cluster_0758	Zm00001d024693,Zm00001d024694,Zm00001d024695,Zm00001d024697	4
Cluster_0759	Zm00001d024725,Zm00001d024726	2
Cluster_0760	Zm00001d024734,Zm00001d024735,Zm00001d024738,Zm00001d024740	5
Cluster_0761	Zm00001d024745,Zm00001d024749,Zm00001d024750,Zm00001d024751,Zm00001d024752,Zm00001d024753	6
Cluster_0762	Zm00001d024759,Zm00001d024760,Zm00001d024761	3
Cluster_0763	Zm00001d024770,Zm00001d024771	2
Cluster_0764	Zm00001d024798,Zm00001d024799,Zm00001d024800,Zm00001d024802	4
Cluster_0765	Zm00001d024809,Zm00001d024810,Zm00001d024814	5
Cluster_0766	Zm00001d024843,Zm00001d024850,Zm00001d024851,Zm00001d024852,Zm00001d024853	8
Cluster_0767	Zm00001d024867,Zm00001d024871	4
Cluster_0768	Zm00001d024897,Zm00001d024900	3
Cluster_0769	Zm00001d024906,Zm00001d024907	2
Cluster_0770	Zm00001d024943,Zm00001d024946	3
Cluster_0771	Zm00001d024956,Zm00001d024957	2
Cluster_0772	Zm00001d024958,Zm00001d024959	2
Cluster_0773	Zm00001d024961,Zm00001d024962	2
Cluster_0774	Zm00001d024978,Zm00001d024979	2
Cluster_0775	Zm00001d024981,Zm00001d024982	2
Cluster_0776	Zm00001d025019,Zm00001d025022	4
Cluster_0777	Zm00001d025036,Zm00001d025037	2
Cluster_0778	Zm00001d025145,Zm00001d025146	2
Cluster_0779	Zm00001d025185,Zm00001d025193	8
Cluster_0780	Zm00001d025225,Zm00001d025226	2
Cluster_0781	Zm00001d025253,Zm00001d025255	2
Cluster_0782	Zm00001d025265,Zm00001d025267	3
Cluster_0783	Zm00001d025310,Zm00001d025319	7
Cluster_0784	Zm00001d025354,Zm00001d025355	2
Cluster_0785	Zm00001d025381,Zm00001d025382	2
Cluster_0786	Zm00001d025383,Zm00001d025388,Zm00001d025390,Zm00001d025391,Zm00001d025393,Zm00001d025394,Zm00001d025396	13
Cluster_0787	Zm00001d025389,Zm00001d025392,Zm00001d025395,Zm00001d025397	9
Cluster_0788	Zm00001d025491,Zm00001d025504	11
Cluster_0789	Zm00001d025496,Zm00001d025500	3
Cluster_0790	Zm00001d025528,Zm00001d025533	4
Cluster_0791	Zm00001d025552,Zm00001d025558	5
Cluster_0792	Zm00001d025554,Zm00001d025556,Zm00001d025561,Zm00001d025565	9
Cluster_0793	Zm00001d025572,Zm00001d025573	2
Cluster_0794	Zm00001d025584,Zm00001d025585	2
Cluster_0795	Zm00001d025592,Zm00001d025596,Zm00001d025597,Zm00001d025598,Zm00001d025603,Zm00001d025605,Zm00001d025606,Zm00001d025609,Zm00001d025611	18
Cluster_0796	Zm00001d025593,Zm00001d025599,Zm00001d025607	14
Cluster_0797	Zm00001d025594,Zm00001d025600,Zm00001d025602	8
Cluster_0798	Zm00001d025604,Zm00001d025610	6
Cluster_0799	Zm00001d025629,Zm00001d025633	3
Cluster_0800	Zm00001d025632,Zm00001d025636	3
Cluster_0801	Zm00001d025685,Zm00001d025686	2
Cluster_0802	Zm00001d025741,Zm00001d025744	3
Cluster_0803	Zm00001d025808,Zm00001d025812	5
Cluster_0804	Zm00001d025835,Zm00001d025836	2
Cluster_0805	Zm00001d025846,Zm00001d025847	2
Cluster_0806	Zm00001d025875,Zm00001d025881	4
Cluster_0807	Zm00001d025877,Zm00001d025878,Zm00001d025884	4
Cluster_0808	Zm00001d025887,Zm00001d025888,Zm00001d025889	3
Cluster_0809	Zm00001d025900,Zm00001d025901	2
Cluster_0810	Zm00001d025920,Zm00001d025921	2
Cluster_0811	Zm00001d025922,Zm00001d025923,Zm00001d025924	3
Cluster_0812	Zm00001d026026,Zm00001d026028,Zm00001d026029	3
Cluster_0813	Zm00001d026133,Zm00001d026134	2
Cluster_0814	Zm00001d026160,Zm00001d026162,Zm00001d026163	4
Cluster_0815	Zm00001d026169,Zm00001d026170,Zm00001d026171	3
Cluster_0816	Zm00001d026177,Zm00001d026178	2
Cluster_0817	Zm00001d026182,Zm00001d026184,Zm00001d026191	9
Cluster_0818	Zm00001d026197,Zm00001d026203,Zm00001d026204	6
Cluster_0819	Zm00001d026225,Zm00001d026226	2
Cluster_0820	Zm00001d026250,Zm00001d026251	2
Cluster_0821	Zm00001d026369,Zm00001d026370,Zm00001d026371	3
Cluster_0822	Zm00001d026382,Zm00001d026383	2
Cluster_0823	Zm00001d026406,Zm00001d026412,Zm00001d026413	6
Cluster_0824	Zm00001d026408,Zm00001d026411	2
Cluster_0825	Zm00001d026454,Zm00001d026456,Zm00001d026457	3
Cluster_0826	Zm00001d026488,Zm00001d026489	2
Cluster_0827	Zm00001d026522,Zm00001d026528	4
Cluster_0828	Zm00001d026557,Zm00001d026558	2
Cluster_0829	Zm00001d026588,Zm00001d026589	2
Cluster_0830	Zm00001d026661,Zm00001d026663	3
Cluster_0831	Zm00001d027281,Zm00001d027283	2
Cluster_0832	Zm00001d027290,Zm00001d027291	2
Cluster_0833	Zm00001d027488,Zm00001d027489	2
Cluster_0834	Zm00001d027508,Zm00001d027509	2
Cluster_0835	Zm00001d027524,Zm00001d027525	2
Cluster_0836	Zm00001d027534,Zm00001d027535	2
Cluster_0837	Zm00001d027539,Zm00001d027540,Zm00001d027541,Zm00001d027542	4
Cluster_0838	Zm00001d027570,Zm00001d027571,Zm00001d027572	3
Cluster_0839	Zm00001d027578,Zm00001d027580	2
Cluster_0840	Zm00001d027599,Zm00001d027601	2
Cluster_0841	Zm00001d027610,Zm00001d027611	2
Cluster_0842	Zm00001d027621,Zm00001d027622	2
Cluster_0843	Zm00001d027638,Zm00001d027639,Zm00001d027642,Zm00001d027643	4
Cluster_0844	Zm00001d027678,Zm00001d027679	2
Cluster_0845	Zm00001d027684,Zm00001d027685	2
Cluster_0846	Zm00001d027686,Zm00001d027687	2
Cluster_0847	Zm00001d027717,Zm00001d027718	2
