ClusterID	Genes	Width	
Cluster_0434	Zm00008a010958,Zm00008a010959,Zm00008a010961	4
Cluster_0435	Zm00008a010969,Zm00008a010970	2
Cluster_0436	Zm00008a010994,Zm00008a010995	2
Cluster_0437	Zm00008a011007,Zm00008a011008	2
Cluster_0438	Zm00008a011026,Zm00008a011029	4
Cluster_0439	Zm00008a011059,Zm00008a011060,Zm00008a011061,Zm00008a011062,Zm00008a011063,Zm00008a011064,Zm00008a011065,Zm00008a011066,Zm00008a011067,Zm00008a011068,Zm00008a011069,Zm00008a011078,Zm00008a011079,Zm00008a011080	22
Cluster_0440	Zm00008a011082,Zm00008a011083	2
Cluster_0441	Zm00008a011087,Zm00008a011093	7
Cluster_0442	Zm00008a011129,Zm00008a011132	4
Cluster_0443	Zm00008a011153,Zm00008a011156,Zm00008a011157,Zm00008a011159,Zm00008a011162	10
Cluster_0444	Zm00008a011165,Zm00008a011166,Zm00008a011167,Zm00008a011168,Zm00008a011169,Zm00008a011170	6
Cluster_0445	Zm00008a011173,Zm00008a011178	6
Cluster_0446	Zm00008a011174,Zm00008a011176	3
Cluster_0447	Zm00008a011188,Zm00008a011189	2
Cluster_0448	Zm00008a011238,Zm00008a011239	2
Cluster_0449	Zm00008a011258,Zm00008a011259,Zm00008a011261,Zm00008a011262,Zm00008a011264,Zm00008a011265,Zm00008a011266	9
Cluster_0450	Zm00008a011311,Zm00008a011312	2
Cluster_0451	Zm00008a011318,Zm00008a011321	4
Cluster_0452	Zm00008a011333,Zm00008a011334	2
Cluster_0453	Zm00008a011369,Zm00008a011370,Zm00008a011371	3
Cluster_0454	Zm00008a011400,Zm00008a011403	4
Cluster_0455	Zm00008a011406,Zm00008a011407	2
Cluster_0456	Zm00008a011446,Zm00008a011447	2
Cluster_0457	Zm00008a011532,Zm00008a011534	3
Cluster_0458	Zm00008a011557,Zm00008a011558,Zm00008a011560	4
Cluster_0459	Zm00008a011601,Zm00008a011602,Zm00008a011607	7
Cluster_0460	Zm00008a011603,Zm00008a011608	6
Cluster_0461	Zm00008a011656,Zm00008a011657,Zm00008a011658	3
Cluster_0462	Zm00008a011686,Zm00008a011687	2
Cluster_0463	Zm00008a011710,Zm00008a011712	3
Cluster_0464	Zm00008a011726,Zm00008a011729	4
Cluster_0465	Zm00008a011739,Zm00008a011753	15
Cluster_0466	Zm00008a011761,Zm00008a011765	5
Cluster_0467	Zm00008a011783,Zm00008a011784	2
Cluster_0468	Zm00008a011812,Zm00008a011813	2
Cluster_0469	Zm00008a011823,Zm00008a011824	2
Cluster_0470	Zm00008a011847,Zm00008a011849	3
Cluster_0471	Zm00008a011860,Zm00008a011861	2
Cluster_0472	Zm00008a011896,Zm00008a011897	2
Cluster_0473	Zm00008a011898,Zm00008a011899	2
Cluster_0474	Zm00008a011993,Zm00008a011996	4
Cluster_0475	Zm00008a012046,Zm00008a012048	3
Cluster_0476	Zm00008a012083,Zm00008a012084	2
Cluster_0477	Zm00008a012172,Zm00008a012177	6
Cluster_0478	Zm00008a012210,Zm00008a012211	2
Cluster_0479	Zm00008a012226,Zm00008a012228	3
Cluster_0480	Zm00008a012231,Zm00008a012234	4
Cluster_0481	Zm00008a012232,Zm00008a012235	4
Cluster_0482	Zm00008a012233,Zm00008a012236	4
Cluster_0483	Zm00008a012311,Zm00008a012312	2
Cluster_0484	Zm00008a012388,Zm00008a012389,Zm00008a012402	15
Cluster_0485	Zm00008a012407,Zm00008a012412	6
Cluster_0486	Zm00008a012441,Zm00008a012442	2
Cluster_0487	Zm00008a012491,Zm00008a012492	2
Cluster_0488	Zm00008a012533,Zm00008a012535	3
Cluster_0489	Zm00008a012540,Zm00008a012541	2
Cluster_0490	Zm00008a012594,Zm00008a012595	2
Cluster_0491	Zm00008a012634,Zm00008a012635,Zm00008a012636	3
Cluster_0492	Zm00008a012648,Zm00008a012649	2
Cluster_0493	Zm00008a012664,Zm00008a012665	2
Cluster_0494	Zm00008a012683,Zm00008a012684	2
Cluster_0495	Zm00008a012687,Zm00008a012688	2
Cluster_0496	Zm00008a012729,Zm00008a012730,Zm00008a012731,Zm00008a012732,Zm00008a012734,Zm00008a012737,Zm00008a012738	10
Cluster_0497	Zm00008a012746,Zm00008a012747,Zm00008a012750,Zm00008a012751	6
Cluster_0498	Zm00008a012754,Zm00008a012757	4
Cluster_0499	Zm00008a012765,Zm00008a012767	3
Cluster_0500	Zm00008a012769,Zm00008a012770,Zm00008a012771,Zm00008a012773	5
Cluster_0501	Zm00008a012783,Zm00008a012786	4
Cluster_0502	Zm00008a012784,Zm00008a012787,Zm00008a012790	7
Cluster_0503	Zm00008a012795,Zm00008a012796	2
Cluster_0504	Zm00008a012814,Zm00008a012815,Zm00008a012816	3
Cluster_0505	Zm00008a012836,Zm00008a012837	2
Cluster_0506	Zm00008a012865,Zm00008a012866	2
Cluster_0507	Zm00008a012867,Zm00008a012869,Zm00008a012870	4
Cluster_0508	Zm00008a012899,Zm00008a012900	2
Cluster_0509	Zm00008a012916,Zm00008a012917	2
Cluster_0510	Zm00008a012956,Zm00008a012964	9
Cluster_0511	Zm00008a013057,Zm00008a013058	2
Cluster_0512	Zm00008a013085,Zm00008a013087,Zm00008a013089,Zm00008a013090	6
Cluster_0513	Zm00008a013088,Zm00008a013091	4
Cluster_0514	Zm00008a013189,Zm00008a013191	3
Cluster_0515	Zm00008a013234,Zm00008a013235	2
Cluster_0516	Zm00008a013239,Zm00008a013240,Zm00008a013241	3
Cluster_0517	Zm00008a013257,Zm00008a013259,Zm00008a013260	4
Cluster_0518	Zm00008a013278,Zm00008a013279	2
Cluster_0519	Zm00008a013329,Zm00008a013330	2
Cluster_0520	Zm00008a013345,Zm00008a013348,Zm00008a013349	5
Cluster_0521	Zm00008a013375,Zm00008a013376,Zm00008a013377	3
Cluster_0522	Zm00008a013465,Zm00008a013466	2
Cluster_0523	Zm00008a013496,Zm00008a013511,Zm00008a013513	18
Cluster_0524	Zm00008a013517,Zm00008a013530	14
Cluster_0525	Zm00008a013545,Zm00008a013547	3
Cluster_0526	Zm00008a013605,Zm00008a013607	3
Cluster_0527	Zm00008a013612,Zm00008a013614	3
Cluster_0528	Zm00008a013617,Zm00008a013618,Zm00008a013619	3
Cluster_0529	Zm00008a013648,Zm00008a013649,Zm00008a013650	3
Cluster_0530	Zm00008a013742,Zm00008a013756	15
Cluster_0531	Zm00008a013750,Zm00008a013751	2
Cluster_0532	Zm00008a013830,Zm00008a013831	2
Cluster_0533	Zm00008a013840,Zm00008a013841	2
Cluster_0534	Zm00008a013934,Zm00008a013935	2
Cluster_0535	Zm00008a013968,Zm00008a013970	3
Cluster_0536	Zm00008a013979,Zm00008a013980	2
Cluster_0537	Zm00008a014028,Zm00008a014029	2
Cluster_0538	Zm00008a014031,Zm00008a014033,Zm00008a014035	5
Cluster_0539	Zm00008a014032,Zm00008a014034	3
Cluster_0540	Zm00008a014056,Zm00008a014057	2
Cluster_0541	Zm00008a014064,Zm00008a014067	4
Cluster_0542	Zm00008a014070,Zm00008a014072	3
Cluster_0543	Zm00008a014101,Zm00008a014102,Zm00008a014103	3
Cluster_0544	Zm00008a014157,Zm00008a014158	2
Cluster_0545	Zm00008a014169,Zm00008a014170	2
Cluster_0546	Zm00008a014230,Zm00008a014231	2
Cluster_0547	Zm00008a014233,Zm00008a014237	5
Cluster_0548	Zm00008a014275,Zm00008a014276,Zm00008a014280	6
Cluster_0549	Zm00008a014283,Zm00008a014287,Zm00008a014289,Zm00008a014292,Zm00008a014293,Zm00008a014294	12
Cluster_0550	Zm00008a014290,Zm00008a014291	2
Cluster_0551	Zm00008a014324,Zm00008a014325	2
Cluster_0552	Zm00008a014340,Zm00008a014341	2
Cluster_0553	Zm00008a014362,Zm00008a014364,Zm00008a014366,Zm00008a014368,Zm00008a014369,Zm00008a014370,Zm00008a014371,Zm00008a014374	13
Cluster_0554	Zm00008a014380,Zm00008a014381	2
Cluster_0555	Zm00008a014391,Zm00008a014392	2
Cluster_0556	Zm00008a014468,Zm00008a014469	2
Cluster_0557	Zm00008a014472,Zm00008a014473	2
Cluster_0558	Zm00008a014478,Zm00008a014482,Zm00008a014483	6
Cluster_0559	Zm00008a014518,Zm00008a014535	18
Cluster_0560	Zm00008a014525,Zm00008a014526	2
Cluster_0561	Zm00008a014527,Zm00008a014537,Zm00008a014538	12
Cluster_0562	Zm00008a014528,Zm00008a014529,Zm00008a014531	4
Cluster_0563	Zm00008a014558,Zm00008a014561	4
Cluster_0564	Zm00008a014562,Zm00008a014563	2
Cluster_0565	Zm00008a014571,Zm00008a014572	2
Cluster_0566	Zm00008a014597,Zm00008a014600	4
Cluster_0567	Zm00008a014607,Zm00008a014608	2
Cluster_0568	Zm00008a014620,Zm00008a014621	2
Cluster_0569	Zm00008a014715,Zm00008a014717	3
Cluster_0570	Zm00008a014721,Zm00008a014722	2
Cluster_0571	Zm00008a014777,Zm00008a014778,Zm00008a014779,Zm00008a014782,Zm00008a014783	7
Cluster_0572	Zm00008a014826,Zm00008a014827	2
Cluster_0573	Zm00008a014828,Zm00008a014829	2
Cluster_0574	Zm00008a014846,Zm00008a014852	7
Cluster_0575	Zm00008a014848,Zm00008a014849	2
Cluster_0576	Zm00008a014856,Zm00008a014862	7
Cluster_0577	Zm00008a014868,Zm00008a014869,Zm00008a014870	3
Cluster_0578	Zm00008a014878,Zm00008a014891	14
Cluster_0579	Zm00008a014897,Zm00008a014898,Zm00008a014900,Zm00008a014903	7
Cluster_0580	Zm00008a014899,Zm00008a014901	3
Cluster_0581	Zm00008a014913,Zm00008a014914	2
Cluster_0582	Zm00008a014937,Zm00008a014938,Zm00008a014940,Zm00008a014943	7
Cluster_0583	Zm00008a014941,Zm00008a014945	5
Cluster_0584	Zm00008a014953,Zm00008a014955	3
Cluster_0585	Zm00008a014972,Zm00008a014973	2
Cluster_0586	Zm00008a014976,Zm00008a014977	2
Cluster_0587	Zm00008a014985,Zm00008a014987,Zm00008a014988	4
Cluster_0588	Zm00008a015011,Zm00008a015012,Zm00008a015013,Zm00008a015014,Zm00008a015015,Zm00008a015016,Zm00008a015017,Zm00008a015020,Zm00008a015021	11
Cluster_0589	Zm00008a015051,Zm00008a015052,Zm00008a015061	11
Cluster_0590	Zm00008a015054,Zm00008a015060	7
Cluster_0591	Zm00008a015056,Zm00008a015058	3
Cluster_0592	Zm00008a015109,Zm00008a015110,Zm00008a015111	3
Cluster_0593	Zm00008a015123,Zm00008a015126	4
Cluster_0594	Zm00008a015130,Zm00008a015131,Zm00008a015133	4
Cluster_0595	Zm00008a015139,Zm00008a015140	2
Cluster_0596	Zm00008a015145,Zm00008a015146	2
Cluster_0597	Zm00008a015163,Zm00008a015164	2
Cluster_0598	Zm00008a015173,Zm00008a015174	2
Cluster_0599	Zm00008a015200,Zm00008a015201	2
Cluster_0600	Zm00008a015229,Zm00008a015230	2
Cluster_0601	Zm00008a015243,Zm00008a015244	2
Cluster_0602	Zm00008a015292,Zm00008a015294	3
Cluster_0603	Zm00008a015322,Zm00008a015324	3
Cluster_0604	Zm00008a015360,Zm00008a015361	2
Cluster_0605	Zm00008a015373,Zm00008a015374	2
Cluster_0606	Zm00008a015375,Zm00008a015383	9
Cluster_0607	Zm00008a015377,Zm00008a015384	8
Cluster_0608	Zm00008a015380,Zm00008a015382	3
Cluster_0609	Zm00008a015389,Zm00008a015391	3
Cluster_0610	Zm00008a015471,Zm00008a015473,Zm00008a015474,Zm00008a015475,Zm00008a015476,Zm00008a015477,Zm00008a015478,Zm00008a015479	9
Cluster_0611	Zm00008a015536,Zm00008a015537	2
Cluster_0612	Zm00008a015541,Zm00008a015543	3
Cluster_0613	Zm00008a015545,Zm00008a015546	2
Cluster_0614	Zm00008a015578,Zm00008a015589	12
Cluster_0615	Zm00008a015627,Zm00008a015629	3
Cluster_0616	Zm00008a015658,Zm00008a015660	3
Cluster_0617	Zm00008a015668,Zm00008a015673	6
Cluster_0618	Zm00008a015689,Zm00008a015700,Zm00008a015715,Zm00008a015722	34
Cluster_0619	Zm00008a015745,Zm00008a015747,Zm00008a015748	4
Cluster_0620	Zm00008a015769,Zm00008a015775	7
Cluster_0621	Zm00008a015778,Zm00008a015781	4
Cluster_0622	Zm00008a015790,Zm00008a015791,Zm00008a015792,Zm00008a015793,Zm00008a015794,Zm00008a015795,Zm00008a015796	7
Cluster_0623	Zm00008a015973,Zm00008a015974	2
Cluster_0624	Zm00008a016009,Zm00008a016010	2
Cluster_0625	Zm00008a016027,Zm00008a016035	9
Cluster_0626	Zm00008a016062,Zm00008a016063	2
Cluster_0627	Zm00008a016106,Zm00008a016120	15
Cluster_0628	Zm00008a016113,Zm00008a016114	2
Cluster_0629	Zm00008a016157,Zm00008a016158	2
Cluster_0630	Zm00008a016191,Zm00008a016193	3
Cluster_0631	Zm00008a016266,Zm00008a016268	3
Cluster_0632	Zm00008a016272,Zm00008a016284	13
Cluster_0633	Zm00008a016307,Zm00008a016308	2
Cluster_0634	Zm00008a016389,Zm00008a016390	2
Cluster_0635	Zm00008a016436,Zm00008a016441	6
Cluster_0636	Zm00008a016591,Zm00008a016592	2
Cluster_0637	Zm00008a016649,Zm00008a016652	4
Cluster_0638	Zm00008a016669,Zm00008a016670	2
Cluster_0639	Zm00008a016688,Zm00008a016689,Zm00008a016690,Zm00008a016692,Zm00008a016693,Zm00008a016695,Zm00008a016698,Zm00008a016699,Zm00008a016702,Zm00008a016704,Zm00008a016707	20
Cluster_0640	Zm00008a016706,Zm00008a016708	3
Cluster_0641	Zm00008a016750,Zm00008a016751,Zm00008a016754	5
Cluster_0642	Zm00008a016752,Zm00008a016753	2
Cluster_0643	Zm00008a016771,Zm00008a016773,Zm00008a016774,Zm00008a016775,Zm00008a016776	6
Cluster_0644	Zm00008a016789,Zm00008a016791	3
Cluster_0645	Zm00008a016835,Zm00008a016843	9
Cluster_0646	Zm00008a016854,Zm00008a016859	6
Cluster_0647	Zm00008a016912,Zm00008a016913	2
Cluster_0648	Zm00008a016954,Zm00008a016961	8
Cluster_0649	Zm00008a017008,Zm00008a017021	14
Cluster_0650	Zm00008a017009,Zm00008a017020	12
Cluster_0651	Zm00008a017155,Zm00008a017156	2
Cluster_0652	Zm00008a017159,Zm00008a017160,Zm00008a017162	4
Cluster_0653	Zm00008a017171,Zm00008a017173,Zm00008a017175,Zm00008a017176,Zm00008a017184,Zm00008a017185,Zm00008a017186,Zm00008a017187,Zm00008a017189,Zm00008a017192,Zm00008a017193,Zm00008a017194,Zm00008a017195,Zm00008a017196	26
Cluster_0654	Zm00008a017331,Zm00008a017341	11
Cluster_0655	Zm00008a017477,Zm00008a017478,Zm00008a017479	3
Cluster_0656	Zm00008a017484,Zm00008a017485	2
Cluster_0657	Zm00008a017545,Zm00008a017546	2
Cluster_0658	Zm00008a017573,Zm00008a017574	2
Cluster_0659	Zm00008a017577,Zm00008a017578,Zm00008a017580	4
Cluster_0660	Zm00008a017671,Zm00008a017672	2
Cluster_0661	Zm00008a017677,Zm00008a017678,Zm00008a017679	3
Cluster_0662	Zm00008a017695,Zm00008a017696,Zm00008a017697	3
Cluster_0663	Zm00008a017731,Zm00008a017744	14
Cluster_0664	Zm00008a017733,Zm00008a017745	13
Cluster_0665	Zm00008a017748,Zm00008a017749	2
Cluster_0666	Zm00008a017770,Zm00008a017771	2
Cluster_0667	Zm00008a017778,Zm00008a017779,Zm00008a017786	9
Cluster_0668	Zm00008a017822,Zm00008a017823	2
Cluster_0669	Zm00008a017833,Zm00008a017835,Zm00008a017839	7
Cluster_0670	Zm00008a017853,Zm00008a017854	2
Cluster_0671	Zm00008a017866,Zm00008a017867	2
Cluster_0672	Zm00008a017926,Zm00008a017932	7
Cluster_0673	Zm00008a017940,Zm00008a017942	3
Cluster_0674	Zm00008a018008,Zm00008a018009,Zm00008a018011,Zm00008a018012	5
Cluster_0675	Zm00008a018077,Zm00008a018080,Zm00008a018087	11
Cluster_0676	Zm00008a018103,Zm00008a018110	8
Cluster_0677	Zm00008a018116,Zm00008a018117,Zm00008a018124	9
Cluster_0678	Zm00008a018118,Zm00008a018119	2
Cluster_0679	Zm00008a018211,Zm00008a018213	3
Cluster_0680	Zm00008a018232,Zm00008a018233	2
Cluster_0681	Zm00008a018293,Zm00008a018294	2
Cluster_0682	Zm00008a018333,Zm00008a018334	2
Cluster_0683	Zm00008a018376,Zm00008a018377	2
Cluster_0684	Zm00008a018387,Zm00008a018389	3
Cluster_0685	Zm00008a018419,Zm00008a018422	4
Cluster_0686	Zm00008a018420,Zm00008a018421	2
Cluster_0687	Zm00008a018439,Zm00008a018440	2
Cluster_0688	Zm00008a018445,Zm00008a018446,Zm00008a018447	3
Cluster_0689	Zm00008a018465,Zm00008a018466	2
Cluster_0690	Zm00008a018481,Zm00008a018482	2
Cluster_0691	Zm00008a018490,Zm00008a018491,Zm00008a018492,Zm00008a018493,Zm00008a018494,Zm00008a018495,Zm00008a018497,Zm00008a018498,Zm00008a018502,Zm00008a018503,Zm00008a018504,Zm00008a018505	16
Cluster_0692	Zm00008a018544,Zm00008a018545	2
Cluster_0693	Zm00008a018581,Zm00008a018582,Zm00008a018583,Zm00008a018584	4
Cluster_0694	Zm00008a018622,Zm00008a018623	2
Cluster_0695	Zm00008a018740,Zm00008a018741	2
Cluster_0696	Zm00008a018767,Zm00008a018768	2
Cluster_0697	Zm00008a018822,Zm00008a018823	2
Cluster_0698	Zm00008a018862,Zm00008a018863	2
Cluster_0699	Zm00008a018880,Zm00008a018898	19
Cluster_0700	Zm00008a018894,Zm00008a018895	2
Cluster_0701	Zm00008a018901,Zm00008a018902	2
Cluster_0702	Zm00008a018911,Zm00008a018912	2
Cluster_0703	Zm00008a018919,Zm00008a018920	2
Cluster_0704	Zm00008a018930,Zm00008a018936	7
Cluster_0705	Zm00008a019066,Zm00008a019067	2
Cluster_0706	Zm00008a019068,Zm00008a019070	3
Cluster_0707	Zm00008a019104,Zm00008a019106	3
Cluster_0708	Zm00008a019121,Zm00008a019122	2
Cluster_0709	Zm00008a019131,Zm00008a019136	6
Cluster_0710	Zm00008a019205,Zm00008a019206	2
Cluster_0711	Zm00008a019249,Zm00008a019252	4
Cluster_0712	Zm00008a019267,Zm00008a019276	10
Cluster_0713	Zm00008a019290,Zm00008a019292	3
Cluster_0714	Zm00008a019293,Zm00008a019295,Zm00008a019299	7
Cluster_0715	Zm00008a019359,Zm00008a019360	2
Cluster_0716	Zm00008a019363,Zm00008a019364	2
Cluster_0717	Zm00008a019387,Zm00008a019389	3
Cluster_0718	Zm00008a019398,Zm00008a019399	2
Cluster_0719	Zm00008a019458,Zm00008a019459	2
Cluster_0720	Zm00008a019521,Zm00008a019527	7
Cluster_0721	Zm00008a019536,Zm00008a019551	16
Cluster_0722	Zm00008a019600,Zm00008a019606	7
Cluster_0723	Zm00008a019605,Zm00008a019607	3
Cluster_0724	Zm00008a019670,Zm00008a019671	2
Cluster_0725	Zm00008a019698,Zm00008a019700	3
Cluster_0726	Zm00008a019747,Zm00008a019748	2
Cluster_0727	Zm00008a019813,Zm00008a019817	5
Cluster_0728	Zm00008a019841,Zm00008a019842	2
Cluster_0729	Zm00008a019850,Zm00008a019852	3
Cluster_0730	Zm00008a019857,Zm00008a019869	13
Cluster_0731	Zm00008a019946,Zm00008a019949	4
Cluster_0732	Zm00008a019950,Zm00008a019954	5
Cluster_0733	Zm00008a020035,Zm00008a020037,Zm00008a020048	14
Cluster_0734	Zm00008a020093,Zm00008a020104,Zm00008a020105	13
Cluster_0735	Zm00008a020122,Zm00008a020123	2
Cluster_0736	Zm00008a020197,Zm00008a020198	2
Cluster_0737	Zm00008a020238,Zm00008a020239	2
Cluster_0738	Zm00008a020248,Zm00008a020249	2
Cluster_0739	Zm00008a020317,Zm00008a020320	4
Cluster_0740	Zm00008a020324,Zm00008a020326,Zm00008a020327	4
Cluster_0741	Zm00008a020401,Zm00008a020405	5
Cluster_0742	Zm00008a020437,Zm00008a020438,Zm00008a020439,Zm00008a020441	5
Cluster_0743	Zm00008a020445,Zm00008a020446,Zm00008a020448	4
Cluster_0744	Zm00008a020450,Zm00008a020451	2
Cluster_0745	Zm00008a020454,Zm00008a020455,Zm00008a020456	3
Cluster_0746	Zm00008a020464,Zm00008a020465	2
Cluster_0747	Zm00008a020500,Zm00008a020507,Zm00008a020508,Zm00008a020515,Zm00008a020518	19
Cluster_0748	Zm00008a020516,Zm00008a020519	4
Cluster_0749	Zm00008a020517,Zm00008a020520	4
Cluster_0750	Zm00008a020530,Zm00008a020531	2
Cluster_0751	Zm00008a020543,Zm00008a020546	4
Cluster_0752	Zm00008a020617,Zm00008a020618,Zm00008a020619	3
Cluster_0753	Zm00008a020628,Zm00008a020629	2
Cluster_0754	Zm00008a020674,Zm00008a020675	2
Cluster_0755	Zm00008a020699,Zm00008a020700	2
Cluster_0756	Zm00008a020706,Zm00008a020707	2
Cluster_0757	Zm00008a020717,Zm00008a020718	2
Cluster_0758	Zm00008a020732,Zm00008a020737	6
Cluster_0759	Zm00008a020735,Zm00008a020738	4
Cluster_0760	Zm00008a020785,Zm00008a020789	5
Cluster_0761	Zm00008a020790,Zm00008a020802	13
Cluster_0762	Zm00008a020792,Zm00008a020793	2
Cluster_0763	Zm00008a020800,Zm00008a020801	2
Cluster_0764	Zm00008a020813,Zm00008a020814	2
Cluster_0765	Zm00008a020872,Zm00008a020873	2
Cluster_0766	Zm00008a020906,Zm00008a020910	5
Cluster_0767	Zm00008a020987,Zm00008a020988	2
Cluster_0768	Zm00008a021003,Zm00008a021004	2
Cluster_0769	Zm00008a021016,Zm00008a021018	3
Cluster_0770	Zm00008a021109,Zm00008a021111	3
Cluster_0771	Zm00008a021110,Zm00008a021113	4
Cluster_0772	Zm00008a021138,Zm00008a021139	2
Cluster_0773	Zm00008a021163,Zm00008a021166,Zm00008a021171,Zm00008a021173	11
Cluster_0774	Zm00008a021202,Zm00008a021204	3
Cluster_0775	Zm00008a021240,Zm00008a021241	2
Cluster_0776	Zm00008a021245,Zm00008a021246,Zm00008a021247	3
Cluster_0777	Zm00008a021321,Zm00008a021323	3
Cluster_0778	Zm00008a021354,Zm00008a021359	6
Cluster_0779	Zm00008a021370,Zm00008a021374,Zm00008a021375	6
Cluster_0780	Zm00008a021403,Zm00008a021404	2
Cluster_0781	Zm00008a021436,Zm00008a021437	2
Cluster_0782	Zm00008a021455,Zm00008a021456,Zm00008a021464,Zm00008a021476,Zm00008a021477,Zm00008a021479	25
Cluster_0783	Zm00008a021503,Zm00008a021507	5
Cluster_0784	Zm00008a021520,Zm00008a021538,Zm00008a021539,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543,Zm00008a021546	27
Cluster_0785	Zm00008a021566,Zm00008a021567	2
Cluster_0786	Zm00008a021579,Zm00008a021580	2
Cluster_0787	Zm00008a021582,Zm00008a021615	34
Cluster_0788	Zm00008a021589,Zm00008a021590	2
Cluster_0789	Zm00008a021598,Zm00008a021599	2
Cluster_0790	Zm00008a021631,Zm00008a021635	5
Cluster_0791	Zm00008a021644,Zm00008a021645	2
Cluster_0792	Zm00008a021665,Zm00008a021666	2
Cluster_0793	Zm00008a021702,Zm00008a021704,Zm00008a021706	5
Cluster_0794	Zm00008a021705,Zm00008a021707	3
Cluster_0795	Zm00008a021709,Zm00008a021711	3
Cluster_0796	Zm00008a021723,Zm00008a021724,Zm00008a021726,Zm00008a021727,Zm00008a021728,Zm00008a021729,Zm00008a021730,Zm00008a021731,Zm00008a021734,Zm00008a021735,Zm00008a021737,Zm00008a021740,Zm00008a021741,Zm00008a021742,Zm00008a021743,Zm00008a021745,Zm00008a021746	24
Cluster_0797	Zm00008a021732,Zm00008a021744	13
Cluster_0798	Zm00008a021779,Zm00008a021780	2
Cluster_0799	Zm00008a021840,Zm00008a021841	2
Cluster_0800	Zm00008a021843,Zm00008a021844	2
Cluster_0801	Zm00008a021891,Zm00008a021892	2
Cluster_0802	Zm00008a021949,Zm00008a021950,Zm00008a021951	3
Cluster_0803	Zm00008a022036,Zm00008a022040	5
Cluster_0804	Zm00008a022042,Zm00008a022043,Zm00008a022044	3
Cluster_0805	Zm00008a022063,Zm00008a022078	16
Cluster_0806	Zm00008a022070,Zm00008a022071,Zm00008a022073	4
Cluster_0807	Zm00008a022089,Zm00008a022102	14
Cluster_0808	Zm00008a022108,Zm00008a022110	3
Cluster_0809	Zm00008a022135,Zm00008a022137	3
Cluster_0810	Zm00008a022163,Zm00008a022164,Zm00008a022165	3
Cluster_0811	Zm00008a022187,Zm00008a022189	3
Cluster_0812	Zm00008a022201,Zm00008a022203,Zm00008a022204	4
Cluster_0813	Zm00008a022299,Zm00008a022300	2
Cluster_0814	Zm00008a022326,Zm00008a022327,Zm00008a022329,Zm00008a022332,Zm00008a022333,Zm00008a022335,Zm00008a022336,Zm00008a022337	12
Cluster_0815	Zm00008a022367,Zm00008a022369,Zm00008a022370,Zm00008a022372	6
Cluster_0816	Zm00008a022404,Zm00008a022406	3
Cluster_0817	Zm00008a022409,Zm00008a022411	3
Cluster_0818	Zm00008a022413,Zm00008a022414,Zm00008a022416	4
Cluster_0819	Zm00008a022442,Zm00008a022444	3
Cluster_0820	Zm00008a022482,Zm00008a022484	3
Cluster_0821	Zm00008a022505,Zm00008a022506,Zm00008a022508,Zm00008a022520,Zm00008a022521,Zm00008a022525	21
Cluster_0822	Zm00008a022516,Zm00008a022517	2
Cluster_0823	Zm00008a022536,Zm00008a022538	3
Cluster_0824	Zm00008a022545,Zm00008a022546	2
Cluster_0825	Zm00008a022571,Zm00008a022572	2
Cluster_0826	Zm00008a022601,Zm00008a022602	2
Cluster_0827	Zm00008a022611,Zm00008a022616	6
Cluster_0828	Zm00008a022612,Zm00008a022615	4
Cluster_0829	Zm00008a022613,Zm00008a022614	2
Cluster_0830	Zm00008a022640,Zm00008a022644	5
Cluster_0831	Zm00008a022665,Zm00008a022666,Zm00008a022667	3
Cluster_0832	Zm00008a022738,Zm00008a022739,Zm00008a022741	4
Cluster_0833	Zm00008a022802,Zm00008a022803	2
Cluster_0834	Zm00008a022820,Zm00008a022821	2
Cluster_0835	Zm00008a022832,Zm00008a022833	2
Cluster_0836	Zm00008a022839,Zm00008a022843	5
Cluster_0837	Zm00008a022898,Zm00008a022899,Zm00008a022900	3
Cluster_0838	Zm00008a022926,Zm00008a022927	2
Cluster_0839	Zm00008a022956,Zm00008a022958	3
Cluster_0840	Zm00008a022992,Zm00008a022993	2
Cluster_0841	Zm00008a023042,Zm00008a023043	2
Cluster_0842	Zm00008a023066,Zm00008a023067	2
Cluster_0843	Zm00008a023088,Zm00008a023089,Zm00008a023090	3
Cluster_0844	Zm00008a023098,Zm00008a023101	4
Cluster_0845	Zm00008a023099,Zm00008a023102	4
Cluster_0846	Zm00008a023100,Zm00008a023103	4
Cluster_0847	Zm00008a023166,Zm00008a023168	3
Cluster_0848	Zm00008a023176,Zm00008a023177	2
Cluster_0849	Zm00008a023202,Zm00008a023204	3
Cluster_0850	Zm00008a023316,Zm00008a023317	2
Cluster_0851	Zm00008a023425,Zm00008a023426	2
Cluster_0852	Zm00008a023432,Zm00008a023435	4
Cluster_0853	Zm00008a023433,Zm00008a023434	2
Cluster_0854	Zm00008a023452,Zm00008a023453,Zm00008a023454	3
Cluster_0855	Zm00008a023506,Zm00008a023535	30
Cluster_0856	Zm00008a023507,Zm00008a023524	18
Cluster_0857	Zm00008a023526,Zm00008a023527	2
Cluster_0858	Zm00008a023538,Zm00008a023539,Zm00008a023540,Zm00008a023541,Zm00008a023542	5
Cluster_0859	Zm00008a023571,Zm00008a023575,Zm00008a023576,Zm00008a023579,Zm00008a023580	10
Cluster_0860	Zm00008a023572,Zm00008a023573	2
Cluster_0861	Zm00008a023587,Zm00008a023588	2
